,Attribute,Importance,Test_Accuracy,Test_Precision,Test_Recall,Test_F1,Index_Category
18,plus_dm,1.3047208389715632,0.6742968135326515,0.5759736951789932,0.7524806389157793,0.6525012460323706,Momentum_ind
6,bop,0.9796534099026958,0.6742968135326515,0.5759736951789932,0.7524806389157793,0.6525012460323706,Momentum_ind
19,ppo,0.6831205974883027,0.6742968135326515,0.5759736951789932,0.7524806389157793,0.6525012460323706,Momentum_ind
3,aroondown,0.3836337837345309,0.6742968135326515,0.5759736951789932,0.7524806389157793,0.6525012460323706,Momentum_ind
5,aroonosc,0.36350801001786576,0.6742968135326515,0.5759736951789932,0.7524806389157793,0.6525012460323706,Momentum_ind
26,fastd,0.27327914143763543,0.6742968135326515,0.5759736951789932,0.7524806389157793,0.6525012460323706,Momentum_ind
1,adxr,0.24259902964969063,0.6742968135326515,0.5759736951789932,0.7524806389157793,0.6525012460323706,Momentum_ind
9,dxi,0.1638796598545877,0.6742968135326515,0.5759736951789932,0.7524806389157793,0.6525012460323706,Momentum_ind
28,ultosc,-0.28186201764402113,0.6742968135326515,0.5759736951789932,0.7524806389157793,0.6525012460323706,Momentum_ind
4,aroonup,-0.4746731082025161,0.6742968135326515,0.5759736951789932,0.7524806389157793,0.6525012460323706,Momentum_ind
0,adx,-0.8904766397563224,0.6742968135326515,0.5759736951789932,0.7524806389157793,0.6525012460323706,Momentum_ind
21,slowk,-0.9974182172385996,0.6742968135326515,0.5759736951789932,0.7524806389157793,0.6525012460323706,Momentum_ind
24,stochf_d,-0.9974182172385996,0.6742968135326515,0.5759736951789932,0.7524806389157793,0.6525012460323706,Momentum_ind
14,MINUS_DI,-1.3489339800317743,0.6742968135326515,0.5759736951789932,0.7524806389157793,0.6525012460323706,Momentum_ind
27,trix,-1.3767401238058394,0.6742968135326515,0.5759736951789932,0.7524806389157793,0.6525012460323706,Momentum_ind
10,macd,-1.5170669283860414,0.6742968135326515,0.5759736951789932,0.7524806389157793,0.6525012460323706,Momentum_ind
15,MINUS_DM,-1.631320488612515,0.6742968135326515,0.5759736951789932,0.7524806389157793,0.6525012460323706,Momentum_ind
2,apo,-1.8093090987919627,0.6742968135326515,0.5759736951789932,0.7524806389157793,0.6525012460323706,Momentum_ind
11,macdsignal,-3.647554073468113,0.6742968135326515,0.5759736951789932,0.7524806389157793,0.6525012460323706,Momentum_ind
0,ad,2.8032197599782904,0.4044059795436664,0.40452086745074683,0.9863867376573088,0.5737462607777583,Volume_ind
2,obv,0.3834068327571437,0.4044059795436664,0.40452086745074683,0.9863867376573088,0.5737462607777583,Volume_ind
1,adosc,-1.567600052407715,0.4044059795436664,0.40452086745074683,0.9863867376573088,0.5737462607777583,Volume_ind
2,Trange,1.8757019647757482,0.4073072383949646,0.40659205206587123,0.9978823814133592,0.577769214600995,Volatility_ind
1,natr,0.5446261322984638,0.4073072383949646,0.40659205206587123,0.9978823814133592,0.577769214600995,Volatility_ind
0,atr,-1.5350737962386503,0.4073072383949646,0.40659205206587123,0.9978823814133592,0.577769214600995,Volatility_ind
3,quadrature,12.042913403228232,0.5828579858379229,0.49126306550706134,0.7450387221684415,0.5921046304755494,Cycle_ind
2,inphase,6.6275327059192595,0.5828579858379229,0.49126306550706134,0.7450387221684415,0.5921046304755494,Cycle_ind
4,sine,2.9404633393028434,0.5828579858379229,0.49126306550706134,0.7450387221684415,0.5921046304755494,Cycle_ind
0,HT_DCperiod,0.3511936199744463,0.5828579858379229,0.49126306550706134,0.7450387221684415,0.5921046304755494,Cycle_ind
1,HT_DCphase,0.2659267975302026,0.5828579858379229,0.49126306550706134,0.7450387221684415,0.5921046304755494,Cycle_ind
5,leadsine,-1.6004237049272017,0.5828579858379229,0.49126306550706134,0.7450387221684415,0.5921046304755494,Cycle_ind
46,rsi_14,2.641394678006497,0.6734116837136114,0.5733532257335323,0.7673039690222653,0.6562993246565064,All
34,cmo,2.641394678006446,0.6734116837136114,0.5733532257335323,0.7673039690222653,0.6562993246565064,All
70,trend_bbands,2.1848290298184345,0.6734116837136114,0.5733532257335323,0.7673039690222653,0.6562993246565064,All
60,natr,2.033072420965505,0.6734116837136114,0.5733532257335323,0.7673039690222653,0.6562993246565064,All
43,plus_di,1.4140890568759494,0.6734116837136114,0.5733532257335323,0.7673039690222653,0.6562993246565064,All
55,willR,1.132851382717604,0.6734116837136114,0.5733532257335323,0.7673039690222653,0.6562993246565064,All
48,slowd,1.0647674794292605,0.6734116837136114,0.5733532257335323,0.7673039690222653,0.6562993246565064,All
50,stochf_d,0.8490162072882687,0.6734116837136114,0.5733532257335323,0.7673039690222653,0.6562993246565064,All
47,slowk,0.8490162072882687,0.6734116837136114,0.5733532257335323,0.7673039690222653,0.6562993246565064,All
49,stochf_k,0.7486263012861079,0.6734116837136114,0.5733532257335323,0.7673039690222653,0.6562993246565064,All
72,trend_macd,0.606451146211953,0.6734116837136114,0.5733532257335323,0.7673039690222653,0.6562993246565064,All
66,sine,0.5171305282092652,0.6734116837136114,0.5733532257335323,0.7673039690222653,0.6562993246565064,All
62,HT_DCperiod,0.4651179890747335,0.6734116837136114,0.5733532257335323,0.7673039690222653,0.6562993246565064,All
33,cci,0.42204731616978947,0.6734116837136114,0.5733532257335323,0.7673039690222653,0.6562993246565064,All
56,ad,0.39119650636209513,0.6734116837136114,0.5733532257335323,0.7673039690222653,0.6562993246565064,All
31,aroonosc,0.23607523834339272,0.6734116837136114,0.5733532257335323,0.7673039690222653,0.6562993246565064,All
30,aroonup,0.23298519779585092,0.6734116837136114,0.5733532257335323,0.7673039690222653,0.6562993246565064,All
61,Trange,0.19505769139315893,0.6734116837136114,0.5733532257335323,0.7673039690222653,0.6562993246565064,All
107,trend_ema_25_40,0.17700587117813676,0.6734116837136114,0.5733532257335323,0.7673039690222653,0.6562993246565064,All
63,HT_DCphase,0.16375828631211964,0.6734116837136114,0.5733532257335323,0.7673039690222653,0.6562993246565064,All
113,trend_ema_30_50,0.1562045812611162,0.6734116837136114,0.5733532257335323,0.7673039690222653,0.6562993246565064,All
111,trend_ema_30_40,0.14218214306817847,0.6734116837136114,0.5733532257335323,0.7673039690222653,0.6562993246565064,All
39,mfi,0.12814786931043426,0.6734116837136114,0.5733532257335323,0.7673039690222653,0.6562993246565064,All
81,trend_ema_5_40,0.11905575673334727,0.6734116837136114,0.5733532257335323,0.7673039690222653,0.6562993246565064,All
103,trend_ema_20_45,0.1174057449981074,0.6734116837136114,0.5733532257335323,0.7673039690222653,0.6562993246565064,All
117,trend_ema_40_45,0.11293715639392274,0.6734116837136114,0.5733532257335323,0.7673039690222653,0.6562993246565064,All
52,fastd,0.10888398011052278,0.6734116837136114,0.5733532257335323,0.7673039690222653,0.6562993246565064,All
91,trend_ema_10_50,0.10467774347292721,0.6734116837136114,0.5733532257335323,0.7673039690222653,0.6562993246565064,All
98,trend_ema_15_50,0.10120026506427068,0.6734116837136114,0.5733532257335323,0.7673039690222653,0.6562993246565064,All
109,trend_ema_25_50,-0.11892088737132224,0.6734116837136114,0.5733532257335323,0.7673039690222653,0.6562993246565064,All
106,trend_ema_25_35,-0.12970402206892925,0.6734116837136114,0.5733532257335323,0.7673039690222653,0.6562993246565064,All
27,adxr,-0.13868033349601816,0.6734116837136114,0.5733532257335323,0.7673039690222653,0.6562993246565064,All
87,trend_ema_10_30,-0.1411022482731453,0.6734116837136114,0.5733532257335323,0.7673039690222653,0.6562993246565064,All
32,bop,-0.14874649498943168,0.6734116837136114,0.5733532257335323,0.7673039690222653,0.6562993246565064,All
115,trend_ema_35_45,-0.15031679546071322,0.6734116837136114,0.5733532257335323,0.7673039690222653,0.6562993246565064,All
110,trend_ema_30_35,-0.19393476147998523,0.6734116837136114,0.5733532257335323,0.7673039690222653,0.6562993246565064,All
41,MINUS_DM,-0.1968701965218524,0.6734116837136114,0.5733532257335323,0.7673039690222653,0.6562993246565064,All
105,trend_ema_25_30,-0.19783914041970327,0.6734116837136114,0.5733532257335323,0.7673039690222653,0.6562993246565064,All
73,trend_rsi_macd,-0.25978633610855406,0.6734116837136114,0.5733532257335323,0.7673039690222653,0.6562993246565064,All
29,aroondown,-0.312952943567937,0.6734116837136114,0.5733532257335323,0.7673039690222653,0.6562993246565064,All
53,trix,-0.5878706772217356,0.6734116837136114,0.5733532257335323,0.7673039690222653,0.6562993246565064,All
54,ultosc,-0.599519690280429,0.6734116837136114,0.5733532257335323,0.7673039690222653,0.6562993246565064,All
38,macdhist,-0.6481660310863044,0.6734116837136114,0.5733532257335323,0.7673039690222653,0.6562993246565064,All
45,ppo,-0.6664423446685593,0.6734116837136114,0.5733532257335323,0.7673039690222653,0.6562993246565064,All
64,inphase,-0.7664015283164242,0.6734116837136114,0.5733532257335323,0.7673039690222653,0.6562993246565064,All
26,adx,-0.7933795876835258,0.6734116837136114,0.5733532257335323,0.7673039690222653,0.6562993246565064,All
57,adosc,-0.809388856808924,0.6734116837136114,0.5733532257335323,0.7673039690222653,0.6562993246565064,All
42,mom,-0.81161424973328,0.6734116837136114,0.5733532257335323,0.7673039690222653,0.6562993246565064,All
65,quadrature,-0.9056716662734907,0.6734116837136114,0.5733532257335323,0.7673039690222653,0.6562993246565064,All
40,MINUS_DI,-0.9453241608849736,0.6734116837136114,0.5733532257335323,0.7673039690222653,0.6562993246565064,All
36,macd,-0.9625229174798422,0.6734116837136114,0.5733532257335323,0.7673039690222653,0.6562993246565064,All
71,trend_aroon,-0.9905078824146689,0.6734116837136114,0.5733532257335323,0.7673039690222653,0.6562993246565064,All
37,macdsignal,-1.0370630493064732,0.6734116837136114,0.5733532257335323,0.7673039690222653,0.6562993246565064,All
58,obv,-1.1234625013974908,0.6734116837136114,0.5733532257335323,0.7673039690222653,0.6562993246565064,All
28,apo,-1.184127576123431,0.6734116837136114,0.5733532257335323,0.7673039690222653,0.6562993246565064,All
74,trend_cmo,-1.340922043964277,0.6734116837136114,0.5733532257335323,0.7673039690222653,0.6562993246565064,All
1,trend_bbands,5.642485222572993,0.6794354838709677,0.5813671547141658,0.7543562439496612,0.6566598198767577,Trading_ind
3,trend_macd,1.428373991930315,0.6794354838709677,0.5813671547141658,0.7543562439496612,0.6566598198767577,Trading_ind
0,trend_adx,0.40753656170610036,0.6794354838709677,0.5813671547141658,0.7543562439496612,0.6566598198767577,Trading_ind
38,trend_ema_25_40,0.15726203343155673,0.6794354838709677,0.5813671547141658,0.7543562439496612,0.6566598198767577,Trading_ind
12,trend_ema_5_40,0.1544788779106378,0.6794354838709677,0.5813671547141658,0.7543562439496612,0.6566598198767577,Trading_ind
14,trend_ema_5_50,0.1520349531489466,0.6794354838709677,0.5813671547141658,0.7543562439496612,0.6566598198767577,Trading_ind
42,trend_ema_30_40,0.1454842352441303,0.6794354838709677,0.5813671547141658,0.7543562439496612,0.6566598198767577,Trading_ind
22,trend_ema_10_50,0.1374386486926091,0.6794354838709677,0.5813671547141658,0.7543562439496612,0.6566598198767577,Trading_ind
48,trend_ema_40_45,0.13075500985548905,0.6794354838709677,0.5813671547141658,0.7543562439496612,0.6566598198767577,Trading_ind
44,trend_ema_30_50,0.1202789539370771,0.6794354838709677,0.5813671547141658,0.7543562439496612,0.6566598198767577,Trading_ind
29,trend_ema_15_50,0.11503926221503791,0.6794354838709677,0.5813671547141658,0.7543562439496612,0.6566598198767577,Trading_ind
34,trend_ema_20_45,0.11280292456679719,0.6794354838709677,0.5813671547141658,0.7543562439496612,0.6566598198767577,Trading_ind
40,trend_ema_25_50,-0.10262033487118098,0.6794354838709677,0.5813671547141658,0.7543562439496612,0.6566598198767577,Trading_ind
2,trend_aroon,-0.10272233153639808,0.6794354838709677,0.5813671547141658,0.7543562439496612,0.6566598198767577,Trading_ind
23,trend_ema_15_20,-0.10274094761819688,0.6794354838709677,0.5813671547141658,0.7543562439496612,0.6566598198767577,Trading_ind
33,trend_ema_20_40,-0.1030870724629976,0.6794354838709677,0.5813671547141658,0.7543562439496612,0.6566598198767577,Trading_ind
46,trend_ema_35_45,-0.10678689775386543,0.6794354838709677,0.5813671547141658,0.7543562439496612,0.6566598198767577,Trading_ind
6,trend_ema_5_10,-0.11476778962341692,0.6794354838709677,0.5813671547141658,0.7543562439496612,0.6566598198767577,Trading_ind
37,trend_ema_25_35,-0.11843006107632936,0.6794354838709677,0.5813671547141658,0.7543562439496612,0.6566598198767577,Trading_ind
36,trend_ema_25_30,-0.15094002301596682,0.6794354838709677,0.5813671547141658,0.7543562439496612,0.6566598198767577,Trading_ind
41,trend_ema_30_35,-0.16662200996558704,0.6794354838709677,0.5813671547141658,0.7543562439496612,0.6566598198767577,Trading_ind
18,trend_ema_10_30,-0.20603981438250843,0.6794354838709677,0.5813671547141658,0.7543562439496612,0.6566598198767577,Trading_ind
4,trend_rsi_macd,-0.697023515847557,0.6794354838709677,0.5813671547141658,0.7543562439496612,0.6566598198767577,Trading_ind
5,trend_cmo,-2.121719296536378,0.6794354838709677,0.5813671547141658,0.7543562439496612,0.6566598198767577,Trading_ind
