"","MNST.Open","MNST.High","MNST.Low","MNST.Close","MNST.Volume","MNST.Adjusted"
"2021-12-30",96.279999,96.419998,95.25,95.389999,1113300,95.389999
"2021-12-31",95.309998,96.220001,95,96.040001,1105100,96.040001
"2022-01-03",95.519997,96.690002,94.889999,96.540001,1842500,96.540001
"2022-01-04",96.410004,97.959999,96.410004,97.739998,2090800,97.739998
"2022-01-05",97.5,98.730003,96,96.050003,2369500,96.050003
"2022-01-06",95.629997,96.800003,95.290001,95.519997,2484600,95.519997
"2022-01-07",95.360001,95.709999,94.019997,94.059998,1837600,94.059998
"2022-01-10",93.82,93.870003,91.150002,92.730003,3154700,92.730003
"2022-01-11",92.139999,94.739998,91.550003,94.580002,1871200,94.580002
"2022-01-12",95.099998,95.279999,93.690002,93.980003,1871700,93.980003
"2022-01-13",94.349998,95.050003,93.660004,94.370003,2389500,94.370003
"2022-01-14",94.360001,94.360001,89.150002,89.910004,4014500,89.910004
"2022-01-18",88.339996,88.860001,86.550003,86.699997,3102700,86.699997
"2022-01-19",86.849998,87.470001,86.190002,86.730003,2904100,86.730003
"2022-01-20",87.379997,89.120003,86.239998,86.370003,1969100,86.370003
"2022-01-21",86.540001,87.75,85.519997,85.620003,3080300,85.620003
"2022-01-24",85.529999,88.300003,84.199997,88.139999,3427900,88.139999
"2022-01-25",86.949997,87.300003,85.379997,86.330002,2792900,86.330002
"2022-01-26",86.110001,87.239998,84.080002,84.589996,2538700,84.589996
"2022-01-27",85.330002,85.910004,82.699997,83.169998,2374500,83.169998
"2022-01-28",82.910004,85.309998,82,85.309998,2606200,85.309998
"2022-01-31",85.260002,86.790001,84.809998,86.720001,2289800,86.720001
"2022-02-01",86.610001,86.739998,85.330002,86.470001,3482100,86.470001
"2022-02-02",87.129997,87.940002,86.599998,87.209999,2088200,87.209999
"2022-02-03",86.410004,86.980003,85.82,86.080002,3431100,86.080002
"2022-02-04",85.050003,85.620003,83.82,84.290001,3084900,84.290001
"2022-02-07",84.519997,85.129997,84.160004,84.540001,1536000,84.540001
"2022-02-08",84.379997,84.989998,83.760002,84.720001,2569700,84.720001
"2022-02-09",85.739998,86.589996,85.330002,86.290001,2178100,86.290001
"2022-02-10",84.989998,85.040001,83.209999,83.830002,3178800,83.830002
"2022-02-11",83.860001,84.739998,82.550003,82.800003,2116700,82.800003
"2022-02-14",83,85.709999,81.529999,82.57,2936000,82.57
"2022-02-15",85,85.129997,81.919998,82.779999,3919900,82.779999
"2022-02-16",82.389999,83.660004,81.080002,83.220001,2665300,83.220001
"2022-02-17",82.889999,82.900002,81.290001,82.139999,2348000,82.139999
"2022-02-18",81.980003,82.089996,80.449997,81.269997,5295500,81.269997
"2022-02-22",80.839996,82.199997,80.510002,81.650002,4572800,81.650002
"2022-02-23",81.800003,81.989998,79.209999,79.410004,3204000,79.410004
"2022-02-24",78.889999,80.410004,76.370003,80.349998,4722300,80.349998
"2022-02-25",83,86.980003,82.129997,84.57,5836100,84.57
"2022-02-28",82.980003,84.949997,82.860001,84.400002,4079500,84.400002
"2022-03-01",84.209999,84.650002,82.730003,83.230003,2691100,83.230003
"2022-03-02",83.480003,84.32,82.779999,83.75,1709200,83.75
"2022-03-03",84.169998,84.379997,83.25,83.349998,3811800,83.349998
"2022-03-04",82.940002,82.940002,80.879997,81.32,3843100,81.32
"2022-03-07",81.339996,81.339996,74.709999,75,5474500,75
"2022-03-08",74.720001,75.669998,71.779999,72.489998,4426700,72.489998
"2022-03-09",74.57,77.160004,74.25,76.68,3537500,76.68
"2022-03-10",75.360001,76.5,74.07,75.389999,2758600,75.389999
"2022-03-11",76.309998,76.510002,73.089996,73.220001,1687500,73.220001
"2022-03-14",73.760002,74.779999,73.129997,73.230003,1965900,73.230003
"2022-03-15",74.209999,75.239998,73.989998,75.080002,1995600,75.080002
"2022-03-16",75.940002,78.059998,75.279999,77.190002,3011000,77.190002
"2022-03-17",77.099998,78.440002,76.489998,78.279999,2344300,78.279999
"2022-03-18",79.129997,80.82,78.209999,80.589996,4778000,80.589996
"2022-03-21",79.959999,80.209999,77.830002,79,2342800,79
"2022-03-22",79.440002,81.75,79.440002,81.300003,3542300,81.300003
"2022-03-23",80.870003,80.900002,77.849998,78.050003,2561700,78.050003
"2022-03-24",78.32,78.629997,77.25,78.559998,2221500,78.559998
"2022-03-25",79.059998,79.269997,78.059998,78.699997,1706600,78.699997
"2022-03-28",79.160004,80.080002,78.540001,80.019997,1660800,80.019997
"2022-03-29",81.419998,83.580002,80.650002,82.580002,2569200,82.580002
"2022-03-30",81.779999,82.169998,79.599998,80.059998,1947700,80.059998
"2022-03-31",80.43,80.970001,79.870003,79.900002,2684300,79.900002
"2022-04-01",80.279999,82.25,80.080002,82.150002,2275100,82.150002
"2022-04-04",81.959999,82.769997,81.139999,82.599998,2127100,82.599998
"2022-04-05",82.650002,82.889999,81.489998,81.900002,1999400,81.900002
"2022-04-06",81.029999,81.82,79.160004,80.82,2464800,80.82
"2022-04-07",80.639999,82.32,80.18,81.779999,2623700,81.779999
"2022-04-08",81.660004,83.120003,80.519997,81.620003,3495300,81.620003
"2022-04-11",81.470001,83.080002,81.120003,82.169998,2845800,82.169998
"2022-04-12",82.629997,83.419998,82.040001,82.690002,2986600,82.690002
"2022-04-13",82.480003,84.559998,82.480003,84.010002,2978400,84.010002
"2022-04-14",84.120003,84.489998,81.900002,82.589996,6279800,82.589996
"2022-04-18",82.059998,82.830002,81.730003,82.440002,2210500,82.440002
"2022-04-19",82.370003,83.980003,82.050003,83.800003,1892100,83.800003
"2022-04-20",84.489998,85.57,83.93,85.349998,2102600,85.349998
"2022-04-21",86.029999,88.029999,85.809998,86.879997,4269100,86.879997
"2022-04-22",86.5,86.940002,85.190002,85.650002,3986900,85.650002
"2022-04-25",85.650002,86.790001,83.620003,86.68,3502600,86.68
"2022-04-26",85.839996,87.040001,85.739998,86.260002,4200600,86.260002
"2022-04-27",85.989998,87.419998,85.730003,86.75,3689300,86.75
"2022-04-28",86.860001,87.989998,85.379997,87.809998,2666900,87.809998
"2022-04-29",87.25,87.82,85.239998,85.68,3322900,85.68
"2022-05-02",86.139999,86.589996,83.139999,84.75,3484600,84.75
"2022-05-03",85.510002,85.510002,83.110001,83.919998,2805100,83.919998
"2022-05-04",83.809998,86.870003,83.349998,86.650002,3520100,86.650002
"2022-05-05",85.75,86.169998,82.129997,83.040001,3924700,83.040001
"2022-05-06",82.550003,87.589996,82.550003,86.669998,6635700,86.669998
"2022-05-09",85.370003,86.489998,82.209999,83.57,4921600,83.57
"2022-05-10",84.889999,85.279999,83.07,84.139999,2930400,84.139999
"2022-05-11",83.879997,87.32,83.389999,84.910004,3479700,84.910004
"2022-05-12",83.709999,86.529999,83.709999,85.68,3179800,85.68
"2022-05-13",86.110001,89.150002,85.860001,88.889999,3205600,88.889999
"2022-05-16",88.110001,90.059998,88.110001,89.110001,2725300,89.110001
"2022-05-17",89.760002,90.209999,88.080002,89.230003,2334100,89.230003
"2022-05-18",89.449997,90.239998,86.239998,86.620003,3208000,86.620003
"2022-05-19",86.080002,87.589996,85.139999,86.760002,3254500,86.760002
"2022-05-20",87.110001,87.980003,85.910004,87.629997,3808900,87.629997
"2022-05-23",88.690002,88.889999,86.379997,87.050003,2953200,87.050003
"2022-05-24",86.959999,87.669998,86.580002,87.489998,2834900,87.489998
"2022-05-25",87.059998,88.129997,86.82,87.730003,1744700,87.730003
"2022-05-26",87.970001,89.400002,87.860001,88.730003,1612900,88.730003
"2022-05-27",89.099998,89.709999,88.669998,89.669998,2123600,89.669998
"2022-05-31",89.57,90,87.779999,89.120003,4105000,89.120003
"2022-06-01",88.82,88.970001,86.959999,88.050003,1943800,88.050003
"2022-06-02",88.480003,90.389999,87.400002,90.339996,2687000,90.339996
"2022-06-03",89.790001,89.989998,88.370003,88.830002,2341300,88.830002
"2022-06-06",90,91.849998,89.800003,91.360001,3528700,91.360001
"2022-06-07",90.900002,92,90.220001,90.849998,2362100,90.849998
"2022-06-08",90.339996,90.93,89.980003,90.239998,1915400,90.239998
"2022-06-09",89.68,90.959999,89.220001,89.300003,2114000,89.300003
"2022-06-10",87.709999,88.120003,86.860001,87.040001,3067100,87.040001
"2022-06-13",85.25,85.959999,83.900002,84.489998,2936700,84.489998
"2022-06-14",85.760002,88.360001,85.760002,88.059998,4682600,88.059998
"2022-06-15",88.660004,90.419998,87.050003,87.870003,3726400,87.870003
"2022-06-16",86.769997,88.57,85.290001,87.889999,4123900,87.889999
"2022-06-17",87.809998,89.07,87.07,88.120003,4809200,88.120003
"2022-06-21",88.839996,91.559998,88.029999,90.839996,2958800,90.839996
"2022-06-22",90.199997,91.639999,89.779999,90.739998,2482300,90.739998
"2022-06-23",91.559998,92.699997,91,92.18,1792900,92.18
"2022-06-24",93.290001,94.589996,92.220001,94.580002,2971600,94.580002
"2022-06-27",94,94.279999,93.07,94.209999,2403700,94.209999
"2022-06-28",94.169998,94.730003,90.389999,90.809998,3515500,90.809998
"2022-06-29",91.190002,93.360001,90.839996,93.349998,2568900,93.349998
