"","MTB.Open","MTB.High","MTB.Low","MTB.Close","MTB.Volume","MTB.Adjusted"
"2022-01-13",182.220001,184.779999,181.070007,183.210007,1871800,180.742264
"2022-01-14",181,185.380005,179.740005,185.339996,1681000,182.843567
"2022-01-18",185.759995,186.929993,181.449997,182.389999,1629200,179.933304
"2022-01-19",182.479996,182.869995,175.899994,175.919998,2490500,173.550461
"2022-01-20",178.770004,181.199997,165.779999,166.350006,3911200,164.10936
"2022-01-21",165.350006,165.350006,157.850006,160.110001,2660900,157.953415
"2022-01-24",158.820007,167.130005,156.5,166.630005,2590100,164.38559
"2022-01-25",164.169998,166.440002,160.740005,164.589996,1497000,162.373062
"2022-01-26",165.309998,168.139999,164.039993,167.759995,1782900,165.500351
"2022-01-27",170.100006,173.679993,167.399994,168.860001,1995800,166.585556
"2022-01-28",168.270004,172.130005,166.910004,172.070007,1722100,169.752319
"2022-01-31",169.940002,170.410004,166.699997,169.380005,1517700,167.098541
"2022-02-01",169.110001,173.470001,168.339996,172.850006,1108700,170.521805
"2022-02-02",171.899994,176.5,171.009995,175.820007,1243900,173.451797
"2022-02-03",176.600006,179.190002,174.270004,175.179993,1707100,172.820404
"2022-02-04",175.389999,180.899994,175.300003,179.559998,1243800,177.141418
"2022-02-07",179.559998,181.589996,177.330002,180.479996,963100,178.049026
"2022-02-08",183.160004,185.089996,182.009995,184.289993,1130400,181.807709
"2022-02-09",183.869995,184.679993,182.369995,183.050003,913700,180.584412
"2022-02-10",183.470001,186.949997,181.899994,183.110001,1451100,180.6436
"2022-02-11",181.210007,186.5,180.929993,182.300003,1319900,179.844513
"2022-02-14",182.630005,184.350006,179.100006,180.410004,952400,177.97998
"2022-02-15",182.860001,184.570007,181.350006,183.929993,789100,181.452545
"2022-02-16",182.110001,186.679993,182.110001,186.100006,1095800,183.593338
"2022-02-17",184.429993,184.429993,181.190002,182.660004,1517500,180.199677
"2022-02-18",181.589996,184.220001,181.460007,182.350006,1489600,179.89386
"2022-02-22",181.960007,184.449997,179.380005,182.589996,1351000,180.1306
"2022-02-23",184.910004,185.449997,179.729996,180.809998,1468700,178.374588
"2022-02-24",173.139999,174.880005,168.100006,174.470001,2090400,172.11998
"2022-02-25",174.869995,183.600006,174.649994,183.029999,1530100,181.815201
"2022-02-28",177.360001,182.509995,177.220001,182.229996,1386000,181.020508
"2022-03-01",179.839996,180.600006,168.369995,169.850006,1813500,168.722687
"2022-03-02",172.380005,180.850006,172.380005,178.809998,1345400,177.623215
"2022-03-03",178.470001,180.979996,177.009995,180.649994,1209200,179.450989
"2022-03-04",175.580002,176.580002,172.520004,176.220001,1319100,175.0504
"2022-03-07",173.570007,178.899994,170.419998,170.490005,2863300,169.358444
"2022-03-08",174.910004,175.130005,167.020004,168.130005,3357500,167.014099
"2022-03-09",174.410004,177.440002,171.889999,173.210007,1263900,172.060379
"2022-03-10",171.259995,175.429993,170.429993,173.899994,1078700,172.745789
"2022-03-11",174.669998,178.360001,172.119995,172.220001,1100900,171.07695
"2022-03-14",174.929993,177.979996,173.059998,175.199997,976600,174.03717
"2022-03-15",176.470001,176.820007,172,175.009995,808800,173.848419
"2022-03-16",176.770004,181.5,176.770004,181.410004,1276000,180.205963
"2022-03-17",177.679993,179.309998,174.830002,179.070007,854300,177.881485
"2022-03-18",178.830002,180.210007,173.240005,179.289993,2443300,178.100021
"2022-03-21",180.479996,183.149994,178.789993,180.580002,1155300,179.38147
"2022-03-22",183.039993,186.690002,182.020004,184.490005,826300,183.265518
"2022-03-23",182.889999,184.050003,178.860001,178.910004,1024000,177.722549
"2022-03-24",180.759995,181.149994,178.25,179.690002,809500,178.497375
"2022-03-25",181.050003,184.279999,179.800003,183.570007,882500,182.351624
"2022-03-28",179.960007,180.470001,176.199997,179.389999,1141600,178.199356
"2022-03-29",182.190002,183.5,179.880005,182.029999,1130600,180.821838
"2022-03-30",180,180.529999,169.520004,172.259995,4229100,171.116684
"2022-03-31",171.880005,173.800003,168.419998,169.5,3673700,168.375
"2022-04-01",172.139999,172.820007,164.080002,164.660004,9479700,163.567123
"2022-04-04",165,166.990005,162.050003,165.570007,2908400,164.4711
"2022-04-05",165.259995,166.850006,163.470001,163.779999,1736700,162.692963
"2022-04-06",162.289993,164.470001,161.949997,162.520004,1944700,161.44133
"2022-04-07",162.880005,163.5,157.949997,161.210007,1762500,160.14003
"2022-04-08",162.240005,164.539993,161,163.070007,1348900,161.987686
"2022-04-11",163.229996,167.490005,162.050003,163.529999,1646900,162.444626
"2022-04-12",163.220001,164.789993,159.029999,160.479996,1636400,159.414871
"2022-04-13",158.889999,161.130005,158.259995,159.710007,1403100,158.649994
"2022-04-14",159.399994,161.289993,158.440002,159.559998,1303300,158.500977
"2022-04-18",158.75,160.449997,158.369995,159.160004,954000,158.103638
"2022-04-19",160.789993,162.75,159.360001,162.039993,2305500,160.964508
"2022-04-20",164,181.979996,161.309998,176.339996,4121300,175.169601
"2022-04-21",180.830002,184.289993,177.529999,177.779999,2361900,176.600052
"2022-04-22",177.630005,177.740005,172.199997,172.410004,1316200,171.265686
"2022-04-25",170.740005,174.619995,168.009995,174,1537900,172.845139
"2022-04-26",170.820007,174.100006,169.039993,169.210007,1274300,168.086929
"2022-04-27",169.779999,172.800003,168.210007,171.25,1124200,170.113388
"2022-04-28",171.929993,173.490005,168.210007,171.309998,988000,170.172989
"2022-04-29",170.759995,171.899994,166.179993,166.639999,1088300,165.533981
"2022-05-02",168.25,169.539993,164.559998,168.229996,1067500,167.113434
"2022-05-03",169.970001,171.399994,168.639999,170.229996,793900,169.100159
"2022-05-04",169.779999,177,168.860001,176.089996,1451000,174.921265
"2022-05-05",173.809998,173.809998,168.809998,172.139999,1270500,170.997482
"2022-05-06",171.800003,172.279999,167.75,170.479996,1235500,169.348495
"2022-05-09",168.039993,170.639999,167,168.029999,1315100,166.914764
"2022-05-10",168.740005,169.860001,161.539993,165.830002,1355500,164.729355
"2022-05-11",165.720001,170.820007,164.350006,164.550003,1226700,163.457855
"2022-05-12",164.410004,166.75,162.25,165.729996,1265300,164.63002
"2022-05-13",167.770004,169.740005,166.199997,166.580002,1032600,165.47438
"2022-05-16",166.570007,166.710007,163.419998,163.869995,1039400,162.782364
"2022-05-17",167.449997,170.740005,166.470001,170.740005,1334000,169.606781
"2022-05-18",168.679993,169.970001,164.809998,165.699997,1046900,164.60022
"2022-05-19",162.929993,166.029999,161.369995,162.889999,1195100,161.808868
"2022-05-20",163.779999,165.440002,159.410004,162.729996,1143500,161.649933
"2022-05-23",165.330002,169.929993,165.330002,168.289993,1172400,167.173019
"2022-05-24",168.240005,169.720001,165.119995,169.059998,830700,167.937927
"2022-05-25",168.839996,174.330002,168.5,173.660004,1075900,172.507401
"2022-05-26",175.389999,178.919998,175.389999,177.75,887500,176.570251
"2022-05-27",177.970001,181,177.970001,180.800003,971000,179.600006
"2022-05-31",176.490005,181.119995,176.119995,179.970001,2185700,179.970001
"2022-06-01",180.509995,180.509995,174.490005,177.789993,1487400,177.789993
"2022-06-02",177.179993,180.479996,175.860001,180.380005,980300,180.380005
"2022-06-03",179.490005,180.039993,177.600006,177.970001,779900,177.970001
"2022-06-06",179,181.789993,177.729996,177.860001,784500,177.860001
"2022-06-07",176.589996,180.899994,176,180.610001,946900,180.610001
"2022-06-08",178.75,179.169998,177.100006,177.889999,1129100,177.889999
"2022-06-09",177.929993,178.179993,171.160004,171.360001,987300,171.360001
"2022-06-10",166.690002,168.929993,165.740005,165.839996,1175000,165.839996
"2022-06-13",161.399994,165.880005,160.970001,162.389999,1078500,162.389999
"2022-06-14",163.440002,166.919998,163.029999,164.899994,979000,164.899994
"2022-06-15",166.649994,168.089996,163.550003,165.490005,882700,165.490005
"2022-06-16",162.679993,162.679993,159.210007,160.639999,1097000,160.639999
"2022-06-17",163.800003,165.789993,161.619995,162.339996,3022500,162.339996
"2022-06-21",166.130005,167.039993,164.029999,165.259995,728800,165.259995
"2022-06-22",162.649994,166.149994,162.419998,164.720001,875400,164.720001
"2022-06-23",164,164.199997,156.820007,159.639999,1134000,159.639999
"2022-06-24",159.5,167.649994,159.220001,166.639999,1598000,166.639999
"2022-06-27",166.979996,167.570007,163.220001,164.419998,947100,164.419998
"2022-06-28",166.850006,168.130005,162.910004,163.119995,757600,163.119995
"2022-06-29",164.360001,164.360001,161.800003,162.330002,624700,162.330002
