"","RHI.Open","RHI.High","RHI.Low","RHI.Close","RHI.Volume","RHI.Adjusted"
"2020-08-11",55.700001,57,55.700001,56.02,1039500,54.046654
"2020-08-12",56.599998,56.669998,55.91,56.52,789000,54.529037
"2020-08-13",56.049999,56.970001,55.52,56.389999,779200,54.403622
"2020-08-14",55.93,57.029999,55.77,56.630001,565300,54.635174
"2020-08-17",56.389999,57.009998,55.959999,56.869999,891500,54.866718
"2020-08-18",56.779999,57.450001,56.400002,56.830002,1248600,54.828125
"2020-08-19",56.889999,57.380001,56.43,56.709999,525300,54.712349
"2020-08-20",56.09,56.639999,56.009998,56.110001,425100,54.133484
"2020-08-21",56.119999,56.119999,55.18,55.349998,559600,53.400253
"2020-08-24",55.18,56.25,54.91,56.189999,523100,54.545727
"2020-08-25",56.41,56.630001,54.599998,54.75,1038200,53.147861
"2020-08-26",54.369999,54.84,53.77,53.970001,720100,52.39069
"2020-08-27",54.279999,55.09,53.869999,53.990002,639200,52.410107
"2020-08-28",54.259998,54.279999,53.77,53.990002,675000,52.410107
"2020-08-31",54.049999,54.049999,52.990002,53.200001,917800,51.643219
"2020-09-01",53.02,53.450001,52.549999,53.439999,702700,51.87619
"2020-09-02",53.59,55.07,53.34,54.93,877900,53.322594
"2020-09-03",54.990002,55.32,52.779999,53.220001,802000,51.662636
"2020-09-04",53.880001,54.299999,53.060001,53.200001,805900,51.643219
"2020-09-08",52.669998,52.990002,51.459999,51.849998,834600,50.332722
"2020-09-09",52.040001,52.860001,51.919998,52.41,643000,50.876339
"2020-09-10",52.52,52.709999,50.709999,50.98,904900,49.488182
"2020-09-11",51.139999,52.310001,50.889999,51.75,1004600,50.235649
"2020-09-14",52.290001,53.799999,52.049999,53.5,809900,51.934441
"2020-09-15",53.57,54.040001,53.209999,53.970001,774900,52.39069
"2020-09-16",54.009998,54.799999,53.5,54.07,719700,52.487766
"2020-09-17",53.59,54.299999,52.869999,53.889999,547100,52.31303
"2020-09-18",53.849998,54.52,53.400002,53.669998,1193900,52.099464
"2020-09-21",52.810001,52.810001,51.509998,51.970001,1007000,50.449211
"2020-09-22",52.16,53.139999,52.07,52.610001,821100,51.070488
"2020-09-23",52.700001,53.209999,51.560001,51.580002,813300,50.070629
"2020-09-24",51.41,52.41,50.77,51.759998,456100,50.245361
"2020-09-25",51.27,52.810001,51.23,52.490002,580700,50.954002
"2020-09-28",53.27,53.650002,53,53.240002,519300,51.682053
"2020-09-29",53.310001,53.5,52.349998,52.57,479300,51.031662
"2020-09-30",52.669998,53.970001,52.200001,52.939999,1056400,51.390831
"2020-10-01",53.139999,53.68,51.93,52.540001,851700,51.002537
"2020-10-02",51.869999,54.810001,51.549999,54.57,746800,52.973133
"2020-10-05",55.32,55.889999,54.950001,55.599998,659200,53.972988
"2020-10-06",55.669998,56.560001,54.959999,55.07,750600,53.458496
"2020-10-07",55.75,57.150002,55.700001,57.07,705300,55.399975
"2020-10-08",57.310001,57.779999,57.169998,57.740002,751300,56.050369
"2020-10-09",58.27,58.810001,57.880001,58.139999,1001100,56.438663
"2020-10-12",58.73,58.98,58.450001,58.77,680900,57.050224
"2020-10-13",58.360001,58.889999,57.68,57.939999,833900,56.244518
"2020-10-14",57.799999,58.77,57.009998,57.07,627300,55.399975
"2020-10-15",56.369999,56.860001,56.040001,56.790001,650800,55.128174
"2020-10-16",56.900002,57.18,56.360001,56.66,509200,55.001976
"2020-10-19",56.939999,57.080002,55.169998,55.43,813500,53.807968
"2020-10-20",56.009998,57.310001,56.009998,56.299999,1093200,54.652504
"2020-10-21",56.189999,57.130001,55.220001,55.32,837600,53.701187
"2020-10-22",55.630001,56.509998,55.450001,56.32,1861900,54.671921
"2020-10-23",55.900002,55.900002,51.549999,51.669998,2673500,50.15799
"2020-10-26",51.029999,51.299999,49.830002,50.939999,1570700,49.449356
"2020-10-27",50.549999,51.040001,49.91,50.349998,1092900,48.876617
"2020-10-28",49.150002,49.68,48.48,48.82,1283700,47.391392
"2020-10-29",48.459999,50.02,48.290001,49.450001,1112000,48.00296
"2020-10-30",49.900002,50.759998,49.049999,50.689999,1080700,49.206673
"2020-11-02",51.380001,52.119999,50.939999,51.610001,855100,50.099743
"2020-11-03",52.279999,53.23,51.830002,52.59,770700,51.051075
"2020-11-04",52.709999,52.709999,50.860001,51.16,972000,49.662918
"2020-11-05",51.900002,52.779999,51.68,52.220001,900200,50.691902
"2020-11-06",52.279999,52.540001,51.509998,51.740002,663700,50.225945
"2020-11-09",55.310001,63.150002,55.310001,62.110001,3279800,60.292488
"2020-11-10",62.630001,65.43,62.34,64.029999,1803100,62.156307
"2020-11-11",64.019997,64.860001,62.580002,62.970001,1249100,61.127327
"2020-11-12",61.919998,62,60.700001,61.490002,1274400,59.690636
"2020-11-13",61.959999,63.25,61.959999,63.189999,762600,61.340889
"2020-11-16",64.910004,66.32,64.120003,66.18,1227500,64.243401
"2020-11-17",65.410004,66.07,64.809998,65.529999,1158700,63.612408
"2020-11-18",65.57,66.779999,65.290001,65.370003,862600,63.457096
"2020-11-19",62.200001,64.5,60.540001,62.32,2158900,60.496346
"2020-11-20",61.990002,62.029999,60.57,60.990002,1093000,59.205261
"2020-11-23",63.68,66.019997,63.290001,65.410004,1663800,63.495926
"2020-11-24",65.400002,67.230003,65.050003,66.519997,1045400,64.910851
"2020-11-25",66.300003,66.519997,64.529999,65.830002,988900,64.237549
"2020-11-27",65.839996,66.209999,65.279999,65.510002,478400,63.925282
"2020-11-30",65.25,65.510002,63.830002,64.18,1871800,62.627457
"2020-12-01",65.349998,65.769997,64.25,64.779999,1095500,63.21294
"2020-12-02",64.279999,65.599998,64.050003,64.790001,1273900,63.222694
"2020-12-03",65.080002,65.879997,64.550003,64.690002,950400,63.125118
"2020-12-04",64.660004,66.160004,64.330002,65.970001,1057000,64.374153
"2020-12-07",65.790001,65.919998,63.939999,64.529999,2753800,62.968987
"2020-12-08",63.880001,65.209999,63.790001,64.980003,1994200,63.408108
"2020-12-09",65.010002,65.410004,64.050003,64.610001,923400,63.04705
"2020-12-10",64.349998,64.559998,63.25,64.129997,1122200,62.578659
"2020-12-11",63.450001,64.900002,63.450001,64.199997,1035100,62.646965
"2020-12-14",64.989998,64.989998,63,63.080002,1246700,61.55407
"2020-12-15",63.580002,63.869999,62.400002,63.34,712500,61.807774
"2020-12-16",63.630001,63.630001,62.290001,62.599998,799400,61.085674
"2020-12-17",62.950001,63.169998,61.919998,62.349998,992300,60.841717
"2020-12-18",62.34,63.18,62.130001,63.049999,1570900,61.524788
"2020-12-21",61.98,62.080002,60.470001,62.029999,706900,60.529465
"2020-12-22",61.919998,62.439999,61.619999,62.040001,608200,60.539223
"2020-12-23",62.509998,63.049999,62.259998,62.27,672100,60.763657
"2020-12-24",62.459999,62.459999,61.66,62.209999,178300,60.705109
"2020-12-28",62.950001,63.400002,62.369999,62.689999,438700,61.173496
"2020-12-29",63.119999,63.119999,61.650002,62.259998,487500,60.753899
"2020-12-30",62.43,62.880001,61.73,62.099998,445300,60.597767
"2020-12-31",61.959999,62.59,61.59,62.48,530000,60.968575
"2021-01-04",62.880001,63.610001,60.900002,61.150002,874100,59.670757
"2021-01-05",61.130001,62.52,61.07,62.080002,1206100,60.578259
"2021-01-06",62.98,64.669998,62.759998,64.120003,947100,62.568913
"2021-01-07",64.540001,65.410004,63.779999,65.07,1031700,63.495926
"2021-01-08",65.07,65.440002,64.089996,64.370003,777700,62.812859
"2021-01-11",63.529999,64.209999,62.900002,63.080002,1006700,61.55407
"2021-01-12",63.189999,64.989998,63.029999,64.400002,1908400,62.842136
"2021-01-13",64.620003,64.75,63.130001,63.630001,1054200,62.090763
"2021-01-14",64.080002,65.849998,63.880001,65.349998,827200,63.769142
"2021-01-15",64.639999,65,63.27,63.790001,612600,62.246895
"2021-01-19",64.370003,65.059998,63.73,64.199997,739000,62.646965
"2021-01-20",64.349998,67.019997,64.290001,66.690002,1278000,65.076729
"2021-01-21",66.699997,68.879997,66.580002,68.080002,1522500,66.433121
"2021-01-22",67.43,69,67.150002,68.309998,1379200,66.657547
"2021-01-25",67.68,69.089996,67.010002,68.559998,1711700,66.901497
"2021-01-26",69.120003,70.150002,67.309998,67.610001,1565600,65.97448
"2021-01-27",66.529999,67.470001,63.73,65.480003,2853700,63.896004
"2021-01-28",66.239998,67.330002,64.339996,64.800003,1570900,63.232456
"2021-01-29",72.629997,73.349998,64.839996,67.5,3296400,65.867142
"2021-02-01",68,68.93,66.290001,68.699997,1182400,67.038109
"2021-02-02",68.849998,69,66.519997,67.5,1848500,65.867142
"2021-02-03",68.230003,70.559998,67.75,70.300003,1264100,68.599411
"2021-02-04",70.089996,71.360001,69.959999,70.370003,992700,68.667725
"2021-02-05",70.769997,71.610001,70.080002,70.82,696800,69.106827
"2021-02-08",71.139999,72.220001,70.75,72.099998,595500,70.355865
"2021-02-09",71.900002,72.400002,71.029999,72.190002,616600,70.443695
"2021-02-10",72.809998,73.370003,71.580002,73.010002,1026400,71.243858
"2021-02-11",73.050003,73.93,72.209999,73.059998,823600,71.292641
"2021-02-12",73.160004,74.099998,73.050003,73.779999,790900,71.995216
"2021-02-16",73.949997,74.830002,73.139999,74.760002,1229300,72.951515
"2021-02-17",74.419998,77.120003,74.019997,76.5,1160500,74.649429
"2021-02-18",75.910004,77.419998,75.43,76.889999,865000,75.029991
"2021-02-19",77.18,78.889999,77.18,78.43,916100,76.532738
"2021-02-22",78.199997,81.550003,77.800003,81.050003,1031100,79.089371
"2021-02-23",80.68,83.5,79.800003,82.790001,1383600,80.78727
"2021-02-24",82.239998,82.919998,81.050003,82.150002,1505500,80.532394
"2021-02-25",82.599998,82.739998,79.129997,79.389999,1718500,77.826729
"2021-02-26",79.370003,79.809998,77.290001,77.790001,1997700,76.25824
"2021-03-01",78.129997,79.370003,77.879997,79.040001,1171400,77.48362
"2021-03-02",79.040001,79.849998,77.529999,77.610001,1228500,76.081787
"2021-03-03",77.940002,78.57,76.910004,76.910004,1258600,75.395576
"2021-03-04",76.980003,77.379997,74.709999,75.800003,1338000,74.307426
"2021-03-05",76.760002,77.25,75.360001,76.919998,1287800,75.405373
"2021-03-08",77.739998,78.230003,76.379997,77.209999,1142200,75.689667
"2021-03-09",77.629997,78.209999,76.650002,76.800003,1243000,75.287735
"2021-03-10",76.730003,77.209999,75.970001,76.510002,1037700,75.003448
"2021-03-11",76.959999,78.150002,76.099998,77.339996,589000,75.817108
"2021-03-12",77.739998,78.5,76.449997,78.43,646900,76.885643
"2021-03-15",77.889999,78,76.540001,77.559998,1092500,76.032768
"2021-03-16",77.57,77.940002,75.220001,75.68,889200,74.189796
"2021-03-17",75.980003,76.639999,75.129997,75.669998,1062900,74.179977
"2021-03-18",75.809998,79.169998,75.400002,77.489998,1143000,75.964142
"2021-03-19",76.879997,77.480003,75.230003,76.709999,4960500,75.199509
"2021-03-22",76.870003,77.160004,74.419998,75.5,907100,74.013336
"2021-03-23",74.809998,75.120003,73.169998,73.440002,814200,71.993904
"2021-03-24",74.220001,75.669998,73.629997,73.690002,837400,72.238976
"2021-03-25",73.360001,75.610001,73.199997,75.18,864700,73.699631
"2021-03-26",76.209999,77.230003,75.389999,77.139999,832800,75.621033
"2021-03-29",76.82,78.389999,75.860001,76.379997,786000,74.876007
"2021-03-30",76.620003,77.839996,76.389999,77.559998,667700,76.032768
"2021-03-31",77.5,78.830002,77.400002,78.07,977900,76.532722
"2021-04-01",78.25,78.629997,77.190002,77.660004,1924000,76.130814
"2021-04-05",78.25,79.110001,77.629997,78.190002,814100,76.650368
"2021-04-06",77.959999,80.629997,77.620003,79.349998,1279600,77.787529
"2021-04-07",79.379997,79.75,78.830002,79.580002,816600,78.012985
"2021-04-08",79.720001,80.540001,79.099998,80.239998,673500,78.659996
"2021-04-09",80.669998,81.580002,80.480003,81.349998,980200,79.748146
"2021-04-12",81.019997,81.970001,81,81.849998,641900,80.238297
"2021-04-13",81.68,82.699997,81.199997,82.57,1067100,80.944115
"2021-04-14",82.550003,83.870003,82.550003,82.889999,994900,81.257813
"2021-04-15",83.129997,83.540001,81.449997,82.230003,620800,80.610817
"2021-04-16",82.919998,83.519997,82.290001,83.300003,660400,81.659744
"2021-04-19",82.830002,83.029999,81.25,81.480003,1150900,79.875587
"2021-04-20",82.209999,83.82,80.940002,81.25,777500,79.650116
"2021-04-21",81.199997,82.860001,80.940002,82.5,806500,80.875504
"2021-04-22",86.849998,87.519997,85.150002,85.199997,1322200,83.522331
"2021-04-23",85.199997,87.32,84.309998,87,1325000,85.28688
"2021-04-26",87.169998,88.529999,87.169998,87.699997,782900,85.973106
"2021-04-27",87.870003,88.980003,87.709999,88.940002,652400,87.18869
"2021-04-28",88.900002,89.949997,87.669998,87.68,945800,85.953499
"2021-04-29",88.449997,89.010002,87.709999,88.800003,774900,87.051445
"2021-04-30",88.669998,88.669998,86.919998,87.610001,940600,85.884872
"2021-05-03",88.239998,88.43,86.989998,87.550003,553000,85.826057
"2021-05-04",87.190002,89.209999,87.190002,89.160004,679000,87.40435
"2021-05-05",89.410004,89.410004,87.550003,89.139999,414900,87.384743
"2021-05-06",89.209999,89.82,88.379997,89.699997,494500,87.933708
"2021-05-07",89,90.580002,88.650002,90.32,552600,88.541512
"2021-05-10",90.900002,91.279999,89.830002,90.800003,825900,89.012062
"2021-05-11",89.949997,90.489998,88.580002,89.68,948600,87.914116
"2021-05-12",90.010002,90.18,87.379997,87.449997,778500,85.72802
"2021-05-13",87.440002,88.889999,87.379997,88.610001,656800,86.865189
"2021-05-14",88.75,90.209999,88.709999,90.120003,535900,88.345451
"2021-05-17",89.339996,90.160004,88.449997,89.730003,596100,87.963135
"2021-05-18",89.980003,89.980003,88.290001,88.360001,919900,86.62011
"2021-05-19",87.199997,88.089996,85.389999,88.050003,689400,86.316216
"2021-05-20",88.269997,88.82,87.379997,87.720001,920300,85.992706
"2021-05-21",88.150002,89.099998,87.589996,88.010002,612900,86.277
"2021-05-24",88.010002,88.370003,87.010002,88.019997,529700,86.660973
"2021-05-25",88.220001,88.519997,86.940002,87.220001,1049500,85.873329
"2021-05-26",87.480003,88.040001,87.139999,87.68,1206300,86.326233
"2021-05-27",88.010002,89.010002,87.879997,88.940002,1227200,87.56678
"2021-05-28",89.68,89.849998,88.43,88.790001,641600,87.419083
"2021-06-01",89.779999,90.830002,89.419998,90.269997,823500,88.876236
"2021-06-02",90.5,90.57,89.410004,90.220001,645900,88.827011
"2021-06-03",89.82,90.160004,88.889999,90.07,539600,88.679321
"2021-06-04",90.610001,90.870003,89.519997,90.379997,410000,88.984535
"2021-06-07",90.379997,90.379997,89.57,89.830002,506000,88.443031
"2021-06-08",89.830002,91.57,89.339996,91.309998,738000,89.900169
"2021-06-09",91.129997,91.75,90.419998,91.309998,1443100,89.900169
"2021-06-10",91.809998,91.919998,90.68,91.230003,834000,89.821419
"2021-06-11",91.57,92.32,90.419998,90.639999,978200,89.240524
"2021-06-14",90.57,91.190002,90.269997,90.68,494600,89.279915
"2021-06-15",90.779999,91.580002,90.5,91.43,543600,90.018333
"2021-06-16",91.690002,91.690002,90.43,91.209999,626800,89.801727
"2021-06-17",90.989998,91.32,87.470001,87.839996,1014900,86.483757
"2021-06-18",86.800003,87.269997,85.260002,86.019997,1570500,84.691849
"2021-06-21",87.110001,88.419998,86.849998,87.940002,595200,86.582222
"2021-06-22",87.669998,88.199997,86.919998,87.879997,785300,86.523132
"2021-06-23",88.010002,88.529999,87.470001,87.75,615500,86.395142
"2021-06-24",88.449997,89.410004,87.849998,89.339996,716700,87.960594
"2021-06-25",89.589996,90.480003,89.370003,89.690002,2789400,88.305199
"2021-06-28",89.620003,89.93,88.709999,88.940002,1225500,87.56678
"2021-06-29",89.209999,89.900002,88.400002,88.419998,643300,87.054794
"2021-06-30",88,89.120003,87.709999,88.970001,527300,87.596313
"2021-07-01",89.589996,89.669998,89,89.360001,449200,87.980293
"2021-07-02",89.18,89.43,88.160004,88.669998,651700,87.300941
"2021-07-06",88.43,88.669998,85.110001,86.199997,1384000,84.86908
"2021-07-07",86,87.589996,85.830002,87.480003,1297100,86.129311
"2021-07-08",86.18,87.459999,85.18,86.519997,986100,85.184128
"2021-07-09",87.830002,88.660004,87.330002,88.449997,934400,87.084335
"2021-07-12",87.739998,88.580002,87.349998,88.029999,802300,86.670822
"2021-07-13",88.07,88.410004,86.730003,86.910004,734400,85.56813
"2021-07-14",87.290001,87.790001,86.68,87.410004,847100,86.060402
"2021-07-15",86.629997,87.360001,85.870003,86.480003,673800,85.144768
"2021-07-16",87.07,87.449997,85.860001,85.980003,436200,84.652481
"2021-07-19",84.330002,85.199997,83.459999,84.370003,739700,83.067337
"2021-07-20",84.75,87.07,84.43,86.470001,848800,85.134911
"2021-07-21",87.150002,88.129997,86.809998,87.5,641500,86.14901
"2021-07-22",87.190002,87.519997,85.669998,86.5,949500,85.164452
"2021-07-23",93.449997,98.080002,92.470001,92.870003,1804000,91.436104
"2021-07-26",92.910004,94.849998,92.910004,93.589996,877700,92.144974
"2021-07-27",93.07,95.019997,92.830002,95.010002,947000,93.54306
"2021-07-28",95.290001,96.389999,94.519997,95.669998,965500,94.192871
"2021-07-29",96.540001,98.339996,95.709999,97.349998,775500,95.846931
"2021-07-30",96.919998,98.639999,96.760002,98.209999,1056800,96.693649
"2021-08-02",98.580002,99.639999,97.669998,97.68,785800,96.171837
"2021-08-03",97.860001,99.440002,96.919998,98.980003,838900,97.451752
"2021-08-04",98.43,98.860001,97.529999,97.550003,646600,96.043839
"2021-08-05",98.129997,99.669998,98.019997,99.029999,562000,97.500984
"2021-08-06",99.75,100.32,99.209999,99.790001,693800,98.249245
"2021-08-09",99.739998,99.839996,98.779999,99.510002,885900,97.973579
"2021-08-10",99.370003,100.650002,98.989998,100.389999,643800,98.839981
"2021-08-11",100.379997,101.610001,99.620003,101.5,725400,99.932854
"2021-08-12",101.860001,102.639999,101.400002,102.57,418200,100.986328
"2021-08-13",102.57,104.160004,102.57,103.580002,914900,101.980736
"2021-08-16",103.389999,104.459999,102.760002,103.790001,476200,102.187492
"2021-08-17",103.269997,103.949997,101.900002,103.239998,521800,101.645988
"2021-08-18",102.879997,103.690002,101.709999,101.809998,492500,100.23806
"2021-08-19",100.720001,101.82,100.470001,101.629997,424100,100.060837
"2021-08-20",101.349998,102.199997,101.300003,102.07,518700,100.494041
"2021-08-23",102.519997,102.980003,101.849998,102.199997,466100,100.62204
"2021-08-24",102.080002,102.980003,102.080002,102.779999,3e+05,101.570747
"2021-08-25",103.120003,104.120003,102.529999,103.389999,404100,102.173569
"2021-08-26",103.230003,103.639999,102.620003,102.779999,286800,101.570747
"2021-08-27",103.199997,104.440002,103.199997,104.089996,288300,102.865334
"2021-08-30",104.309998,104.730003,103.559998,103.93,291500,102.707222
"2021-08-31",103.730003,104.43,103.190002,103.400002,621800,102.183456
"2021-09-01",103.400002,103.599998,101.800003,103.050003,657100,101.83757
"2021-09-02",103.599998,104.309998,102.970001,104.260002,418300,103.033333
"2021-09-03",104.139999,104.419998,103.089996,103.650002,632700,102.430511
"2021-09-07",103.029999,103.410004,101.900002,102.019997,647300,100.819679
"2021-09-08",102.019997,102.580002,101.599998,102.449997,391700,101.244621
"2021-09-09",102.540001,104.019997,102.190002,103.330002,481800,102.114273
"2021-09-10",104.239998,104.239998,102.129997,102.650002,653200,101.442284
"2021-09-13",103.5,103.5,102.07,102.75,511300,101.5411
"2021-09-14",103.18,103.43,101.540001,101.790001,647600,100.592392
"2021-09-15",102,104,101.459999,103.790001,643700,102.568863
"2021-09-16",104.279999,104.440002,102.699997,102.949997,439500,101.738739
"2021-09-17",102.309998,102.879997,100.720001,101.059998,1164500,99.870979
"2021-09-20",99.260002,100.800003,98.199997,100.690002,597300,99.505341
"2021-09-21",101.699997,101.699997,99.639999,100.300003,607600,99.119926
"2021-09-22",100.989998,101.739998,99.480003,100.949997,847000,99.762268
"2021-09-23",101.550003,103.860001,101.550003,102.599998,494300,101.39286
"2021-09-24",102.230003,103.809998,102.120003,103.160004,377900,101.946281
"2021-09-27",103.370003,104.160004,102.849998,103.269997,345400,102.054977
"2021-09-28",102.949997,103.699997,102.290001,102.330002,659500,101.126045
"2021-09-29",102.739998,103.199997,102.040001,102.540001,503500,101.333572
"2021-09-30",102.860001,103.019997,100.110001,100.330002,1223400,99.149567
"2021-10-01",100.769997,103.769997,100.010002,103.389999,576600,102.173569
"2021-10-04",103.050003,103.970001,101.639999,102.589996,1033300,101.38298
"2021-10-05",103.279999,104.93,102.449997,104.029999,898500,102.806038
"2021-10-06",102.790001,103.93,101.199997,103.720001,596700,102.499695
"2021-10-07",104.620003,107.379997,104.620003,107.139999,693500,105.879448
"2021-10-08",106.970001,109.540001,106.970001,109.099998,706200,107.816383
"2021-10-11",109.129997,111.099998,107.870003,108.029999,742500,106.758972
"2021-10-12",108.160004,108.529999,105.760002,105.980003,806400,104.733101
"2021-10-13",106.239998,106.419998,104.830002,105.82,525000,104.574982
"2021-10-14",106.879997,108.459999,106.800003,108.410004,430900,107.134514
"2021-10-15",109.230003,110.220001,108.830002,108.949997,502200,107.668152
"2021-10-18",108.639999,110.639999,108.120003,110.370003,589300,109.071457
"2021-10-19",109.82,110.5,108.940002,109.220001,661000,107.934982
"2021-10-20",108.75,109.279999,107.199997,109.25,606100,107.964622
"2021-10-21",109.209999,110.660004,108.599998,110.660004,630700,109.35804
"2021-10-22",111.349998,113.699997,110.739998,112.629997,788900,111.304855
"2021-10-25",113.160004,114.980003,111.910004,112.529999,700100,111.206032
"2021-10-26",112.739998,113.410004,111.519997,111.800003,597200,110.484619
"2021-10-27",111.510002,111.970001,109.769997,109.93,759600,108.636627
"2021-10-28",110.449997,112.760002,110.150002,112.379997,583500,111.057793
"2021-10-29",112.029999,113.580002,111.860001,113.07,626500,111.739685
"2021-11-01",113.550003,114.489998,113.199997,114.230003,498600,112.886032
"2021-11-02",114.449997,115,113.470001,114.739998,602900,113.39003
"2021-11-03",114.169998,116.57,113.93,116.540001,867700,115.168854
"2021-11-04",117.110001,120.010002,117.040001,119.57,1029100,118.1632
"2021-11-05",120.110001,120.830002,117.769997,118.760002,666900,117.362732
"2021-11-08",119.440002,119.75,117.379997,118.32,597500,116.927902
"2021-11-09",118.050003,119.57,117.239998,117.440002,601500,116.058266
"2021-11-10",117,117.910004,115.839996,116.220001,613400,114.852615
"2021-11-11",116.199997,117.629997,115.830002,117.589996,533700,116.206497
"2021-11-12",117.639999,117.910004,116.730003,116.870003,396600,115.494972
"2021-11-15",117.25,117.25,115.790001,116.540001,369800,115.168854
"2021-11-16",116.290001,119.160004,116.290001,117.730003,723900,116.344849
"2021-11-17",117.080002,117.5,115.57,116.389999,628000,115.020615
"2021-11-18",116.980003,117.68,115.970001,117.080002,510100,115.702499
"2021-11-19",116.940002,118.910004,116.940002,117.739998,812600,116.354729
"2021-11-22",118.120003,118.879997,117.360001,117.989998,522600,116.601799
"2021-11-23",117.129997,117.559998,115.650002,117.550003,632500,116.542313
"2021-11-24",117.279999,118.279999,116.760002,117.910004,988900,116.899231
"2021-11-26",115.760002,116.879997,113.769997,114.57,480000,113.58786
"2021-11-29",116.129997,116.279999,113.629997,114.760002,608500,113.776222
"2021-11-30",113.620003,114.029999,110.139999,111.169998,2087500,110.217003
"2021-12-01",113.290001,113.379997,108.019997,108.019997,993700,107.094002
"2021-12-02",108.32,111.82,108.010002,111.370003,2207000,110.415283
"2021-12-03",111.830002,112.169998,106.580002,107.650002,1094900,106.72718
"2021-12-06",108.860001,109.239998,107.099998,107.57,1128000,106.647865
"2021-12-07",108.900002,109.809998,108.32,109.260002,778200,108.323372
"2021-12-08",109.809998,110.309998,108.739998,109.900002,644300,108.957886
"2021-12-09",109.540001,110.279999,107.989998,108.029999,751600,107.103912
"2021-12-10",108.699997,109.849998,107.559998,109.550003,1158000,108.610886
"2021-12-13",109.550003,109.839996,106.93,107.550003,799300,106.628036
"2021-12-14",107.370003,108.660004,105.669998,106.489998,979300,105.577118
"2021-12-15",106.949997,108.660004,106.379997,108.550003,913300,107.619461
"2021-12-16",109.080002,110.220001,107.07,107.639999,652200,106.717262
"2021-12-17",106.800003,107.389999,105.43,106.510002,1395000,105.596947
"2021-12-20",105.349998,106.239998,103.949997,106.029999,817100,105.121063
"2021-12-21",106.839996,108.190002,106.07,107.720001,634100,106.796577
"2021-12-22",107.610001,108.230003,107.059998,108.190002,403100,107.262543
"2021-12-23",108.279999,109.599998,108.279999,109.209999,317400,108.273804
"2021-12-27",109.379997,111.620003,109.300003,111.480003,235400,110.524345
"2021-12-28",111.440002,112.260002,111.18,111.57,228800,110.613571
"2021-12-29",111.440002,112.470001,111.440002,112.209999,268400,111.248085
"2021-12-30",112.209999,112.75,111.300003,111.370003,350900,110.415283
"2021-12-31",111.099998,111.980003,110.739998,111.519997,344400,110.563995
"2022-01-03",111.629997,112.559998,109.029999,109.449997,436600,108.511742
"2022-01-04",110.230003,112.160004,110.230003,112.150002,818200,111.188599
"2022-01-05",111.839996,113.480003,111.089996,112,1061600,111.039886
"2022-01-06",112.440002,113.790001,111.68,113.040001,770800,112.070969
"2022-01-07",111.839996,111.900002,107.93,110,1497300,109.05703
"2022-01-10",108.980003,110.519997,107.190002,110.349998,1173600,109.404022
"2022-01-11",110.730003,111,108.400002,110.150002,983200,109.20575
"2022-01-12",110.790001,112.260002,109.769997,111.07,803800,110.117859
"2022-01-13",111.360001,113.419998,111.360001,112.349998,656800,111.386887
"2022-01-14",111.410004,114.510002,111.209999,114.379997,1173800,113.399483
"2022-01-18",113.839996,114.269997,110.879997,112.059998,864100,111.099373
"2022-01-19",112.260002,112.529999,110.68,110.739998,1383700,109.790688
