"","CPT.Open","CPT.High","CPT.Low","CPT.Close","CPT.Volume","CPT.Adjusted"
"2020-10-14",96.150002,96.379997,95,95.190002,744200,90.981506
"2020-10-15",94.220001,95.720001,93.879997,94.470001,435900,90.293327
"2020-10-16",94.169998,94.169998,91.830002,92.18,640400,88.104568
"2020-10-19",92.809998,92.809998,90.889999,90.989998,628000,86.967171
"2020-10-20",91.690002,92.330002,90.809998,91.279999,569500,87.244362
"2020-10-21",91.339996,92.410004,90.68,91.339996,690100,87.301697
"2020-10-22",91.449997,93.040001,91.449997,92.199997,426900,88.123688
"2020-10-23",92.75,93.160004,91.989998,92.389999,340900,88.30529
"2020-10-26",91.779999,91.779999,89.669998,90.82,471400,86.804703
"2020-10-27",90.68,91.800003,89.300003,89.300003,775600,85.351891
"2020-10-28",88,88.400002,87.099998,88.18,1431100,84.281418
"2020-10-29",87.910004,89.629997,86.779999,87.800003,1131000,83.918228
"2020-10-30",88.669998,93.07,88.330002,92.239998,1202000,88.161919
"2020-11-02",92.800003,94.68,91.879997,94.510002,672700,90.331558
"2020-11-03",95.660004,99.010002,94.93,98.379997,418500,94.030449
"2020-11-04",98.269997,98.949997,96.980003,97.379997,799500,93.074669
"2020-11-05",98.07,98.68,97.040001,97.459999,503800,93.151138
"2020-11-06",97.339996,97.769997,95.089996,95.599998,977600,91.373367
"2020-11-09",102.889999,110,98.239998,98.599998,1344300,94.240738
"2020-11-10",97.489998,103.089996,97.489998,101.400002,1096000,96.916939
"2020-11-11",101.82,101.82,99.599998,100,970800,95.578842
"2020-11-12",99.129997,100.199997,98.110001,99.910004,626900,95.492813
"2020-11-13",100.639999,101.43,99.919998,100.309998,1224400,95.87513
"2020-11-16",102.699997,103.879997,100.25,101.760002,623700,97.261024
"2020-11-17",101.440002,102.43,99.889999,101.809998,799800,97.308807
"2020-11-18",101.93,102.07,97.889999,97.919998,677100,93.590797
"2020-11-19",97.379997,98.379997,96.279999,97.849998,841200,93.523895
"2020-11-20",97.830002,100.139999,96.919998,99.699997,1156000,95.292091
"2020-11-23",100.550003,100.550003,98.5,98.639999,745200,94.278954
"2020-11-24",99.739998,100.839996,99.290001,100.190002,774100,95.760445
"2020-11-25",100.080002,100.510002,97.809998,98.620003,759500,94.25985
"2020-11-27",98.68,98.980003,96.400002,97.739998,478500,93.418747
"2020-11-30",97.160004,98.879997,96.910004,98.830002,3660100,94.460571
"2020-12-01",100.220001,100.220001,98.330002,98.720001,512300,94.355423
"2020-12-02",98.709999,102.230003,97.589996,99.209999,568600,94.823769
