"","PPG.Open","PPG.High","PPG.Low","PPG.Close","PPG.Volume","PPG.Adjusted"
"2021-12-31",170.860001,172.979996,170.410004,172.440002,674900,170.981598
"2022-01-03",172.100006,172.910004,169.610001,170.600006,827600,169.157166
"2022-01-04",170.330002,172.990005,170.300003,171.25,1802200,169.801651
"2022-01-05",172.080002,177.320007,171.229996,173.100006,1748800,171.636017
"2022-01-06",173.210007,173.300003,169.889999,170.619995,955400,169.176987
"2022-01-07",170.429993,170.509995,167.429993,167.710007,1113700,166.291611
"2022-01-10",167.009995,167.5,164.899994,166.190002,1385900,164.784454
"2022-01-11",166.740005,169.020004,164.880005,168.809998,647300,167.382294
"2022-01-12",169.509995,169.589996,167.029999,168.449997,1212500,167.02533
"2022-01-13",169.410004,171.130005,168.25,168.820007,1156300,167.392212
"2022-01-14",165.509995,168.070007,164.169998,165,1479000,163.604523
"2022-01-18",163.020004,163.929993,160.279999,163.789993,1636900,162.404755
"2022-01-19",165.270004,165.270004,161.440002,161.550003,1287800,160.183701
"2022-01-20",161.190002,162.779999,159.149994,159.699997,1697200,158.349335
"2022-01-21",157.610001,159.5,154.169998,154.740005,4334300,153.43129
"2022-01-24",150,155.619995,149.130005,155.029999,1604300,153.718842
"2022-01-25",152.190002,155.619995,149.770004,153.990005,1391600,152.687637
"2022-01-26",154.889999,156.410004,152.160004,153.490005,1263400,152.191864
"2022-01-27",155.270004,156.490005,152,153.389999,1348500,152.092712
"2022-01-28",153.190002,154.889999,150.25,154.830002,921900,153.520538
"2022-01-31",153.600006,156.520004,153.139999,156.199997,1540400,154.878937
"2022-02-01",156.309998,157.699997,155.289993,157.350006,1556600,156.019211
"2022-02-02",157.759995,159.130005,155.919998,157.619995,2432100,156.286926
"2022-02-03",156.380005,159.160004,155.880005,156.740005,1717700,155.414383
"2022-02-04",155.369995,156.149994,152.289993,152.990005,1288900,151.696106
"2022-02-07",152.740005,154.809998,152.449997,152.830002,1609500,151.537445
"2022-02-08",153.720001,154.600006,152.880005,154.25,1162500,152.945435
"2022-02-09",156.080002,157.380005,155.830002,156.990005,1441200,155.662262
"2022-02-10",155.770004,157.550003,153.039993,153.809998,1298800,152.509155
"2022-02-11",153.179993,154.740005,149.809998,149.899994,1145400,148.632217
"2022-02-14",149.580002,150.449997,147.970001,149.270004,1150200,148.007568
"2022-02-15",151.770004,152.929993,150.779999,151.639999,922900,150.357498
"2022-02-16",151.740005,152.550003,150.350006,151.869995,836800,150.585571
"2022-02-17",150.080002,150.789993,148.789993,149.050003,747200,148.365799
"2022-02-18",149.350006,150.539993,148.770004,149.639999,1055400,148.953094
"2022-02-22",149.820007,149.820007,145.529999,146.669998,1225600,145.996719
"2022-02-23",147.210007,147.490005,139.880005,140.610001,1584900,139.964539
"2022-02-24",137.520004,138.520004,134.589996,137.710007,2450600,137.077866
"2022-02-25",138.619995,141.610001,137.119995,141.089996,1815800,140.442337
"2022-02-28",138.610001,138.889999,132.5,133.449997,3254000,132.837402
"2022-03-01",132.089996,133.059998,124.739998,126.5,3466400,125.919319
"2022-03-02",127.349998,129.75,125.43,128.779999,3180800,128.188843
"2022-03-03",129.880005,130.860001,126.199997,128.050003,2650100,127.462204
"2022-03-04",125.900002,126.529999,122.860001,123.949997,2398200,123.38102
"2022-03-07",122.629997,123.019997,114.459999,114.5,3348400,113.974403
"2022-03-08",115,122.190002,111.32,117.739998,4087000,117.199524
"2022-03-09",122.5,123.410004,121.279999,122.029999,2607200,121.469833
"2022-03-10",119.529999,122.029999,119.120003,121.190002,2061400,120.63369
"2022-03-11",121.629997,123.059998,119.919998,120.230003,1589500,119.678101
"2022-03-14",121.970001,124.970001,121.290001,121.949997,1789500,121.390198
"2022-03-15",122.330002,124.959999,121.860001,123.370003,1654400,122.803688
"2022-03-16",124.699997,129.119995,124.290001,127.870003,2106500,127.283028
"2022-03-17",125.480003,128.679993,125.300003,128.679993,1906900,128.089294
"2022-03-18",129.229996,131.389999,127.269997,130.929993,2526000,130.328979
"2022-03-21",130.5,131.160004,128.130005,128.910004,1509700,128.318253
"2022-03-22",130.220001,131.320007,129.460007,130.460007,1348800,129.861145
"2022-03-23",129.279999,130.839996,128.5,128.740005,1145100,128.149033
"2022-03-24",129.300003,130.410004,128.660004,129.509995,804900,128.915497
"2022-03-25",129.220001,129.820007,128.330002,129.460007,1249200,128.865738
"2022-03-28",129.660004,129.660004,127.290001,129.550003,1387500,128.955322
"2022-03-29",133.380005,137.910004,132.639999,135.889999,2164100,135.266205
"2022-03-30",134.490005,134.990005,132.020004,132.940002,1230700,132.329758
"2022-03-31",132.470001,133.470001,131.009995,131.070007,1690900,130.468338
"2022-04-01",132.860001,134.080002,131.259995,134.009995,992900,133.394836
"2022-04-04",133.339996,133.960007,132.020004,133.369995,993800,132.757782
"2022-04-05",132.589996,133.509995,131.210007,132.410004,1556800,131.802185
"2022-04-06",131.190002,134.410004,129.860001,134.139999,1361300,133.524246
"2022-04-07",133.389999,134.880005,131.339996,134.149994,1094700,133.534195
"2022-04-08",134.389999,135.380005,132.25,132.529999,1318900,131.921631
"2022-04-11",132.059998,134.779999,131.399994,131.75,1612200,131.145218
"2022-04-12",132.080002,133.169998,127.779999,128.710007,1693300,128.119171
"2022-04-13",128.520004,130.880005,128.289993,130.589996,1391400,129.99054
"2022-04-14",131.449997,132.300003,128.070007,128.270004,3020700,127.681198
"2022-04-18",127.470001,128.429993,126.18,126.489998,1066900,125.909363
"2022-04-19",126.800003,130.279999,126.739998,129.639999,1317800,129.044907
"2022-04-20",130.470001,132.970001,130.449997,131.699997,1430300,131.095444
"2022-04-21",135.830002,137.539993,132.910004,133.149994,2427400,132.538788
"2022-04-22",134.949997,138.100006,130.520004,132.850006,3250700,132.240173
"2022-04-25",132.479996,132.479996,126.050003,129.339996,2538500,128.746277
"2022-04-26",129.729996,134.179993,125.889999,125.900002,1936300,125.322075
"2022-04-27",126.489998,131.020004,126.489998,129.610001,1560400,129.015045
"2022-04-28",130.889999,131.399994,127.57,130.850006,1346900,130.249359
"2022-04-29",130.75,131.940002,127.629997,127.989998,3306100,127.402473
"2022-05-02",127.389999,131.089996,126.300003,130.990005,2230200,130.388702
"2022-05-03",130.740005,133.910004,130.619995,133.210007,1849800,132.598526
"2022-05-04",133.210007,137.479996,131.649994,137.339996,1315100,136.709549
"2022-05-05",135.210007,135.580002,130.199997,131.570007,1059400,130.966049
"2022-05-06",130.520004,130.520004,126.260002,128.529999,1296300,127.939995
"2022-05-09",126.440002,129.039993,125.809998,127.139999,1420300,127.139999
"2022-05-10",128.729996,129.550003,123.32,125.040001,1122700,125.040001
"2022-05-11",124.75,127.43,123.809998,124.300003,989600,124.300003
"2022-05-12",123.660004,125.449997,120.68,123.32,1307500,123.32
"2022-05-13",124.300003,125.489998,121.760002,122.360001,1021500,122.360001
"2022-05-16",121.290001,122.239998,118,120.470001,1269900,120.470001
"2022-05-17",123.779999,125.470001,122.510002,124.330002,1094500,124.330002
"2022-05-18",122.690002,122.989998,119.050003,119.559998,1083200,119.559998
"2022-05-19",118.949997,124.010002,118.190002,122.669998,1253700,122.669998
"2022-05-20",122,123.68,117.739998,119.68,1790200,119.68
"2022-05-23",121.360001,122.940002,119.139999,122.809998,1076100,122.809998
"2022-05-24",122.879997,122.879997,120.370003,121.459999,976200,121.459999
"2022-05-25",121.349998,123.620003,120.779999,123.410004,931200,123.410004
"2022-05-26",124.830002,127.040001,123.419998,126.300003,1927400,126.300003
"2022-05-27",127.5,130.539993,126.739998,130.029999,1313100,130.029999
"2022-05-31",127.769997,128.360001,124.599998,126.489998,2794500,126.489998
"2022-06-01",127.879997,128,124,125.370003,912300,125.370003
"2022-06-02",126.25,128.910004,125.660004,128.789993,722300,128.789993
"2022-06-03",127.599998,128.080002,125.010002,125.459999,813500,125.459999
"2022-06-06",126.169998,128.539993,125.360001,127.129997,687800,127.129997
"2022-06-07",125.660004,129.050003,124.919998,128.779999,899200,128.779999
"2022-06-08",127.160004,133.990005,126.620003,127.010002,2380400,127.010002
"2022-06-09",126.400002,128.389999,123.970001,123.989998,1358800,123.989998
"2022-06-10",121.010002,121.040001,115.830002,115.900002,1764200,115.900002
"2022-06-13",112.839996,114.300003,110.959999,113.300003,1282400,113.300003
"2022-06-14",113.160004,113.400002,109.120003,111.510002,2028100,111.510002
"2022-06-15",113.440002,115.080002,111.449997,113.620003,1509700,113.620003
"2022-06-16",109.75,110.050003,107.32,108.5,1307000,108.5
"2022-06-17",108.839996,110.879997,107.059998,110.019997,1866000,110.019997
"2022-06-21",111.970001,112.18,109.839996,110.599998,1278500,110.599998
"2022-06-22",108.949997,114.199997,108.620003,112.739998,1430000,112.739998
"2022-06-23",112.690002,114.660004,111.760002,114.360001,1259200,114.360001
"2022-06-24",115.279999,121.099998,115.099998,121.010002,2313100,121.010002
"2022-06-27",121.889999,122.129997,119.480003,121.300003,1682400,121.300003
"2022-06-28",121.769997,123.550003,118.860001,119.269997,2112200,119.269997
"2022-06-29",118.5,118.760002,115.769997,117.209999,1585300,117.209999
