"","PG.Open","PG.High","PG.Low","PG.Close","PG.Volume","PG.Adjusted"
"2021-12-27",160.669998,161.990005,160.610001,161.970001,4548600,159.168091
"2021-12-28",161.960007,163.380005,161.940002,162.839996,5929400,160.023026
"2021-12-29",163.210007,164.979996,163.080002,164.190002,5346100,161.349686
"2021-12-30",164.399994,164.589996,162.610001,162.770004,5911500,159.954254
"2021-12-31",162.860001,163.729996,162.460007,163.580002,5327000,160.750244
"2022-01-03",161.690002,162.940002,159.880005,162.899994,9317300,160.082001
"2022-01-04",162.289993,164.389999,162.179993,163.470001,9253800,160.642136
"2022-01-05",163.440002,165.320007,163.399994,164.210007,9330200,161.369339
"2022-01-06",164.339996,165.199997,162.610001,162.830002,7556000,160.013199
"2022-01-07",163.130005,163.529999,161.949997,162.740005,6098500,159.924774
"2022-01-10",162.509995,163.119995,160.169998,160.520004,8055000,157.743164
"2022-01-11",160.220001,160.220001,156.910004,158.660004,11957900,155.915344
"2022-01-12",158.259995,159.360001,157.830002,159.009995,7127500,156.259277
"2022-01-13",159.309998,159.449997,157.779999,158.289993,6551000,155.551727
"2022-01-14",158.070007,160.490005,157.559998,159.809998,10708000,157.045441
"2022-01-18",158.529999,158.529999,156.039993,156.729996,10988400,154.018723
"2022-01-19",157.610001,164.190002,156.970001,162,14088300,159.197571
"2022-01-20",160.119995,164.330002,160.119995,162,10799100,160.057144
"2022-01-21",163,165.350006,162.100006,162.619995,10900400,160.669693
"2022-01-24",163.429993,164.119995,158.720001,161.300003,14838100,159.36554
"2022-01-25",160.449997,161.300003,157.889999,159.539993,9369600,157.626633
"2022-01-26",157.339996,159.570007,156.380005,158.149994,10707100,156.253296
"2022-01-27",158.729996,161.350006,158.580002,159.130005,9083000,157.221558
"2022-01-28",158.610001,160.949997,157.320007,160.5,9494200,158.575119
"2022-01-31",159.350006,160.649994,158.869995,160.449997,8950100,158.525711
"2022-02-01",160.789993,161.300003,157.729996,159.740005,6284100,157.824234
"2022-02-02",160.139999,162.839996,159.470001,162.600006,7558800,160.649933
"2022-02-03",161.979996,164.979996,161.619995,164.139999,10474500,162.171463
"2022-02-04",163.130005,164.490005,161.410004,161.529999,8959900,159.592773
"2022-02-07",161.869995,162.259995,159.669998,160.320007,6430500,158.397293
"2022-02-08",161.119995,161.270004,159.649994,159.960007,5048700,158.041611
"2022-02-09",160.360001,160.639999,159.270004,159.600006,8077400,157.685913
"2022-02-10",159.089996,159.5,156.649994,157.169998,7033000,155.285065
"2022-02-11",158.009995,158.580002,155.580002,156.289993,9341400,154.415604
"2022-02-14",156.139999,157.059998,153.360001,156.740005,9472200,154.860229
"2022-02-15",157.770004,159.320007,156.110001,156.820007,6659200,154.93927
"2022-02-16",156.830002,158.779999,156.270004,158.009995,9315700,156.11499
"2022-02-17",158.380005,160.380005,157.350006,159.820007,7925500,157.90329
"2022-02-18",159.5,161.059998,158.820007,159.899994,8063200,157.982315
"2022-02-22",160.110001,160.880005,156.660004,157.929993,8179500,156.035934
"2022-02-23",158.300003,158.600006,155.600006,155.960007,6273000,154.089569
"2022-02-24",155.639999,155.979996,150.559998,151.759995,13145100,149.939941
"2022-02-25",152.330002,158.940002,152.25,158.240005,8888800,156.342224
"2022-02-28",156.289993,157.190002,153.820007,155.889999,8669200,154.020416
"2022-03-01",154.309998,155.399994,152.339996,153.309998,8311900,151.471344
"2022-03-02",152.960007,155.080002,152.600006,153.789993,6111300,151.945602
"2022-03-03",153.770004,155.860001,153.770004,154.360001,7451200,152.508759
"2022-03-04",153.119995,155.350006,152.550003,155.139999,8639100,153.279404
"2022-03-07",154.490005,154.520004,151.139999,152.839996,8374500,151.006989
"2022-03-08",152.179993,152.949997,146.580002,146.789993,9517200,145.029541
"2022-03-09",148.830002,150.470001,147.809998,148.770004,7044100,146.985809
"2022-03-10",147.800003,148.279999,143.940002,144.940002,9221000,143.201736
"2022-03-11",145.399994,146.160004,143.029999,143.220001,7086100,141.502365
"2022-03-14",144.449997,146.039993,143.350006,145.050003,7964600,143.31041
"2022-03-15",147.009995,150.539993,146.889999,150.270004,9868400,148.467819
"2022-03-16",150.630005,151.789993,148.039993,149.759995,6908900,147.963928
"2022-03-17",149.990005,150.470001,148.5,150.229996,6003800,148.428284
"2022-03-18",150.869995,150.869995,148.240005,150.149994,15570300,148.349243
"2022-03-21",150.440002,151.419998,149.240005,150.720001,6937500,148.912415
"2022-03-22",153.429993,153.600006,150.520004,151.880005,7292100,150.058502
"2022-03-23",152.199997,153.009995,150.690002,150.820007,5531900,149.011215
"2022-03-24",150.889999,151.559998,150.160004,151.080002,4203100,149.268097
"2022-03-25",151.630005,153.919998,151.509995,152.830002,5047700,150.997116
"2022-03-28",153.639999,153.899994,152.630005,153.880005,4234000,152.034531
"2022-03-29",155.369995,156.470001,154.020004,155.460007,5643400,153.595581
"2022-03-30",152.5,154.429993,151.940002,154.389999,5779300,152.538391
"2022-03-31",154.100006,154.339996,152.399994,152.800003,7538600,150.967468
"2022-04-01",153.520004,155.460007,152.059998,155.089996,5742600,153.229996
"2022-04-04",153.809998,154.350006,151.259995,154.080002,5992000,152.232117
"2022-04-05",153.610001,157.369995,153.539993,154.619995,7653000,152.76564
"2022-04-06",154.419998,157.289993,153.940002,156.830002,8884700,154.949142
"2022-04-07",157.869995,159.389999,156.970001,158.860001,6889700,156.954788
"2022-04-08",159.699997,160.529999,158.919998,160.100006,6045400,158.179916
"2022-04-11",159.949997,161.210007,158.630005,159.490005,6158400,157.57724
"2022-04-12",159.309998,160.630005,158.699997,159.009995,7221500,157.102982
"2022-04-13",159.080002,160.410004,158.710007,159.460007,5247700,157.547592
"2022-04-14",159.979996,160.300003,158.449997,158.570007,7806500,156.668274
"2022-04-18",158.479996,158.979996,156.529999,157.059998,6034500,155.176376
"2022-04-19",156.770004,160.029999,156.300003,159.410004,7897000,157.498199
"2022-04-20",160.5,164.479996,160,163.649994,10196100,161.687332
"2022-04-21",163.820007,164.899994,162.429993,162.610001,9365700,161.561172
"2022-04-22",163.240005,163.520004,160.910004,161.25,9394600,160.20993
"2022-04-25",161.699997,163.289993,159.800003,162.550003,6986800,161.501556
"2022-04-26",162.679993,163.639999,159.75,159.789993,7769500,158.759354
"2022-04-27",160.210007,161.449997,159.110001,159.360001,6754900,158.332123
"2022-04-28",160.539993,163.710007,159.270004,163.410004,9306800,162.356003
"2022-04-29",162.470001,162.949997,160.199997,160.550003,10637000,159.51445
"2022-05-02",161.600006,162,156.190002,158.380005,10351600,157.358459
"2022-05-03",158.220001,158.990005,155.009995,156.210007,10344000,155.202454
"2022-05-04",155.830002,157.550003,155.149994,157.360001,7771000,156.345032
"2022-05-05",156.300003,157.289993,153.139999,154.460007,8217100,153.463745
"2022-05-06",154.770004,156.240005,153.869995,156,7304800,154.993805
"2022-05-09",153.960007,156.759995,152.75,155.610001,8540800,154.606323
"2022-05-10",155.550003,156.619995,153.940002,154.789993,7447400,153.791595
"2022-05-11",154.029999,155.899994,152.350006,152.610001,7692200,151.625671
"2022-05-12",153.520004,153.610001,149.880005,151.990005,9600800,151.009674
"2022-05-13",152.580002,153.729996,150.419998,153.619995,5675500,152.62915
"2022-05-16",153.470001,155.899994,152.029999,155.119995,5971000,154.119476
"2022-05-17",155.130005,156.75,153.070007,154.679993,6509100,153.682312
"2022-05-18",154.669998,154.759995,144.539993,145.039993,9670700,144.104492
"2022-05-19",143.410004,143.419998,140.600006,141.699997,9694100,140.786026
"2022-05-20",142.149994,142.449997,139.179993,141.789993,7786900,140.875443
"2022-05-23",142.839996,145.630005,142.080002,145.050003,7134500,144.114426
"2022-05-24",144.889999,147.940002,144.820007,147.630005,7207400,146.677795
"2022-05-25",147.110001,147.139999,143.5,145.210007,8217800,144.273407
"2022-05-26",146.479996,147.380005,145.039993,146.479996,5702600,145.535202
"2022-05-27",146.970001,148.720001,146.630005,148.720001,6028800,147.760757
"2022-05-31",147.289993,148.990005,146.160004,147.880005,12416700,146.926178
"2022-06-01",148,148.119995,144.710007,145.639999,7036000,144.700623
"2022-06-02",145.970001,147.259995,142.630005,147.210007,6479800,146.260498
"2022-06-03",146.360001,147.210007,145.119995,145.889999,4720700,144.949005
"2022-06-06",147.369995,147.639999,144.589996,145.320007,4751100,144.38269
"2022-06-07",143.669998,147.179993,143.429993,146.940002,4918600,145.992233
"2022-06-08",146.300003,146.429993,144.990005,145.110001,4369600,144.174042
"2022-06-09",145.410004,146.889999,142.339996,142.490005,4625700,141.570938
"2022-06-10",140.889999,143.149994,139.449997,141.949997,6630800,141.034424
"2022-06-13",139.5,140.490005,137.630005,138.149994,8549500,137.258926
"2022-06-14",137.509995,137.580002,132.539993,133.839996,9980200,132.97673
"2022-06-15",134.440002,134.899994,129.5,132.509995,12178100,131.655304
"2022-06-16",131.029999,135.070007,130.600006,133.320007,9683300,132.460098
"2022-06-17",132.559998,134.259995,131.429993,132.360001,17113300,131.506271
"2022-06-21",134.619995,137,133.429993,136.369995,9017000,135.490402
"2022-06-22",135.679993,139.690002,135.669998,138.5,8374500,137.606674
"2022-06-23",139.050003,142.479996,138.899994,142.300003,6418300,141.382172
"2022-06-24",144.199997,145.240005,143.119995,144.350006,19440600,143.418945
"2022-06-27",144.119995,144.759995,142.710007,143.25,5618500,142.326035
"2022-06-28",143.539993,144.089996,140.580002,140.919998,6077300,140.011063
"2022-06-29",141.600006,142.860001,141.149994,142.199997,5174600,141.282806
