"","NTRS.Open","NTRS.High","NTRS.Low","NTRS.Close","NTRS.Volume","NTRS.Adjusted"
"2021-10-13",115.599998,116,113.470001,115.860001,725300,113.700035
"2021-10-14",116.510002,120.139999,116.260002,120.040001,1297300,117.802094
"2021-10-15",120.889999,121.360001,119.790001,120.860001,1007100,118.606812
"2021-10-18",120.650002,123.18,119.970001,121,1105500,118.744202
"2021-10-19",120.910004,121.410004,119.139999,121.410004,944000,119.146568
"2021-10-20",124,125.660004,121.150002,125.510002,1641200,123.170128
"2021-10-21",126.300003,126.730003,124.839996,125.230003,966600,122.895348
"2021-10-22",125.589996,126.669998,124.730003,125.32,678700,122.983665
"2021-10-25",125.43,126.209999,123.059998,123.389999,620200,121.089645
"2021-10-26",123.389999,124.230003,122.650002,123.209999,793500,120.913002
"2021-10-27",122.419998,123.440002,120.989998,121.07,710300,118.812897
"2021-10-28",121.07,122.769997,121.07,122.739998,793100,120.451759
"2021-10-29",122.5,123.919998,122.43,123.040001,743300,120.74617
"2021-11-01",123.900002,124.580002,123.349998,123.730003,462800,121.423317
"2021-11-02",123.730003,124.889999,123.199997,123.860001,825400,121.550888
"2021-11-03",123.57,125.120003,122.970001,124.75,641500,122.424286
"2021-11-04",124.419998,124.419998,120.949997,122.580002,716000,120.294746
"2021-11-05",123.489998,124.769997,122.980003,123.57,711700,121.266281
"2021-11-08",123.82,124.699997,122.629997,123.339996,758600,121.040573
"2021-11-09",122.790001,122.860001,121.269997,121.889999,633100,119.617607
"2021-11-10",122.019997,124.220001,121.010002,123.449997,601500,121.148529
"2021-11-11",124.360001,125.550003,122.790001,124.580002,532400,122.257462
"2021-11-12",124.800003,125.410004,123.900002,125.300003,473300,122.964043
"2021-11-15",125.349998,126.529999,124.830002,125.220001,575200,122.885529
"2021-11-16",125.139999,125.860001,124.410004,124.510002,453000,122.188774
"2021-11-17",124.099998,124.099998,122.239998,122.900002,445100,120.60878
"2021-11-18",123.32,123.790001,121.330002,121.400002,493100,119.136742
"2021-11-19",119.980003,121.07,118.160004,120.610001,572300,118.361473
"2021-11-22",122.339996,124.169998,121.199997,123.190002,728400,120.893372
"2021-11-23",123.5,124.800003,123.120003,124.639999,435600,122.316345
"2021-11-24",124.360001,124.989998,123.93,124.339996,378000,122.021927
"2021-11-26",119.57,119.970001,117.639999,118.889999,436900,116.673538
"2021-11-29",120.970001,121.129997,118.970001,119.940002,562000,117.703964
"2021-11-30",118.519997,118.529999,115.050003,115.699997,1454000,113.542999
"2021-12-01",117.940002,119.720001,114.050003,114.139999,825000,112.012085
"2021-12-02",114.989998,118.93,114.440002,118.68,877300,116.467453
"2021-12-03",119.279999,119.389999,115.370003,116.660004,587100,114.485115
"2021-12-06",118.629997,119.900002,117.650002,118.540001,738600,116.330063
"2021-12-07",119.370003,120.830002,118.629997,120.169998,492800,117.92968
"2021-12-08",120.879997,121.099998,118.440002,119.120003,627000,116.899254
"2021-12-09",117.779999,119.57,117.269997,118.93,520900,117.402702
"2021-12-10",119.75,119.989998,117.339996,118.349998,417000,116.830147
"2021-12-13",118.25,118.25,115.760002,117.07,546000,115.566589
"2021-12-14",117.07,118.849998,115.5,117.489998,743700,115.981194
"2021-12-15",117.739998,117.900002,115.639999,117.5,597700,115.991066
"2021-12-16",118.879997,120.160004,117.639999,119,874100,117.471802
"2021-12-17",118.870003,118.980003,115.93,117.230003,1435000,115.724533
"2021-12-20",115.169998,115.300003,112.5,114.489998,758600,113.019714
"2021-12-21",115.93,118.519997,115.93,117.790001,537700,116.277336
"2021-12-22",117.699997,118.730003,117.089996,117.779999,431300,116.267471
"2021-12-23",118.529999,120,118.050003,118.209999,470100,116.691948
"2021-12-27",118.269997,120.639999,117.580002,120.580002,370900,119.031517
"2021-12-28",120.610001,121.440002,119.889999,120.050003,400200,118.508324
"2021-12-29",120.449997,120.809998,119.669998,120.019997,288700,118.478699
"2021-12-30",120.220001,121.150002,119.199997,119.410004,236700,117.876549
"2021-12-31",118.93,119.989998,118.629997,119.610001,369600,118.073975
"2022-01-03",120.690002,121.239998,119.639999,120.699997,646100,119.149971
"2022-01-04",122.190002,126.389999,122.190002,125.279999,884700,123.67115
"2022-01-05",127,127.629997,124.18,124.43,798800,122.832069
