"","EA.Open","EA.High","EA.Low","EA.Close","EA.Volume","EA.Adjusted"
"2021-12-20",126.459999,130.130005,126.459999,129.919998,2592100,129.569443
"2021-12-21",130.970001,132.320007,129.190002,132.169998,2251400,131.813354
"2021-12-22",132.080002,133.25,130.550003,131.470001,2153700,131.11525
"2021-12-23",131.279999,133.009995,130.860001,132.539993,1594000,132.182358
"2021-12-27",133.270004,133.75,132.300003,133.039993,1377300,132.681015
"2021-12-28",133.240005,134.970001,133.039993,133.470001,1230700,133.109863
"2021-12-29",133.899994,134.169998,131.889999,133.139999,912300,132.780746
"2021-12-30",133.699997,135.600006,133.699997,134.460007,1177000,134.097198
"2021-12-31",134.460007,134.990005,131.649994,131.899994,1610900,131.544083
"2022-01-03",131.929993,135.979996,131.75,134.949997,2033900,134.585846
"2022-01-04",134.320007,136.300003,133.779999,135.759995,2110800,135.393677
"2022-01-05",136.300003,137.479996,133.630005,133.800003,2531600,133.438965
"2022-01-06",133.279999,133.970001,129.419998,129.690002,2270700,129.340057
"2022-01-07",129.089996,132.470001,127.279999,131.779999,2436000,131.424423
"2022-01-10",131.410004,132.169998,128.149994,128.899994,3053200,128.55217
"2022-01-11",127.57,130.960007,127.550003,130.800003,1797200,130.447067
"2022-01-12",131.240005,132.910004,129.970001,132.5,1677700,132.142471
"2022-01-13",133.029999,133.029999,130.509995,130.839996,1343500,130.486954
"2022-01-14",130.039993,130.75,128.720001,130.440002,1633400,130.088043
"2022-01-18",138.440002,142.550003,133.449997,133.910004,8758900,133.548676
"2022-01-19",135.520004,138.220001,134.699997,136.910004,3820300,136.540588
"2022-01-20",137.850006,141.990005,137.850006,138.880005,3116900,138.505264
"2022-01-21",138.279999,140.690002,138.089996,139.009995,3120000,138.634903
"2022-01-24",137.089996,139.399994,131.899994,135.199997,4262100,134.835175
"2022-01-25",133.570007,134.020004,129.539993,131.009995,2386400,130.656494
"2022-01-26",131.070007,132.330002,128.830002,129.979996,2333800,129.629257
"2022-01-27",130.770004,134.039993,130.649994,131.059998,1781500,130.70636
"2022-01-28",131.160004,132.229996,129.580002,131.919998,2155000,131.564026
"2022-01-31",131.149994,135.740005,129.240005,132.660004,4471000,132.302048
"2022-02-01",133.080002,133.460007,129.070007,129.940002,3828000,129.589386
"2022-02-02",125.720001,137.589996,125.610001,137.169998,5723700,136.799866
"2022-02-03",135.279999,139.610001,134.289993,137.289993,3409200,136.91954
"2022-02-04",135.350006,138.380005,134.690002,137.710007,2397200,137.338425
"2022-02-07",138,138.080002,135.600006,136.399994,1726100,136.031952
"2022-02-08",136.320007,137.25,134.25,134.369995,2264900,134.007416
"2022-02-09",135.759995,136,132.580002,135.789993,1955800,135.423584
"2022-02-10",133.190002,136.899994,133.190002,134.979996,1718600,134.615784
"2022-02-11",134.979996,136.419998,133.800003,134.100006,1647900,133.738159
"2022-02-14",133.880005,134.460007,132.440002,133.399994,1680500,133.040039
"2022-02-15",134.399994,135.460007,133.360001,134.5,1739100,134.13707
"2022-02-16",133.75,134.600006,131.460007,133.289993,2369300,132.930344
"2022-02-17",133.070007,133.070007,129.929993,130.399994,1735700,130.048126
"2022-02-18",130.009995,131.169998,128.919998,129.330002,2002000,128.981033
"2022-02-22",128.050003,129.639999,126.599998,127.089996,2182600,126.747063
"2022-02-23",127.879997,129.25,126.480003,126.720001,1908600,126.378067
"2022-02-24",123.910004,127.669998,123.800003,127.5,2083600,127.155968
"2022-02-25",128.339996,129.029999,126.860001,128.710007,2058600,128.362701
"2022-02-28",127.760002,131.490005,127.760002,130.089996,3489100,129.738983
"2022-03-01",130.550003,131.589996,127.529999,128.149994,1420400,127.804199
"2022-03-02",128.240005,129.720001,127.620003,129.259995,1641800,128.911209
"2022-03-03",130.190002,130.399994,127.43,127.839996,1305700,127.495041
"2022-03-04",126.779999,127.690002,126.239998,126.489998,1845600,126.148689
"2022-03-07",126.470001,128.550003,125.07,126.260002,2060200,125.919312
"2022-03-08",125.480003,125.870003,122.199997,122.669998,2211600,122.503937
"2022-03-09",124.040001,125.959999,123.290001,125.519997,2139500,125.350075
"2022-03-10",124.629997,125.980003,122.660004,123.68,1222000,123.512573
"2022-03-11",124.629997,125.459999,122.169998,122.330002,1195200,122.164398
"2022-03-14",122.18,122.43,118.239998,119.129997,1968000,118.968727
"2022-03-15",119.139999,121.110001,117.580002,120.800003,1815900,120.636475
"2022-03-16",121.290001,123.889999,121.129997,123.800003,1627800,123.632408
"2022-03-17",123.440002,125.239998,122.669998,125.18,1297300,125.010536
"2022-03-18",124.269997,126.480003,123.389999,126.279999,2653400,126.109047
"2022-03-21",125.089996,126.400002,124.639999,125.559998,1222100,125.390022
"2022-03-22",125.949997,128.179993,124.75,127.93,1710000,127.756813
"2022-03-23",127.379997,128.059998,124.059998,124.639999,2158400,124.471268
"2022-03-24",125.059998,125.57,123.629997,125.57,2273400,125.400009
"2022-03-25",126.029999,127.510002,125.300003,127.32,1315600,127.147644
"2022-03-28",127.669998,128.119995,126.150002,128.039993,1066000,127.866661
"2022-03-29",129.229996,129.720001,127.300003,128.830002,1495300,128.655594
"2022-03-30",128.029999,128.869995,127.129997,127.68,1097000,127.507156
"2022-03-31",128.179993,128.190002,125.849998,126.510002,1751000,126.338737
"2022-04-01",126.849998,127.190002,123.339996,125.230003,2194000,125.060478
"2022-04-04",125.809998,128.559998,125.449997,128.020004,1522600,127.846695
"2022-04-05",127.150002,128.729996,125.5,125.860001,1012400,125.689621
"2022-04-06",125.260002,126.989998,124.360001,124.849998,1972000,124.680984
"2022-04-07",124.940002,125.339996,122.529999,123.400002,1758000,123.232948
"2022-04-08",122.879997,124.57,122.230003,123.480003,1282400,123.312843
"2022-04-11",123.220001,124.720001,122.330002,122.580002,1793100,122.414063
"2022-04-12",123.370003,124.550003,122.949997,123.57,2581800,123.402718
"2022-04-13",123.989998,124.150002,122.279999,123.620003,1532600,123.452652
"2022-04-14",123.629997,123.959999,121.190002,122.599998,2036400,122.434029
"2022-04-18",122.339996,123.449997,121.150002,122.160004,1536600,121.994629
"2022-04-19",120.120003,124.309998,120.120003,124.040001,1547300,123.872086
"2022-04-20",124.099998,124.849998,123.129997,123.309998,1571600,123.143066
"2022-04-21",123.43,125.68,123.43,123.739998,2442400,123.572487
"2022-04-22",124.830002,128.550003,123.629997,128.089996,4237300,127.916595
"2022-04-25",127.730003,128.679993,125.169998,128.149994,2718400,127.976509
"2022-04-26",127.769997,128.009995,124.339996,124.629997,1911600,124.461281
"2022-04-27",124.470001,124.599998,121.010002,121.220001,2553100,121.055901
"2022-04-28",122.82,124.300003,121.669998,123.410004,1663000,123.242935
"2022-04-29",123.010002,124.019997,117.739998,118.050003,3008100,117.890198
"2022-05-02",118.75,121.57,117.75,120,2932200,119.837555
"2022-05-03",120.050003,122.690002,120.019997,122.510002,2319200,122.344154
"2022-05-04",122.879997,123.849998,120.349998,123.720001,1865200,123.552513
"2022-05-05",123.089996,123.589996,118.300003,119.610001,2135300,119.448082
"2022-05-06",119.160004,119.5,114.389999,115.290001,2122500,115.133926
"2022-05-09",114.290001,114.790001,111.699997,112.040001,3465600,111.888329
"2022-05-10",113.059998,113.629997,109.239998,111.599998,6505800,111.448921
"2022-05-11",114.599998,126.269997,114.110001,120.489998,7986700,120.326889
"2022-05-12",118.32,122.160004,118.32,120.949997,4545000,120.786263
"2022-05-13",121.620003,125.279999,121.139999,124.940002,3682500,124.770866
"2022-05-16",125,128.899994,124.419998,127.389999,2901900,127.217545
"2022-05-17",126.610001,132.580002,126.550003,128.470001,3920200,128.296082
"2022-05-18",126.900002,130.110001,126.559998,128.970001,4177100,128.79541
"2022-05-19",129.020004,133.139999,128.449997,130.020004,3542800,129.843994
"2022-05-20",130.820007,132.580002,126.519997,130.759995,4727700,130.582977
"2022-05-23",134.559998,137.729996,132.619995,133.770004,4589800,133.588913
"2022-05-24",132.699997,137.789993,132.490005,136.679993,4920100,136.494965
"2022-05-25",135.960007,137.660004,134.470001,137.350006,2717200,137.164063
"2022-05-26",137.479996,139.25,137.330002,138.679993,1685600,138.492249
"2022-05-27",139,140.160004,137.550003,138.529999,2411900,138.342468
"2022-05-31",137.899994,139.259995,136.320007,138.649994,2880300,138.462296
"2022-06-01",139.419998,140.100006,137.479996,139.529999,2134500,139.34111
"2022-06-02",138.729996,141.740005,137.619995,141.5,2868100,141.308441
"2022-06-03",140.690002,142.789993,140.160004,141,2924200,140.809128
"2022-06-06",141.460007,142.229996,139.869995,140.350006,1649200,140.160004
"2022-06-07",139.029999,141.020004,138.720001,140.970001,1847200,140.970001
"2022-06-08",140.630005,141.470001,138.75,139.220001,1702500,139.220001
"2022-06-09",138.330002,140.179993,135.779999,135.809998,2239800,135.809998
"2022-06-10",133.529999,134.979996,132.75,133.440002,2052800,133.440002
"2022-06-13",131.259995,131.910004,128.669998,128.759995,2809700,128.759995
"2022-06-14",129.160004,129.770004,126.279999,127.370003,2422100,127.370003
"2022-06-15",127.650002,130.600006,127.050003,129.259995,2210100,129.259995
"2022-06-16",126.870003,128.729996,126.029999,127.980003,2329600,127.980003
"2022-06-17",127.760002,129.539993,125.849998,128.539993,3726000,128.539993
"2022-06-21",129.779999,130.940002,128.580002,130.389999,2222900,130.389999
"2022-06-22",129.199997,130.729996,128.820007,129.029999,2083500,129.029999
"2022-06-23",128.979996,130,127.709999,128.960007,2048700,128.960007
"2022-06-24",130.199997,131.050003,128.539993,130.199997,6940500,130.199997
"2022-06-27",129.119995,129.789993,123.239998,125.599998,3597600,125.599998
"2022-06-28",125.910004,126.57,122.610001,122.879997,3250600,122.879997
"2022-06-29",123.050003,124.019997,121.68,122.830002,1973600,122.830002
