"","CBOE.Open","CBOE.High","CBOE.Low","CBOE.Close","CBOE.Volume","CBOE.Adjusted"
"2020-10-06",88.150002,88.699997,86.32,86.839996,658900,86.839996
"2020-10-07",87.760002,88,84.349998,84.889999,915000,84.889999
"2020-10-08",85.879997,86.379997,84.849998,85.029999,1007100,85.029999
"2020-10-09",85.889999,85.889999,84.779999,85.360001,770100,85.360001
"2020-10-12",85.400002,85.610001,84.029999,84.480003,719400,84.480003
"2020-10-13",84.220001,84.459999,83.699997,84.209999,862900,84.209999
"2020-10-14",84.370003,84.849998,83.830002,84.580002,1235100,84.580002
"2020-10-15",83.580002,84.489998,83.580002,83.75,1117100,83.75
"2020-10-16",85.300003,85.300003,83.580002,83.900002,1334000,83.900002
"2020-10-19",84.349998,84.349998,81.970001,81.989998,732200,81.989998
"2020-10-20",82.019997,82.150002,81,81.730003,1431200,81.730003
"2020-10-21",81.279999,81.769997,80.099998,80.099998,1045100,80.099998
"2020-10-22",80.440002,81.519997,79.900002,80.739998,1279900,80.739998
"2020-10-23",81.220001,82.099998,80.5,81.720001,1947800,81.720001
"2020-10-26",81,81.699997,79.800003,80.629997,670000,80.629997
"2020-10-27",80.470001,81.980003,80.260002,81.300003,730600,81.300003
"2020-10-28",80.120003,80.720001,78.040001,78.470001,1000900,78.470001
"2020-10-29",78.230003,79.720001,77.629997,79.220001,681600,79.220001
"2020-10-30",80,83.169998,79.809998,81.290001,1162200,81.290001
"2020-11-02",82,84.879997,82,83.370003,827900,83.370003
"2020-11-03",85,86.809998,84.599998,86.739998,1033500,86.739998
"2020-11-04",85.940002,88.440002,85.940002,87,1048900,87
"2020-11-05",87.480003,88.160004,82.5,83.050003,1064700,83.050003
"2020-11-06",83.300003,85.040001,82.550003,84.650002,638500,84.650002
"2020-11-09",87.699997,89.660004,86.760002,87.199997,1024000,87.199997
"2020-11-10",87.099998,87.980003,85.400002,86.040001,891500,86.040001
"2020-11-11",86.519997,88.25,85.269997,88.07,770700,88.07
"2020-11-12",87.650002,87.959999,85.160004,86.18,454800,86.18
"2020-11-13",87.129997,87.970001,86.699997,87.650002,459900,87.650002
"2020-11-16",88.330002,89.540001,87.25,88.230003,632500,88.230003
"2020-11-17",87.919998,87.919998,86.470001,86.800003,536200,86.800003
"2020-11-18",87.199997,88.790001,86.529999,88.660004,696900,88.660004
"2020-11-19",88.900002,90.849998,87.459999,89.910004,729900,89.910004
"2020-11-20",89.620003,90.730003,88.699997,89.940002,892000,89.940002
"2020-11-23",90.089996,92.589996,89.540001,92.589996,768200,92.589996
"2020-11-24",92.739998,94.519997,91.139999,92.019997,1452900,92.019997
"2020-11-25",91.540001,91.940002,89.470001,91.809998,918500,91.809998
"2020-11-27",91.800003,92.68,91.169998,91.709999,453800,91.709999
"2020-11-30",91.620003,91.739998,88.910004,91.32,992900,91.32
"2020-12-01",91.709999,93.449997,91.370003,93.449997,847700,93.449997
"2020-12-02",92.790001,93.760002,92.209999,93.730003,860200,93.730003
"2020-12-03",93.43,93.559998,91.099998,93.190002,866200,93.190002
"2020-12-04",93.209999,94,91.769997,93.160004,1035300,93.160004
"2020-12-07",92.300003,93.769997,92.089996,93.519997,541300,93.519997
"2020-12-08",92.910004,93.330002,91.360001,91.360001,646100,91.360001
"2020-12-09",91.779999,92.360001,87.889999,88.879997,1109500,88.879997
"2020-12-10",87.93,89.059998,86.620003,86.940002,891800,86.940002
"2020-12-11",86.269997,86.900002,84.650002,85.970001,990600,85.970001
"2020-12-14",86.449997,88.989998,85.720001,88.25,872000,88.25
"2020-12-15",88.809998,91.129997,88.300003,90.779999,870000,90.779999
"2020-12-16",91.360001,91.849998,90.019997,90.43,536900,90.43
"2020-12-17",90.730003,92.110001,89.150002,89.540001,872700,89.540001
"2020-12-18",89.889999,91.160004,88.720001,90.779999,1957400,90.779999
"2020-12-21",90.160004,90.620003,89.080002,90.260002,654200,90.260002
"2020-12-22",90.370003,91.110001,89.959999,90.709999,535000,90.709999
"2020-12-23",91.279999,91.809998,91.059998,91.099998,500500,91.099998
"2020-12-24",90.949997,92.110001,90.919998,92.050003,201100,92.050003
"2020-12-28",92.169998,93.75,92.07,93.300003,460100,93.300003
"2020-12-29",93.709999,93.949997,91.169998,91.660004,515900,91.660004
"2020-12-30",91.970001,92.900002,91.660004,92.620003,417000,92.620003
"2020-12-31",92.080002,93.129997,91.040001,93.120003,547600,93.120003
"2021-01-04",92.889999,94.040001,92.529999,92.610001,717600,92.610001
"2021-01-05",93.160004,93.800003,92.040001,92.550003,603300,92.550003
"2021-01-06",93.599998,95.470001,92.349998,95.470001,919700,95.470001
"2021-01-07",95.410004,96.949997,95.32,96.790001,696200,96.790001
"2021-01-08",96.790001,99.169998,96.720001,98.809998,711000,98.809998
"2021-01-11",98.709999,99.970001,97.059998,99.800003,748300,99.800003
"2021-01-12",100,101.599998,99.550003,101.019997,721500,101.019997
"2021-01-13",100.82,101.510002,97.199997,97.379997,1129100,97.379997
"2021-01-14",97.629997,97.690002,94.739998,95.779999,883100,95.779999
"2021-01-15",96.129997,96.720001,95.360001,96.610001,578900,96.610001
"2021-01-19",96.800003,98.57,96.480003,97.449997,690200,97.449997
"2021-01-20",97.389999,98.43,97.220001,97.5,729900,97.5
"2021-01-21",97.290001,97.449997,94.889999,96.080002,548200,96.080002
"2021-01-22",96.010002,96.010002,94.93,95.199997,479800,95.199997
"2021-01-25",95.190002,95.879997,93.599998,95.589996,462600,95.589996
"2021-01-26",95.080002,96.650002,94.330002,95.730003,632900,95.730003
"2021-01-27",95.230003,95.57,91.040001,91.559998,1084000,91.559998
"2021-01-28",91.510002,94.32,91.07,92.519997,645800,92.519997
"2021-01-29",92.480003,92.75,90.169998,91.730003,633800,91.730003
"2021-02-01",92.160004,94.959999,91.900002,94.949997,683100,94.949997
"2021-02-02",95.980003,98.660004,95.980003,97.489998,912900,97.489998
"2021-02-03",96.040001,98.169998,94.809998,95.349998,645700,95.349998
"2021-02-04",95.029999,96.68,94.260002,95.120003,693200,95.120003
"2021-02-05",93.080002,94.139999,89.089996,89.559998,1714700,89.559998
"2021-02-08",90.900002,92.339996,88.949997,92.010002,1263400,92.010002
"2021-02-09",92.43,92.900002,91.089996,92.139999,728800,92.139999
"2021-02-10",92,92.459999,89.989998,90.290001,692300,90.290001
"2021-02-11",90.440002,90.440002,87.980003,88,683400,88
"2021-02-12",88,89.480003,87,89.389999,811000,89.389999
"2021-02-16",90.599998,96.970001,90.139999,96.839996,1791200,96.839996
"2021-02-17",96.440002,97.199997,95.269997,96.019997,877100,96.019997
"2021-02-18",95.43,101.139999,95.080002,99.589996,1535500,99.589996
"2021-02-19",100.120003,100.709999,96.120003,96.220001,1213100,96.220001
"2021-02-22",96.160004,97.470001,95.269997,96.110001,762400,96.110001
"2021-02-23",95.709999,97.830002,94.410004,97.510002,867500,97.510002
"2021-02-24",97.940002,102.260002,97.669998,100.379997,1090200,100.379997
"2021-02-25",99.980003,101.57,99.760002,100,690900,100
"2021-02-26",99.239998,100.550003,97.139999,98.959999,981100,98.959999
"2021-03-01",100.07,102.339996,98.330002,100.32,888800,100.32
"2021-03-02",100.059998,101.199997,97.5,97.620003,848000,97.620003
"2021-03-03",98.269997,99,96.019997,96.019997,726600,96.019997
"2021-03-04",97.459999,100.050003,97.029999,98.220001,723800,98.220001
"2021-03-05",97.589996,106.879997,97.589996,104.639999,1770000,104.639999
"2021-03-08",105.900002,106.919998,103.309998,105.379997,684700,105.379997
"2021-03-09",105.360001,106.5,102.650002,103.75,678500,103.75
"2021-03-10",106.099998,106.099998,102.300003,103.489998,441300,103.489998
"2021-03-11",103.190002,103.75,101.389999,102.660004,371800,102.660004
"2021-03-12",104.050003,104.339996,102.879997,104.339996,487700,104.339996
"2021-03-15",103.709999,105,102.860001,104.800003,375700,104.800003
"2021-03-16",104.739998,105.349998,102.599998,103.190002,383400,103.190002
"2021-03-17",103.580002,105.129997,103.029999,103.790001,517100,103.790001
"2021-03-18",103.730003,105.120003,102.400002,102.400002,478200,102.400002
"2021-03-19",102.839996,103.519997,101.519997,102.07,1526100,102.07
"2021-03-22",101.190002,101.480003,99.739998,100.989998,599000,100.989998
"2021-03-23",100.339996,101.959999,99.660004,101.650002,524400,101.650002
"2021-03-24",102,103.68,101.730003,103.059998,492000,103.059998
"2021-03-25",103.230003,103.449997,98.629997,98.949997,987000,98.949997
"2021-03-26",99.290001,99.849998,96.269997,97.720001,986100,97.720001
"2021-03-29",98.080002,99.360001,97.080002,99.160004,607100,99.160004
"2021-03-30",98.790001,99.730003,96.699997,97.199997,534900,97.199997
"2021-03-31",96.75,99.190002,96.440002,98.690002,649200,98.690002
"2021-04-01",99.209999,101.529999,98.099998,100.860001,591900,100.860001
"2021-04-05",100.839996,101.879997,100.169998,101.510002,387600,101.510002
"2021-04-06",101.639999,101.889999,99.839996,99.839996,336000,99.839996
"2021-04-07",99.349998,100.839996,99.040001,100.260002,431300,100.260002
"2021-04-08",100.040001,101.5,98.800003,99.360001,375100,99.360001
"2021-04-09",100.040001,101.110001,99.57,100.089996,509000,100.089996
"2021-04-12",100,101.620003,99.620003,101.419998,375400,101.419998
"2021-04-13",100.68,102.480003,100.480003,100.989998,373100,100.989998
"2021-04-14",101.529999,102.949997,100.690002,101.860001,499300,101.860001
"2021-04-15",101.449997,104.690002,101.449997,103.5,534000,103.5
"2021-04-16",104.370003,104.760002,103.300003,104.720001,365500,104.720001
"2021-04-19",104.139999,105.360001,102.660004,103.699997,397100,103.699997
"2021-04-20",103.879997,105.5,103.709999,104.279999,434200,104.279999
"2021-04-21",104.389999,105.489998,103.220001,104.989998,409200,104.989998
"2021-04-22",104.75,105.639999,103.809998,104.300003,335800,104.300003
"2021-04-23",104.300003,105.230003,103.559998,104.370003,431700,104.370003
"2021-04-26",103.879997,105.529999,103.529999,104.940002,523700,104.940002
"2021-04-27",105.300003,105.699997,103.940002,103.980003,317900,103.980003
"2021-04-28",104.419998,104.459999,101.620003,102.709999,398600,102.709999
"2021-04-29",103.120003,103.610001,100.529999,103.339996,530000,103.339996
"2021-04-30",103.540001,107.769997,102.040001,104.370003,796200,104.370003
"2021-05-03",105.790001,109.230003,104.809998,106.760002,636200,106.760002
"2021-05-04",106.150002,108.260002,105.349998,107.910004,561400,107.910004
"2021-05-05",108.519997,109.730003,107.800003,109.639999,602400,109.639999
"2021-05-06",109.349998,110.550003,107.139999,107.239998,479400,107.239998
"2021-05-07",104.800003,108.589996,104.800003,108.099998,416800,108.099998
"2021-05-10",108.139999,111.57,108.110001,110.629997,437400,110.629997
"2021-05-11",110.730003,110.940002,109.029999,109.529999,777100,109.529999
"2021-05-12",108.980003,111.919998,108.370003,111.160004,676400,111.160004
"2021-05-13",112,116.389999,111.489998,113.660004,826600,113.660004
"2021-05-14",113.470001,115.449997,112.639999,113.830002,556300,113.830002
"2021-05-17",113.949997,113.949997,112.040001,112.639999,316500,112.639999
"2021-05-18",112.370003,112.370003,109.910004,109.910004,556100,109.910004
"2021-05-19",109.419998,113.059998,108.279999,111.599998,723200,111.599998
"2021-05-20",110.529999,113.419998,110.529999,111.779999,271300,111.779999
"2021-05-21",111.379997,112.919998,110.629997,111.400002,351600,111.400002
"2021-05-24",112.589996,112.650002,110.019997,110.07,452400,110.07
"2021-05-25",111.120003,111.629997,109.059998,109.769997,484600,109.769997
"2021-05-26",110.110001,111.760002,109.690002,110.470001,439700,110.470001
"2021-05-27",110.449997,110.949997,109.379997,110.230003,549600,110.230003
"2021-05-28",110.169998,112.07,109.43,111.300003,533200,111.300003
"2021-06-01",112.459999,113.129997,110.080002,110.629997,320600,110.629997
"2021-06-02",110.620003,112.959999,109.879997,112.879997,446300,112.879997
"2021-06-03",113.120003,113.120003,111.639999,112.199997,547200,112.199997
"2021-06-04",112.860001,112.860001,111.389999,111.949997,519800,111.949997
"2021-06-07",111.669998,112.160004,111.110001,112,526200,112
"2021-06-08",112,115.330002,111.239998,112.449997,873400,112.449997
"2021-06-09",112.110001,114.300003,111.839996,114.110001,552500,114.110001
"2021-06-10",113.830002,113.849998,113.010002,113.419998,423200,113.419998
"2021-06-11",113.089996,114.440002,112.589996,113.919998,412100,113.919998
"2021-06-14",113.769997,114.790001,113.769997,114.760002,390100,114.760002
"2021-06-15",115,116,114.220001,114.57,472700,114.57
"2021-06-16",115.239998,116.800003,114.160004,116.330002,536600,116.330002
"2021-06-17",115.629997,117.470001,115.629997,117.379997,736400,117.379997
"2021-06-18",116.230003,116.730003,113.419998,113.419998,1031800,113.419998
"2021-06-21",113.669998,120,113.519997,118.040001,1065500,118.040001
"2021-06-22",118.800003,120,117.330002,119.989998,495100,119.989998
"2021-06-23",119.339996,119.889999,118.650002,118.690002,672800,118.690002
"2021-06-24",119.389999,121.5,118.870003,121.129997,876700,121.129997
"2021-06-25",121.099998,121.769997,119.489998,121.769997,1426600,121.769997
"2021-06-28",122.269997,122.269997,119.330002,119.400002,410000,119.400002
"2021-06-29",119.029999,120.949997,118.230003,119.970001,391000,119.970001
"2021-06-30",120.300003,120.300003,118.879997,119.050003,525700,119.050003
"2021-07-01",119.82,120.559998,118.370003,118.5,425600,118.5
"2021-07-02",120.900002,120.900002,117.239998,118,495100,118
"2021-07-06",117.629997,118.699997,114.540001,117.379997,734600,117.379997
"2021-07-07",117.230003,118.040001,115.93,117.220001,472500,117.220001
"2021-07-08",115.940002,116.980003,115.279999,116.239998,547900,116.239998
"2021-07-09",117,118.860001,116.290001,118.790001,451500,118.790001
"2021-07-12",118.919998,119.32,116.900002,118.239998,362500,118.239998
"2021-07-13",118.150002,118.150002,116.269997,116.360001,338600,116.360001
"2021-07-14",116.360001,117.050003,115.889999,116.209999,327100,116.209999
"2021-07-15",115.400002,117.139999,115.400002,117.139999,495300,117.139999
"2021-07-16",117.080002,117.769997,115.540001,116.629997,486100,116.629997
"2021-07-19",114.669998,116.419998,114.279999,115.559998,526300,115.559998
"2021-07-20",114.800003,116.940002,114.449997,115.559998,556900,115.559998
"2021-07-21",115.470001,118.459999,115.470001,118.300003,487400,118.300003
"2021-07-22",118.309998,118.32,116.040001,117.019997,347000,117.019997
"2021-07-23",117.699997,120.5,117.699997,120.199997,782500,120.199997
"2021-07-26",120.279999,121.029999,117.949997,118.019997,358000,118.019997
"2021-07-27",118.470001,118.470001,115.580002,115.580002,503300,115.580002
"2021-07-28",116.440002,117.239998,115.110001,116.800003,470700,116.800003
"2021-07-29",116.730003,117.410004,115.559998,115.949997,534000,115.949997
"2021-07-30",116.449997,120,115.959999,118.470001,876800,118.470001
"2021-08-02",119,121.120003,118.379997,120.68,392600,120.68
"2021-08-03",119.93,122.900002,119.699997,122.43,610500,122.43
"2021-08-04",122.550003,124.879997,122.400002,123.410004,675500,123.410004
"2021-08-05",124.169998,124.220001,119.739998,121,492400,121
"2021-08-06",121,123.480003,120.93,122.830002,637500,122.830002
"2021-08-09",122.470001,124,121.019997,121.040001,617100,121.040001
"2021-08-10",120.970001,122.279999,119.580002,122.279999,382100,122.279999
"2021-08-11",122.230003,124.959999,121.93,124.959999,539900,124.959999
"2021-08-12",125,128.320007,123.349998,126.879997,957400,126.879997
"2021-08-13",126.82,127.580002,125.260002,127,411700,127
"2021-08-16",126.5,126.68,125.07,125.75,373800,125.75
"2021-08-17",125.760002,127.43,122.57,124.110001,565800,124.110001
"2021-08-18",124.370003,139,122.059998,122.629997,6564100,122.629997
"2021-08-19",121.860001,128.740005,121.07,127.620003,1434800,127.620003
"2021-08-20",127.629997,130.039993,126.730003,129.759995,899100,129.759995
"2021-08-23",130.100006,130.419998,126.050003,126.360001,520600,126.360001
"2021-08-24",125.720001,126.800003,124.309998,125.599998,450700,125.599998
"2021-08-25",126.360001,126.360001,124.610001,125.610001,395100,125.610001
"2021-08-26",125.040001,125.879997,124.629997,125.099998,304000,125.099998
"2021-08-27",124.779999,126.019997,124.639999,125.400002,275400,125.400002
"2021-08-30",124.660004,125.75,123.599998,124.019997,301100,124.019997
"2021-08-31",124.989998,126.410004,122.309998,126.150002,851100,126.150002
"2021-09-01",125.559998,127.68,125.029999,127.290001,560500,127.290001
"2021-09-02",127.889999,127.889999,124.779999,127.809998,342600,127.809998
"2021-09-03",127.989998,128.339996,125.940002,126.25,479900,126.25
"2021-09-07",127,127.120003,123.389999,123.389999,429600,123.389999
"2021-09-08",123.809998,125.989998,122.599998,124.970001,404600,124.970001
"2021-09-09",125.599998,126.029999,124.120003,124.290001,366000,124.290001
"2021-09-10",124.589996,127.349998,124.580002,126.139999,466700,126.139999
"2021-09-13",126.07,126.519997,123.160004,124.400002,377300,124.400002
"2021-09-14",125.599998,125.599998,123.459999,124.230003,616500,124.230003
"2021-09-15",123.470001,125.25,123.470001,123.830002,506100,123.830002
"2021-09-16",123.470001,124.769997,123.080002,123.709999,369600,123.709999
"2021-09-17",123.57,123.900002,121.160004,123.610001,876400,123.610001
"2021-09-20",122.82,124,121.339996,121.75,494700,121.75
"2021-09-21",123.010002,124.57,122.669998,123.879997,425600,123.879997
"2021-09-22",124.589996,125.400002,123.099998,123.989998,374200,123.989998
"2021-09-23",125.580002,125.699997,123.080002,123.849998,553200,123.849998
"2021-09-24",123.769997,127.309998,123.769997,125.839996,418200,125.839996
"2021-09-27",125.040001,125.889999,122.709999,123.599998,345800,123.599998
"2021-09-28",122.709999,123.790001,121.760002,122.699997,316200,122.699997
"2021-09-29",122.980003,125.379997,122.239998,125.18,299000,125.18
"2021-09-30",125.699997,126.389999,123.330002,123.860001,569000,123.860001
"2021-10-01",124.400002,125.459999,122.730003,123.440002,319200,123.440002
"2021-10-04",123.620003,125.470001,122.169998,123.410004,369500,123.410004
"2021-10-05",123.260002,125.82,120.839996,120.839996,685500,120.839996
"2021-10-06",120.489998,123.080002,119.120003,121.690002,762500,121.690002
"2021-10-07",124.120003,126,123.169998,125.010002,441200,125.010002
"2021-10-08",124.790001,126.639999,123.879997,126.370003,398000,126.370003
"2021-10-11",125.709999,128.889999,124.779999,125.150002,318200,125.150002
"2021-10-12",125.120003,127.540001,124.150002,125.199997,357600,125.199997
"2021-10-13",125.360001,125.699997,123.470001,124.959999,247100,124.959999
"2021-10-14",125.129997,126.730003,124.879997,126.589996,240800,126.589996
"2021-10-15",126.879997,126.989998,124.32,125.540001,380800,125.540001
"2021-10-18",126.040001,127.25,125.190002,127.25,313800,127.25
"2021-10-19",128,128.979996,125.639999,125.879997,366000,125.879997
"2021-10-20",126.010002,127.389999,125.349998,127.029999,467800,127.029999
"2021-10-21",127.989998,127.989998,125.690002,127.089996,389800,127.089996
"2021-10-22",126.150002,129.339996,125.43,129.339996,483300,129.339996
"2021-10-25",130,131.490005,128.220001,129.399994,363900,129.399994
"2021-10-26",130.100006,131.919998,129.029999,131.259995,368900,131.259995
"2021-10-27",131.649994,132.520004,129.789993,130.139999,710400,130.139999
"2021-10-28",130.279999,131.820007,128.529999,131.169998,539800,131.169998
"2021-10-29",130.509995,134.25,129.619995,131.940002,749800,131.940002
"2021-11-01",133.149994,133.669998,131.139999,133.669998,469500,133.669998
"2021-11-02",134.179993,135.490005,132.220001,135.070007,529200,135.070007
"2021-11-03",134.070007,135.070007,132.380005,134.679993,480100,134.679993
"2021-11-04",133.369995,135.649994,131.139999,132.520004,559500,132.520004
"2021-11-05",132.029999,133.360001,131.610001,133.270004,341000,133.270004
"2021-11-08",133.979996,134.839996,130.320007,133.770004,449300,133.770004
"2021-11-09",134.220001,134.240005,130.589996,131.220001,626100,131.220001
"2021-11-10",131.490005,132.119995,127.010002,127.860001,774500,127.860001
"2021-11-11",128.759995,129.759995,126.419998,129.199997,495300,129.199997
"2021-11-12",129.830002,132.5,129.729996,130.960007,460300,130.960007
"2021-11-15",131.690002,132.279999,131,131,609800,131
"2021-11-16",131.279999,134.320007,131,132.009995,459600,132.009995
"2021-11-17",132,132.300003,128.690002,129.490005,421600,129.490005
"2021-11-18",129.5,130.449997,127.379997,129.509995,570800,129.509995
"2021-11-19",129.509995,131.339996,128.380005,129.479996,649100,129.479996
"2021-11-22",129.300003,130.979996,126.709999,126.870003,567400,126.870003
"2021-11-23",126.599998,130.089996,125.029999,128.990005,708600,128.990005
"2021-11-24",128.699997,132.149994,128.259995,130.960007,774600,130.960007
"2021-11-26",130.490005,131.690002,128.550003,128.880005,466100,128.880005
"2021-11-29",130.100006,130.990005,128.389999,129.699997,673900,129.699997
"2021-11-30",127.779999,130.169998,126.730003,128.940002,2419500,128.940002
"2021-12-01",128.639999,131.009995,126.809998,127.089996,690800,127.089996
"2021-12-02",126.82,130.589996,126.82,129.779999,598100,129.779999
"2021-12-03",130.070007,130.270004,126.889999,129.080002,517700,129.080002
"2021-12-06",129.529999,131.539993,128.389999,131.199997,538900,131.199997
"2021-12-07",132,132.899994,128.470001,130.970001,642100,130.970001
"2021-12-08",131.020004,132.149994,129.929993,131.360001,517000,131.360001
"2021-12-09",131.960007,132.339996,128.179993,129.039993,534600,129.039993
"2021-12-10",129,133.020004,128.759995,132.050003,500700,132.050003
"2021-12-13",132.710007,132.710007,129.259995,130.690002,373800,130.690002
"2021-12-14",129.919998,130.850006,128.429993,128.429993,524900,128.429993
"2021-12-15",129.130005,130.899994,127.209999,129.860001,531500,129.860001
"2021-12-16",130.860001,132.210007,129.309998,132.050003,504000,132.050003
"2021-12-17",131.889999,132.050003,128.100006,128.25,842600,128.25
"2021-12-20",127.830002,128.360001,124.330002,125.970001,501300,125.970001
"2021-12-21",127.989998,127.989998,125.699997,125.919998,690000,125.919998
"2021-12-22",125.919998,129.320007,125.370003,129.190002,543100,129.190002
"2021-12-23",129.869995,131,129,129,316100,129
"2021-12-27",128.179993,129.800003,127.75,129.800003,322400,129.800003
"2021-12-28",129.399994,132,129.399994,130.169998,251900,130.169998
"2021-12-29",131.190002,131.190002,128.419998,129,194500,129
"2021-12-30",128.639999,130.25,128.539993,129.259995,231500,129.259995
"2021-12-31",129.779999,130.869995,129.399994,130.399994,198200,130.399994
"2022-01-03",129.889999,129.929993,126.540001,128.460007,464600,128.460007
"2022-01-04",126.790001,129.210007,124.779999,125.730003,918500,125.730003
"2022-01-05",126.790001,126.790001,124.010002,124.489998,472500,124.489998
"2022-01-06",124.050003,126,123.18,125.480003,4e+05,125.480003
"2022-01-07",125.080002,125.370003,123.25,124.169998,535900,124.169998
"2022-01-10",124.18,124.68,120.540001,122.669998,675100,122.669998
"2022-01-11",121.529999,125.940002,121.160004,125.940002,513300,125.940002
"2022-01-12",126.580002,127,123.559998,124.580002,366400,124.580002
"2022-01-13",124.419998,124.730003,120.360001,120.360001,510500,120.360001
"2022-01-14",119.739998,121,117,118.160004,735000,118.160004
"2022-01-18",117.029999,120.139999,115.779999,119.300003,704500,119.300003
"2022-01-19",119.870003,121.239998,119.269997,120.290001,510900,120.290001
"2022-01-20",117.199997,122.139999,116.290001,120.349998,469700,120.349998
"2022-01-21",121.010002,121.32,118.089996,118.089996,659800,118.089996
"2022-01-24",118.410004,118.410004,113.099998,118.099998,789200,118.099998
