"","HII.Open","HII.High","HII.Low","HII.Close","HII.Volume","HII.Adjusted"
"2022-01-11",197.309998,198.910004,193.880005,198.889999,393300,196.506134
"2022-01-12",198.179993,198.770004,195.860001,197.160004,211000,194.796875
"2022-01-13",198.160004,198.479996,194.610001,195.610001,330300,193.265442
"2022-01-14",195,198.660004,193.880005,197.679993,323300,195.310638
"2022-01-18",197.110001,197.110001,192.039993,195.570007,276800,193.225922
"2022-01-19",195.720001,197.119995,193.559998,193.679993,205500,191.358566
"2022-01-20",193.539993,196.070007,191.5,191.639999,228800,189.343033
"2022-01-21",191.610001,194.589996,190.009995,191.100006,318300,188.809509
"2022-01-24",189.229996,196.339996,188.25,195.649994,381900,193.304962
"2022-01-25",193.479996,196.279999,190.020004,194.669998,243000,192.336716
"2022-01-26",194.610001,196.589996,190.059998,191.919998,317900,189.619675
"2022-01-27",191.220001,194.240005,187.600006,188.429993,244100,186.171494
"2022-01-28",187.529999,187.740005,183.660004,187.669998,283500,185.420624
"2022-01-31",185.679993,187.419998,183.600006,187.199997,274600,184.956253
"2022-02-01",186.320007,187.960007,184.850006,185.520004,264100,183.296387
"2022-02-02",183.729996,187.190002,183.020004,187.009995,384900,184.768524
"2022-02-03",187.509995,187.509995,183.320007,183.529999,288100,181.330231
"2022-02-04",182.839996,184.539993,180,182.610001,268700,180.421265
"2022-02-07",182.679993,185.130005,180.570007,184.020004,314300,181.814362
"2022-02-08",185.149994,186.289993,183.809998,186,255800,183.77063
"2022-02-09",187.190002,188.210007,186.169998,187.190002,333600,184.946381
"2022-02-10",181.910004,188.979996,179.270004,179.649994,782200,177.496735
"2022-02-11",179,184.25,177.199997,183.869995,605900,181.666153
"2022-02-14",183.779999,184.330002,179.289993,181.259995,508300,179.087433
"2022-02-15",180.830002,183.009995,179.759995,180.130005,330400,177.970993
"2022-02-16",180.130005,183.759995,180.130005,182.580002,372300,180.391617
"2022-02-17",181.470001,186.149994,181.389999,184.919998,406600,182.703583
"2022-02-18",184.149994,188.199997,183.779999,186.089996,553900,183.859558
"2022-02-22",187.520004,188.710007,184.470001,186.880005,426400,184.640091
"2022-02-23",188.75,189.809998,187.220001,187.389999,442000,185.143967
"2022-02-24",185.740005,192.699997,183.589996,191.990005,636300,190.890884
"2022-02-25",192.279999,202.910004,192.279999,199.860001,692400,198.715836
"2022-02-28",198.850006,206.529999,198.850006,204.399994,1249800,203.229828
"2022-03-01",204.580002,206.639999,201.440002,204.149994,892000,202.981262
"2022-03-02",204.770004,209.679993,202,208.5,876800,207.306366
"2022-03-03",208.770004,212.119995,208.220001,211,621400,209.792053
"2022-03-04",210.869995,218.710007,209.759995,218.039993,710600,216.791748
"2022-03-07",219.470001,228.660004,216.539993,218.729996,927200,217.477798
"2022-03-08",219.110001,219.669998,209.289993,209.440002,967700,208.240997
"2022-03-09",208.550003,212.589996,203.630005,208.149994,810000,206.958374
"2022-03-10",208.429993,210.899994,207.75,210.669998,500500,209.463943
"2022-03-11",210.059998,213.479996,205.960007,206.070007,360000,204.890289
"2022-03-14",206.889999,207.190002,201.029999,201.940002,435100,200.78392
"2022-03-15",203.360001,203.360001,198.190002,202.5,396200,201.340714
"2022-03-16",196.979996,200.080002,189.759995,194.360001,560900,193.247314
"2022-03-17",197.860001,200.229996,195.910004,197.330002,540200,196.200317
"2022-03-18",197,197.910004,191.490005,193.690002,1124600,192.581161
"2022-03-21",195.910004,201.729996,195.029999,200.669998,4e+05,199.521194
"2022-03-22",200.910004,202.229996,198.25,201.039993,371600,199.889069
"2022-03-23",201.970001,204.970001,201.589996,203.039993,277800,201.877625
"2022-03-24",202.889999,206.199997,202.399994,203.589996,221300,202.424469
"2022-03-25",203.539993,207.330002,202.699997,205.970001,217400,204.790848
"2022-03-28",204.75,205.910004,198.600006,200.350006,475800,199.203033
"2022-03-29",196.770004,202.5,195.240005,202.259995,323200,201.102081
"2022-03-30",203.050003,206.470001,200.610001,203.320007,335900,202.156036
"2022-03-31",203.070007,204.699997,199.399994,199.440002,413800,198.298233
"2022-04-01",199.630005,202.789993,199.059998,202.630005,347400,201.469986
"2022-04-04",202.949997,202.949997,197.580002,201.869995,384700,200.714325
"2022-04-05",201.990005,204.630005,200.910004,201.119995,355700,199.968613
"2022-04-06",201.559998,204.929993,200.759995,202.110001,417400,200.952957
"2022-04-07",202.220001,208.740005,200.509995,207.919998,659600,206.729691
"2022-04-08",208.690002,211,205.110001,205.899994,407900,204.721252
"2022-04-11",207.070007,211.160004,203.300003,205.240005,455300,204.065033
"2022-04-12",204.669998,212.380005,204.669998,209.970001,382400,208.76796
"2022-04-13",210.529999,213.059998,209.699997,212.940002,492300,211.720947
"2022-04-14",218.130005,223.979996,217.860001,222.669998,616300,221.395248
"2022-04-18",221.960007,224.479996,220.410004,222.880005,321100,221.60405
"2022-04-19",223.289993,226.130005,221.729996,224.110001,318800,222.827011
"2022-04-20",225.169998,227.990005,223.949997,227.289993,311100,225.9888
"2022-04-21",228,228,220.539993,221.979996,303300,220.709198
"2022-04-22",221.899994,225.509995,220.970001,222.169998,347100,220.898102
"2022-04-25",220.940002,220.940002,210.899994,218.529999,536800,217.278946
"2022-04-26",218,222.570007,217.839996,218.660004,346700,217.408203
"2022-04-27",218.729996,222.320007,215.800003,219.850006,286300,218.5914
"2022-04-28",220.190002,220.5,216.860001,218.080002,310500,216.831528
"2022-04-29",218.600006,219.869995,211.729996,212.740005,351700,211.522095
"2022-05-02",211.369995,216.970001,209.160004,212.330002,344300,211.114441
"2022-05-03",213.399994,215.229996,211.529999,214.759995,356400,213.530533
"2022-05-04",215.119995,223.320007,213.119995,222.139999,518400,220.868286
"2022-05-05",218.410004,224.979996,215.139999,219.740005,467900,218.482025
"2022-05-06",218.529999,220.979996,213.850006,216.25,303500,215.012009
"2022-05-09",214.960007,215.710007,209.270004,209.979996,416100,208.777893
"2022-05-10",210.669998,212.460007,207.100006,209.649994,320400,208.449783
"2022-05-11",210,212.369995,204.529999,206.029999,283500,204.85051
"2022-05-12",206.369995,208.289993,199.690002,203.770004,293600,202.603455
"2022-05-13",204.210007,207.529999,201.309998,203.779999,354700,202.613388
"2022-05-16",203.699997,206.729996,203.009995,204.779999,294600,203.607666
"2022-05-17",206,210.350006,204.559998,208.970001,298800,207.773682
"2022-05-18",207.559998,208.979996,201.139999,202.839996,278100,201.678772
"2022-05-19",201.229996,203.539993,197.619995,200.729996,296300,199.580841
"2022-05-20",200.649994,201.490005,194.360001,197.759995,287800,196.627853
"2022-05-23",199.520004,201.960007,198.520004,200.600006,317600,199.451599
"2022-05-24",201.300003,204.550003,198.589996,204.080002,236500,202.911682
"2022-05-25",204.509995,208.100006,204.369995,206.119995,339800,204.939987
"2022-05-26",206.509995,213.080002,206.509995,211.5,525300,211.5
"2022-05-27",211.869995,214.410004,210.720001,214.399994,431700,214.399994
"2022-05-31",213.119995,213.130005,208.429993,210.460007,688200,210.460007
"2022-06-01",212.470001,212.470001,206.729996,210.460007,292300,210.460007
"2022-06-02",212.020004,212.300003,207.490005,211.800003,252400,211.800003
"2022-06-03",211.25,213.309998,210.350006,212.839996,251300,212.839996
"2022-06-06",212.970001,213.320007,210.589996,212.509995,309200,212.509995
"2022-06-07",211.619995,216.429993,210.809998,216.139999,260200,216.139999
"2022-06-08",214.5,215.610001,213.119995,214.25,244200,214.25
"2022-06-09",213.729996,215.020004,213,214,348000,214
"2022-06-10",210.380005,213.669998,209.619995,211.990005,378400,211.990005
"2022-06-13",207.740005,209.440002,204.889999,207.330002,423700,207.330002
"2022-06-14",207.350006,207.899994,202.240005,204.809998,477600,204.809998
"2022-06-15",205.869995,207.160004,200,205.669998,543900,205.669998
"2022-06-16",203.25,203.550003,198.960007,201.059998,456700,201.059998
"2022-06-17",200.160004,203.779999,197.119995,200.639999,808500,200.639999
"2022-06-21",203.770004,209.75,203.360001,209.360001,350600,209.360001
"2022-06-22",205.740005,210.630005,205.740005,209.449997,448300,209.449997
"2022-06-23",208.729996,210.889999,206.839996,210,307900,210
"2022-06-24",211.860001,215.550003,209.869995,215.339996,640300,215.339996
"2022-06-27",216.440002,218.770004,214.610001,218.369995,289000,218.369995
"2022-06-28",219.460007,222.770004,215.770004,217.179993,386000,217.179993
"2022-06-29",218,218.080002,213.199997,215.889999,286100,215.889999
