"","PNW.Open","PNW.High","PNW.Low","PNW.Close","PNW.Volume","PNW.Adjusted"
"2022-01-11",70.860001,71.230003,69.660004,70.290001,920200,67.86245
"2022-01-12",70.150002,70.709999,70.029999,70.150002,826600,67.72728
"2022-01-13",70.150002,71.470001,70.029999,71.459999,1113300,68.992035
"2022-01-14",71.419998,72.540001,71.099998,72.269997,998800,69.774063
"2022-01-18",72.099998,72.349998,69.669998,69.82,1467700,67.408676
"2022-01-19",69.760002,71.339996,69.760002,70.959999,896800,68.5093
"2022-01-20",71.290001,71.949997,70.82,70.989998,875600,68.538277
"2022-01-21",71.32,71.720001,70.370003,70.690002,927600,68.248634
"2022-01-24",70.699997,71,69.150002,70.650002,1303900,68.210014
"2022-01-25",70.080002,71.470001,69.980003,70.989998,876100,68.538277
"2022-01-26",70.989998,72.089996,69.489998,69.790001,828400,67.379715
"2022-01-27",70.029999,70.849998,69.419998,69.910004,861000,67.495575
"2022-01-28",69.580002,70.989998,69.5,70.839996,998000,68.393456
"2022-01-31",69.629997,69.949997,68.919998,69.610001,2052900,68.022118
"2022-02-01",69.199997,69.480003,68.529999,69.239998,768900,67.660561
"2022-02-02",69.050003,70.559998,69.050003,70.470001,844200,68.862503
"2022-02-03",70.410004,70.830002,69.970001,70.620003,844400,69.009079
"2022-02-04",70.120003,70.769997,69.389999,70.330002,823800,68.7257
"2022-02-07",70.379997,71,69.82,70.660004,776900,69.048172
"2022-02-08",71.260002,71.540001,70.230003,70.550003,772600,68.940681
"2022-02-09",70.639999,71.169998,70.480003,70.910004,483500,69.292473
"2022-02-10",70.510002,70.610001,68.599998,68.690002,606400,67.123108
"2022-02-11",69.050003,69.860001,68.779999,68.949997,588300,67.377174
"2022-02-14",69.199997,69.32,67.550003,68.400002,487700,66.839729
"2022-02-15",68.779999,69.260002,67.550003,67.849998,574800,66.302269
"2022-02-16",67.870003,68.830002,67.82,68.339996,775500,66.781082
"2022-02-17",68.239998,68.800003,67.629997,68.760002,506900,67.191513
"2022-02-18",68.489998,69.459999,68.300003,68.919998,1026300,67.347862
"2022-02-22",68.959999,69.199997,68,68.900002,655900,67.328323
"2022-02-23",68.730003,69.339996,67.889999,67.959999,787000,66.40976
"2022-02-24",67.43,67.900002,66.150002,67.379997,1111700,65.842987
"2022-02-25",69.699997,72.300003,68.599998,71.989998,1981700,70.347832
"2022-02-28",71.419998,71.720001,69.580002,70.830002,1072900,69.214294
"2022-03-01",70.739998,70.739998,68.849998,69.82,1081400,68.227333
"2022-03-02",69.739998,71.059998,69.510002,70.620003,587100,69.009079
"2022-03-03",70.809998,73.230003,70.709999,73.199997,974700,71.530228
"2022-03-04",72.739998,74.5,72.25,74.449997,802900,72.751717
"2022-03-07",74.559998,76.07,74.110001,75.370003,1573800,73.650734
"2022-03-08",75.449997,75.730003,73.389999,73.620003,1020200,71.940651
"2022-03-09",74.239998,74.400002,73.080002,73.25,655200,71.579086
"2022-03-10",72.910004,74.489998,72.900002,74.230003,559500,72.536736
"2022-03-11",73.540001,74.949997,73.519997,73.760002,773000,72.077461
"2022-03-14",74.529999,74.720001,72.580002,73.269997,930200,71.598633
"2022-03-15",73.900002,74,73.120003,73.769997,569000,72.087227
"2022-03-16",73.690002,74.239998,72.339996,74.059998,601600,72.370605
"2022-03-17",73.660004,74.839996,73.360001,74.32,787300,72.62468
"2022-03-18",73.949997,74.68,72.760002,72.970001,2355600,71.305473
"2022-03-21",73.25,74.190002,73.25,74.099998,561400,72.409698
"2022-03-22",74.669998,74.669998,72.849998,73.419998,563900,71.745209
"2022-03-23",73.839996,73.879997,73.040001,73.699997,607900,72.018822
"2022-03-24",73.720001,74.290001,73.5,73.940002,311600,72.253349
"2022-03-25",74.400002,76.07,74.07,75.980003,370300,74.246819
"2022-03-28",76,76.830002,75.889999,76.720001,771400,74.96994
"2022-03-29",76.779999,77.599998,76.57,77.559998,546100,75.790771
"2022-03-30",77.5,77.739998,77.099998,77.690002,884600,75.917809
"2022-03-31",77.739998,78.690002,77.290001,78.099998,794300,76.318451
"2022-04-01",77.940002,79.349998,77.669998,79.32,590400,77.510628
"2022-04-04",79.089996,79.120003,77.639999,78.830002,543300,77.031807
"2022-04-05",78.889999,79.75,78.239998,78.5,584200,76.709335
"2022-04-06",78.889999,80.510002,78.550003,80.489998,679600,78.653938
"2022-04-07",80.190002,80.330002,78.529999,78.879997,1021900,77.080658
"2022-04-08",79.300003,79.82,78.739998,78.839996,845300,77.041573
"2022-04-11",78.889999,79.419998,77.610001,78.209999,804800,76.425941
"2022-04-12",78.059998,78.879997,77.43,78.230003,849000,76.445496
"2022-04-13",78.400002,78.410004,76.849998,77.339996,558700,75.575783
"2022-04-14",77.43,78.07,77.269997,77.540001,484200,75.771233
"2022-04-18",77.769997,78.209999,76.739998,77.139999,387600,75.380356
"2022-04-19",76.879997,78,76.860001,77.82,653900,76.044846
"2022-04-20",78.82,78.910004,77.919998,77.959999,565100,76.181648
"2022-04-21",77.720001,78.75,77.239998,77.900002,441200,76.123024
"2022-04-22",77.809998,78.110001,77.209999,77.32,371500,75.556252
"2022-04-25",77.760002,78,75.629997,76.779999,615000,75.028564
"2022-04-26",75.699997,76.959999,75.410004,75.410004,786200,73.689819
"2022-04-27",75.349998,75.779999,73.900002,74.410004,659900,72.712631
"2022-04-28",74.75,75.029999,74.110001,74.510002,577700,72.810349
"2022-04-29",73.809998,73.839996,71.07,71.199997,853800,70.378716
"2022-05-02",71.519997,72.389999,70.419998,71.239998,875200,70.418259
"2022-05-03",71.730003,73.040001,71.419998,72.220001,831800,71.386955
"2022-05-04",73.139999,74.519997,72.720001,74.220001,1478800,73.363884
"2022-05-05",73.639999,74.099998,72.089996,72.800003,1287400,71.960266
"2022-05-06",72.910004,74.379997,72.470001,74.120003,1042900,73.265045
"2022-05-09",73.93,75.139999,72.900002,74.25,949800,73.393539
"2022-05-10",74.43,75.129997,71.790001,72.620003,665100,71.782341
"2022-05-11",72.459999,74.489998,72.360001,73.690002,784700,72.840004
"2022-05-12",73.800003,73.800003,72.160004,73.379997,824000,72.533569
"2022-05-13",73.769997,73.769997,72.400002,73.239998,481300,72.395187
"2022-05-16",73.470001,74.019997,72.580002,73.730003,583800,72.879539
"2022-05-17",74.010002,74.57,72.970001,74.529999,450500,73.670311
"2022-05-18",74.769997,75.599998,74.25,74.540001,473600,73.680199
"2022-05-19",74.209999,75.720001,73.779999,75.529999,830100,74.658775
"2022-05-20",75.540001,75.870003,73.720001,75.309998,560900,74.441315
"2022-05-23",75.949997,76.43,74.830002,75.190002,542200,74.322701
"2022-05-24",75.519997,77.699997,74.440002,77.580002,664500,76.685135
"2022-05-25",77.790001,78.160004,77.349998,77.779999,541300,76.88282
"2022-05-26",78.18,79.010002,77.949997,78.32,444900,77.416595
"2022-05-27",78.120003,78.980003,78.110001,78.720001,493900,77.811981
"2022-05-31",77.879997,78.309998,77.099998,77.650002,743100,76.754326
"2022-06-01",77.660004,77.720001,76.519997,77.43,460900,76.536858
"2022-06-02",77.809998,77.809998,75.860001,77.580002,453300,76.685135
"2022-06-03",77.360001,77.879997,77.279999,77.489998,308600,76.596169
"2022-06-06",77.709999,78.209999,77.349998,78.099998,329200,77.199127
"2022-06-07",78.120003,78.120003,76.150002,77.220001,620200,76.329285
"2022-06-08",76.919998,76.919998,74.32,74.57,1167800,73.709846
"2022-06-09",74.690002,75.459999,73.290001,73.410004,708600,72.563232
"2022-06-10",72.389999,74.510002,72.389999,73.730003,733700,72.879539
"2022-06-13",73.309998,73.870003,70.860001,71.279999,1181200,70.457794
"2022-06-14",70.849998,71,67.18,68.190002,812200,67.403442
"2022-06-15",68.550003,69.660004,67.18,68.360001,1367200,67.57148
"2022-06-16",67.610001,68.269997,67.07,67.480003,1626900,66.701637
"2022-06-17",67.660004,68.099998,65.129997,65.919998,1351400,65.159622
"2022-06-21",66.290001,67.970001,66.050003,67.290001,925500,66.513824
"2022-06-22",67.050003,68.82,67.050003,68.309998,763200,67.522057
"2022-06-23",68.540001,70.239998,68.489998,69.959999,805700,69.153023
"2022-06-24",70.18,72.239998,70.080002,71.75,1063400,70.922379
"2022-06-27",71.760002,72.790001,71.459999,72.790001,440800,71.950378
"2022-06-28",73.019997,73.559998,72.889999,73.160004,637900,72.316116
"2022-06-29",73.309998,73.830002,71.519997,72.300003,1220800,71.466034
