"","DHR.Open","DHR.High","DHR.Low","DHR.Close","DHR.Volume","DHR.Adjusted"
"2021-12-28",326.720001,328.589996,322.540009,323.440002,1234200,322.619202
"2021-12-29",325.420013,327.670013,323.019989,326.579987,2006800,325.96283
"2021-12-30",327.23999,330.459991,326.48999,328.470001,1150300,327.849274
"2021-12-31",328.26001,331.230011,327.390015,329.01001,1276500,328.388275
"2022-01-03",327.119995,328.570007,312.380005,315.76001,3664000,315.1633
"2022-01-04",313,316.040009,305.369995,307.26001,4472300,306.679352
"2022-01-05",309.5,310.959991,305.23999,305.299988,3722900,304.723083
"2022-01-06",304.549988,306.299988,299.160004,303.920013,1992100,303.345703
"2022-01-07",302.809998,303.480011,293.799988,295.670013,3231600,295.111267
"2022-01-10",294.200012,303.230011,291,303.029999,3375400,302.457367
"2022-01-11",305.119995,309.320007,300.640015,305.329987,4094800,304.753021
"2022-01-12",306.380005,308.339996,303.660004,306.380005,2633400,305.801056
"2022-01-13",304.799988,306.369995,290.940002,292.049988,3503400,291.498108
"2022-01-14",289.880005,293.679993,288.190002,293.309998,3170900,292.755737
"2022-01-18",289.200012,290.209991,285.279999,288.399994,4166400,287.855011
"2022-01-19",289.609985,293.690002,286.940002,287.029999,2980300,286.48761
"2022-01-20",289.170013,289.859985,282.410004,282.959991,2966400,282.425262
"2022-01-21",284.190002,285.329987,278.570007,280.450012,4016200,279.920044
"2022-01-24",276.730011,277.549988,267.029999,276.859985,5532900,276.336792
"2022-01-25",274.459991,275,269.619995,271.200012,4892000,270.687531
"2022-01-26",271.470001,273.730011,264.170013,266.769989,4707400,266.265869
"2022-01-27",272.100006,273.720001,267.390015,269.970001,5624900,269.459808
"2022-01-28",272.23999,281.359985,268.649994,281.109985,4955600,280.578766
"2022-01-31",283.23999,287.440002,282.649994,285.790009,3530600,285.249939
"2022-02-01",287.470001,288.049988,283.670013,287.290009,2575900,286.747101
"2022-02-02",288.910004,295.51001,286.649994,294.429993,3259700,293.873596
"2022-02-03",290.059998,293.920013,288.059998,289.910004,2375700,289.362152
"2022-02-04",289.160004,290.779999,285.950012,287.630005,1479200,287.086487
"2022-02-07",288.670013,290,284.230011,285.149994,1641700,284.611145
"2022-02-08",281.5,286.420013,280.380005,285.619995,1450800,285.080261
"2022-02-09",288.48999,292.619995,288.01001,292.01001,2250800,291.458191
"2022-02-10",288.640015,288.640015,280.619995,282.200012,2559000,281.666718
"2022-02-11",281.619995,283.820007,271.76001,272.660004,2926800,272.144745
"2022-02-14",271.600006,273.779999,268.829987,271.5,3014100,270.986969
"2022-02-15",275.040009,277.359985,267.910004,269.070007,3283900,268.561523
"2022-02-16",268.119995,269.73999,262.5,267.690002,3642400,267.184143
"2022-02-17",267.690002,271.589996,265.290009,269.269989,3225900,268.761139
"2022-02-18",270.579987,270.690002,265.109985,266.929993,2346200,266.425568
"2022-02-22",266.160004,269.630005,263.730011,266.179993,3326800,265.677002
"2022-02-23",266.850006,270.029999,261.51001,262.390015,2807200,261.894165
"2022-02-24",256.01001,272.5,255.830002,271.559998,3720400,271.046844
"2022-02-25",270.670013,279.5,269.859985,279.25,2376800,278.722321
"2022-02-28",279.980011,280.160004,271.5,274.410004,3239300,273.891449
"2022-03-01",274.410004,276.839996,269.660004,272.029999,2000100,271.51593
"2022-03-02",271.119995,275.880005,271.119995,274.5,2031500,273.981293
"2022-03-03",276.790009,279.299988,273.730011,276.570007,2420800,276.047363
"2022-03-04",275.700012,275.920013,267.579987,272.540009,2474500,272.024994
"2022-03-07",270.829987,272.459991,260.209991,263.019989,3277800,262.522949
"2022-03-08",259.170013,263.440002,254.669998,257.269989,2785600,256.783813
"2022-03-09",263.269989,266.570007,261.26001,264.820007,1900600,264.31958
"2022-03-10",263.76001,265.480011,260.929993,263.829987,1419800,263.331421
"2022-03-11",265.51001,268.279999,262.23999,262.519989,1976700,262.023895
"2022-03-14",264.049988,273.25,262.970001,266.850006,2884500,266.345734
"2022-03-15",268.600006,272.019989,267.380005,270.890015,2700100,270.378113
"2022-03-16",272.290009,278.459991,271.329987,277.920013,3086300,277.394836
"2022-03-17",277.040009,281.440002,271.190002,281.399994,2576300,280.868225
"2022-03-18",282.399994,293.869995,281.350006,292.190002,4342200,291.637848
"2022-03-21",287.75,292.829987,287.059998,289.269989,2619800,288.723358
"2022-03-22",289.670013,294.779999,288.570007,293.899994,2896200,293.344604
"2022-03-23",291.320007,291.359985,285.429993,286.049988,2256400,285.50943
"2022-03-24",287.26001,288.149994,282.790009,286.529999,2376500,286.238708
"2022-03-25",288.769989,289.709991,284.279999,287.529999,1363200,287.237701
"2022-03-28",288.040009,291.670013,286.019989,291.470001,1972000,291.173676
"2022-03-29",295.820007,298,293.26001,295.839996,2783900,295.539246
"2022-03-30",295.149994,297.390015,294.130005,297.359985,2617900,297.057678
"2022-03-31",297.209991,300.959991,293.170013,293.329987,3962900,293.031769
"2022-04-01",294.109985,296.309998,287.660004,291.690002,3331400,291.393463
"2022-04-04",292.25,293.079987,288.380005,289.25,3337300,288.955933
"2022-04-05",288.089996,291.450012,286.029999,287.369995,2771000,287.07785
"2022-04-06",285.880005,290.630005,282.200012,289.329987,2246900,289.035858
"2022-04-07",288.649994,301.290009,288.01001,299.660004,2518600,299.355377
"2022-04-08",297.670013,303.119995,297.140015,299.290009,2426800,298.985748
"2022-04-11",295.910004,298.850006,289.25,291.119995,2027300,290.824036
"2022-04-12",290.380005,291.350006,279.119995,280.73999,2612100,280.45459
"2022-04-13",281.5,284.920013,277.76001,283.720001,2783100,283.43158
"2022-04-14",285.140015,285.230011,276.320007,276.980011,3094800,276.698425
"2022-04-18",274.98999,276.790009,272.420013,275.070007,1941100,274.790375
"2022-04-19",276.380005,277.920013,272.769989,273.100006,3565800,272.822357
"2022-04-20",275.320007,284,273.920013,280.380005,3793300,280.094971
"2022-04-21",283.579987,289.079987,277.049988,278.23999,3483000,277.957123
"2022-04-22",275,277.059998,264.299988,264.559998,3017800,264.291046
"2022-04-25",259.450012,260.880005,253,260.459991,4322500,260.19519
"2022-04-26",257.790009,259.470001,250.550003,250.979996,3287500,250.724838
"2022-04-27",253.339996,257.820007,251.179993,252.279999,2852000,252.023529
"2022-04-28",255.740005,259.26001,252.119995,257,4352100,256.738739
"2022-04-29",255.300003,259.600006,250.649994,251.130005,3225100,250.874695
"2022-05-02",250.169998,254.330002,245.820007,250.520004,3221300,250.26532
"2022-05-03",250.970001,251.919998,247.289993,248.509995,2717500,248.257355
"2022-05-04",246.660004,258.26001,246.110001,256.630005,2894800,256.36911
"2022-05-05",256.130005,257.160004,248.839996,251.910004,2297100,251.6539
"2022-05-06",248.589996,250.639999,244.289993,249.240005,2122400,248.986618
"2022-05-09",244.850006,247.240005,237.699997,239.369995,3971100,239.126648
"2022-05-10",243.970001,245.330002,234.789993,240.449997,3014800,240.205551
"2022-05-11",240.460007,243.089996,236.889999,237.110001,2420300,236.868958
"2022-05-12",235.160004,240.919998,233.710007,239.550003,2831800,239.306473
"2022-05-13",243.940002,250.720001,243.880005,249.190002,3163600,248.936676
"2022-05-16",247.889999,249.880005,244.479996,246.369995,2345100,246.119537
"2022-05-17",251.759995,253.75,246.820007,248.970001,2940600,248.716888
"2022-05-18",247,248.949997,242.710007,243.600006,2257200,243.352356
"2022-05-19",242.929993,250.690002,242.160004,249.309998,2393600,249.056549
"2022-05-20",252.380005,254.5,246.350006,251.800003,2426500,251.544022
"2022-05-23",254.440002,254.520004,249.289993,253.119995,2049100,252.862671
"2022-05-24",251.580002,253.369995,248.809998,252,1914100,251.743805
"2022-05-25",249.410004,252.130005,246.779999,250.320007,2574200,250.065521
"2022-05-26",251.119995,252.639999,250.009995,251.710007,2512700,251.454117
"2022-05-27",255.5,266.880005,254.050003,266.48999,2853600,266.219086
"2022-05-31",263.829987,264.619995,259.600006,263.820007,6400500,263.551788
"2022-06-01",271.470001,271.470001,258.390015,261,2299300,260.73465
"2022-06-02",263.709991,273.589996,261.01001,273.26001,2666900,272.982208
"2022-06-03",269.98999,270.209991,264.420013,266.049988,2173800,265.77951
"2022-06-06",268.51001,269.690002,263.089996,263.73999,1394100,263.471863
"2022-06-07",262.839996,269.019989,262.209991,268.269989,1628800,267.997253
"2022-06-08",265.660004,267.799988,263.390015,265.600006,1600400,265.329987
"2022-06-09",263.720001,265.170013,258.660004,258.76001,1357600,258.496948
"2022-06-10",253.559998,255.059998,251.240005,251.479996,2148400,251.224335
"2022-06-13",245.809998,247.25,242.350006,243.820007,2656100,243.572128
"2022-06-14",243.020004,244.460007,239.589996,242.419998,2397900,242.173553
"2022-06-15",244.889999,248.779999,240.789993,244.940002,2357200,244.690994
"2022-06-16",239.75,241.470001,238.229996,240.850006,2031000,240.605148
"2022-06-17",241.029999,245.369995,238.279999,238.600006,6820400,238.357437
"2022-06-21",242.139999,245.470001,241.259995,243.869995,2845900,243.62207
"2022-06-22",240.899994,248.75,240.550003,245.910004,1868000,245.660004
"2022-06-23",246.869995,255.779999,246.869995,255.179993,2667800,255.179993
"2022-06-24",255.610001,257.339996,253.729996,256.829987,2921600,256.829987
"2022-06-27",258.459991,259.619995,254.669998,256.410004,1850100,256.410004
"2022-06-28",256.359985,258.630005,251.160004,251.880005,1759100,251.880005
"2022-06-29",251.020004,254.070007,249.100006,252.860001,1499000,252.860001
