"","UHS.Open","UHS.High","UHS.Low","UHS.Close","UHS.Volume","UHS.Adjusted"
"2022-01-14",132.130005,134.039993,131.259995,133.669998,670700,133.271744
"2022-01-18",133.009995,133.550003,129.660004,129.970001,507700,129.582779
"2022-01-19",129.820007,131.350006,129.259995,129.419998,502300,129.034409
"2022-01-20",129.929993,131.589996,127.75,127.989998,558300,127.608673
"2022-01-21",128.550003,130.580002,127.730003,128.350006,652100,127.967606
"2022-01-24",126.510002,130.990005,125.309998,130.740005,853600,130.350494
"2022-01-25",129.429993,129.820007,125.489998,127.959999,933500,127.578758
"2022-01-26",127.900002,130.910004,127.610001,129.169998,637300,128.785156
"2022-01-27",125,129.470001,123.260002,126.489998,808500,126.113144
"2022-01-28",125.989998,129.850006,125.620003,129.779999,673500,129.393341
"2022-01-31",128.639999,131.029999,128.639999,130.059998,789300,129.672501
"2022-02-01",130.149994,131.25,129.429993,130.460007,461000,130.07132
"2022-02-02",129.759995,133.050003,129.179993,132.690002,429400,132.294678
"2022-02-03",132.830002,133.070007,130.889999,131.449997,406200,131.058365
"2022-02-04",130.339996,131.309998,127.519997,129.809998,428400,129.423248
"2022-02-07",129.759995,129.929993,125.879997,127.209999,863000,126.831001
"2022-02-08",128.020004,132.779999,127.379997,132.320007,809100,131.925781
"2022-02-09",133.330002,137.839996,133.199997,136.839996,621000,136.432312
"2022-02-10",135.949997,137.199997,132.75,133.570007,646500,133.172058
"2022-02-11",133.800003,135.820007,131.429993,132.589996,485300,132.194977
"2022-02-14",133.029999,133.990005,131.240005,132.220001,540400,131.826065
"2022-02-15",133.029999,135.240005,132.720001,135.119995,462800,134.717422
"2022-02-16",134.580002,138.190002,134.160004,137.809998,729500,137.399414
"2022-02-17",136.860001,137.350006,134.020004,136.360001,379000,135.953735
"2022-02-18",136.160004,137.940002,134.699997,134.789993,509400,134.388412
"2022-02-22",134.050003,135.449997,132.699997,134.059998,789500,133.660583
"2022-02-23",134.889999,135,131.679993,133.320007,536200,132.922806
"2022-02-24",130.729996,136.619995,129.470001,136.389999,1163900,135.983643
"2022-02-25",144.960007,149.869995,142.5,144.820007,1967400,144.38855
"2022-02-28",140.479996,143.940002,139.279999,143.929993,842500,143.699631
"2022-03-01",143.139999,145.529999,142,144.880005,625800,144.648117
"2022-03-02",146.050003,150.669998,145.050003,149.059998,1042600,148.821426
"2022-03-03",150.270004,150.720001,147.679993,149.850006,549200,149.610168
"2022-03-04",147.5,149.789993,145.529999,149.460007,512200,149.220795
"2022-03-07",149.059998,150.899994,147.470001,150.419998,626300,150.179245
"2022-03-08",151,153.070007,149.160004,149.320007,624400,149.081024
"2022-03-09",151.869995,153.339996,150.639999,151.259995,476800,151.017899
"2022-03-10",149.25,153.279999,148.460007,150.449997,538300,150.209198
"2022-03-11",150.839996,153.220001,150.229996,150.660004,705100,150.418869
"2022-03-14",151.990005,152.580002,145.820007,146.169998,421400,145.93605
"2022-03-15",147.759995,149.470001,147.130005,148.979996,581700,148.741547
"2022-03-16",149.649994,151.410004,147.410004,149.699997,488600,149.460403
"2022-03-17",148.740005,149.270004,147.300003,149.089996,661000,148.851379
"2022-03-18",147.240005,147.800003,144.539993,146.789993,1402300,146.555054
"2022-03-21",147.309998,149.720001,146.850006,147.550003,782200,147.313843
"2022-03-22",148.190002,148.529999,145.720001,146.600006,429000,146.365372
"2022-03-23",145.970001,146.169998,142.779999,143.809998,862700,143.579834
"2022-03-24",144.399994,146.800003,143.820007,146.350006,399500,146.115768
"2022-03-25",146.830002,148.270004,145.830002,148.089996,434700,147.852982
"2022-03-28",147.589996,149.479996,146.380005,149.360001,616900,149.120956
"2022-03-29",148.570007,150.139999,146,147.940002,587100,147.703217
"2022-03-30",148.190002,148.190002,144.610001,145.570007,478200,145.337021
"2022-03-31",145.470001,147.380005,144.789993,144.949997,453700,144.718002
"2022-04-01",145.789993,146.520004,143.630005,144.179993,580000,143.949234
"2022-04-04",143.759995,144.160004,139.479996,140.100006,706300,139.875778
"2022-04-05",139.699997,141.880005,138.190002,139.240005,643900,139.017151
"2022-04-06",138.470001,141,138.470001,140.479996,587200,140.255157
"2022-04-07",140.380005,144.880005,139.800003,144.369995,757100,144.138931
"2022-04-08",144.850006,147,143.339996,146,567000,145.766327
"2022-04-11",146.949997,149.080002,146.320007,147.860001,688400,147.623352
"2022-04-12",148.119995,151.960007,147.089996,149.270004,732800,149.031097
"2022-04-13",149.070007,151.160004,148.210007,148.960007,409200,148.721588
"2022-04-14",149.380005,152.360001,149.380005,151.139999,390000,150.898102
"2022-04-18",150,152.449997,150,151.399994,437500,151.157684
"2022-04-19",152,153.520004,151.179993,151.460007,524500,151.21759
"2022-04-20",152,157.300003,152,155.550003,1088100,155.301041
"2022-04-21",155.75,158.279999,153.190002,154.490005,657000,154.242737
"2022-04-22",145.860001,146.199997,132.589996,132.929993,1524500,132.717239
"2022-04-25",132.919998,140.25,132.020004,138.759995,1515100,138.537903
"2022-04-26",121.470001,127.559998,121.059998,125.32,2666200,125.119423
"2022-04-27",124.269997,126.879997,122.629997,123.589996,1007400,123.392189
"2022-04-28",122.879997,125,119.690002,124.160004,904900,123.961288
"2022-04-29",123.239998,124.949997,122.010002,122.529999,844900,122.333893
"2022-05-02",122.82,123.459999,119.419998,122.239998,791500,122.04435
"2022-05-03",121.790001,125.970001,121.639999,125.110001,610700,124.90976
"2022-05-04",125.900002,130.179993,124.830002,129.949997,508900,129.742004
"2022-05-05",129.449997,130,125.080002,126.290001,739400,126.087875
"2022-05-06",126,129.740005,124.800003,127.800003,784200,127.595459
"2022-05-09",126.980003,126.980003,124.449997,125.330002,675100,125.12941
"2022-05-10",126.160004,126.839996,123.589996,125.440002,580500,125.239235
"2022-05-11",126.019997,127.239998,121.510002,121.870003,676500,121.67495
"2022-05-12",122.099998,125.050003,121.589996,123.489998,659500,123.292351
"2022-05-13",123.800003,125.07,122.309998,124.660004,666800,124.460487
"2022-05-16",124.730003,125.050003,122.730003,124.25,542400,124.05114
"2022-05-17",125.82,127.489998,124.629997,127.480003,437800,127.27597
"2022-05-18",125.510002,125.599998,118.839996,119.080002,975600,118.889412
"2022-05-19",117.75,120.550003,116.730003,118.889999,774600,118.699715
"2022-05-20",119.660004,121.050003,117.080002,120.93,589700,120.73645
"2022-05-23",122.68,122.68,118.230003,121.739998,586600,121.545151
"2022-05-24",121.730003,121.730003,118.279999,121.410004,486600,121.215683
"2022-05-25",121.330002,124.339996,120.57,122.099998,612600,121.904579
"2022-05-26",122.970001,124.059998,122.339996,123.25,809400,123.052734
"2022-05-27",123.980003,125.010002,123.300003,124.959999,479500,124.760002
"2022-05-31",124.5,125.400002,123.019997,124.610001,1059200,124.610001
"2022-06-01",125.639999,125.639999,120.300003,120.75,761500,120.75
"2022-06-02",121.330002,122.760002,119,122.660004,613800,122.660004
"2022-06-03",122.010002,122.480003,121.019997,121.169998,691400,121.169998
"2022-06-06",121.5,123.019997,120.099998,121.169998,434400,121.169998
"2022-06-07",119.75,122.470001,119,122.269997,651600,122.269997
"2022-06-08",121.300003,121.760002,119.879997,120.410004,444100,120.410004
"2022-06-09",119.860001,120.300003,117.940002,117.989998,502800,117.989998
"2022-06-10",115.650002,116.540001,114.120003,114.75,1560200,114.75
"2022-06-13",112.040001,112.849998,108.830002,109.559998,1123200,109.559998
"2022-06-14",109.480003,109.480003,104.730003,104.870003,1806300,104.870003
"2022-06-15",105.610001,107.330002,103.68,105.440002,1293700,105.440002
"2022-06-16",102.959999,103.199997,99.540001,101.470001,1553200,101.470001
"2022-06-17",101.089996,104.82,101.089996,103.790001,2631900,103.790001
"2022-06-21",105.529999,105.529999,101.769997,102.959999,1307400,102.959999
"2022-06-22",102.25,106.150002,102.25,104.910004,623700,104.910004
"2022-06-23",105.339996,106.190002,104.589996,105.389999,611500,105.389999
"2022-06-24",106.349998,109.050003,104.82,108.769997,1066600,108.769997
"2022-06-27",109.43,110.220001,107.589996,108.190002,1087600,108.190002
"2022-06-28",108.599998,110,105.919998,106.089996,540800,106.089996
"2022-06-29",106.870003,108.339996,105,107.239998,723800,107.239998
