"","BALL.Open","BALL.High","BALL.Low","BALL.Close","BALL.Volume","BALL.Adjusted"
"2020-10-12",90.93,91,89.639999,89.68,1495500,88.412148
"2020-10-13",89.489998,90.769997,89.309998,90.260002,987900,88.983948
"2020-10-14",90.610001,90.919998,89.949997,90.059998,1022600,88.786758
"2020-10-15",88.970001,91.190002,88.760002,90.809998,1075500,89.526169
"2020-10-16",91.410004,91.989998,90.970001,91.419998,1135900,90.127533
"2020-10-19",91.589996,92.019997,90.709999,91.18,1044700,89.89093
"2020-10-20",91.940002,93.360001,91.379997,91.389999,1403000,90.097961
"2020-10-21",91.809998,93.489998,91.660004,92.779999,1297500,91.468307
"2020-10-22",92.110001,92.730003,90.660004,91.129997,2006600,89.841637
"2020-10-23",92,92.790001,91.029999,92.720001,1039900,91.40918
"2020-10-26",91.739998,92.370003,90.629997,91.559998,1154700,90.265564
"2020-10-27",91.75,92.330002,91.059998,91.099998,1106700,89.812065
"2020-10-28",89.709999,90.540001,88.669998,88.730003,2148600,87.475578
"2020-10-29",88.540001,89.970001,88.230003,89.220001,1563200,87.958641
"2020-10-30",89.040001,89.940002,87.980003,89,1188500,87.741753
"2020-11-02",90.190002,91.660004,89.080002,90.199997,2428800,88.924797
"2020-11-03",91.260002,93.949997,91.089996,93.75,1654400,92.424606
"2020-11-04",94,97.029999,93.360001,94.110001,2176000,92.77951
"2020-11-05",96.739998,97.800003,95.010002,97.160004,1745000,95.786392
"2020-11-06",97.669998,98.870003,96.849998,97.459999,1728500,96.082153
"2020-11-09",100.349998,102.760002,92.830002,92.980003,3543500,91.665497
"2020-11-10",92.900002,95.07,91.980003,94.980003,2147900,93.637215
"2020-11-11",95.519997,95.870003,94.529999,95.809998,1513300,94.455467
"2020-11-12",95.239998,95.839996,93.730003,94.199997,1687300,92.868233
"2020-11-13",94.949997,95.339996,93.980003,94.650002,1541700,93.311874
"2020-11-16",95.730003,96.800003,94.690002,96.760002,1557300,95.392044
"2020-11-17",96.190002,97.550003,95.889999,97.139999,1519500,95.766678
"2020-11-18",97.5,98.349998,96.470001,96.559998,2197100,95.19487
