"","ZBH.Open","ZBH.High","ZBH.Low","ZBH.Close","ZBH.Volume","ZBH.Adjusted"
"2021-12-28",123.990288,125.611649,123.834953,124.475731,1506581,123.957039
"2021-12-29",124.349518,125.621361,124.019417,124.495148,2508771,123.976379
"2021-12-30",124.631065,125.631065,124.339806,124.533981,1304701,124.015053
"2021-12-31",124.233009,125.300972,123.300972,123.339806,941008,122.825851
"2022-01-03",123.640778,126.155342,122.932037,125.368935,1184809,124.846527
"2022-01-04",125.14563,127.94175,124.514565,126.640778,1400800,126.113068
"2022-01-05",127.281555,129.699036,126.135925,126.223305,1895715,125.697334
"2022-01-06",127.077667,128.504852,124.932037,125.174759,1088813,124.653152
"2022-01-07",123.495148,125.689323,123.330093,124.417473,1690230,123.899025
"2022-01-10",123.631065,124.165047,121.844658,123.20388,1942065,122.690491
"2022-01-11",123.85437,125.330093,122.980583,124.640778,1488041,124.121399
"2022-01-12",124.330093,124.825241,120.407768,121.922333,1902307,121.414284
"2022-01-13",122.504852,125.757278,122.388351,124.339806,1861622,123.821678
"2022-01-14",123.155342,124.135925,121.126213,123.669907,1446738,123.154572
"2022-01-18",123.155342,123.524269,121.29126,122.669907,2185042,122.158745
"2022-01-19",119.932037,122.475731,119.592232,119.679611,1795084,119.180908
"2022-01-20",119.155342,123.300972,119.155342,119.456314,1734314,118.958542
"2022-01-21",119.262138,120.669907,117.640778,118.970871,3061366,118.475121
"2022-01-24",116.689323,120.097084,114.893204,120.048546,2113045,119.548309
"2022-01-25",117.825241,119.359222,115.495148,117.427185,2417410,116.937866
"2022-01-26",117.932037,119.56311,116.048546,116.980583,2914591,116.493126
"2022-01-27",118.233009,118.980583,116.85437,117.70874,1933928,117.218254
"2022-01-28",117.94175,118.252426,114.446602,117.368935,2317912,116.87986
"2022-01-31",116.504852,119.533981,115.961166,119.43689,1487217,118.939201
"2022-02-01",119.582527,120.601944,118.737862,120.378639,1066874,119.877022
"2022-02-02",117.699028,119.05825,115.834953,118.165047,2534933,117.672653
"2022-02-03",118.155342,118.844658,116.932037,117.737862,1927336,117.247246
"2022-02-04",117.475731,120.174759,117,119.252426,1807547,118.755501
"2022-02-07",110.970871,115.427185,108.281555,108.417473,6482408,107.965698
"2022-02-08",105.621361,116.815536,105.310677,116.388351,4657660,115.903366
"2022-02-09",116.825241,118.640778,116.271843,116.553398,2209865,116.067719
"2022-02-10",115.582527,117.669907,114.85437,115.310677,2519071,114.830185
"2022-02-11",115.902916,116.961166,112.669907,112.825241,1900556,112.355095
"2022-02-14",113.194176,114.524269,112.20388,113.582527,1146699,113.10923
"2022-02-15",115.271843,118.718445,114.951454,118.582527,1553961,118.088394
"2022-02-16",117.902916,119.106796,116.165047,118.932037,1778604,118.436447
"2022-02-17",118.378639,118.378639,116.009712,116.475731,1307379,115.990379
"2022-02-18",116.349518,118.242722,116.349518,117.495148,1234352,117.005547
"2022-02-22",118.019417,120.728157,117.475731,119.388351,2144769,118.890862
"2022-02-23",119.893204,120.79612,118.339806,119.009712,1475990,118.513802
"2022-02-24",117.116508,119.980583,116.330093,119.883492,1470634,119.383942
"2022-02-25",120.56311,123.116508,118.990288,123.009712,1641614,122.497131
"2022-02-28",121.572815,123.699028,121.320389,123.485435,2497647,122.970879
"2022-03-01",124.769997,126.459999,121.080002,124.139999,7107800,123.622711
"2022-03-02",122.540001,124.300003,121.860001,122.690002,2070900,122.178757
"2022-03-03",123.720001,123.940002,121.18,122.129997,1504100,121.621078
"2022-03-04",120.589996,121.160004,119.050003,120.440002,1363800,119.938126
"2022-03-07",120.279999,120.279999,115.720001,116.68,1654900,116.193794
"2022-03-08",115.910004,117.959999,114.269997,115.75,1719000,115.26767
"2022-03-09",117.970001,118.959999,117.07,117.639999,1201900,117.149796
"2022-03-10",116.760002,119.419998,115.830002,119.339996,1441500,118.842705
"2022-03-11",120.269997,121.260002,118.18,118.82,2031200,118.324875
"2022-03-14",119.82,120.68,117.050003,117.690002,1384800,117.199585
"2022-03-15",119.309998,120.169998,118.010002,119.199997,1269000,118.703293
"2022-03-16",120,122.300003,119.339996,121.989998,1599300,121.481667
"2022-03-17",120.980003,122.629997,120.169998,122.279999,1830200,121.770462
"2022-03-18",122.360001,122.82,119.699997,120.769997,2951500,120.266754
"2022-03-21",120.730003,121.300003,120.059998,121.040001,1444100,120.535629
"2022-03-22",121.260002,121.730003,119.940002,120.480003,1819700,119.977959
"2022-03-23",119.790001,121.68,117.860001,120.739998,2420000,120.23687
"2022-03-24",121.300003,125.889999,121.160004,124.150002,2393500,123.632668
"2022-03-25",124.610001,125.339996,123.82,125.279999,1129700,124.757957
"2022-03-28",125.400002,126.040001,123.330002,125.68,1603300,125.396515
"2022-03-29",126.839996,129.600006,126.839996,129.580002,1712200,129.28772
"2022-03-30",129.050003,129.899994,127.949997,128.690002,1150200,128.399734
"2022-03-31",128.419998,129.809998,127.839996,127.900002,1363100,127.611511
"2022-04-01",126.75,128.539993,125.879997,127.730003,1616900,127.441895
"2022-04-04",126.93,127.279999,124.660004,125.860001,1349700,125.576111
"2022-04-05",125.43,129.300003,125.43,129.130005,2187100,128.83873
"2022-04-06",128.389999,128.589996,125.779999,127.849998,2057700,127.561615
"2022-04-07",127.32,129.929993,126.949997,129.910004,1800200,129.616974
"2022-04-08",129.929993,130.660004,129.089996,129.619995,1107600,129.327621
"2022-04-11",129.100006,130.020004,126.459999,126.900002,841800,126.613762
"2022-04-12",127.120003,128.139999,125.690002,126.639999,1216100,126.354347
"2022-04-13",126.050003,128.050003,125.809998,127.949997,1037300,127.661392
"2022-04-14",128.160004,128.75,125.949997,126,1087300,125.71579
"2022-04-18",125.620003,127.18,124.739998,125.230003,976000,124.947533
"2022-04-19",126.07,130.860001,126.029999,130.600006,2137000,130.30542
"2022-04-20",131.449997,134.190002,131.100006,133.850006,1976600,133.548096
"2022-04-21",134.960007,135.050003,131.610001,131.660004,1315200,131.363022
"2022-04-22",129.660004,129.899994,124.919998,125.699997,1615800,125.416466
"2022-04-25",125.199997,127.910004,124.720001,127.809998,952800,127.521706
"2022-04-26",126.360001,127.650002,124.059998,124.150002,825300,123.869965
"2022-04-27",123.690002,124.790001,122.510002,122.879997,1206400,122.602829
"2022-04-28",124.150002,124.910004,122.709999,124.610001,1205400,124.328926
"2022-04-29",123.300003,124.470001,120.400002,120.75,1205600,120.477631
"2022-05-02",121.330002,122.529999,118.129997,120.650002,1913500,120.377861
"2022-05-03",123.989998,125.779999,120.150002,120.68,3135900,120.407791
"2022-05-04",120.589996,126.790001,119.860001,126.32,2106000,126.035072
"2022-05-05",124.910004,126.18,121.360001,122.540001,1892800,122.263596
"2022-05-06",122.099998,122.150002,119.339996,120.330002,1202100,120.058586
"2022-05-09",118.660004,119.82,114.639999,115,1533100,114.740601
"2022-05-10",116.279999,116.709999,113.019997,114.169998,1885800,113.912476
"2022-05-11",113.620003,116.419998,113.239998,113.419998,1315600,113.164169
"2022-05-12",112.610001,114.559998,111.5,113.099998,1100000,112.844887
"2022-05-13",114.269997,116.260002,114,115.07,1166500,114.810448
"2022-05-16",114.790001,115.739998,114.239998,115.120003,967400,114.860336
"2022-05-17",116.959999,119.559998,116.349998,119.379997,1069200,119.110718
"2022-05-18",118,118.650002,116.089996,116.449997,1216800,116.187332
"2022-05-19",115.089996,117.580002,115.089996,116.910004,800200,116.646301
"2022-05-20",118.32,119.489998,115.529999,117.610001,845400,117.344719
"2022-05-23",119.239998,120.900002,118.169998,120.830002,869700,120.557457
"2022-05-24",120.199997,120.550003,118.080002,119.389999,899500,119.120705
"2022-05-25",119.370003,120.720001,117.980003,119.150002,1380000,118.881241
"2022-05-26",120.050003,121.620003,118.809998,120.650002,763000,120.377861
"2022-05-27",120.199997,120.779999,119.190002,119.830002,947100,119.559708
"2022-05-31",119.160004,121.099998,118.330002,120.209999,1149600,119.93885
"2022-06-01",120.830002,120.830002,116.910004,119.279999,2386000,119.010948
"2022-06-02",119.809998,122.209999,116.730003,122.07,962400,121.794655
"2022-06-03",121.610001,121.610001,119.75,120.629997,1116900,120.357903
"2022-06-06",122.050003,122.050003,118.260002,118.410004,836100,118.142914
"2022-06-07",117.669998,119.209999,117.190002,119.129997,1023300,118.861282
"2022-06-08",118.709999,119.559998,117.839996,118.529999,1084900,118.262642
"2022-06-09",118.209999,118.230003,114.949997,115.029999,828100,114.770538
"2022-06-10",112.760002,114.540001,112.580002,113.379997,1455000,113.124252
"2022-06-13",110.669998,112.169998,109.529999,110.099998,1823700,109.851654
"2022-06-14",109.93,109.93,104.57,105.269997,1684400,105.032547
"2022-06-15",106.010002,108.559998,105.830002,106.970001,1286500,106.728714
"2022-06-16",104.589996,104.699997,102.5,103.239998,1468800,103.007126
"2022-06-17",103.449997,105.160004,102.220001,102.650002,2228200,102.418465
"2022-06-21",104.559998,105.32,101.980003,102.230003,1235600,101.999413
"2022-06-22",101.5,107.199997,101.220001,105.309998,1754100,105.072456
"2022-06-23",105.440002,106.949997,104.879997,106.400002,1168100,106.160004
"2022-06-24",107.529999,109.199997,105.610001,108.870003,1580800,108.870003
"2022-06-27",109.120003,109.309998,107.620003,108.510002,953100,108.510002
"2022-06-28",109,110.309998,106.379997,106.480003,846500,106.480003
"2022-06-29",106.720001,107.550003,105.900002,106.550003,1240300,106.550003
