"","DTE.Open","DTE.High","DTE.Low","DTE.Close","DTE.Volume","DTE.Adjusted"
"2020-07-01",91.463829,94.272339,91.19149,93.61702,1169830,87.891655
"2020-07-02",94.468086,95.029785,92.995743,93.591492,983828,87.867699
"2020-07-06",94.391487,95.19149,91.872337,92.280853,1219650,86.637215
"2020-07-07",91.021278,91.506386,90.034042,91.140427,1630900,85.566536
"2020-07-08",91.106384,92.323402,90.74894,91.829788,1355598,86.213737
"2020-07-09",91.42128,91.565956,88.680855,90.782982,1141513,85.230949
"2020-07-10",90.468086,91.897873,90.263832,91.497871,1061260,85.902122
"2020-07-13",91.497871,92.80851,91.09787,92.348938,1332803,86.701134
"2020-07-14",92.451065,93.310638,91.582977,92.57872,1080530,86.916862
"2020-07-15",93.804253,94.680855,92.774467,92.936172,1420105,87.252457
"2020-07-16",92.757446,93.61702,92.527657,93.361702,1826538,87.65197
"2020-07-17",93.685104,95.608513,93.685104,94.90213,1395313,89.098183
"2020-07-20",94.621277,94.621277,92.612762,92.944679,1219768,87.260445
"2020-07-21",92.374466,94.757446,92.374466,94.561699,1895745,88.77858
"2020-07-22",94.272339,98.025536,93.548935,97.404259,1276873,91.447296
"2020-07-23",97.199997,97.931915,96.893616,97.829788,1562045,91.846794
"2020-07-24",98.212769,98.740425,97.25106,97.506386,1786588,91.543175
"2020-07-27",97.336166,97.821274,96.408508,97.029785,1214363,91.095711
"2020-07-28",95.438301,99.131912,94.476593,97.557449,2072583,91.591125
"2020-07-29",97.846809,98.263832,96.561699,98.05957,1301195,92.062515
"2020-07-30",97.029785,97.863831,96.510635,97.61702,1085700,91.647049
"2020-07-31",97.429787,98.621277,96.680855,98.408508,1212953,92.390121
"2020-08-03",98.136169,98.570213,96.74894,96.910637,965263,90.983864
"2020-08-04",96.74894,98.782982,96.442551,98.417023,1202848,92.398109
"2020-08-05",98.876595,99.131912,98.051064,98.297874,1284158,92.286255
"2020-08-06",98.178726,99.923401,97.736168,99.523407,980303,93.436836
"2020-08-07",98.638298,101.676598,98.638298,101.157448,1294615,94.97094
"2020-08-10",101.61702,103.029785,101.319145,102.323402,1043518,96.06559
"2020-08-11",102.927658,103.378723,99.804253,99.90638,881015,93.796394
"2020-08-12",100.612762,101.693619,100.221275,101.114891,722860,94.930984
"2020-08-13",100.485107,101.234039,99.872337,100.561699,649188,94.411629
"2020-08-14",100.544678,101.32766,99.446808,100.178726,543438,94.052078
"2020-08-17",100.178726,100.731918,99.361702,99.608513,1349488,93.516747
"2020-08-18",99.574471,100.153191,98.825531,99.174469,957978,93.109238
"2020-08-19",99.787231,99.931915,98.612762,99.591492,844943,93.500755
"2020-08-20",99.012764,99.42128,98.025536,98.263832,914033,92.254295
"2020-08-21",98.646812,98.817024,97.719147,98.57872,1386148,92.549934
"2020-08-24",98.825531,100.553192,98.365959,100.400002,845648,94.259811
"2020-08-25",100.638298,100.638298,99.004257,99.574471,662700,93.484779
"2020-08-26",99.004257,99.506386,98.034042,98.502129,1072423,92.478012
"2020-08-27",99.268082,100.272339,98.953194,99.591492,993698,93.500755
"2020-08-28",99.923401,100.621277,99.080849,100.306381,652478,94.171921
"2020-08-31",100.425529,101.344681,100.28936,100.995743,1179935,94.81913
"2020-09-01",100.468086,100.936172,99.523407,100.246811,1063375,94.115997
"2020-09-02",100.246811,103.029785,99.829788,102.51915,1259013,96.249359
"2020-09-03",102.987236,103.744682,100.527657,101.378723,1119775,95.17868
"2020-09-04",101.778725,102.195747,99.838295,101.114891,942938,94.930984
"2020-09-08",101.463829,101.90638,99.310638,100.493614,1293910,94.347702
"2020-09-09",101.361702,103.344681,100.953194,101.880852,838363,95.650108
"2020-09-10",101.497871,102.068085,100.255318,100.357445,844473,94.219856
"2020-09-11",100.587234,101.123405,99.872337,100.800003,724035,94.635361
"2020-09-14",101.276596,103.199997,101.004257,102.451065,729675,96.185448
"2020-09-15",102.646812,103.361702,100.238297,100.90213,1671908,94.731239
"2020-09-16",100.944679,102.825531,100.425529,101.310638,3193180,95.114769
"2020-09-17",100.978722,101.165955,98.595741,99.455322,1463815,93.372917
"2020-09-18",97.719147,98.425529,95.140427,95.344681,2349883,90.296402
"2020-09-21",94.008514,95.353188,93.319145,94.723404,1214010,89.708023
"2020-09-22",94.876595,96.110641,94.67234,95.32766,1025893,90.280281
"2020-09-23",95.685104,95.880852,94.90213,95.234039,1365350,90.191628
"2020-09-24",95.293617,97.591492,94.187233,96.161705,790188,91.070175
"2020-09-25",95.361702,97.838295,95.140427,97.634041,841770,92.464546
"2020-09-28",98.348938,98.544678,97.32766,97.71064,1028243,92.537086
"2020-09-29",97.948936,98.434044,96.765961,97.361702,986178,92.206619
"2020-09-30",97.94043,98.885109,97.268082,97.90638,982653,92.722466
"2020-10-01",97.736168,98.400002,95.778725,96.544678,1460173,91.432869
"2020-10-02",95.702126,97.753189,94.927658,97.157448,2347298,92.013184
"2020-10-05",97.429787,98.085106,96.587234,97.455322,1043518,92.295288
"2020-10-06",97.778725,100.110641,97.404259,98.212769,1201320,93.012634
"2020-10-07",98.80851,99.268082,96.90213,97.455322,1790465,92.295288
"2020-10-08",101.268082,104.621277,100.995743,103.719147,3241355,98.22747
"2020-10-09",104.204254,104.280853,101.761703,102.374466,994520,96.953979
"2020-10-12",102.314896,103.029785,101.778725,102.791489,719805,97.348923
"2020-10-13",102,102.723404,100.638298,101.336166,1200850,95.97065
"2020-10-14",101.855316,102.502129,100.38298,101.61702,1092515,96.236633
"2020-10-15",100.331917,101.089363,100,100.374466,1720788,95.059875
"2020-10-16",100.459572,102.22979,100.136169,101.531914,1972355,96.156029
"2020-10-19",101.370216,101.948936,100.204254,100.570213,1884230,95.245255
"2020-10-20",101.821274,104.076599,101.821274,103.268082,1271585,97.800278
"2020-10-21",103.004257,104.893616,102.74894,103.370216,1253725,97.897011
"2020-10-22",102.970215,104.885109,102.476593,104.706383,811808,99.162422
"2020-10-23",105.923401,106.90213,105.319145,106.510635,1131055,100.871147
"2020-10-26",105.42128,106.570213,104.570213,105.736168,1405300,100.137688
"2020-10-27",106.859573,111.395744,106.425529,108.22979,2763835,102.499275
"2020-10-28",105.651062,107.582977,103.753189,103.957443,2204888,98.453148
"2020-10-29",103.540428,106.680855,102.263832,105.080849,1064550,99.517059
"2020-10-30",104.468086,105.131912,102.90213,105.0383,1293088,99.476776
"2020-11-02",106.272339,107.234039,104.834045,106.978722,1054563,101.314445
"2020-11-03",108.442551,109.046806,106.791489,107.625534,921435,101.92701
"2020-11-04",107.293617,109.846809,106,106.527657,1092280,100.88726
"2020-11-05",107.446808,109.387238,106.417023,106.493614,846705,100.855019
"2020-11-06",106.57872,106.774467,104.527657,105.412766,1455473,99.831406
"2020-11-09",109.09787,111.914894,108.90213,109.625534,1445838,103.821114
"2020-11-10",109.914894,112.868088,109.744682,112.340424,1294145,106.392258
"2020-11-11",112.851067,112.851067,110.323402,110.689362,1775778,104.828613
"2020-11-12",110.459572,110.459572,107.182976,109.361702,2046615,103.571251
"2020-11-13",109.863831,111.880852,109.702126,111.234039,1396018,105.34446
"2020-11-16",113.19149,115.131912,112.944679,115.063828,2291368,108.971466
"2020-11-17",113.965958,115.404259,112.995743,113.055321,1564983,107.069313
"2020-11-18",113.472343,113.472343,110.757446,110.80851,1325870,104.94146
"2020-11-19",111.063828,111.540428,109.106384,110.348938,2477605,104.506218
"2020-11-20",110.774467,111.208511,110.076599,110.51915,2067883,104.667419
"2020-11-23",110.825531,111.472343,110.51915,110.987236,1503295,105.110725
"2020-11-24",112.034042,112.272339,111.361702,112.09362,1684010,106.158524
"2020-11-25",111.846809,112.629784,110.570213,112.544678,1632428,106.585693
"2020-11-27",112.646812,112.723404,109.174469,109.387238,619108,103.595444
"2020-11-30",109.446808,109.90638,106.74894,107.072342,2785338,101.403107
"2020-12-01",108.085106,109.09787,107.395744,107.438301,1370285,101.749695
"2020-12-02",107.072342,109.659576,105.744682,109.574471,1902560,103.772758
"2020-12-03",108.90213,109.472343,107.42128,107.94043,1336680,102.225227
"2020-12-04",107.753189,108.553192,106.434044,107.174469,788895,101.499825
"2020-12-07",106.655319,107.736168,105.965958,106.255318,981360,100.629341
"2020-12-08",105.727661,106.306381,104.791489,106.068085,881015,100.452042
"2020-12-09",106.170212,106.800003,105.855316,106.365959,940705,100.734131
"2020-12-10",106.306381,106.663834,104.9617,105.719147,1006858,100.121567
"2020-12-11",105.114891,106.706383,105.114891,106.442551,1308598,100.806664
"2020-12-14",107.174469,107.90638,104.868088,105.123405,1129645,99.557365
"2020-12-15",105.208511,106.451065,104.680855,106.212769,1222470,100.58905
"2020-12-16",106.604256,106.714897,104.919151,105.148933,1219650,99.581535
"2020-12-17",105.846809,106.374466,104.970215,105.148933,1029770,99.581535
"2020-12-18",105.123405,105.319145,102.757446,103.574471,3002830,98.959488
"2020-12-21",102.374466,102.723404,99.455322,100.714897,1550295,96.227325
"2020-12-22",100.663834,101.429787,100.170212,101.208511,1085465,96.698952
"2020-12-23",102.017021,102.978722,100.885109,100.919151,834955,96.422493
"2020-12-24",100.927658,102.068085,100.51915,101.889359,415010,97.349457
"2020-12-28",102.680855,102.90213,101.106384,101.472343,698185,96.951035
"2020-12-29",101.77021,102.365959,101.217018,101.48085,619578,96.959152
"2020-12-30",101.046806,102.170212,101.046806,101.838295,519703,97.300674
"2020-12-31",101.897873,103.429787,101.463829,103.32766,650245,98.723679
"2021-01-04",103.582977,103.761703,101.199997,101.608513,986765,97.081123
"2021-01-05",101.982979,102.51915,100.714897,101.77021,958918,97.235619
"2021-01-06",102.995743,104,102.38298,103.591492,752588,98.975761
"2021-01-07",103.753189,103.957443,100.970215,101.072342,1268530,96.568855
"2021-01-08",101.089363,101.48085,99.634041,100.587234,1011558,96.105362
"2021-01-11",100.434044,101.217018,99.651062,100.408508,853050,95.934593
"2021-01-12",99.829788,102.008514,98.706383,101.497871,1453005,96.975426
"2021-01-13",101.599998,103.90638,101.268082,103.685104,1196150,99.065201
"2021-01-14",103.736168,104.468086,103.217018,103.574471,1109200,98.959488
"2021-01-15",103.982979,105.404259,103.19149,105.123405,1962485,100.4394
"2021-01-19",106.025536,106.025536,102.697868,102.876595,1016845,98.292709
"2021-01-20",102.408508,104.204254,102.22979,104.042557,1207078,99.406723
"2021-01-21",103.846809,104.553192,103.446808,104.280853,935183,99.634399
"2021-01-22",103.761703,104.042557,101.974464,103.753189,1133053,99.130241
"2021-01-25",102.782982,105.719147,102.782982,105.063828,791950,100.382492
"2021-01-26",105.353188,105.446808,104.042557,104.502129,1147270,99.845818
"2021-01-27",103.268082,104.527657,102.476593,102.731918,1513165,98.154472
"2021-01-28",102.842552,104.714897,102.740425,103.063828,787133,98.471596
"2021-01-29",102.604256,103.004257,100.638298,101.0383,1156435,96.536331
"2021-02-01",101.157448,102.314896,100.246811,101.753189,824028,97.21936
"2021-02-02",102.195747,103.71064,101.727661,101.889359,683615,97.349457
"2021-02-03",101.540428,101.94043,100.348938,100.782982,901108,96.292389
"2021-02-04",100.782982,102.170212,100.604256,101.872337,976190,97.333199
"2021-02-05",102.723404,104.314896,102,103.591492,1241623,98.975761
"2021-02-08",103.77021,104.170212,102.272339,102.978722,971138,98.390289
"2021-02-09",103.0383,103.412766,102.476593,103.259575,530278,98.658623
"2021-02-10",103.948936,104.408508,103.131912,103.965958,570463,99.333534
"2021-02-11",103.61702,104.374466,103.489365,103.821274,1166305,99.195297
"2021-02-12",103.625534,103.991486,102.570213,102.927658,873730,98.341507
"2021-02-16",102.834045,103.19149,102.008514,102.638298,1109553,98.065033
"2021-02-17",103.080849,103.080849,101.659576,102.255318,1368053,97.69912
"2021-02-18",102.638298,102.800003,102,102.127663,1570270,97.577148
"2021-02-19",102.782982,103.736168,102.280853,102.280853,1699990,97.723518
"2021-02-22",102.102127,104.110641,101.685104,103.957443,1494130,99.325401
"2021-02-23",104.544678,107.787231,104.51915,106.910637,2550103,102.147003
"2021-02-24",106.936172,107.872337,105.387238,105.446808,1791875,100.748405
"2021-02-25",104.800003,105.676598,102.90213,103.182976,794888,98.585449
"2021-02-26",103.361702,103.361702,100.144684,100.187233,2003493,95.723175
"2021-03-01",100.791489,101.957443,100.791489,101.361702,1159608,96.845314
"2021-03-02",101.540428,101.693619,100.263832,100.400002,1022955,95.92646
"2021-03-03",100.017021,100.680855,98.451065,100.255318,811808,95.788246
"2021-03-04",100.629784,103.574471,100.034042,102.187233,1740058,97.634064
"2021-03-05",102.646812,105.370216,102.510635,104.817024,1023425,100.146667
"2021-03-08",104.510635,106.544678,103.548935,106.161705,1216713,101.43145
"2021-03-09",106.161705,107.021278,105.693619,106.068085,802760,101.342003
"2021-03-10",105.719147,107.821274,105.676598,107.429787,650598,102.643036
"2021-03-11",106.893616,108.323402,106.638298,107.148933,860218,102.374687
"2021-03-12",106.9617,108.510635,106.570213,108.391487,757758,104.462128
"2021-03-15",108.391487,111.514893,108.391487,111.489365,1391318,107.447708
"2021-03-16",110.553192,111.489365,109.931915,110.544678,990760,106.537254
"2021-03-17",110.851067,111.336166,109.948936,110.238297,1124123,106.241982
"2021-03-18",110.331917,111.055321,109.344681,110.629784,842005,106.619278
"2021-03-19",110.791489,111.829788,109.531914,110.57872,2551630,106.570068
"2021-03-22",109.727661,110.051064,107.693619,108.646812,1053153,104.708191
"2021-03-23",108.544678,110.161705,108.28936,109.599998,872320,105.626816
"2021-03-24",109.182976,111.642555,109.072342,111.089363,1343613,107.062195
"2021-03-25",111.591492,113.651062,111.072342,112.936172,1112373,108.842056
"2021-03-26",112.9617,113.974464,112.400002,113.395744,689960,109.284973
"2021-03-29",113.148933,114.987236,113.063828,114.05957,783725,109.924728
"2021-03-30",113.506386,114.042557,112.374466,113.642555,553778,109.522835
"2021-03-31",113.531914,113.642555,112.553192,113.310638,1616213,109.202942
"2021-04-01",113.055321,113.25106,112.017021,113.217018,865858,109.112724
"2021-04-05",113.446808,115.310638,113.32766,114.400002,825085,110.252823
"2021-04-06",114.076599,115.276596,113.285103,115.004257,513358,110.835167
"2021-04-07",115.242554,115.821274,114.612762,115.489365,928250,111.302689
"2021-04-08",115.872337,115.872337,114.765961,114.851067,718278,110.687546
"2021-04-09",115.089363,115.702126,114.893616,115.285103,719335,111.105827
"2021-04-12",115.804253,116.714897,115.25106,115.429787,654358,111.24527
"2021-04-13",114.919151,117.42128,114.74894,117.131912,735550,112.885696
"2021-04-14",117.404259,118.153191,116.663834,118.05957,1012498,113.779716
"2021-04-15",117.574471,118.774467,117.574471,118.706383,1241858,114.403084
"2021-04-16",119.32766,120.417023,119.046806,119.727661,915795,115.387344
"2021-04-19",118.936172,119.446808,118.22979,118.893616,1139280,114.583534
"2021-04-20",119.582977,120.834045,119.404259,120.570213,1029653,116.199356
"2021-04-21",120.451065,120.714897,119.063828,119.268082,1063140,114.94442
"2021-04-22",119.234039,119.387238,117.446808,117.582977,1301313,113.320412
"2021-04-23",117.353188,118.110641,116.893616,117.302132,1343025,113.049744
"2021-04-26",117.506386,117.506386,116.212769,117.046806,828258,112.803673
"2021-04-27",116.272339,118.51915,115.94043,115.957443,1045045,111.753799
"2021-04-28",115.438301,116.459572,114.9617,116.238297,755643,112.024475
"2021-04-29",116.800003,118.782982,116.67234,118.774467,1075243,114.468712
"2021-04-30",119.055321,119.293617,118.357445,119.165955,836013,114.846008
"2021-05-03",118.536171,120.80851,118.38298,119.523407,1487668,115.190491
"2021-05-04",119.42128,120.212769,118.663834,119.685104,983005,115.346329
"2021-05-05",120.008514,120.008514,117.004257,118.195747,836365,113.910957
"2021-05-06",118.868088,120.468086,118.493614,120.255318,873613,115.895882
"2021-05-07",119.651062,121.557449,119.651062,120.587234,768685,116.215752
"2021-05-10",121.199997,123.77021,121.199997,122.680855,1092633,118.233482
"2021-05-11",122.851067,123.080849,119.948936,121.046806,794183,116.658676
"2021-05-12",121.234039,121.557449,117.855316,117.957443,983593,113.681305
"2021-05-13",118.076599,120.357445,117.872337,119.370216,1067488,115.042854
"2021-05-14",119.659576,121.455322,119.659576,120.102127,839773,115.748238
"2021-05-17",120.621277,121.353188,119.608513,119.804253,563883,115.461159
"2021-05-18",119.761703,120,117.114891,117.310638,1804683,113.057953
"2021-05-19",116.970215,118.280853,115.880852,118.127663,1588718,113.845352
"2021-05-20",118.510635,120.144684,118.195747,119.455322,1062318,115.124878
"2021-05-21",119.506386,120.612762,118.391487,119.719147,2332963,115.379135
"2021-05-24",120.38298,121.608513,120.280853,120.995743,1010265,116.609451
"2021-05-25",120.417023,120.765961,118.068085,118.102127,1267708,113.820732
"2021-05-26",118.22979,118.800003,117.293617,117.302132,1580610,113.049744
"2021-05-27",117.804253,117.965958,117.09787,117.395744,1644413,113.139961
"2021-05-28",117.94043,118.238297,117.25106,117.438301,874200,113.180969
"2021-06-01",118.025536,118.127663,116.714897,117.506386,735668,113.246597
"2021-06-02",118.05957,118.05957,116.740425,116.970215,858455,112.729858
"2021-06-03",116.629784,117.642555,116.212769,117.157448,1028360,112.910301
"2021-06-04",117.599998,117.829788,116.859573,116.885109,982770,112.647842
"2021-06-07",117.09787,117.863831,116.970215,117.319145,835073,113.066139
"2021-06-08",117.472343,117.557449,116.195747,117.004257,1131995,112.762665
"2021-06-09",117.089363,119.080849,116.723404,118.28936,1536313,114.001183
"2021-06-10",118.782982,118.782982,117.506386,117.582977,1354423,113.320412
"2021-06-11",117.446808,118.025536,116.255318,117.982979,979245,113.70591
"2021-06-14",118.187233,118.365959,117.046806,117.77021,985238,113.500862
"2021-06-15",117.761703,117.974464,116.502129,117.131912,1417285,112.885696
"2021-06-16",117.463829,117.659576,114.90213,115.378723,1836408,111.19606
"2021-06-17",115.114891,115.804253,114.280853,114.476593,1136225,110.326637
"2021-06-18",112.553192,114.017021,112.119148,112.204254,1940865,109.016022
"2021-06-21",112.348938,113.42128,111.855316,113.114891,1130820,109.900795
"2021-06-22",113.114891,113.148933,112.008514,112.127663,912270,108.941612
"2021-06-23",112.127663,112.127663,110.885109,111.114891,1194035,107.957619
"2021-06-24",111.114891,111.370216,110.076599,110.834045,972900,107.684753
"2021-06-25",110.638298,111.761703,110.272339,111.719147,1251493,108.544701
"2021-06-28",111.957443,112.331917,111.09787,111.489365,1317058,108.321449
"2021-06-29",111.012764,111.48085,109.889359,110.204254,1561693,107.072853
"2021-06-30",110.204254,110.740425,109.668083,110.297874,1538310,107.163811
"2021-07-01",111.300003,112.18,110.559998,111.879997,2696000,108.700981
"2021-07-02",111.650002,111.989998,110.639999,111.739998,1481000,108.564964
"2021-07-06",112.699997,113.18,111.230003,112.300003,2023900,109.109055
"2021-07-07",111.900002,114.010002,111.75,113.959999,1875100,110.721878
"2021-07-08",113.400002,114.839996,113,114.230003,1720800,110.984215
"2021-07-09",114.669998,115.68,114.080002,115.599998,1127500,112.315285
"2021-07-12",115.220001,116.160004,114.839996,116,1147700,112.703926
"2021-07-13",116.209999,116.419998,114.709999,114.900002,834400,111.635185
"2021-07-14",115,115.800003,114.559998,114.900002,1363800,111.635185
"2021-07-15",114.769997,116.139999,114.769997,115.790001,1943300,112.499893
"2021-07-16",115.809998,117.360001,115.610001,117.050003,929300,113.724091
"2021-07-19",116.550003,117.18,112.510002,113.900002,1376400,110.663589
"2021-07-20",114.150002,116.370003,114.029999,116.120003,1137600,112.820511
"2021-07-21",116.57,117.199997,115,115.040001,993300,111.771194
"2021-07-22",115.029999,115.519997,114.809998,114.879997,680800,111.615746
"2021-07-23",114.970001,116.599998,114.639999,116.360001,1134200,113.053696
"2021-07-26",116.099998,116.440002,114.75,115.879997,1226600,112.587326
"2021-07-27",116.099998,119.269997,115.459999,118.699997,1724700,115.327202
"2021-07-28",118.57,118.720001,115.959999,117.690002,977100,114.345894
"2021-07-29",118.059998,118.889999,117.43,118.129997,983600,114.773392
"2021-07-30",117.910004,118.660004,116.949997,117.32,643000,113.986412
"2021-08-02",117.82,118.690002,117.279999,117.599998,924400,114.258453
"2021-08-03",117.779999,118.400002,117.209999,118.129997,787800,114.773392
"2021-08-04",117.599998,117.93,116.400002,117.790001,728400,114.443062
"2021-08-05",118.360001,119.370003,117.919998,119.330002,656400,115.939301
"2021-08-06",119.510002,120.639999,118.769997,119.580002,733200,116.182205
"2021-08-09",119.32,120.07,119.129997,119.900002,802600,116.493103
"2021-08-10",119.910004,120.82,119.370003,120,806200,116.590256
"2021-08-11",120.169998,121.07,120,120.18,992700,116.765144
"2021-08-12",120.540001,120.809998,119.860001,119.949997,491700,116.541679
"2021-08-13",120.160004,120.730003,119.910004,120.300003,988100,116.881737
"2021-08-16",120.620003,121.699997,119.940002,120,866200,116.590256
"2021-08-17",119.639999,120.389999,118.940002,120.309998,771300,116.891457
"2021-08-18",120.290001,120.449997,119.419998,120.139999,812200,116.72628
"2021-08-19",120.150002,121.290001,119.870003,120.169998,937100,116.755432
"2021-08-20",119.93,121.849998,119.110001,121.480003,1302600,118.028214
"2021-08-23",121.870003,121.879997,120.849998,121.150002,915600,117.707581
"2021-08-24",121.300003,121.300003,119.449997,120.489998,664500,117.066338
"2021-08-25",120.330002,121.120003,119.93,120.779999,746000,117.348099
"2021-08-26",120.779999,120.870003,120.029999,120.489998,528300,117.066338
"2021-08-27",120.769997,121.389999,120.449997,120.650002,519000,117.221794
"2021-08-30",120.650002,121.110001,120.099998,120.400002,790100,116.978897
"2021-08-31",120.400002,120.900002,119.5,120.339996,894700,116.920593
"2021-09-01",119.349998,121.650002,119.150002,121.370003,900100,117.921341
"2021-09-02",121.599998,122.139999,121.139999,122.129997,954600,118.659737
"2021-09-03",121.769997,122.089996,120.720001,120.75,630600,117.318947
"2021-09-07",120.089996,120.129997,118.800003,119.279999,898300,115.890724
"2021-09-08",119.18,121.790001,118.75,121.330002,1419000,117.882469
"2021-09-09",121.459999,121.489998,120.529999,120.57,775800,117.144066
"2021-09-10",120.57,120.650002,118.730003,118.769997,654800,115.39521
"2021-09-13",119.839996,119.839996,117.889999,118.050003,828000,114.695671
"2021-09-14",118.459999,118.690002,117.199997,117.419998,775200,114.083565
"2021-09-15",117.220001,117.720001,116.519997,116.879997,1175500,113.558914
"2021-09-16",117.099998,118.459999,116.410004,117.559998,1692600,114.219589
"2021-09-17",117.849998,118.449997,113.949997,114,3477100,111.543518
"2021-09-20",112.540001,114.519997,112.489998,113.93,1742500,111.475037
"2021-09-21",114.75,114.75,112.669998,113.379997,1661500,110.936882
"2021-09-22",113.900002,114.540001,112.980003,113.949997,776200,111.494598
"2021-09-23",114.650002,114.959999,113.550003,113.75,542300,111.298912
"2021-09-24",113.599998,114.269997,113.199997,113.709999,763300,111.259773
"2021-09-27",113.970001,114.959999,112.339996,112.599998,681600,110.173691
"2021-09-28",112.370003,112.699997,110.550003,111.43,1012100,109.028908
"2021-09-29",111.580002,113.709999,111.360001,113.129997,958300,110.692268
"2021-09-30",113.589996,113.650002,111.660004,111.709999,1602800,109.302872
"2021-10-01",112.739998,112.830002,111.459999,111.669998,718000,109.263725
"2021-10-04",111.269997,113.489998,111.260002,113.010002,1011100,110.57486
"2021-10-05",113.449997,114.599998,112.510002,113.790001,1076300,111.338051
"2021-10-06",113.300003,115.389999,112.419998,115.279999,848100,112.795944
"2021-10-07",115.610001,116.660004,114.699997,115.059998,1118000,112.580681
"2021-10-08",114.940002,115.300003,113.970001,114.129997,657400,111.670723
"2021-10-11",114.199997,114.199997,111.57,112.150002,753400,109.733391
"2021-10-12",112.150002,113.080002,111.849998,112.800003,814200,110.369385
"2021-10-13",112.910004,114.169998,112.089996,113.970001,738600,111.514168
"2021-10-14",114.25,115.089996,113.93,115.059998,698400,112.580681
"2021-10-15",115.220001,115.639999,114.68,115.040001,869900,112.561119
"2021-10-18",114.220001,114.660004,113.57,113.709999,559600,111.259773
"2021-10-19",114.449997,114.879997,113.760002,114.470001,561100,112.003395
"2021-10-20",114.540001,116.169998,114.489998,115.470001,856000,112.98185
"2021-10-21",115.540001,115.809998,115.110001,115.400002,788600,112.913353
"2021-10-22",115.809998,116.660004,115.660004,116,944100,113.500435
"2021-10-25",115.839996,116.779999,115.160004,115.650002,1026500,113.157974
"2021-10-26",115.720001,117.290001,115.610001,116.370003,769900,113.862457
"2021-10-27",115.190002,116.089996,113.82,113.82,1186100,111.367409
"2021-10-28",113.949997,114.660004,113.730003,114.410004,549200,111.944695
"2021-10-29",114.099998,114.809998,112.639999,113.349998,762100,110.907532
"2021-11-01",113.459999,113.550003,112.220001,112.970001,741400,110.535713
"2021-11-02",113.220001,113.410004,111.760002,113.080002,646100,110.643349
"2021-11-03",112.620003,114.010002,112.209999,113.260002,891500,110.819473
"2021-11-04",113.32,113.589996,112.589996,113.400002,728300,110.956459
"2021-11-05",114.089996,114.839996,113.5,114.129997,523400,111.670723
"2021-11-08",114.279999,114.370003,112.029999,112.330002,735100,109.909508
"2021-11-09",112.279999,113,111.849998,112.5,711800,110.075844
"2021-11-10",112.5,113.550003,112.309998,113.169998,1041100,110.731415
"2021-11-11",112.989998,113.190002,111.68,112.489998,754800,110.066063
"2021-11-12",112.459999,112.459999,111.690002,111.959999,471000,109.547478
"2021-11-15",112.620003,113.349998,111.900002,113.199997,1619200,110.760757
"2021-11-16",113.25,113.800003,112.720001,112.790001,1271400,110.359604
"2021-11-17",112.650002,113.129997,111.940002,112.75,1267300,110.320457
"2021-11-18",112.730003,112.970001,111.029999,111.379997,1278100,108.97998
"2021-11-19",111.5,111.5,110.18,111.18,1661600,108.784286
"2021-11-22",111.150002,113.540001,110.760002,112.940002,1718100,110.506363
"2021-11-23",113.230003,113.419998,112.160004,112.25,1140700,109.831238
"2021-11-24",112.190002,112.849998,111.599998,112.18,945200,109.762741
"2021-11-26",111.080002,111.349998,110.150002,110.660004,784200,108.275497
"2021-11-29",111.330002,111.900002,110.540001,111.489998,1401000,109.087608
"2021-11-30",110.629997,110.980003,108.220001,108.339996,1726200,106.005486
"2021-12-01",110.440002,111.720001,109.089996,109.150002,1503000,106.798035
"2021-12-02",109.550003,110.980003,109.449997,110,1472600,107.629715
"2021-12-03",110.629997,111.910004,109.790001,111.889999,2037800,109.478989
"2021-12-06",112.970001,115.089996,112.720001,114.190002,1011500,111.729431
"2021-12-07",113.93,116.029999,113.889999,115.010002,1289700,112.531761
"2021-12-08",115.010002,116.169998,114.410004,114.519997,664200,112.052315
"2021-12-09",114.559998,116.059998,113.989998,115.230003,627100,112.747032
"2021-12-10",115.82,116.519997,115.279999,116.220001,559500,113.715691
"2021-12-13",115.93,117.779999,115.580002,117.169998,905900,114.645218
"2021-12-14",117.800003,118,116.870003,117.459999,987100,114.928963
