"","USB.Open","USB.High","USB.Low","USB.Close","USB.Volume","USB.Adjusted"
"2020-10-29",37.139999,38.330002,36.57,38.07,6634200,35.930565
"2020-10-30",37.990002,38.959999,37.759998,38.950001,6210100,36.761116
"2020-11-02",39.450001,40.119999,38.77,39.740002,5915600,37.506725
"2020-11-03",40.540001,41.09,40.400002,40.82,6210400,38.526028
"2020-11-04",39.68,40.279999,38.470001,39,7494700,36.808308
"2020-11-05",38.959999,40.650002,38.959999,40.459999,5535900,38.18626
"2020-11-06",40.82,40.93,38.900002,39.169998,6210300,36.96875
"2020-11-09",42.970001,44.990002,42.490002,44.16,16088500,41.678326
"2020-11-10",44.490002,44.490002,43.23,44.139999,8062400,41.659451
"2020-11-11",44.029999,44.150002,42.810001,43.75,7680500,41.291367
"2020-11-12",42.959999,43.200001,42.130001,42.810001,8025000,40.404194
"2020-11-13",43.25,43.59,43.02,43.310001,5968700,40.876095
"2020-11-16",44.66,45.040001,43.799999,44.279999,7642100,41.79158
"2020-11-17",43.59,44.34,43.240002,44.029999,7384500,41.55563
"2020-11-18",44.27,44.759998,43.220001,43.259998,7324800,40.828907
"2020-11-19",42.98,43.310001,42.34,43.240002,7476300,40.810028
"2020-11-20",43.049999,43.169998,42.419998,42.66,5242500,40.262623
"2020-11-23",43.27,43.369999,42.82,43.09,5943400,40.668457
"2020-11-24",44.040001,45.43,43.919998,45.400002,8718100,42.84864
"2020-11-25",44.900002,44.900002,44.369999,44.68,5407800,42.169102
"2020-11-27",44.700001,44.740002,44.049999,44.209999,2871800,41.725517
"2020-11-30",44.290001,44.580002,43.07,43.209999,14916400,40.781715
"2020-12-01",44.310001,44.560001,44.009998,44.25,6850700,41.763268
"2020-12-02",44.189999,44.830002,43.959999,44.68,5822700,42.169102
"2020-12-03",44.759998,45.349998,44.439999,44.970001,6192000,42.442806
"2020-12-04",45.389999,45.630001,45.040001,45.369999,6634900,42.820328
"2020-12-07",44.869999,45.040001,44.389999,44.799999,7054500,42.28236
"2020-12-08",44.25,45.02,44.150002,44.98,5289500,42.452248
"2020-12-09",45.380001,46.150002,45.240002,45.849998,9415200,43.273354
