"","EL.Open","EL.High","EL.Low","EL.Close","EL.Volume","EL.Adjusted"
"2022-01-11",336,340.950012,331.570007,340.570007,1029700,339.024628
"2022-01-12",343.970001,349.450012,342.350006,345.549988,1589800,343.982025
"2022-01-13",345.549988,346.790009,331.98999,334.380005,1255800,332.862701
"2022-01-14",330.390015,331.160004,318.640015,322.049988,2548000,320.588654
"2022-01-18",314.700012,317.149994,309.420013,310.950012,2446100,309.539063
"2022-01-19",314.890015,319.070007,309.01001,309.519989,2036700,308.115509
"2022-01-20",311.369995,315.769989,300.059998,301.059998,2036300,299.693909
"2022-01-21",300,302.570007,296.76001,297.019989,2239800,295.672211
"2022-01-24",294,303.730011,283.540009,301.790009,2642500,300.420593
"2022-01-25",297.850006,300.299988,292.940002,294.209991,1816500,292.875
"2022-01-26",298.429993,304.440002,289.140015,292.570007,1834700,291.242462
"2022-01-27",298.140015,304.890015,294.23999,298.190002,2220900,296.836945
"2022-01-28",294.899994,304.149994,292.01001,303.790009,1938300,302.41153
"2022-01-31",302.579987,311.820007,302.579987,311.790009,1514700,310.375244
"2022-02-01",312.040009,316.23999,308.790009,315.019989,1726800,313.590546
"2022-02-02",317.269989,319.529999,312.200012,319.170013,2246700,317.721771
"2022-02-03",304.820007,317.970001,299.950012,303.119995,2395200,301.744568
"2022-02-04",309.880005,316.959991,305.019989,313.350006,2579300,311.928162
"2022-02-07",315.529999,318.519989,311.420013,314.429993,1341300,313.003235
"2022-02-08",311.140015,315.5,310.109985,315.079987,1247400,313.650269
"2022-02-09",319.679993,324.700012,317.040009,320.040009,1321000,318.587799
"2022-02-10",313.570007,319.320007,310.820007,315.609985,1418200,314.177856
"2022-02-11",313.309998,315.5,300.100006,300.769989,1982000,299.405212
"2022-02-14",300.769989,305.140015,299.649994,303.850006,1352400,302.471252
"2022-02-15",309.730011,311.589996,306.119995,307.529999,1327900,306.134552
"2022-02-16",306,310.119995,302.929993,308.649994,983900,307.249451
"2022-02-17",307.100006,309.98999,303.380005,304.290009,1036200,302.909271
"2022-02-18",305.119995,307.119995,300.850006,302.98999,1024800,301.615143
"2022-02-22",300,301.76001,293.549988,295.679993,1930800,294.338318
"2022-02-23",300.049988,300.119995,290.579987,290.929993,1399700,289.609894
"2022-02-24",281.980011,293.670013,279.369995,293.130005,1998400,291.799896
"2022-02-25",294.76001,300.73999,293.049988,300.329987,926700,299.580414
"2022-02-28",295.519989,298.190002,292.519989,296.329987,1517600,295.590393
"2022-03-01",294.98999,294.98999,282.369995,285.589996,2020400,284.877228
"2022-03-02",289.470001,294.049988,287.75,291.75,1062200,291.021851
"2022-03-03",294.399994,295.980011,286.019989,292.200012,1559600,291.470734
"2022-03-04",286.779999,289.700012,283.850006,285.690002,1612400,284.976959
"2022-03-07",285.079987,285.51001,262.809998,263.869995,2455500,263.211426
"2022-03-08",262.549988,279.070007,262.230011,269.839996,2624600,269.166534
"2022-03-09",282.980011,283.940002,276.100006,277.679993,1435900,276.986938
"2022-03-10",274.829987,276.140015,269.950012,273.359985,1513400,272.677734
"2022-03-11",278.119995,279,264.070007,264.230011,1857900,263.570526
"2022-03-14",266.070007,266.26001,248.419998,250.380005,2877600,249.755096
"2022-03-15",255.070007,259.98999,252.770004,258.899994,2174000,258.253815
"2022-03-16",264.369995,272.380005,263,270.880005,2006300,270.203949
"2022-03-17",269.519989,274.429993,268.459991,272.390015,1687500,271.710175
"2022-03-18",273.670013,279.190002,271.26001,276.869995,2017200,276.178986
"2022-03-21",275.660004,278.76001,270.459991,273.970001,1261300,273.286224
"2022-03-22",278.679993,282.850006,276.869995,281.899994,1642800,281.196411
"2022-03-23",279.309998,280.98999,273.25,273.429993,1029600,272.747559
"2022-03-24",275.869995,276.799988,273.070007,276.679993,836000,275.989441
"2022-03-25",278.910004,280.529999,272.559998,274.890015,982000,274.203949
"2022-03-28",276.670013,277.769989,271.880005,277.619995,1071100,276.927094
"2022-03-29",288.329987,289.589996,281.679993,284.929993,1210800,284.218872
"2022-03-30",283.130005,283.5,277.209991,279.160004,1194400,278.463257
"2022-03-31",278.579987,279.420013,272.320007,272.320007,1437200,271.64035
"2022-04-01",275.209991,276.929993,272.119995,274.410004,1190200,273.725128
"2022-04-04",274.320007,279.600006,272.230011,278.619995,1293900,277.924622
"2022-04-05",274.089996,276.779999,271.549988,272.660004,1016200,271.979492
"2022-04-06",268.609985,268.609985,261.040009,264.730011,2039900,264.069305
"2022-04-07",267.869995,271.369995,262.940002,267.019989,1789300,266.353546
"2022-04-08",267.640015,270.450012,266.25,266.640015,1078900,265.974518
"2022-04-11",264,266.019989,260.549988,262.279999,1314500,261.625397
"2022-04-12",265.190002,269.660004,261.209991,262.700012,1286400,262.044373
"2022-04-13",263.850006,267.660004,262.429993,266.579987,967500,265.914642
"2022-04-14",267,270.700012,263.690002,263.869995,1552800,263.211426
"2022-04-18",263.109985,266.290009,262.399994,264.119995,1091500,263.460785
"2022-04-19",262.380005,276.220001,262.380005,274.559998,1780800,273.874756
"2022-04-20",283.130005,285.790009,277.820007,278.26001,1571800,277.565521
"2022-04-21",280.890015,283.609985,271.200012,271.950012,948600,271.271271
"2022-04-22",273.459991,275.959991,263.540009,264.040009,1495500,263.381012
"2022-04-25",263.040009,268.779999,257.76001,268.220001,1404600,267.550568
"2022-04-26",265.950012,266.079987,254.770004,254.770004,1352000,254.13414
"2022-04-27",255.389999,263.100006,255.190002,259.640015,1442500,258.992004
"2022-04-28",262.299988,274.709991,262.119995,272.329987,1482500,271.650299
"2022-04-29",268.410004,272.459991,262.829987,264.059998,1512000,263.40094
"2022-05-02",261.109985,263.399994,253.360001,260.630005,2710800,259.979523
"2022-05-03",227.5,252,227.490005,245.520004,4803700,244.907227
"2022-05-04",246.740005,258.190002,243.050003,257.26001,2196600,256.61792
"2022-05-05",250.820007,252.5,238.289993,241.830002,2590400,241.22644
"2022-05-06",239.570007,242.729996,234.259995,240.300003,1833000,239.700256
"2022-05-09",235.100006,240.300003,232,233.580002,1977300,232.997025
"2022-05-10",237.350006,238.490005,227.199997,229.679993,2240400,229.10675
"2022-05-11",232.520004,239.259995,228.669998,229.490005,1724400,228.917236
"2022-05-12",227.070007,235.210007,225.389999,231,2166100,230.423462
"2022-05-13",234.520004,241.509995,234.160004,240.389999,1792900,239.790024
"2022-05-16",238.869995,239.949997,234.649994,235.380005,1559900,234.792542
"2022-05-17",240.979996,242.990005,234.759995,242.580002,2159900,241.974564
"2022-05-18",238,238.419998,228.429993,229.130005,2140700,228.558136
"2022-05-19",228.470001,239.100006,227.710007,235.380005,2183400,234.792542
"2022-05-20",237.149994,238.880005,229.490005,237.210007,1791800,236.617966
"2022-05-23",240.190002,240.190002,231.309998,236.600006,1499800,236.009491
"2022-05-24",235.279999,236.229996,227.789993,232.059998,1662400,231.48082
"2022-05-25",230.169998,232.880005,225.699997,232.110001,1350600,231.530701
"2022-05-26",235.479996,241.5,233.789993,240.399994,1188200,239.800003
"2022-05-27",246.479996,254.580002,243.089996,251.860001,1820400,251.860001
"2022-05-31",253.679993,262.890015,251.639999,254.649994,3734600,254.649994
"2022-06-01",257.359985,261.320007,250.199997,250.419998,1555900,250.419998
"2022-06-02",253.119995,264.589996,251.929993,264.399994,1938900,264.399994
"2022-06-03",259.429993,264.959991,259.230011,264.220001,1813700,264.220001
"2022-06-06",267.880005,269.769989,264.480011,265.679993,1345900,265.679993
"2022-06-07",260.809998,271.670013,260.809998,271.320007,1500200,271.320007
"2022-06-08",267.519989,272.709991,266.23999,267.859985,1502200,267.859985
"2022-06-09",266.450012,266.48999,258.700012,258.790009,1626000,258.790009
"2022-06-10",253.740005,254.330002,248.720001,249.479996,1319800,249.479996
"2022-06-13",240.869995,243.669998,236.050003,238.259995,1653500,238.259995
"2022-06-14",238.020004,246.759995,238,240.779999,1309900,240.779999
"2022-06-15",241.539993,249.320007,238.009995,243.119995,1606600,243.119995
"2022-06-16",236.949997,239.970001,230.190002,233.119995,1585100,233.119995
"2022-06-17",233,240.75,232.899994,237.830002,1940900,237.830002
"2022-06-21",241.919998,247.949997,237.600006,246.759995,1725300,246.759995
"2022-06-22",244.75,249.960007,243.550003,247.910004,1231600,247.910004
"2022-06-23",250.169998,258.820007,250.169998,258.559998,1767900,258.559998
"2022-06-24",261.940002,270.299988,260.670013,270.200012,2114400,270.200012
"2022-06-27",268.640015,269.880005,261.450012,262.869995,1412500,262.869995
"2022-06-28",261.089996,268.600006,256.309998,257.369995,1703300,257.369995
"2022-06-29",256.600006,258.109985,253.160004,256.98999,1035000,256.98999
