"","D.Open","D.High","D.Low","D.Close","D.Volume","D.Adjusted"
"2022-01-03",78.660004,78.660004,77.349998,78.349998,2348700,77.077065
"2022-01-04",78.379997,79.050003,78.040001,78.099998,2872800,76.831123
"2022-01-05",78.989998,80.169998,78.419998,79.209999,3971500,77.923096
"2022-01-06",79.169998,80.459999,78.93,79.059998,3460700,77.775528
"2022-01-07",78.760002,80.589996,78.300003,80.209999,2762500,78.906845
"2022-01-10",80.550003,80.720001,79.5,79.830002,3073300,78.53302
"2022-01-11",80,80.18,78.550003,79.129997,2921200,77.844391
"2022-01-12",78.860001,79.660004,78.540001,79.32,2344000,78.031303
"2022-01-13",78.540001,79.769997,78.43,79.75,3052900,78.454323
"2022-01-14",79.75,79.910004,78.830002,79.169998,2580600,77.883743
"2022-01-18",78.690002,78.800003,77.650002,78.459999,2722700,77.18528
"2022-01-19",78.360001,79.690002,78.160004,79.029999,3681700,77.746017
"2022-01-20",78.919998,80.349998,78.910004,79.089996,2982200,77.805046
"2022-01-21",79.839996,80.440002,78.980003,79.309998,3831300,78.021461
"2022-01-24",79.099998,79.599998,76.839996,78.480003,4992600,77.204956
"2022-01-25",77.510002,78.589996,77.209999,77.980003,3195100,76.713081
"2022-01-26",77.75,78.720001,76.879997,77.459999,3538100,76.201523
"2022-01-27",78.230003,79.269997,77.730003,78.209999,3137600,76.939339
"2022-01-28",78.080002,79.5,77.400002,79.459999,2686000,78.169037
"2022-01-31",78.650002,81.059998,77.900002,80.660004,5568100,79.349541
"2022-02-01",80.470001,80.870003,79.379997,80.029999,3626300,78.729774
"2022-02-02",79.970001,81.480003,79.529999,81.32,3496200,79.998817
"2022-02-03",81.25,81.669998,80.690002,81.010002,2371100,79.693855
"2022-02-04",80.32,80.949997,79.410004,80.18,2404700,78.877335
"2022-02-07",80.120003,80.599998,79.519997,80.169998,2227700,78.867493
"2022-02-08",80.610001,80.82,80.139999,80.330002,1971900,79.024895
"2022-02-09",80.779999,80.940002,79.949997,80.32,2219300,79.01506
"2022-02-10",79.410004,79.800003,78,78.25,3727700,76.978691
"2022-02-11",78.589996,79.519997,78.199997,79.080002,3108900,77.795212
"2022-02-14",79.379997,79.449997,77.839996,78.75,3595100,77.470566
"2022-02-15",79.239998,79.580002,77.809998,78.169998,2428800,76.899994
"2022-02-16",78.129997,78.989998,77.730003,78.669998,2518900,77.391861
"2022-02-17",78.690002,79.389999,77.830002,79.139999,2843300,77.854233
"2022-02-18",78.809998,79.779999,78.440002,79.150002,3557500,77.864067
"2022-02-22",79.639999,80.25,78.669998,79.370003,3478400,78.080498
"2022-02-23",79.459999,79.790001,77.540001,77.639999,2623500,76.378601
"2022-02-24",77.519997,77.830002,75.790001,77.160004,4151300,75.906403
"2022-02-25",78.209999,79.839996,77.980003,79.690002,4573500,78.395294
"2022-02-28",79.129997,79.860001,78.739998,79.529999,4773200,78.237892
"2022-03-01",79.239998,80.309998,78.410004,79.290001,2857000,78.001793
"2022-03-02",79.400002,80.639999,79.300003,80.160004,2605600,78.857666
"2022-03-03",79.629997,81.209999,79.629997,80.720001,3608100,80.075859
"2022-03-04",80.410004,82.739998,80.010002,82.699997,3630200,82.040054
"2022-03-07",82.75,83.68,81.980003,83.349998,4188000,82.684868
"2022-03-08",83.5,84.129997,81.550003,81.559998,2993200,80.909157
"2022-03-09",82.230003,82.339996,80.779999,81,2768700,80.353622
"2022-03-10",80.860001,82.339996,80.309998,82.209999,2518800,81.55397
"2022-03-11",82.050003,82.870003,81.800003,82.260002,2462400,81.603577
"2022-03-14",82.660004,83.230003,80.720001,81.32,3121100,80.671074
"2022-03-15",82,82.110001,80.529999,81.019997,5470200,80.373466
"2022-03-16",80.919998,81.25,78.580002,80.760002,4869000,80.11554
"2022-03-17",81.050003,83.279999,80.839996,82.690002,5911800,82.030144
"2022-03-18",82.68,83.199997,80.989998,81.269997,7643200,80.621468
"2022-03-21",81.589996,82.629997,81.410004,81.830002,2681400,81.177002
"2022-03-22",82.139999,82.5,81.029999,81.660004,2196900,81.008362
"2022-03-23",81.760002,82.309998,80.919998,81.629997,2449600,80.978592
"2022-03-24",81.709999,82.769997,81.419998,82.300003,2215100,81.643257
"2022-03-25",83,84.089996,82.339996,83.970001,2730800,83.299927
"2022-03-28",83.980003,84.360001,83.279999,84.239998,1633900,83.567772
"2022-03-29",84.300003,84.900002,83.620003,84.889999,2673100,84.212585
"2022-03-30",84.989998,85.43,84.510002,85.43,1942000,84.748276
"2022-03-31",85.190002,85.690002,84.699997,84.970001,3618600,84.291946
"2022-04-01",84.900002,86.400002,83.93,86.330002,2736500,85.641098
"2022-04-04",85.779999,85.839996,84.480003,85.349998,1819000,84.668915
"2022-04-05",85.470001,86.940002,85.129997,86.089996,3303100,85.403008
"2022-04-06",86.459999,88.059998,85.639999,87.839996,4223600,87.139038
"2022-04-07",87.760002,87.839996,86.82,87.660004,2472500,86.96048
"2022-04-08",88.129997,88.489998,87.32,88.379997,2368800,87.674728
"2022-04-11",88.279999,88.779999,87.269997,87.519997,2921400,86.821594
"2022-04-12",87.050003,88.139999,86.610001,87.389999,2843000,86.692635
"2022-04-13",87.629997,87.870003,86.550003,87.190002,2562900,86.494232
"2022-04-14",87.739998,88.129997,87.339996,87.400002,3310100,86.702553
"2022-04-18",88.010002,88.050003,86.279999,86.830002,2758500,86.137108
"2022-04-19",87.220001,87.370003,86.300003,86.970001,2644900,86.275986
"2022-04-20",87.620003,87.940002,86.760002,86.989998,2893400,86.295822
"2022-04-21",86.959999,87.650002,86.449997,86.550003,3583700,85.859337
"2022-04-22",86.550003,86.610001,84.800003,84.889999,2641100,84.212585
"2022-04-25",85.220001,85.419998,83.099998,84.559998,3843100,83.885216
"2022-04-26",84.199997,85.099998,83.529999,83.57,2854800,82.903114
"2022-04-27",83.559998,84.360001,82.760002,83.379997,2763100,82.71463
"2022-04-28",83.639999,84.239998,83.080002,83.870003,2944500,83.200729
"2022-04-29",83.68,83.68,81.57,81.639999,4137200,80.988518
"2022-05-02",81.980003,82.57,80.239998,81.050003,3109000,80.403229
"2022-05-03",81.550003,82.5,80.730003,81.230003,3123900,80.581795
"2022-05-04",81.150002,82.75,80.809998,82.510002,3719100,81.851578
"2022-05-05",82.260002,83.68,81.57,83.040001,4926400,82.37735
"2022-05-06",82.480003,84.239998,82,84.019997,4843700,83.349525
"2022-05-09",83.550003,84.690002,82.349998,83.769997,4319600,83.101517
"2022-05-10",83.93,85.059998,81.059998,81.959999,5273200,81.305962
"2022-05-11",81.830002,84.269997,81.510002,83.019997,4543400,82.357506
"2022-05-12",83,83.720001,81.68,82.900002,4057500,82.238464
"2022-05-13",83.449997,83.739998,82.099998,83.610001,2626500,82.942802
"2022-05-16",83.599998,84.129997,82.970001,83.690002,2810400,83.022163
"2022-05-17",83.760002,84.279999,82.18,84.25,3492100,83.57769
"2022-05-18",84.25,84.379997,82.400002,82.660004,3928000,82.000381
"2022-05-19",82.290001,82.43,80.849998,82.209999,4932300,81.55397
"2022-05-20",82.199997,82.699997,81.230003,82.540001,3471200,81.88134
"2022-05-23",83.5,83.790001,82.230003,83.07,2821500,82.407104
"2022-05-24",83.230003,85.040001,82.440002,84.919998,4772300,84.24234
"2022-05-25",84.919998,85.110001,83.940002,84.660004,4603600,83.984421
"2022-05-26",85.040001,85.120003,84.410004,84.580002,3501900,83.90506
"2022-05-27",84.330002,85.190002,83.599998,85.160004,4116800,84.480431
"2022-05-31",84.830002,85.07,83.599998,84.220001,7050700,83.547928
"2022-06-01",84.5,84.610001,83.279999,83.709999,3969800,83.042
"2022-06-02",83.510002,83.699997,81.519997,83.480003,2696600,83.480003
"2022-06-03",83.32,83.650002,82.669998,82.709999,2108800,82.709999
"2022-06-06",82.989998,83.440002,82.620003,82.730003,3090000,82.730003
"2022-06-07",82.389999,83.169998,81.93,83.099998,2860300,83.099998
"2022-06-08",82.559998,82.559998,81.080002,81.190002,2240300,81.190002
"2022-06-09",81.019997,81.989998,79.309998,79.339996,3075600,79.339996
"2022-06-10",78.660004,79.970001,78.290001,79.309998,2974100,79.309998
"2022-06-13",78.32,78.699997,75.959999,76.32,3461900,76.32
"2022-06-14",76.900002,76.900002,73.25,74.599998,4899300,74.599998
"2022-06-15",75.139999,76,73.839996,74.879997,3870900,74.879997
"2022-06-16",73.900002,74.870003,73.379997,74.379997,5482500,74.379997
"2022-06-17",74.330002,74.580002,72.639999,73.410004,7815900,73.410004
"2022-06-21",73.709999,74.830002,73.339996,74.580002,3381300,74.580002
"2022-06-22",74.5,75.949997,74.5,75.419998,3872200,75.419998
"2022-06-23",75.75,77.239998,75.739998,77.150002,3097800,77.150002
"2022-06-24",77.389999,78.349998,77.160004,78.139999,3332500,78.139999
"2022-06-27",77.730003,78.879997,77.449997,78.620003,2358000,78.620003
"2022-06-28",78.849998,79.379997,78.400002,78.529999,3420400,78.529999
"2022-06-29",78.779999,79.220001,78.599998,79.019997,3078800,79.019997
