"","SJM.Open","SJM.High","SJM.Low","SJM.Close","SJM.Volume","SJM.Adjusted"
"2022-01-07",142.070007,143.669998,141.240005,143.350006,747700,141.33522
"2022-01-10",143.729996,144.889999,142.619995,143.279999,862500,141.266205
"2022-01-11",143.729996,143.729996,139.470001,142.110001,536500,140.112671
"2022-01-12",141.009995,142.910004,140.229996,140.830002,678600,138.850662
"2022-01-13",141.100006,144.119995,140.789993,143,566400,140.990158
"2022-01-14",142.75,145.490005,142.350006,145.149994,675300,143.109924
"2022-01-18",144.470001,145.820007,142.860001,145.350006,779200,143.307129
"2022-01-19",145.279999,145.759995,143.139999,143.399994,911500,141.384521
"2022-01-20",143.570007,143.570007,141,141.139999,815800,139.156281
"2022-01-21",142.940002,143.729996,141.720001,143.220001,658000,141.207062
"2022-01-24",143.360001,145.029999,138.820007,142.020004,881900,140.023926
"2022-01-25",141.580002,141.75,138.520004,139.399994,1121800,137.440735
"2022-01-26",138.429993,140.339996,136.649994,137.380005,919200,135.449142
"2022-01-27",138.119995,140.630005,137.669998,138.990005,599500,137.036514
"2022-01-28",138.5,140.630005,137.300003,140.520004,599900,138.545013
"2022-01-31",139.539993,141.570007,139,140.580002,1712100,138.604172
"2022-02-01",140.610001,140.919998,136.729996,138.5,875700,136.553391
"2022-02-02",138.100006,140.729996,138.100006,139.580002,806000,137.61821
"2022-02-03",140.190002,141.630005,139.080002,140.380005,514500,138.406982
"2022-02-04",139.490005,139.699997,135.949997,136.869995,587400,134.946289
"2022-02-07",137.339996,137.860001,135.850006,137.100006,493600,135.17308
"2022-02-08",137.199997,137.860001,135.869995,136.490005,659000,134.571655
"2022-02-09",136.339996,137.279999,136.240005,136.550003,527700,134.630798
"2022-02-10",135.300003,136.240005,133.25,133.589996,624900,132.674301
"2022-02-11",133.869995,137.25,133.860001,136.679993,661400,135.743118
"2022-02-14",136.759995,138.25,134.460007,137.429993,963400,136.487976
"2022-02-15",137.380005,138.110001,135.399994,136.089996,621200,135.157166
"2022-02-16",135.990005,137.479996,133.880005,135.720001,954700,134.789703
"2022-02-17",135.720001,139.100006,134.919998,138.330002,1082300,137.381821
"2022-02-18",137.820007,139.460007,137.089996,138.990005,604100,138.037292
"2022-02-22",139.479996,139.990005,137.130005,138.639999,745200,137.689682
"2022-02-23",139.449997,139.839996,136.550003,136.899994,797500,135.961609
"2022-02-24",135.910004,136.490005,130.710007,133.770004,1025000,132.853073
"2022-02-25",134.460007,138.089996,134.460007,137.270004,893800,136.329086
"2022-02-28",135.169998,136.059998,133.429993,134.75,1245800,133.826355
"2022-03-01",130.5,131.860001,125.07,126.32,1865300,125.454132
"2022-03-02",125.059998,131,124.889999,130.699997,1692900,129.804108
"2022-03-03",129.910004,135.139999,129.850006,133.419998,1108400,132.505463
"2022-03-04",131.610001,134.339996,131.039993,133.779999,1451400,132.863007
"2022-03-07",133.279999,137.539993,132.050003,135.820007,1076600,134.889023
"2022-03-08",135.679993,136.220001,131.710007,131.889999,1225000,130.985962
"2022-03-09",133.539993,134.320007,129.199997,129.339996,876300,128.45343
"2022-03-10",128.860001,130.059998,127.93,128.649994,730100,127.768158
"2022-03-11",128.639999,130.789993,128.639999,128.839996,869400,127.956856
"2022-03-14",129.220001,130.910004,128.009995,128.929993,877000,128.046234
"2022-03-15",129.110001,129.490005,127.230003,129.300003,994600,128.413712
"2022-03-16",128.880005,129.360001,127.199997,129.339996,776200,128.45343
"2022-03-17",129.809998,130.600006,128.339996,129.580002,551900,128.691788
"2022-03-18",129.720001,129.720001,127.010002,128.070007,1423800,127.192146
"2022-03-21",128.630005,130.529999,128.630005,130.169998,792900,129.27774
"2022-03-22",130.529999,130.889999,128.75,130.300003,737200,129.40686
"2022-03-23",131.190002,132.770004,130.160004,130.179993,826100,129.287674
"2022-03-24",130.220001,131.940002,130.220001,131.389999,503000,130.48938
"2022-03-25",131.589996,134.320007,131.080002,133.690002,1060500,132.773621
"2022-03-28",133.619995,134.360001,132.589996,133.940002,606500,133.021912
"2022-03-29",134.479996,135.600006,133.820007,135.429993,710800,134.501678
"2022-03-30",134.649994,134.899994,132.929993,134.880005,715200,133.95546
"2022-03-31",134.990005,136.139999,133.75,135.410004,666000,134.481827
"2022-04-01",135.800003,137.589996,134.729996,137.509995,739300,136.567429
"2022-04-04",136.710007,136.740005,132.940002,134.639999,711000,133.717102
"2022-04-05",134.25,137.789993,134.25,137.770004,1134000,136.825653
"2022-04-06",138.169998,139.630005,136.25,137.220001,1061700,136.279419
"2022-04-07",137.199997,137.970001,135.660004,137.339996,725200,136.39859
"2022-04-08",138.179993,139.410004,137.130005,138.800003,582100,137.848587
"2022-04-11",139.649994,140.559998,138.240005,139.429993,583400,138.474258
"2022-04-12",139,140,137.820007,139.410004,593600,138.454407
"2022-04-13",139.410004,140.130005,137.899994,139.080002,442900,138.126678
"2022-04-14",139.639999,140.75,138.880005,139.690002,456000,138.732498
"2022-04-18",139.869995,140.360001,138.589996,138.889999,409600,137.937973
"2022-04-19",139.479996,142.669998,139.479996,142.320007,540200,141.344467
"2022-04-20",142.529999,144.889999,142.529999,143.639999,643400,142.655411
"2022-04-21",143.179993,145.259995,142.800003,143.660004,781200,142.675278
"2022-04-22",143.320007,144.229996,142.179993,142.240005,758300,141.265015
"2022-04-25",141.539993,142.75,138.75,142.210007,687200,141.235229
"2022-04-26",142.169998,143.100006,139.570007,139.610001,601300,138.653046
"2022-04-27",140.110001,141.630005,139.429993,139.630005,618800,138.672913
"2022-04-28",139.669998,141.130005,139.009995,141.029999,475000,140.063309
"2022-04-29",140.559998,140.820007,136.789993,136.929993,1010800,135.991394
"2022-05-02",138.660004,138.690002,133.350006,134.929993,831600,134.005112
"2022-05-03",135.110001,137.970001,135.039993,136.490005,791800,135.554428
"2022-05-04",136.309998,139.210007,136.309998,139.050003,796000,138.096878
"2022-05-05",138.970001,140.070007,136.970001,137.600006,771300,136.656815
"2022-05-06",137.520004,141.199997,137.25,140.839996,806400,139.874603
"2022-05-09",139.160004,146.740005,139.139999,145.009995,1346000,144.016022
"2022-05-10",144.5,146.360001,141.690002,142.5,944700,141.523224
"2022-05-11",142.380005,145.259995,141.699997,144.429993,1079500,143.439987
"2022-05-12",144.399994,145.389999,142.759995,144.710007,1006200,144.710007
"2022-05-13",145.080002,145.279999,142.369995,144.229996,1014400,144.229996
"2022-05-16",144.550003,145.330002,142.770004,144.279999,859300,144.279999
"2022-05-17",143.770004,144.240005,140.110001,143.410004,997500,143.410004
"2022-05-18",142.389999,142.520004,127.860001,128.360001,1899600,128.360001
"2022-05-19",127.010002,127.290001,123.57,126.360001,1264800,126.360001
"2022-05-20",126.419998,127.07,122.480003,125.309998,1097200,125.309998
"2022-05-23",126.379997,126.529999,120.949997,122.720001,1519100,122.720001
"2022-05-24",123.190002,125.57,122.169998,125.389999,1258200,125.389999
"2022-05-25",125.389999,127.43,124.440002,127.230003,1100700,127.230003
"2022-05-26",126.970001,127.739998,125.449997,125.650002,983600,125.650002
"2022-05-27",125.470001,125.580002,124.120003,125.550003,1303700,125.550003
"2022-05-31",125.199997,126.480003,123.919998,125.370003,1675600,125.370003
"2022-06-01",125.809998,125.809998,121.599998,124.550003,1124600,124.550003
"2022-06-02",124.169998,124.900002,119.82,123.040001,1224200,123.040001
"2022-06-03",123.050003,123.75,121.879997,122.769997,548700,122.769997
"2022-06-06",123.540001,123.720001,122.040001,123.260002,1275200,123.260002
"2022-06-07",123.050003,131.130005,122.980003,130.309998,2184500,130.309998
"2022-06-08",128.830002,130.029999,127.120003,127.440002,988800,127.440002
"2022-06-09",127.309998,130.070007,127,127.25,993000,127.25
"2022-06-10",126.330002,130.149994,126.160004,128.410004,973600,128.410004
"2022-06-13",128.240005,130.910004,126.690002,127.300003,1459700,127.300003
"2022-06-14",127.339996,128.259995,124.120003,125.360001,956700,125.360001
"2022-06-15",125.779999,127.339996,124.300003,125.169998,932700,125.169998
"2022-06-16",123.07,125.589996,121.470001,123.419998,1057300,123.419998
"2022-06-17",123.739998,124.370003,120.519997,122.220001,1682700,122.220001
"2022-06-21",123.480003,124.760002,121.940002,124.389999,1074900,124.389999
"2022-06-22",124.120003,124.82,122.419998,123.800003,604800,123.800003
"2022-06-23",124.459999,126,124.230003,125.940002,852100,125.940002
"2022-06-24",127.32,129.169998,125.550003,128.880005,938500,128.880005
"2022-06-27",128.720001,129.369995,127.519997,128.559998,714800,128.559998
"2022-06-28",129.009995,129.639999,127,127.209999,820500,127.209999
"2022-06-29",128,131.679993,126.970001,130.699997,1003100,130.699997
