"","PLD.Open","PLD.High","PLD.Low","PLD.Close","PLD.Volume","PLD.Adjusted"
"2021-12-29",165.960007,168.559998,165.559998,167.679993,1399600,165.632034
"2021-12-30",167.589996,168.839996,166.690002,167.970001,1504800,165.918503
"2021-12-31",168.080002,169.929993,167.589996,168.360001,2025800,166.303741
"2022-01-03",168.460007,169.029999,162.039993,164.899994,3437500,162.885986
"2022-01-04",164.169998,165.330002,160.100006,161,4209300,159.033646
"2022-01-05",161,161.330002,157.369995,157.649994,3818200,155.724548
"2022-01-06",157.429993,157.449997,155.350006,156.570007,3090400,154.657745
"2022-01-07",156.5,156.839996,153.429993,153.729996,3449000,151.852432
"2022-01-10",152.380005,153.330002,149.820007,153.020004,4169500,151.151093
"2022-01-11",153.240005,153.919998,151.399994,152.990005,2656500,151.121475
"2022-01-12",153,155,153,153.240005,2635800,151.368423
"2022-01-13",153.339996,154.389999,152.899994,153.149994,2108000,151.27951
"2022-01-14",152.75,153.160004,150.610001,152.740005,2330300,150.874512
"2022-01-18",151.570007,153.610001,150.5,153.429993,4121300,151.556076
"2022-01-19",155.75,159.210007,153.509995,153.589996,4361800,151.714142
"2022-01-20",151.990005,157,151.619995,154.139999,3494800,152.257416
"2022-01-21",157.149994,157.899994,154.770004,155.429993,4375000,153.531647
"2022-01-24",155.419998,155.419998,149.130005,153.309998,5717800,151.437546
"2022-01-25",151.009995,154.710007,150.779999,153.960007,3755500,152.079636
"2022-01-26",154.160004,156.720001,150.720001,151.720001,3698400,149.866974
"2022-01-27",151.850006,154.149994,147.589996,148.610001,4062400,146.794968
"2022-01-28",149.320007,155.110001,146.389999,155.070007,3645200,153.176071
"2022-01-31",155.210007,157.270004,154.429993,156.820007,3260500,154.904694
"2022-02-01",157.410004,157.5,152.330002,153.520004,3349800,151.644989
"2022-02-02",154.720001,157.960007,154.720001,157.330002,2910600,155.408463
"2022-02-03",156.059998,157.779999,155.779999,156.440002,1968300,154.529327
"2022-02-04",155.029999,155.779999,152.589996,153.490005,1929800,151.615356
"2022-02-07",153.259995,154.389999,151.639999,152.050003,3816300,150.192947
"2022-02-08",152.589996,152.830002,150.419998,151.190002,2459600,149.343445
"2022-02-09",152.699997,155.570007,152.699997,155.369995,2278900,153.472382
"2022-02-10",152.580002,154.059998,147.289993,148.429993,3093900,146.617157
"2022-02-11",149.350006,150.070007,145.169998,146.309998,4395500,144.523041
"2022-02-14",146.039993,148.070007,144.380005,145.339996,3180100,143.564896
"2022-02-15",146.550003,147.559998,145.220001,145.619995,3064100,143.841476
"2022-02-16",146.130005,146.940002,142.740005,144.380005,2245600,142.616623
"2022-02-17",143.25,144.050003,142.199997,143.279999,2703900,141.53006
"2022-02-18",143.110001,144.240005,141.949997,142.550003,2485200,140.808975
"2022-02-22",143.059998,144.440002,141.639999,142.369995,3244000,140.631165
"2022-02-23",143.179993,144.149994,140.580002,140.759995,2362800,139.040833
"2022-02-24",138.470001,143.679993,137.899994,143.330002,3439800,141.579437
"2022-02-25",143.850006,148.509995,143.660004,148.449997,2934600,146.636902
"2022-02-28",146.490005,147.399994,143.889999,145.850006,4213200,144.068665
"2022-03-01",146.729996,147.690002,145.070007,145.759995,3458300,143.979752
"2022-03-02",146.259995,148.529999,145.720001,147.639999,2816600,145.836807
"2022-03-03",148.860001,150.479996,147.300003,149.580002,2248600,147.753113
"2022-03-04",148.029999,150.960007,147.240005,150.839996,2780800,148.997726
"2022-03-07",150.589996,151.240005,148.539993,148.910004,2590700,147.091293
"2022-03-08",148.309998,150.300003,146.740005,146.990005,3021400,145.194748
"2022-03-09",149.179993,152,148.320007,150.479996,1895100,148.642105
"2022-03-10",148.990005,151.539993,147.779999,151.080002,1988400,149.234787
"2022-03-11",152.220001,152.550003,147.679993,147.830002,1997400,146.02449
"2022-03-14",148.399994,150.300003,147.600006,149.169998,2391400,147.348114
"2022-03-15",151.419998,152.850006,149.470001,151.839996,2171300,149.985504
"2022-03-16",153.399994,155.270004,151.119995,154.570007,3752700,152.682175
"2022-03-17",153.729996,156.720001,152.080002,156.660004,2218700,155.541611
"2022-03-18",156.259995,160.429993,156.259995,160.160004,6604900,159.016632
"2022-03-21",160.449997,160.850006,157.289993,158.919998,2702000,157.785477
"2022-03-22",160.149994,160.789993,157.559998,158.669998,3374100,157.537262
"2022-03-23",158.020004,159.070007,156.889999,157.229996,2477400,156.107529
"2022-03-24",157.5,157.899994,154.110001,155.889999,2515600,154.7771
"2022-03-25",156.149994,157.410004,154.289993,157.330002,1896400,156.206833
"2022-03-28",157.529999,161.009995,157.089996,160.350006,2675600,159.205276
"2022-03-29",161.679993,165.160004,160.220001,164.699997,3299900,163.524216
"2022-03-30",163.729996,164.25,162.059998,164.139999,2368900,162.968216
"2022-03-31",164.889999,165.520004,161.399994,161.479996,3933500,160.327194
"2022-04-01",162.100006,166.220001,160.610001,165.800003,2867300,164.616364
"2022-04-04",166.130005,166.440002,162.169998,163.779999,2448100,162.610779
"2022-04-05",163.5,168.330002,163.210007,166.279999,3289000,165.092926
"2022-04-06",165,170.660004,164.009995,170.110001,3123000,168.895584
"2022-04-07",168.440002,169.889999,166.720001,168.830002,3142100,167.624725
"2022-04-08",168.199997,169.389999,166.880005,168.649994,1839600,167.446014
"2022-04-11",168.330002,169.339996,164.419998,165.729996,2455300,164.54686
"2022-04-12",165.529999,166.800003,164.339996,165.330002,3062200,164.149719
"2022-04-13",165.259995,166.050003,163.520004,165,2556500,163.822067
"2022-04-14",165.960007,166.380005,162.509995,162.699997,2434100,161.538483
"2022-04-18",162.570007,164.089996,162.179993,163,2502200,161.836349
"2022-04-19",166.149994,170.199997,165.25,169.559998,3839500,168.349518
"2022-04-20",169.630005,174.089996,169.630005,172.669998,4116400,171.437317
"2022-04-21",174.399994,174.539993,170.75,170.779999,2620300,169.560806
"2022-04-22",171.119995,172,168.630005,168.729996,3139800,167.525436
"2022-04-25",169.110001,169.110001,163.410004,167.729996,2558300,166.532578
"2022-04-26",167.410004,169.419998,165.360001,165.630005,2605300,164.447571
"2022-04-27",165.990005,170.259995,165.210007,167.669998,2790900,166.473007
"2022-04-28",168.779999,173.970001,166.789993,173.009995,4046000,171.774887
"2022-04-29",170.259995,170.259995,159.649994,160.289993,9997100,159.145691
"2022-05-02",160.949997,161.429993,149.580002,153.130005,5868000,152.036819
"2022-05-03",154.139999,154.919998,150.729996,152.360001,4047600,151.272308
"2022-05-04",152.490005,152.839996,146.75,152.279999,5070200,151.192871
"2022-05-05",152.160004,153.160004,144.210007,144.979996,5461500,143.944992
"2022-05-06",143.940002,144.770004,139.429993,140.880005,6534300,139.874268
"2022-05-09",139.360001,139.449997,132.130005,132.369995,5611100,131.425003
"2022-05-10",134.059998,135.339996,124.239998,125.410004,11362600,124.514709
"2022-05-11",125.510002,129.479996,123.519997,123.739998,8548500,122.856621
"2022-05-12",123.370003,124.019997,120.419998,123.93,8153100,123.045265
"2022-05-13",125.309998,128.649994,124.529999,128.350006,6521900,127.433716
"2022-05-16",127.440002,128.5,124.980003,125.25,3719300,124.355843
"2022-05-17",126.400002,126.449997,123.230003,125.900002,3838000,125.001205
"2022-05-18",126.050003,126.800003,119.230003,119.529999,4898000,118.676682
"2022-05-19",118.550003,121.25,118.209999,119.720001,5056100,118.865326
"2022-05-20",121.110001,121.400002,117.879997,119.720001,5146000,118.865326
"2022-05-23",121.709999,122.18,118.220001,120.480003,5979100,119.619904
"2022-05-24",119.239998,120.330002,116.370003,120.080002,5617300,119.222755
"2022-05-25",119.82,121.18,118.93,120.029999,4249500,119.173111
"2022-05-26",120.620003,123.370003,119.739998,122.360001,5025600,121.486473
"2022-05-27",122.919998,128.229996,122.870003,127.260002,4177000,126.351494
"2022-05-31",126.389999,128.559998,125.239998,127.480003,14792700,126.569931
"2022-06-01",128.350006,129.100006,123.830002,125.860001,4044300,124.961487
"2022-06-02",126.389999,129.589996,125.459999,129.539993,3674200,128.615204
"2022-06-03",128.029999,129.130005,127.029999,127.580002,3217200,126.669212
"2022-06-06",128.740005,129.479996,127.279999,127.870003,3212300,126.957146
"2022-06-07",127.120003,129.860001,125.790001,129.679993,3771100,128.754211
"2022-06-08",127.980003,129.080002,124.449997,124.769997,3238700,123.879265
"2022-06-09",124.25,126.080002,122.129997,122.169998,2841000,121.297829
"2022-06-10",120,120.769997,117.129997,117.239998,5701500,116.403023
"2022-06-13",108.849998,110.279999,106.459999,108.43,15213000,107.655922
"2022-06-14",109.220001,111.470001,107.410004,110.660004,6605100,109.870003
"2022-06-15",111.25,116.870003,110.690002,115.089996,7486900,115.089996
"2022-06-16",110.410004,113.959999,110.139999,111.790001,5326600,111.790001
"2022-06-17",112.5,113.919998,110.129997,110.360001,7180500,110.360001
"2022-06-21",111.589996,113.089996,111.379997,112.360001,3729800,112.360001
"2022-06-22",110.760002,116.779999,110.519997,115.459999,4252600,115.459999
"2022-06-23",116.330002,118.75,115.470001,118.239998,3783700,118.239998
"2022-06-24",119.5,122.629997,118.43,122.589996,4716700,122.589996
"2022-06-27",122.269997,122.82,119.779999,120.209999,3782100,120.209999
"2022-06-28",121.669998,123.099998,118.589996,118.959999,3369300,118.959999
"2022-06-29",118.349998,118.769997,116.620003,118.309998,2828300,118.309998
