"","PHM.Open","PHM.High","PHM.Low","PHM.Close","PHM.Volume","PHM.Adjusted"
"2022-01-11",53.110001,54.970001,52.830002,54.900002,2102700,54.536228
"2022-01-12",54.599998,55.470001,54.41,55.02,1651800,54.655434
"2022-01-13",57.849998,58.09,56.330002,56.93,3844200,56.552776
"2022-01-14",56.27,57.369999,55.77,57.09,2931500,56.711716
"2022-01-18",56.130001,56.32,54,54.52,3728100,54.158745
"2022-01-19",54.450001,54.790001,52.939999,53.099998,4139000,52.748154
"2022-01-20",53.540001,54.040001,52.27,52.369999,2994800,52.022991
"2022-01-21",52.470001,53.380001,51.400002,51.509998,2540600,51.16869
"2022-01-24",50.669998,54.049999,50.419998,54,4311300,53.642189
"2022-01-25",52.919998,53.540001,51.849998,53.02,2985500,52.668686
"2022-01-26",53.84,54.130001,50.369999,51.07,3564700,50.731606
"2022-01-27",51.009998,51.810001,49.57,50,3876500,49.668697
"2022-01-28",50.209999,51.279999,48.810001,51.25,3602500,50.910412
"2022-01-31",51.02,52.77,50.779999,52.689999,4024700,52.34087
"2022-02-01",54.110001,54.110001,50.669998,53.189999,5637100,52.837559
"2022-02-02",53.880001,54.709999,52.950001,54.400002,4698900,54.039543
"2022-02-03",53.939999,53.990002,52.720001,52.84,4001300,52.489876
"2022-02-04",52.310001,52.470001,48.740002,48.740002,4946600,48.417046
"2022-02-07",49.119999,49.400002,48.330002,48.860001,4119800,48.536251
"2022-02-08",48.919998,50.220001,48.799999,50.16,3708100,49.827633
"2022-02-09",50.700001,52.02,50.700001,51.439999,3565700,51.099152
"2022-02-10",49.799999,51.110001,48.439999,48.540001,3605900,48.218369
"2022-02-11",49.02,49.68,47.619999,47.860001,3164600,47.542877
"2022-02-14",47.669998,48.549999,47.27,47.82,2983500,47.503143
"2022-02-15",48.240002,49.060001,48.240002,48.900002,2028500,48.575985
"2022-02-16",48.599998,49.57,48.290001,49.279999,1849000,48.953465
"2022-02-17",49.040001,49.630001,47.82,47.950001,2154600,47.632278
"2022-02-18",48,48.66,47.639999,48.130001,2779500,47.811089
"2022-02-22",47.459999,47.970001,45.790001,46.23,3205000,45.923676
"2022-02-23",46.459999,46.740002,44.68,44.869999,2853200,44.572685
"2022-02-24",43.5,46.830002,43.099998,46.619999,3706800,46.311092
"2022-02-25",46.41,48.869999,46.360001,48.66,2787000,48.337574
"2022-02-28",49.630001,49.98,48.75,49.66,4421700,49.330948
"2022-03-01",49.66,50.310001,48.790001,49.099998,3993300,48.774658
"2022-03-02",49.5,50.610001,49.220001,50.040001,2981700,49.708431
"2022-03-03",50.540001,50.650002,48.950001,49.25,2515900,48.923664
"2022-03-04",48.959999,49.419998,48.310001,49.369999,2526900,49.04287
"2022-03-07",49.169998,49.830002,46.200001,46.27,3842000,45.963409
"2022-03-08",46.150002,48.040001,45.41,46.080002,2667200,45.77467
"2022-03-09",47.400002,48.490002,47.040001,47.669998,2492700,47.354134
"2022-03-10",46.560001,47.27,45.93,47.150002,2115900,46.837578
"2022-03-11",47.580002,47.709999,46.330002,46.389999,1845800,46.082615
"2022-03-14",46.400002,46.400002,43.689999,44.259998,3272600,44.109352
"2022-03-15",44.66,46.630001,44.59,46.450001,2709100,46.291901
"2022-03-16",46.970001,47.77,44.630001,46.610001,2857900,46.451355
"2022-03-17",46.540001,47.349998,46.07,47.349998,2130300,47.188835
"2022-03-18",46.599998,48.700001,46.470001,48.43,4193700,48.26516
"2022-03-21",48.209999,48.360001,46.040001,46.529999,2329400,46.371628
"2022-03-22",46.77,47.330002,45.639999,46.389999,2190200,46.232105
"2022-03-23",46.07,46.07,44.610001,44.650002,2578400,44.498028
"2022-03-24",44.349998,44.759998,43.650002,44.57,2252600,44.418297
"2022-03-25",44.52,44.889999,43.470001,43.799999,2366700,43.650917
"2022-03-28",43.790001,44.290001,43.259998,43.669998,1773800,43.521358
"2022-03-29",44.389999,45.59,44.389999,45.200001,2781800,45.046154
"2022-03-30",45.200001,45.299999,43.93,44.34,1709900,44.189083
"2022-03-31",43.650002,44.279999,41.860001,41.900002,3496300,41.757389
"2022-04-01",42.619999,43.049999,41.82,42.369999,3546800,42.225784
"2022-04-04",42.779999,43.560001,42.360001,43.169998,3193100,43.023064
"2022-04-05",43.130001,43.669998,41.580002,41.900002,3389600,41.757389
"2022-04-06",41.18,41.450001,40.310001,40.75,3434600,40.611301
"2022-04-07",40.669998,41.389999,39.610001,40.25,3502000,40.113003
"2022-04-08",40.189999,41.91,39.959999,40.669998,3370600,40.53157
"2022-04-11",40.139999,42.040001,40.110001,41.470001,2118000,41.32885
"2022-04-12",42.639999,43.150002,41.549999,41.810001,7494600,41.667694
"2022-04-13",41.860001,42.98,41.810001,42.700001,2141900,42.554665
"2022-04-14",42.810001,43.439999,42.02,42.209999,1834700,42.06633
"2022-04-18",42,42.799999,41.68,42.07,1976700,41.926807
"2022-04-19",42.360001,43.91,42.119999,43.689999,2310700,43.541294
"2022-04-20",44.009998,44.790001,43.509998,43.91,2251400,43.760544
"2022-04-21",44.740002,44.990002,43.060001,43.310001,1720100,43.16259
"2022-04-22",43.060001,43.150002,41.84,41.91,2152900,41.767353
"2022-04-25",41.689999,43.790001,40.900002,43.669998,2262500,43.521358
"2022-04-26",43.299999,44.040001,42.529999,42.580002,1898900,42.435074
"2022-04-27",42.689999,43.16,41.43,41.650002,2932700,41.50824
"2022-04-28",42.52,43.849998,41.23,43.52,3014000,43.371872
"2022-04-29",43.740002,44.150002,41.630001,41.759998,2656200,41.617863
"2022-05-02",41.689999,42.52,41.110001,42.439999,3546500,42.295547
"2022-05-03",42.450001,44.02,42.060001,43.610001,6817100,43.461567
"2022-05-04",43.98,46,42.639999,45.860001,3321400,45.703907
"2022-05-05",44.860001,45.110001,42.740002,43.299999,2824900,43.152622
"2022-05-06",42.799999,43.279999,41.380001,42.790001,2262700,42.64436
"2022-05-09",42.110001,43.790001,42.029999,42.669998,3234000,42.524765
"2022-05-10",43.32,43.439999,41.330002,41.900002,3411000,41.757389
"2022-05-11",41.689999,42.009998,40.23,40.490002,3908800,40.352188
"2022-05-12",40.529999,42.66,40.299999,42.16,2741000,42.016502
"2022-05-13",42.450001,43.16,41.939999,42.529999,5990900,42.385242
"2022-05-16",42.619999,43.080002,40.560001,42.73,2827600,42.58456
"2022-05-17",43.700001,44.560001,42.779999,44.439999,6018800,44.288738
"2022-05-18",43.259998,43.610001,41.360001,41.639999,3210900,41.498272
"2022-05-19",41.639999,42.73,41.450001,41.669998,3300700,41.528168
"2022-05-20",42.360001,42.779999,41.27,42.740002,2171400,42.594528
"2022-05-23",43.240002,43.380001,41.619999,42.43,2696800,42.285583
"2022-05-24",42.130001,42.299999,40.119999,40.93,2940700,40.790688
"2022-05-25",40.900002,43.189999,40.799999,42.970001,2605500,42.823746
"2022-05-26",43.5,45.200001,43.389999,44.98,2534100,44.826904
"2022-05-27",45.169998,45.709999,44.619999,45.689999,2189500,45.534485
"2022-05-31",44.93,45.700001,44.330002,45.259998,3045700,45.105949
"2022-06-01",45.549999,45.700001,44.630001,44.919998,2049200,44.767105
"2022-06-02",45.169998,45.810001,44.689999,45.509998,1691600,45.355099
"2022-06-03",44.830002,45.639999,44.509998,45.060001,1167300,44.906631
"2022-06-06",45.02,45.599998,44.610001,45.119999,1587100,44.966427
"2022-06-07",44.330002,45.369999,44.040001,45.299999,2085400,45.145813
"2022-06-08",44.810001,45.080002,43.860001,44.07,1736600,43.920002
"2022-06-09",43.669998,44.84,43.599998,43.990002,1701100,43.990002
"2022-06-10",43.369999,43.759998,41.939999,42,2270800,42
"2022-06-13",40.740002,41.73,39.610001,39.970001,4716900,39.970001
"2022-06-14",40.040001,40.73,39.59,39.880001,2747900,39.880001
"2022-06-15",40.220001,40.619999,38.599998,39.43,2793600,39.43
"2022-06-16",38.099998,38.41,35.860001,36.27,3090500,36.27
"2022-06-17",36.029999,36.639999,35.029999,36.25,8333200,36.25
"2022-06-21",37.41,37.810001,36.169998,37.169998,2909200,37.169998
"2022-06-22",35.91,38.360001,35.830002,37.919998,4543500,37.919998
"2022-06-23",38.32,39.810001,38.25,39.720001,3264500,39.720001
"2022-06-24",39.880001,40.869999,39.450001,40.389999,3589000,40.389999
"2022-06-27",40.360001,41.099998,40,40.59,2195000,40.59
"2022-06-28",40.779999,41.240002,39.84,39.869999,2174800,39.869999
"2022-06-29",39.869999,40.040001,38.98,39.59,1920600,39.59
