"","ALGN.Open","ALGN.High","ALGN.Low","ALGN.Close","ALGN.Volume","ALGN.Adjusted"
"2022-01-21",486.48999,488.670013,462.320007,462.779999,1064000,462.779999
"2022-01-24",453.73999,475.320007,432.089996,474.429993,1093300,474.429993
"2022-01-25",464.049988,477.790009,458.070007,467.98999,1083100,467.98999
"2022-01-26",475,491.480011,451.619995,457.359985,876900,457.359985
"2022-01-27",467.700012,476.76001,451.619995,455.619995,848500,455.619995
"2022-01-28",454.720001,467.5,442.369995,463.959991,1039800,463.959991
"2022-01-31",479.220001,498.690002,478,494.959991,1353300,494.959991
"2022-02-01",494.179993,510.450012,494.179993,508.559998,898500,508.559998
"2022-02-02",511.23999,521.840027,498,505.619995,1593900,505.619995
"2022-02-03",480.359985,518,479.470001,503.309998,1890700,503.309998
"2022-02-04",496.890015,497.359985,474.269989,489.859985,1471300,489.859985
"2022-02-07",490,509.410004,489.079987,500.220001,864300,500.220001
"2022-02-08",496.149994,516.719971,491,515.48999,913700,515.48999
"2022-02-09",522.309998,548.98999,522.309998,545.940002,1246500,545.940002
"2022-02-10",525.98999,552,524.190002,532.359985,1062800,532.359985
"2022-02-11",528.380005,534.469971,505.5,509.100006,1162700,509.100006
"2022-02-14",510.529999,514.549988,500.179993,505.670013,550900,505.670013
"2022-02-15",515,528.950012,513.380005,528.23999,675000,528.23999
"2022-02-16",526.169983,529.48999,514.22998,526.380005,534900,526.380005
"2022-02-17",521.01001,523.710022,501.059998,501.76001,619300,501.76001
"2022-02-18",504.029999,510.640015,494.73999,498.649994,645800,498.649994
"2022-02-22",492.559998,510.859985,490.01001,494.109985,698400,494.109985
"2022-02-23",496.329987,501.51001,481.25,482.660004,631600,482.660004
"2022-02-24",468.579987,511.5,464.01001,509.149994,986100,509.149994
"2022-02-25",506.209991,512.880005,497.220001,512.559998,460400,512.559998
"2022-02-28",503.940002,513.119995,499.309998,511.459991,592600,511.459991
"2022-03-01",508.730011,509.829987,490.929993,500.970001,614900,500.970001
"2022-03-02",505.170013,505.200012,481.820007,496.140015,581400,496.140015
"2022-03-03",501.220001,502.23999,475.369995,477.450012,655900,477.450012
"2022-03-04",474.779999,475.160004,452.980011,464.480011,755700,464.480011
"2022-03-07",464,468.799988,434.640015,435.570007,1075900,435.570007
"2022-03-08",430,433,411.799988,415.01001,1154600,415.01001
"2022-03-09",433.220001,444.839996,426.309998,442.049988,694300,442.049988
"2022-03-10",428.269989,434.809998,417,430.089996,532600,430.089996
"2022-03-11",438.160004,438.160004,400,400.670013,957000,400.670013
"2022-03-14",403.209991,403.209991,372.619995,378.089996,2019600,378.089996
"2022-03-15",381.089996,392.630005,375,390.730011,1708600,390.730011
"2022-03-16",402.339996,421.01001,400.01001,420.649994,1067500,420.649994
"2022-03-17",417.660004,427.350006,414.01001,425.480011,626200,425.480011
"2022-03-18",426.01001,444.230011,421.070007,442.869995,1066600,442.869995
"2022-03-21",436.429993,446.790009,423.920013,432.470001,664100,432.470001
"2022-03-22",434.809998,461.790009,434.809998,457.029999,919200,457.029999
"2022-03-23",451.220001,452.73999,435.769989,437.059998,622600,437.059998
"2022-03-24",438.850006,438.850006,422.200012,436.26001,794100,436.26001
"2022-03-25",439.049988,439.98999,418.670013,430.440002,678900,430.440002
"2022-03-28",435.079987,438.309998,426.589996,434,546700,434
"2022-03-29",442.570007,458.25,441.420013,452.940002,821900,452.940002
"2022-03-30",449.649994,450.320007,437.970001,442.170013,494100,442.170013
"2022-03-31",444.959991,451.609985,435.779999,436,696300,436
"2022-04-01",439.420013,448.130005,438.950012,446.410004,693200,446.410004
"2022-04-04",445.429993,451.190002,439.220001,445.390015,537400,445.390015
"2022-04-05",446.869995,446.869995,434.579987,436.799988,614200,436.799988
"2022-04-06",429.660004,429.660004,412.690002,421.73999,708200,421.73999
"2022-04-07",418.790009,426.700012,415.130005,422.179993,541600,422.179993
"2022-04-08",418.980011,426.630005,411.429993,420.559998,514400,420.559998
"2022-04-11",414,425.429993,408.850006,409.690002,689700,409.690002
"2022-04-12",414.059998,430.440002,401.079987,406.230011,570000,406.230011
"2022-04-13",409.019989,420.179993,407.01001,416.910004,442500,416.910004
"2022-04-14",416,417.869995,407.369995,409.820007,458000,409.820007
"2022-04-18",408.019989,409.660004,401.209991,405.880005,435800,405.880005
"2022-04-19",403.170013,426.709991,403.01001,424.540009,711700,424.540009
"2022-04-20",427.779999,431.269989,418.200012,419.179993,626300,419.179993
"2022-04-21",421.73999,425.029999,382.309998,383.630005,927200,383.630005
"2022-04-22",380.570007,381.600006,360.170013,360.570007,1235800,360.570007
"2022-04-25",363.450012,371.160004,354.859985,368.859985,1065700,368.859985
"2022-04-26",363.220001,365.540009,353.929993,361.299988,1143900,361.299988
"2022-04-27",365.019989,378.980011,357.220001,360.429993,1299500,360.429993
"2022-04-28",282,306.959991,270.369995,304.660004,4212100,304.660004
"2022-04-29",303.329987,319.089996,288.880005,289.910004,1758600,289.910004
"2022-05-02",292.480011,310.970001,288.019989,308.880005,1683000,308.880005
"2022-05-03",304.019989,311.920013,297.049988,301.019989,1077800,301.019989
"2022-05-04",300.029999,311.619995,286.700012,310.890015,1118300,310.890015
"2022-05-05",305.790009,309,280.049988,283.720001,1584500,283.720001
"2022-05-06",285.850006,286.339996,271.529999,280.410004,1243700,280.410004
"2022-05-09",274.220001,277.670013,265.299988,268.959991,1308000,268.959991
"2022-05-10",273.5,279.600006,254.479996,258.130005,2246600,258.130005
"2022-05-11",258.769989,269.589996,255,256.109985,1037500,256.109985
"2022-05-12",253.820007,265.399994,250.639999,259.529999,1200500,259.529999
"2022-05-13",264.420013,276.839996,264.420013,275.519989,1112500,275.519989
"2022-05-16",274.660004,281.619995,270.119995,274.200012,1101000,274.200012
"2022-05-17",279.959991,285.459991,273.98999,280.589996,1190200,280.589996
"2022-05-18",276.5,277.410004,267.309998,269.109985,1321600,269.109985
"2022-05-19",267.070007,278.799988,265.51001,273.890015,782700,273.890015
"2022-05-20",280,282.410004,267.01001,275.040009,922900,275.040009
"2022-05-23",278.459991,279.549988,266.049988,278.709991,981700,278.709991
"2022-05-24",273.170013,274.209991,265.01001,270.179993,1194900,270.179993
"2022-05-25",267.149994,281.480011,266.690002,276.570007,908900,276.570007
"2022-05-26",274.420013,279.149994,268.149994,274.829987,983500,274.829987
"2022-05-27",276.029999,284.570007,275.619995,284.570007,953300,284.570007
"2022-05-31",284.700012,286.399994,272.170013,277.640015,1677900,277.640015
"2022-06-01",281.070007,283.269989,263.480011,265.170013,1106500,265.170013
"2022-06-02",266.76001,287.049988,264.540009,284.869995,1126600,284.869995
"2022-06-03",278.660004,280.459991,272.850006,273.600006,643200,273.600006
"2022-06-06",280.869995,281.5,266.619995,269.01001,829300,269.01001
"2022-06-07",265.76001,275.75,265.76001,273.51001,654200,273.51001
"2022-06-08",275.420013,277.709991,272.320007,273.130005,750900,273.130005
"2022-06-09",268.720001,273.910004,262.130005,262.549988,813600,262.549988
"2022-06-10",257.399994,259.339996,251.630005,257.059998,1547400,257.059998
"2022-06-13",246.889999,251.970001,242.669998,244.009995,1273100,244.009995
"2022-06-14",245.029999,245.630005,235.550003,238.080002,1011000,238.080002
"2022-06-15",240.990005,249.529999,237.119995,243.779999,1396100,243.779999
"2022-06-16",235.589996,239.220001,228.350006,229.820007,1506400,229.820007
"2022-06-17",230.960007,240.320007,230.839996,234.470001,1941600,234.470001
"2022-06-21",241.139999,241.990005,229.970001,230.309998,1412000,230.309998
"2022-06-22",226.479996,240.800003,225.860001,235.089996,1600100,235.089996
"2022-06-23",237.979996,252.570007,236.619995,251.119995,1164100,251.119995
"2022-06-24",253.080002,258.929993,252.509995,258.75,2794000,258.75
"2022-06-27",258.76001,259.790009,249.100006,250.169998,1045000,250.169998
"2022-06-28",251.509995,254.759995,241.429993,241.919998,702500,241.919998
"2022-06-29",243.869995,244.190002,236.809998,242.149994,841400,242.149994
