"","TRV.Open","TRV.High","TRV.Low","TRV.Close","TRV.Volume","TRV.Adjusted"
"2022-01-04",157.550003,160.360001,157.210007,159,1684600,157.333435
"2022-01-05",160.5,161.610001,159.729996,159.770004,1838400,158.095383
"2022-01-06",163.229996,163.279999,161.720001,162.330002,1390200,160.62854
"2022-01-07",162.259995,166.679993,161.490005,166.240005,1699600,164.497574
"2022-01-10",167.619995,168.309998,162.929993,164.059998,1142100,162.340408
"2022-01-11",164.710007,164.839996,160.440002,163.160004,1194300,161.44986
"2022-01-12",163.330002,164.179993,162.029999,162.970001,1060600,161.261826
"2022-01-13",163.410004,164.710007,162.550003,163.050003,864800,161.341003
"2022-01-14",162.509995,163.509995,161.190002,163.210007,1263200,161.499329
"2022-01-18",163.520004,164.399994,161.479996,163.570007,1806700,161.85556
"2022-01-19",164.729996,164.729996,160.070007,160.070007,1467000,158.392242
"2022-01-20",162.440002,169.490005,162,165.179993,2831900,163.448669
"2022-01-21",165.330002,167.080002,162.259995,162.610001,2190000,160.905609
"2022-01-24",162,169.25,160.910004,168.830002,3233800,167.060425
"2022-01-25",168.589996,169.570007,163.779999,168.600006,2210400,166.832825
"2022-01-26",168.339996,169.490005,166.320007,167.860001,2194100,166.100586
"2022-01-27",168.809998,171.460007,164.600006,165.660004,2161800,163.923645
"2022-01-28",166.089996,166.839996,163.419998,166.820007,1233500,165.071487
"2022-01-31",164.880005,166.339996,163.729996,166.179993,1404100,164.438187
"2022-02-01",166.479996,168.320007,165.350006,167.990005,1290300,166.229233
"2022-02-02",168.059998,173.110001,167.729996,172.720001,1827600,170.909637
"2022-02-03",173.199997,173.830002,171.789993,172.070007,1280200,170.266464
"2022-02-04",172.360001,173.470001,171.179993,171.899994,1615900,170.098221
"2022-02-07",171.690002,172.559998,169.229996,171.330002,1635000,169.53421
"2022-02-08",172.679993,173.449997,171.089996,172.5,2331500,170.691956
"2022-02-09",173.050003,174.259995,172.25,172.729996,1512500,170.919525
"2022-02-10",172.729996,174.550003,171.940002,172.429993,1587100,170.622681
"2022-02-11",171.690002,173.949997,170.889999,171.759995,1460300,169.959702
"2022-02-14",172.710007,173.389999,168.800003,170.770004,1673400,168.980087
"2022-02-15",171.229996,172.570007,170.770004,171.600006,1174800,169.801376
"2022-02-16",170.899994,173.179993,170.830002,172.270004,1224600,170.464355
"2022-02-17",171.309998,171.669998,168.949997,170.589996,1126400,168.801956
"2022-02-18",169.460007,172.009995,169.449997,170.630005,1166400,168.841553
"2022-02-22",170.619995,172.050003,169.520004,171.080002,1835900,169.286835
"2022-02-23",171.610001,172.970001,170.020004,170.139999,1374100,168.356674
"2022-02-24",166.25,166.789993,162.800003,166.5,2460900,164.754837
"2022-02-25",167.440002,173.490005,167.050003,173.440002,1508100,171.622101
"2022-02-28",167.550003,172.059998,167.550003,171.830002,1866600,170.028976
"2022-03-01",171.990005,172.029999,166.610001,167.820007,1677800,166.06102
"2022-03-02",168.809998,174.619995,168.690002,173.679993,1441700,171.859573
"2022-03-03",173.759995,174.899994,172.009995,173.600006,1170900,171.780426
"2022-03-04",171.210007,173.960007,169.509995,173.399994,1156800,171.582504
"2022-03-07",171.809998,172.660004,169.740005,169.789993,1394800,168.010345
"2022-03-08",170.570007,172.820007,168.279999,168.449997,1510300,166.684387
"2022-03-09",170.869995,172.949997,170.410004,171.369995,1358900,170.46431
"2022-03-10",169.330002,172.270004,169.199997,171.889999,1445900,170.981567
"2022-03-11",173.589996,175.949997,173.440002,173.729996,1391700,172.811844
"2022-03-14",175.580002,178.610001,175.279999,177.179993,1945600,176.243607
"2022-03-15",178.240005,180.660004,177.149994,180.190002,1730500,179.237701
"2022-03-16",180.660004,181.169998,176.679993,179.289993,1923200,178.342453
"2022-03-17",178.880005,181.100006,176.460007,181.029999,1641900,180.073257
"2022-03-18",180.479996,180.479996,177.279999,180.309998,3953800,179.357071
"2022-03-21",181.449997,183.460007,181.110001,182.539993,1383900,181.575272
"2022-03-22",183.869995,184.399994,181.460007,182.699997,1423000,181.734436
"2022-03-23",182.520004,183.830002,181.529999,181.619995,937500,180.660141
"2022-03-24",182.130005,184.360001,181.259995,184.220001,959100,183.246399
"2022-03-25",184.190002,187.779999,184.039993,187.75,855600,186.757751
"2022-03-28",187.979996,187.979996,185.559998,186.759995,593600,185.77298
"2022-03-29",187.600006,187.610001,182.740005,183.809998,1369900,182.838562
"2022-03-30",183.759995,185.570007,183.080002,185.550003,959100,184.569382
"2022-03-31",185.960007,186.520004,182.710007,182.729996,1178100,181.764267
"2022-04-01",184.410004,185.449997,182.589996,185.25,1079800,184.270966
"2022-04-04",185,185,181.509995,181.820007,1026200,180.8591
"2022-04-05",182.449997,184.589996,180.949997,181.389999,835400,180.431366
"2022-04-06",180.309998,183.960007,180.220001,182.580002,1021500,181.615067
"2022-04-07",182.25,182.800003,180.080002,182.089996,874800,181.127655
"2022-04-08",183.740005,185.220001,182.160004,184.860001,1120600,183.883026
"2022-04-11",185.919998,187.589996,185.279999,185.639999,1219500,184.658905
"2022-04-12",184.550003,187.020004,184.410004,184.940002,1116700,183.962601
"2022-04-13",184.820007,185.910004,181.710007,183.710007,847300,182.739105
"2022-04-14",183.789993,185.009995,183.449997,184.240005,992100,183.266296
"2022-04-18",184.649994,186.080002,184.25,185.220001,1351500,184.241119
"2022-04-19",182.100006,183.520004,174.509995,176.160004,2750300,175.229004
"2022-04-20",176.899994,177.990005,174.169998,177.710007,2340300,176.770813
"2022-04-21",179.380005,179.770004,175.960007,176.259995,1846800,175.328461
"2022-04-22",175.75,175.75,172.910004,173.110001,1541400,172.195114
"2022-04-25",172.449997,174.940002,170.630005,174.440002,1502600,173.518097
"2022-04-26",173.830002,175.789993,172.589996,172.660004,1807100,171.747498
"2022-04-27",173.839996,174.960007,171.639999,173.550003,1827500,172.632797
"2022-04-28",175,175,172.179993,174.5,1020700,173.577774
"2022-04-29",173.940002,174.25,170.660004,171.059998,1329700,170.155945
"2022-05-02",171.470001,172.449997,167.639999,170.089996,1496600,169.191071
"2022-05-03",170.169998,173.389999,170.029999,171.759995,1077600,170.852249
"2022-05-04",171.639999,175.559998,171.440002,175.449997,1474100,174.522751
"2022-05-05",175.429993,175.429993,170.960007,172.009995,1486400,171.100922
"2022-05-06",172.630005,172.630005,170.190002,171.639999,1216700,170.732895
"2022-05-09",170.929993,173.559998,170.440002,171.919998,2043500,171.011414
"2022-05-10",173.210007,175.279999,171.440002,172.990005,1468300,172.07576
"2022-05-11",173.050003,175.570007,172.300003,172.380005,1170000,171.468979
"2022-05-12",173.410004,173.660004,171.229996,173.369995,1315300,172.453735
"2022-05-13",173.710007,174.229996,171.369995,172.779999,1189700,171.866867
"2022-05-16",173,175.529999,172.839996,174.5,1259000,173.577774
"2022-05-17",175.490005,177.630005,174.270004,177.389999,1300800,176.452499
"2022-05-18",176.820007,177.110001,173.949997,174.320007,1094300,173.398727
"2022-05-19",172.929993,173.5,167.339996,169.300003,1110900,168.405258
"2022-05-20",169.589996,170.339996,166.309998,168.240005,1959700,167.350861
"2022-05-23",170.25,172.850006,168.960007,172.100006,1453600,171.19046
"2022-05-24",172.220001,174.270004,169.160004,173.910004,1008100,172.990891
"2022-05-25",172.389999,174.190002,172.389999,173.589996,1192300,172.672577
"2022-05-26",174.320007,175.490005,173.809998,174.869995,943100,173.945816
"2022-05-27",174.979996,177.850006,174.059998,177.830002,943400,176.890182
"2022-05-31",177.110001,179.960007,175.75,179.039993,1948400,178.093781
"2022-06-01",178.029999,178.699997,174.990005,176.289993,1084600,175.358307
"2022-06-02",176.940002,178.199997,173.820007,178.059998,868900,177.118958
"2022-06-03",175.460007,176.889999,173.690002,174.190002,1141200,173.269409
"2022-06-06",175.070007,177.410004,174.279999,176.979996,753300,176.044662
"2022-06-07",176.759995,178.729996,175.669998,178.639999,944500,177.695892
"2022-06-08",177.550003,178.110001,175.320007,175.970001,669700,175.040009
"2022-06-09",175.899994,175.899994,171.460007,171.529999,809700,171.529999
"2022-06-10",168.949997,170.809998,168.080002,169.300003,1182000,169.300003
"2022-06-13",167.119995,171.130005,166.789993,167.710007,1784800,167.710007
"2022-06-14",169.050003,169.320007,165.050003,166.309998,1318700,166.309998
"2022-06-15",167.5,168.960007,163.559998,165.539993,1374600,165.539993
"2022-06-16",163.259995,163.660004,160.869995,161.380005,1451100,161.380005
"2022-06-17",161.039993,162.589996,160.240005,161.880005,2366800,161.880005
"2022-06-21",164.729996,164.729996,161.25,162.630005,1136900,162.630005
"2022-06-22",160.869995,164.369995,160.350006,163.149994,997300,163.149994
"2022-06-23",162.759995,163.779999,158.350006,159.770004,1278700,159.770004
"2022-06-24",160.25,167.089996,160.25,166.720001,1296800,166.720001
"2022-06-27",167.330002,168.229996,166.380005,167.490005,762100,167.490005
"2022-06-28",168.429993,170.649994,167.419998,167.470001,1061700,167.470001
"2022-06-29",167.979996,168.449997,165.529999,165.800003,719800,165.800003
