"","PEG.Open","PEG.High","PEG.Low","PEG.Close","PEG.Volume","PEG.Adjusted"
"2021-01-26",58.689999,58.77,57.779999,58.330002,1430100,55.520424
"2021-01-27",57.860001,58.259998,55.959999,56.360001,2233300,53.645306
"2021-01-28",56.459999,58.060001,56.349998,57.049999,1705400,54.302074
"2021-01-29",56.549999,57.099998,55.57,56.43,2096300,53.711933
"2021-02-01",56.52,57.5,55.720001,57.150002,1284700,54.397255
"2021-02-02",57.459999,58.990002,57.110001,58.349998,2613100,55.539452
"2021-02-03",58.189999,58.66,57.860001,58.099998,1706900,55.301491
"2021-02-04",58.029999,58.939999,57.93,58.560001,1423800,55.739342
"2021-02-05",58.990002,59.490002,58.48,59.32,1953400,56.462734
"2021-02-08",59.349998,59.990002,58.389999,58.810001,1643500,55.977295
"2021-02-09",58.98,59.150002,58.209999,58.73,1513900,55.901154
"2021-02-10",59.09,59.16,58.549999,58.849998,1615800,56.015369
"2021-02-11",58.77,58.959999,58.259998,58.57,1405300,55.748859
"2021-02-12",58.209999,58.75,58.009998,58.27,1251400,55.463306
"2021-02-16",58.25,58.439999,57.330002,57.950001,2307300,55.158722
"2021-02-17",58.029999,58.240002,57.400002,58.009998,1331500,55.215832
"2021-02-18",57.98,58.799999,57.759998,58.5,1113800,55.682232
"2021-02-19",58.549999,58.560001,57.470001,57.75,3815100,54.968357
"2021-02-22",57.68,57.75,56.18,57.09,2013300,54.340149
"2021-02-23",57.540001,58.290001,57.509998,57.77,1488400,54.987389
"2021-02-24",57.470001,57.650002,55.98,56.049999,2955000,53.350239
"2021-02-25",55.959999,56.450001,55.66,55.900002,3159900,53.207462
"2021-02-26",55.939999,56.389999,53.790001,53.830002,4100900,51.237171
"2021-03-01",54.27,55.720001,54.27,55.09,1935300,52.436478
"2021-03-02",55.119999,55.259998,54.119999,54.610001,1895700,51.979603
"2021-03-03",54.389999,54.669998,53.77,54.25,2379700,51.636936
"2021-03-04",54.290001,55.57,54,54.66,1832100,52.027191
"2021-03-05",55.060001,56.630001,54.93,56.259998,2302700,53.550125
"2021-03-08",56.02,57.66,55.740002,57.099998,2643900,54.846848
"2021-03-09",57.16,58.040001,57.110001,57.529999,2071300,55.25988
"2021-03-10",57.580002,58.220001,57.259998,57.740002,1982200,55.461597
"2021-03-11",57.459999,57.939999,56.759998,56.779999,2075100,54.539474
"2021-03-12",57.259998,57.860001,56.98,57.689999,1692800,55.413574
"2021-03-15",57.849998,58.599998,57.849998,58.389999,1390600,56.085949
"2021-03-16",57.950001,58.84,57.68,58.560001,1816700,56.249245
"2021-03-17",58.740002,59.040001,58.330002,58.490002,1853100,56.182003
"2021-03-18",58.419998,58.799999,58.07,58.57,2264500,56.258846
"2021-03-19",58.560001,59.419998,58.009998,58.91,4571100,56.58543
"2021-03-22",58.599998,58.810001,57.709999,57.880001,2108400,55.596081
"2021-03-23",57.75,58.34,57.32,58.32,2178400,56.018711
"2021-03-24",58.060001,59.279999,57.919998,58.709999,1978600,56.393322
"2021-03-25",59.099998,59.57,58.73,59.419998,1817200,57.075306
"2021-03-26",59.560001,59.720001,58.48,59.299999,2054800,56.960041
"2021-03-29",59.209999,60.560001,59.200001,60.209999,1805500,57.834133
"2021-03-30",59.959999,60.16,58.950001,59.810001,1505100,57.449921
"2021-03-31",59.779999,60.400002,59.330002,60.209999,3238100,57.834133
"2021-04-01",60.07,60.279999,59.380001,59.669998,1855800,57.315441
"2021-04-05",59.75,60.919998,59.720001,60.66,1583400,58.266373
"2021-04-06",60.310001,60.939999,60.09,60.919998,1401400,58.516113
"2021-04-07",61,61.349998,60.759998,61.23,1648800,58.813885
"2021-04-08",61.439999,61.529999,60.93,61.299999,1484900,58.881119
"2021-04-09",61.419998,61.57,61.060001,61.25,1668700,58.833099
"2021-04-12",61.540001,61.77,61.150002,61.290001,1827900,58.871517
"2021-04-13",60.860001,62.43,60.639999,62.41,1881700,59.947319
"2021-04-14",62.48,62.830002,62.209999,62.82,2225300,60.341145
"2021-04-15",62.52,62.939999,62.060001,62.400002,2512100,59.937721
"2021-04-16",62.810001,63.66,62.669998,63.349998,2298600,60.850227
"2021-04-19",63.41,63.57,62.779999,63.48,1718600,60.975101
"2021-04-20",63.57,63.919998,63.27,63.650002,1810100,61.138393
"2021-04-21",63.889999,64.150002,63.119999,63.549999,1922900,61.042339
"2021-04-22",63.689999,63.689999,62.790001,62.919998,1679400,60.437191
"2021-04-23",62.889999,63.240002,62.529999,62.939999,1514300,60.456406
"2021-04-26",62.889999,62.889999,62.110001,62.16,2036400,59.707184
"2021-04-27",62.150002,62.59,61.77,62.099998,2369400,59.649551
"2021-04-28",62.349998,62.700001,62,62.400002,1686900,59.937721
"2021-04-29",62.799999,63.580002,62.709999,63.09,2148700,60.600491
"2021-04-30",63.240002,63.299999,62.689999,63.16,2371500,60.667732
"2021-05-03",63.240002,64.300003,63.139999,63.650002,2195400,61.138393
"2021-05-04",63.849998,63.900002,62.93,63.189999,2424100,60.696545
"2021-05-05",63.130001,63.200001,60.959999,61.310001,3679600,58.890728
"2021-05-06",61.779999,62.73,61.650002,62.57,2173600,60.101009
"2021-05-07",62.279999,63.700001,62.279999,63.150002,2407100,60.658123
"2021-05-10",63.380001,64.220001,63.25,63.279999,1713400,60.78299
"2021-05-11",63.360001,63.439999,61.860001,62.25,1475500,59.793636
"2021-05-12",62.34,62.450001,60.669998,60.700001,1824400,58.304798
"2021-05-13",60.700001,62.450001,60.700001,62.150002,1829600,59.697586
"2021-05-14",62.349998,62.860001,62.25,62.52,1887000,60.052982
"2021-05-17",62.639999,62.880001,62.169998,62.290001,1302400,59.832058
"2021-05-18",62.200001,62.34,61.860001,62.110001,1839000,59.659164
"2021-05-19",61.860001,62.009998,61.080002,61.98,1450600,59.53429
"2021-05-20",62.130001,62.860001,61.84,62.580002,1938700,60.110619
"2021-05-21",62.709999,63.09,62.389999,63.02,3944500,60.533253
"2021-05-24",64.029999,64.300003,63.439999,63.459999,1516900,60.955891
"2021-05-25",63.290001,63.459999,62.169998,62.189999,1885300,59.736004
"2021-05-26",62.299999,62.709999,61.939999,62.299999,1897600,59.84166
"2021-05-27",62.509998,62.509998,61.959999,62.029999,2843000,59.58231
"2021-05-28",62.32,62.529999,62.02,62.119999,1622800,59.668766
"2021-06-01",62.32,62.470001,61.59,62.029999,1900900,59.58231
"2021-06-02",62.16,62.169998,61.389999,61.669998,2430400,59.236519
"2021-06-03",61.080002,62.169998,60.869999,61.709999,2699400,59.27494
"2021-06-04",61.919998,62.049999,61.25,61.27,1901800,58.852306
"2021-06-07",60.849998,61.139999,60.709999,60.869999,2192700,58.958847
"2021-06-08",60.880001,61.16,60.099998,61.009998,1974800,59.094456
"2021-06-09",61.34,61.48,60.860001,61.130001,2291500,59.210686
"2021-06-10",61.25,61.810001,61.150002,61.630001,1767900,59.694988
"2021-06-11",61.439999,61.849998,61.349998,61.799999,1239100,59.859653
"2021-06-14",62.009998,62.279999,61.459999,61.84,1745500,59.898392
"2021-06-15",62.009998,62.66,61.830002,62.349998,1782400,60.39238
"2021-06-16",62.540001,62.869999,61.220001,61.23,2432100,59.307545
"2021-06-17",61.060001,61.419998,60.860001,61.200001,1424700,59.278492
"2021-06-18",60.490002,60.810001,59.32,59.34,3369100,57.476887
"2021-06-21",59.720001,60.279999,59.290001,60.060001,1964400,58.174282
"2021-06-22",59.990002,60.310001,59.470001,59.619999,3155500,57.748096
"2021-06-23",59.349998,59.619999,59.049999,59.189999,2835900,57.331596
"2021-06-24",59.240002,59.490002,58.959999,59.369999,1885600,57.505947
"2021-06-25",59.299999,59.93,59.259998,59.860001,2148600,57.98056
"2021-06-28",59.880001,60.59,59.810001,60.240002,1607200,58.348633
"2021-06-29",60.169998,60.57,59.18,59.490002,1939600,57.622181
"2021-06-30",59.43,60.040001,59.279999,59.740002,2259500,57.86433
"2021-07-01",60,60.529999,59.75,60.240002,1203000,58.348633
"2021-07-02",60.310001,60.41,59.849998,60.099998,1128100,58.213024
"2021-07-06",60.119999,60.360001,59.419998,60.299999,1201700,58.406746
"2021-07-07",60.240002,60.93,59.98,60.849998,1513600,58.939476
"2021-07-08",60.59,61.080002,60.360001,60.540001,1159200,58.639214
"2021-07-09",60.91,61.029999,60.060001,60.490002,3131500,58.590782
"2021-07-12",60.32,60.75,60,60.700001,1389700,58.794193
"2021-07-13",60.669998,60.669998,59.599998,59.830002,2172000,57.951504
"2021-07-14",59.889999,60.669998,59.75,60.389999,1365500,58.493919
"2021-07-15",60.169998,61.279999,60.09,61.189999,1864000,59.268803
"2021-07-16",61.450001,62.07,61.099998,61.740002,2036900,59.801537
"2021-07-19",61.34,61.82,59.349998,60.189999,2590600,58.300201
"2021-07-20",60.130001,61.139999,60.119999,60.669998,2126400,58.765125
"2021-07-21",60.889999,61.029999,60,60.049999,1137200,58.164597
"2021-07-22",59.950001,60.400002,59.950001,60.209999,1151200,58.319572
"2021-07-23",60.459999,61.299999,60.450001,61.220001,1215400,59.297863
"2021-07-26",61.290001,61.669998,60.91,61.549999,2162900,59.6175
"2021-07-27",61.439999,63.09,61.130001,62.849998,1823000,60.876682
"2021-07-28",62.82,62.959999,61.91,62.5,1595300,60.537674
"2021-07-29",62.709999,63.27,62.619999,63.07,1492900,61.089775
"2021-07-30",63.080002,63.549999,62,62.23,3328000,60.276146
"2021-08-02",62.419998,63.110001,62.400002,62.860001,2333700,60.886372
"2021-08-03",62.950001,64.440002,62.68,63.509998,2219300,61.515961
"2021-08-04",63.040001,63.389999,62.549999,63.27,2036400,61.283501
"2021-08-05",63.389999,63.93,63.009998,63.900002,1942500,61.893715
"2021-08-06",63.889999,64.360001,63.669998,63.860001,1429200,61.854973
"2021-08-09",64.080002,64.139999,63.490002,63.830002,1889700,61.825912
"2021-08-10",63.790001,63.790001,62.830002,62.900002,3091500,60.925114
"2021-08-11",62.959999,63.720001,62.91,63.529999,1300200,61.535332
"2021-08-12",63.450001,64.32,63.450001,63.849998,1956100,61.845284
"2021-08-13",64.059998,64.93,63.889999,64.720001,1496000,62.687973
"2021-08-16",64.860001,65.330002,64.370003,64.82,2018900,62.784832
"2021-08-17",64.540001,64.860001,64.040001,64.730003,1494200,62.697662
"2021-08-18",64.699997,64.709999,63.82,64,1476500,61.990578
"2021-08-19",63.900002,64.93,63.509998,64.260002,1322600,62.242416
"2021-08-20",64.220001,65.010002,63.990002,64.949997,3820800,62.910748
"2021-08-23",64.93,64.940002,64.279999,64.339996,1908800,62.319897
"2021-08-24",64.309998,64.559998,63.57,63.810001,2329600,61.806545
"2021-08-25",63.759998,64.32,63.450001,64.110001,1354200,62.097126
"2021-08-26",64.199997,64.309998,63.779999,63.790001,1716700,61.78717
"2021-08-27",63.880001,64.410004,63.790001,64.169998,1539000,62.155243
"2021-08-30",64.18,64.379997,64.029999,64.239998,895600,62.223038
"2021-08-31",64.160004,64.330002,63.740002,63.939999,2510600,61.932457
"2021-09-01",64.349998,64.959999,63.93,64.720001,1797400,62.687973
"2021-09-02",64.949997,65.040001,64.360001,64.68,2787100,62.649227
"2021-09-03",64.440002,64.790001,64.120003,64.139999,1567000,62.126179
"2021-09-07",63.599998,63.84,62.84,62.98,1355300,61.491547
"2021-09-08",62.950001,64.220001,62.75,64.099998,3210200,62.585072
"2021-09-09",64.129997,64.160004,63.240002,63.32,3002100,61.823505
"2021-09-10",63.310001,63.330002,62.099998,62.139999,2083600,60.671398
"2021-09-13",62.799999,63.150002,61.990002,62.32,2735000,60.847145
"2021-09-14",62.75,62.900002,62.09,62.57,2679600,61.091236
"2021-09-15",62.599998,63.450001,62.349998,62.799999,3255100,61.3158
"2021-09-16",62.799999,63.119999,62.459999,62.610001,1990900,61.130291
"2021-09-17",62.950001,63.470001,61.880001,61.91,4899900,60.446831
"2021-09-20",61.610001,62.25,61.459999,62.07,2438500,60.60305
"2021-09-21",62.220001,62.48,61.43,61.700001,3620700,60.241798
"2021-09-22",61.84,61.919998,60.919998,61.02,1892600,59.577866
"2021-09-23",61.07,61.639999,60.599998,60.689999,1541600,59.255665
"2021-09-24",60.740002,60.990002,60.27,60.700001,1807200,59.26543
"2021-09-27",60.860001,62.259998,60.790001,61.209999,2614600,59.763378
"2021-09-28",61.43,61.639999,60.200001,60.360001,2175000,58.933464
"2021-09-29",60.32,61.560001,60.310001,61.259998,1419600,59.812191
"2021-09-30",62.299999,62.299999,60.869999,60.900002,2607900,59.460705
"2021-10-01",61.290001,61.32,60.369999,60.459999,1657900,59.031101
"2021-10-04",60.349998,61.310001,60.349998,61.150002,2173600,59.704796
"2021-10-05",61.099998,61.360001,60.689999,60.849998,1849200,59.411884
"2021-10-06",60.25,60.990002,59.639999,60.950001,1920800,59.509521
"2021-10-07",60.990002,61.419998,60.299999,60.459999,1533900,59.031101
"2021-10-08",60.23,60.52,59.810001,59.889999,1257300,58.474571
"2021-10-11",59.880001,59.919998,58.970001,59.279999,1402600,57.878986
"2021-10-12",59.200001,59.639999,59.009998,59.419998,1438000,58.015678
"2021-10-13",59.470001,60.290001,59.220001,60.169998,1745100,58.747952
"2021-10-14",60.41,61.490002,60.110001,61.41,1517700,59.958645
"2021-10-15",61.619999,62.240002,61.360001,62.110001,2960200,60.642105
"2021-10-18",61.560001,62.189999,61.34,61.73,2834400,60.271084
"2021-10-19",62.259998,62.560001,62.009998,62.450001,2060000,60.974072
"2021-10-20",62.66,63.720001,62.549999,63.400002,2048100,61.901623
"2021-10-21",63.380001,63.52,62.970001,63.09,1228100,61.598946
"2021-10-22",63.189999,63.950001,63,63.84,895300,62.331219
"2021-10-25",63.84,64.349998,63.439999,63.93,1282800,62.419094
"2021-10-26",64.029999,64.989998,63.880001,64.610001,1495500,63.083019
"2021-10-27",64.760002,64.760002,63.959999,63.98,1523500,62.467911
"2021-10-28",64.010002,64.379997,63.84,64.330002,1108200,62.809639
"2021-10-29",64.099998,64.57,63.52,63.799999,1759000,62.292164
"2021-11-01",63.66,64.519997,63.450001,64.360001,1581900,62.838932
"2021-11-02",64.730003,64.730003,63.439999,63.98,1852400,62.467911
"2021-11-03",63.82,64.18,62.68,63.369999,1633500,61.872326
"2021-11-04",63.18,63.68,62.990002,63.68,1700700,62.174999
"2021-11-05",63.459999,64.379997,63.459999,64.190002,1515200,62.672951
"2021-11-08",64.290001,64.290001,62.09,62.169998,1755100,60.700687
"2021-11-09",62,62.389999,61.619999,62.16,1410200,60.690926
"2021-11-10",62.299999,62.720001,62.169998,62.720001,1638900,61.23769
"2021-11-11",62.470001,62.599998,61.740002,62.189999,1617300,60.720215
"2021-11-12",62.099998,62.349998,61.580002,62.169998,1546800,60.700687
"2021-11-15",62.560001,63.360001,62.18,63.34,1473300,61.843037
"2021-11-16",63.439999,63.650002,62.68,62.720001,1938800,61.23769
"2021-11-17",62.650002,62.790001,62.23,62.459999,1503500,60.983837
"2021-11-18",62.310001,62.740002,62.07,62.400002,1614600,60.925255
"2021-11-19",62.549999,63.150002,62.439999,63.07,1780600,61.579414
"2021-11-22",63.029999,63.740002,62.75,63.439999,1552700,61.940674
"2021-11-23",63.59,64.580002,63.43,64.199997,1911100,62.682709
"2021-11-24",64.370003,64.949997,64,64.589996,1972500,63.063492
"2021-11-26",64,64.540001,63.369999,63.639999,1064500,62.135944
"2021-11-29",63.77,64.57,63.48,64.25,1368500,62.731533
"2021-11-30",63.740002,63.82,62.380001,62.490002,3285700,61.013126
"2021-12-01",63.07,63.84,62.400002,62.439999,2141200,60.964306
"2021-12-02",62.529999,63.73,62.450001,63.169998,1715200,61.677052
"2021-12-03",63.619999,63.630001,62.419998,63.450001,1710300,61.950439
"2021-12-06",63.990002,64.75,63.669998,63.709999,2400600,62.204288
"2021-12-07",63.73,64.860001,63.52,64.620003,1491600,63.092789
"2021-12-08",63.959999,64.540001,63.68,63.91,1636500,62.895962
"2021-12-09",63.880001,64.239998,63.330002,63.740002,2143600,62.728661
"2021-12-10",64.059998,64.339996,63.68,63.799999,2007600,62.787704
"2021-12-13",63.700001,65.620003,63.59,65.190002,2402000,64.155655
"2021-12-14",64.800003,65.160004,64.330002,64.529999,2232300,63.506119
"2021-12-15",64.779999,65.580002,64.5,65.550003,1402600,64.509941
"2021-12-16",65.449997,66.300003,65.279999,65.610001,1698300,64.568985
"2021-12-17",65.730003,65.730003,63.889999,64.089996,4058000,63.073101
"2021-12-20",63.549999,64.209999,62.68,64.089996,1570400,63.073101
"2021-12-21",64.650002,64.800003,63.849998,64.309998,1467300,63.289612
"2021-12-22",64.120003,64.669998,63.91,64.599998,979100,63.575012
"2021-12-23",64.699997,64.949997,64.400002,64.580002,1190300,63.555328
"2021-12-27",64.790001,65.099998,64.489998,65.059998,790500,64.02771
"2021-12-28",65.120003,65.650002,65.120003,65.580002,912800,64.539467
"2021-12-29",65.68,66.139999,65.599998,65.970001,859500,64.923271
"2021-12-30",66.209999,66.389999,65.800003,66.32,954400,65.267723
"2021-12-31",66.220001,67.050003,66.019997,66.730003,1221800,65.671219
"2022-01-03",66.919998,66.919998,65.379997,66.160004,1134700,65.11026
"2022-01-04",66.129997,67.169998,65.93,65.989998,1846400,64.942955
"2022-01-05",65.889999,66.800003,65.75,65.830002,2037400,64.7855
"2022-01-06",66.220001,66.760002,65.830002,65.889999,1570400,64.844543
"2022-01-07",66.370003,67.620003,65.589996,67,2098500,65.936935
"2022-01-10",66.900002,66.93,65.93,66.260002,1521300,65.208679
"2022-01-11",66.300003,66.519997,65.32,65.849998,1668600,64.805176
"2022-01-12",65.639999,66.199997,65.400002,66.040001,1467900,64.992165
