"","LUV.Open","LUV.High","LUV.Low","LUV.Close","LUV.Volume","LUV.Adjusted"
"2021-10-13",51.869999,51.889999,50.66,51.25,8532100,51.25
"2021-10-14",51.650002,52.09,51.400002,51.509998,6090900,51.509998
"2021-10-15",52.240002,52.490002,50.299999,50.360001,7598000,50.360001
"2021-10-18",50.009998,50.669998,49.650002,49.77,6134200,49.77
"2021-10-19",49.59,49.830002,49.209999,49.380001,6543600,49.380001
"2021-10-20",49.060001,49.970001,48.860001,49.470001,6995800,49.470001
"2021-10-21",49.299999,49.41,48.419998,48.66,10788300,48.66
"2021-10-22",48.150002,48.459999,47.419998,47.630001,7623200,47.630001
"2021-10-25",47.490002,47.880001,47.209999,47.48,5916300,47.48
"2021-10-26",48,48.150002,47.32,47.59,6975000,47.59
"2021-10-27",47.599998,47.669998,46.509998,46.57,6391500,46.57
"2021-10-28",46.529999,47.43,46.439999,47.240002,6011800,47.240002
"2021-10-29",47.02,47.419998,46.759998,47.279999,6079600,47.279999
"2021-11-01",47.34,49.130001,47.060001,49.130001,8375000,49.130001
"2021-11-02",49.169998,49.380001,48.610001,48.91,6211600,48.91
"2021-11-03",48.919998,49.849998,48.59,49.459999,5590600,49.459999
"2021-11-04",49.639999,49.84,48.709999,49.07,6709000,49.07
"2021-11-05",50.98,52.549999,50.919998,52.23,13022700,52.23
"2021-11-08",52.5,52.790001,51.200001,51.369999,8151300,51.369999
"2021-11-09",51.150002,51.41,50.27,50.91,8148500,50.91
"2021-11-10",50.240002,50.84,49.34,49.689999,6815300,49.689999
"2021-11-11",49.720001,49.98,49.07,49.080002,5117500,49.080002
"2021-11-12",49.07,49.07,47.830002,48.419998,6455100,48.419998
"2021-11-15",49.060001,49.380001,48.630001,49.130001,4400600,49.130001
"2021-11-16",48.459999,48.57,47.5,47.599998,8331100,47.599998
"2021-11-17",47.41,47.610001,46.889999,47.400002,6664900,47.400002
"2021-11-18",47.389999,47.419998,46.029999,46.369999,7392700,46.369999
"2021-11-19",46.18,46.990002,45.380001,46.830002,9870900,46.830002
"2021-11-22",47.09,48.029999,46.970001,47.720001,8300100,47.720001
"2021-11-23",48.110001,48.310001,46.919998,46.98,6264400,46.98
"2021-11-24",46.5,47.110001,46.299999,46.990002,4977600,46.990002
"2021-11-26",44.799999,45.48,43.810001,44.959999,11570900,44.959999
"2021-11-29",45.740002,45.91,44.209999,44.540001,9893600,44.540001
"2021-11-30",43.950001,44.779999,43.16,44.400002,12149100,44.400002
"2021-12-01",44.990002,45.540001,42.389999,42.549999,14225800,42.549999
"2021-12-02",43.200001,45.560001,42.84,45.34,12908200,45.34
"2021-12-03",45.060001,45.599998,43.639999,44.279999,8508200,44.279999
"2021-12-06",44.990002,46.959999,44.990002,45.560001,13262600,45.560001
"2021-12-07",46.23,46.75,44.849998,45.209999,11351700,45.209999
"2021-12-08",44.560001,46.27,44.560001,45.27,12788200,45.27
"2021-12-09",44.099998,44.369999,43.369999,43.610001,15789200,43.610001
"2021-12-10",42.48,42.91,41.560001,41.970001,17075600,41.970001
"2021-12-13",41.470001,41.73,40.049999,40.48,12916500,40.48
"2021-12-14",40.349998,41.220001,40.080002,40.240002,9601200,40.240002
"2021-12-15",40.009998,40.349998,39.330002,40.110001,13099000,40.110001
"2021-12-16",40.740002,40.75,39.400002,39.529999,13408000,39.529999
"2021-12-17",39.48,40.490002,39.080002,39.66,15175600,39.66
"2021-12-20",38.91,39.959999,38.66,39.360001,12253100,39.360001
"2021-12-21",39.720001,41.41,39.639999,40.869999,12569900,40.869999
"2021-12-22",40.849998,41.599998,40.459999,41.119999,8616000,41.119999
"2021-12-23",41.779999,41.970001,41.200001,41.869999,6587800,41.869999
"2021-12-27",41.029999,41.91,40.68,41.759998,6929200,41.759998
"2021-12-28",41.610001,42.779999,41.419998,42.290001,6561000,42.290001
"2021-12-29",42.23,42.560001,41.799999,42.16,6724000,42.16
"2021-12-30",41.990002,43.189999,41.849998,42.720001,7673900,42.720001
"2021-12-31",42.610001,43.16,42.610001,42.84,5932100,42.84
"2022-01-03",43.169998,44.259998,42.509998,44,10571400,44
"2022-01-04",44.709999,45.540001,44.48,44.66,11207000,44.66
"2022-01-05",44.950001,45.200001,43.799999,43.990002,9702000,43.990002
"2022-01-06",44.48,44.68,43.07,43.889999,6750700,43.889999
"2022-01-07",44.189999,45.68,44.110001,45.349998,7479100,45.349998
"2022-01-10",45.619999,45.709999,44.290001,45.240002,7710800,45.240002
"2022-01-11",45.349998,46.25,45.290001,45.830002,6813200,45.830002
"2022-01-12",45.540001,45.93,44.720001,45.209999,7831000,45.209999
"2022-01-13",45.32,46.490002,45.240002,45.790001,8185900,45.790001
