"","CDAY.Open","CDAY.High","CDAY.Low","CDAY.Close","CDAY.Volume","CDAY.Adjusted"
"2022-01-11",89.57,92.800003,88.730003,92.5,1237800,92.5
"2022-01-12",93.489998,95.059998,89.550003,89.970001,868000,89.970001
"2022-01-13",90.07,91.029999,85.160004,85.279999,863400,85.279999
"2022-01-14",84.68,85.230003,80.309998,82.830002,1355300,82.830002
"2022-01-18",81.150002,82.315002,79.25,79.980003,1151400,79.980003
"2022-01-19",80.120003,82.650002,79.199997,79.400002,1059600,79.400002
"2022-01-20",80.43,82.07,78.75,78.809998,1157200,78.809998
"2022-01-21",78.129997,79.610001,75.870003,76.330002,1617000,76.330002
"2022-01-24",74.169998,78.059998,72.5,77.650002,3174800,77.650002
"2022-01-25",75.910004,76.989998,72.065002,72.550003,2038500,72.550003
"2022-01-26",73.839996,75,68.790001,69.239998,2913900,69.239998
"2022-01-27",70.040001,70.75,68.080002,68.550003,3587800,68.550003
"2022-01-28",69.199997,71.900002,67.580002,71.870003,1437000,71.870003
"2022-01-31",71.769997,75.870003,71.769997,75.82,1703600,75.82
"2022-02-01",76.309998,78.300003,75.760002,78.160004,2686100,78.160004
"2022-02-02",78.599998,78.959999,76.470001,78,1864500,78
"2022-02-03",75.650002,76.889999,74.010002,74.970001,3528900,74.970001
"2022-02-04",75,78.084999,74.32,77.209999,1665900,77.209999
"2022-02-07",77.059998,79.139999,76.120003,76.949997,1219500,76.949997
"2022-02-08",76.32,77.889999,75.970001,77.300003,2136300,77.300003
"2022-02-09",79.129997,81.07,77.980003,81.010002,2226000,81.010002
"2022-02-10",72.285004,79.870003,72.285004,76.860001,4009600,76.860001
"2022-02-11",75.510002,76.139999,71.019997,71.849998,2828900,71.849998
"2022-02-14",71.830002,72.690002,69.839996,69.949997,1983000,69.949997
"2022-02-15",70.989998,71.940002,69.910004,71.699997,1900900,71.699997
"2022-02-16",71,71.639999,68.599998,71.059998,1280700,71.059998
"2022-02-17",70.339996,70.339996,68.849998,68.989998,2133800,68.989998
"2022-02-18",69.25,69.739998,66.18,66.849998,1821800,66.849998
"2022-02-22",66.260002,68.980003,65.900002,67.730003,1924300,67.730003
"2022-02-23",68.709999,69.5,65.364998,65.610001,1806000,65.610001
"2022-02-24",63.110001,70.919998,62.330002,70.830002,2372200,70.830002
"2022-02-25",70.669998,71.870003,69.389999,71.849998,1047700,71.849998
"2022-02-28",71.75,73.239998,71.050003,72.910004,1647000,72.910004
"2022-03-01",72.849998,73.980003,70.389999,70.849998,1555100,70.849998
"2022-03-02",71.480003,71.5,68.730003,71.029999,1222200,71.029999
"2022-03-03",71.480003,72.07,68.910004,69.510002,1719900,69.510002
"2022-03-04",69.519997,70.760002,65.989998,66.720001,2253100,66.720001
"2022-03-07",67.150002,67.809998,62.705002,63.560001,1934700,63.560001
"2022-03-08",63.09,65.495003,62.349998,63.57,2066600,63.57
"2022-03-09",62.93,67.370003,62.48,66.040001,1675700,66.040001
"2022-03-10",64.68,64.720001,62.330002,64.040001,1387100,64.040001
"2022-03-11",65.089996,65.25,61.299999,61.380001,943700,61.380001
"2022-03-14",61.59,62.820999,58.82,59.419998,1963400,59.419998
"2022-03-15",59.619999,62.220001,58.580002,61.82,2398400,61.82
"2022-03-16",62.970001,64.860001,60.990002,63.880001,2078300,63.880001
"2022-03-17",63.509998,66.120003,62.889999,65.959999,991700,65.959999
"2022-03-18",65.949997,71.025002,65.720001,70.5,3391900,70.5
"2022-03-21",69.07,70.260002,67.099998,67.379997,1533500,67.379997
"2022-03-22",67.529999,69.480003,66.82,69.099998,832300,69.099998
"2022-03-23",69.389999,69.910004,67.330002,67.970001,962400,67.970001
"2022-03-24",68.25,69.445,67.290001,69.410004,626700,69.410004
"2022-03-25",69.790001,69.980003,65.730003,67.370003,703600,67.370003
"2022-03-28",67.480003,68.75,66.425003,68.120003,1911700,68.120003
"2022-03-29",69.68,71.860001,68.910004,71.080002,1014200,71.080002
"2022-03-30",70.690002,71.080002,68.900002,69.220001,1145700,69.220001
"2022-03-31",69.389999,69.845001,68.349998,68.360001,1275900,68.360001
"2022-04-01",68.830002,70.714996,68.440002,69.019997,1471200,69.019997
"2022-04-04",69.459999,71.18,69.059998,70.129997,3261900,70.129997
"2022-04-05",69.779999,69.93,64.830002,65.660004,2733800,65.660004
"2022-04-06",64.75,65.239998,62.66,64.18,2201600,64.18
"2022-04-07",64.129997,65.339996,61.889999,62.799999,2397400,62.799999
"2022-04-08",62.189999,62.75,60.57,61.43,1500400,61.43
"2022-04-11",60.560001,62.310001,59.759998,61.75,1175900,61.75
"2022-04-12",62.610001,64.32,60.990002,61.389999,1078500,61.389999
"2022-04-13",61.380001,62.529999,60.818001,62.220001,1011400,62.220001
"2022-04-14",62.549999,62.549999,60.610001,60.630001,1514400,60.630001
"2022-04-18",60.349998,60.599998,58.32,59.580002,1985600,59.580002
"2022-04-19",59.759998,61.540001,59.349998,61.32,878000,61.32
"2022-04-20",61.59,62,59.450001,59.52,845100,59.52
"2022-04-21",60.41,61.439999,57.91,58.130001,1237100,58.130001
"2022-04-22",58.400002,58.869999,56.700001,56.720001,1772100,56.720001
"2022-04-25",56.529999,58.630001,56.029999,58.599998,1284400,58.599998
"2022-04-26",58.09,58.299999,56.16,56.189999,1285800,56.189999
"2022-04-27",56.459999,58.299999,55.919998,56.049999,1894100,56.049999
"2022-04-28",56.830002,58.23,55.759998,57.970001,1626900,57.970001
"2022-04-29",57.290001,58.990002,56.029999,56.130001,2091700,56.130001
"2022-05-02",55.959999,57.669998,55.555,57.330002,1403400,57.330002
"2022-05-03",57.209999,58.310001,56.650002,57.16,1521000,57.16
"2022-05-04",58.799999,61.279999,55.220001,61.240002,2837400,61.240002
"2022-05-05",59.849998,59.849998,54.759998,56.470001,5187100,56.470001
"2022-05-06",56.060001,56.738998,52.790001,54.889999,2462900,54.889999
"2022-05-09",53.110001,54.150002,51.849998,52.43,2646400,52.43
"2022-05-10",53.82,54.970001,50.48,52.330002,2218600,52.330002
"2022-05-11",51.799999,53.950001,50.040001,50.23,2088400,50.23
"2022-05-12",49.099998,52.299999,48.93,51.93,2382000,51.93
"2022-05-13",53.02,57.119999,53.02,56.400002,2398100,56.400002
"2022-05-16",55.459999,56.450001,54.540001,54.84,2416600,54.84
"2022-05-17",56.02,57.540001,55.619999,57.299999,3542000,57.299999
"2022-05-18",56.400002,57.43,54.889999,55.330002,1465800,55.330002
"2022-05-19",55.290001,57.099998,55.060001,55.650002,2565200,55.650002
"2022-05-20",56.759998,57.259998,54.639999,56.599998,1617700,56.599998
"2022-05-23",56.619999,57.349998,55.16,56.09,2685400,56.09
"2022-05-24",55.099998,55.400002,53.09,53.790001,1880900,53.790001
"2022-05-25",53.369999,55.48,53.240002,54.700001,1818000,54.700001
"2022-05-26",54.77,57.349998,54.689999,56.799999,2202300,56.799999
"2022-05-27",57.689999,58.395,57.27,57.919998,1584200,57.919998
"2022-05-31",58.130001,58.59,55.900002,56.299999,2034300,56.299999
"2022-06-01",57.080002,57.900002,53.669998,53.790001,2176000,53.790001
"2022-06-02",53.75,57.5,53.389999,57.150002,1743700,57.150002
"2022-06-03",56.200001,56.98,54.869999,55.18,1360100,55.18
"2022-06-06",56.009998,56.639999,55.040001,56.07,1047200,56.07
"2022-06-07",55.560001,57.419998,55.369999,56.66,964900,56.66
"2022-06-08",56.470001,57.279999,56.040001,56.900002,816700,56.900002
"2022-06-09",56.66,56.66,54.810001,55.110001,829800,55.110001
"2022-06-10",53.91,54.310001,52.139999,52.360001,1426000,52.360001
"2022-06-13",50.32,51.59,46.869999,47.060001,3374500,47.060001
"2022-06-14",47.099998,47.529999,44.810001,45.16,2061000,45.16
"2022-06-15",45.990002,48.132999,45.799999,47.209999,2246200,47.209999
"2022-06-16",45.68,45.880001,43.23,44.049999,2608100,44.049999
"2022-06-17",44.41,46.119999,44.110001,44.990002,3023200,44.990002
"2022-06-21",46.049999,46.5,44.650002,44.77,2322700,44.77
"2022-06-22",43.98,45.615002,43.740002,45.02,2285200,45.02
"2022-06-23",45.52,48.330002,45.09,48.279999,1675600,48.279999
"2022-06-24",49.099998,51.700001,48.709999,51.59,2603600,51.59
"2022-06-27",51.759998,52.07,50.150002,50.77,949600,50.77
"2022-06-28",50.68,51.439999,48.41,48.689999,976900,48.689999
"2022-06-29",48.779999,49.139999,47.759998,48.52,1006500,48.52
