"","BKNG.Open","BKNG.High","BKNG.Low","BKNG.Close","BKNG.Volume","BKNG.Adjusted"
"2021-11-23",2312.23999,2349.580078,2302.169922,2341.129883,256500,2341.129883
"2021-11-24",2311.959961,2351.26001,2291.149902,2323.120117,295100,2323.120117
"2021-11-26",2121.959961,2162.590088,2099.120117,2155.560059,721800,2155.560059
"2021-11-29",2206.419922,2227.879883,2140.429932,2182.01001,450100,2182.01001
"2021-11-30",2121.47998,2170.379883,2075.540039,2101.850098,660700,2101.850098
"2021-12-01",2146.919922,2182.570068,2057.320068,2067.01001,572600,2067.01001
"2021-12-02",2099.780029,2189.879883,2075,2171.929932,531600,2171.929932
"2021-12-03",2185,2195.080078,2087.429932,2114.439941,406100,2114.439941
"2021-12-06",2163,2294.949951,2152.379883,2227.280029,570400,2227.280029
"2021-12-07",2289.060059,2317.550049,2230.5,2245.030029,402500,2245.030029
"2021-12-08",2268.959961,2324.51001,2260.459961,2307.199951,375200,2307.199951
"2021-12-09",2299.570068,2299.570068,2257.800049,2267.610107,240400,2267.610107
"2021-12-10",2273.320068,2283.830078,2220.26001,2236.360107,313700,2236.360107
"2021-12-13",2202.030029,2211.75,2141.699951,2149.51001,392800,2149.51001
"2021-12-14",2120,2165.209961,2111.27002,2124.929932,392400,2124.929932
"2021-12-15",2156.149902,2157.72998,2086.51001,2130.379883,436200,2130.379883
"2021-12-16",2186.98999,2189.949951,2135,2164.909912,525000,2164.909912
"2021-12-17",2152.540039,2231.199951,2131,2210.459961,486900,2210.459961
"2021-12-20",2151,2211.310059,2107.540039,2208.75,332600,2208.75
"2021-12-21",2241.370117,2370.340088,2241.370117,2365.75,557700,2365.75
"2021-12-22",2346.689941,2406.830078,2329.719971,2385.179932,328600,2385.179932
"2021-12-23",2407.76001,2422.409912,2395.030029,2402.25,186500,2402.25
"2021-12-27",2389.669922,2416.27002,2374.5,2394.51001,165100,2394.51001
"2021-12-28",2387.060059,2414.919922,2365.050049,2386.909912,146000,2386.909912
"2021-12-29",2388.949951,2410.939941,2374,2384.679932,103000,2384.679932
"2021-12-30",2385.679932,2428.709961,2385.679932,2395.919922,195800,2395.919922
"2021-12-31",2391.149902,2417.419922,2383.75,2399.22998,182300,2399.22998
"2022-01-03",2423,2466,2396.610107,2461.419922,389000,2461.419922
"2022-01-04",2475,2518.25,2441.72998,2464.929932,381600,2464.929932
"2022-01-05",2479.199951,2480.540039,2412.800049,2413.300049,255000,2413.300049
"2022-01-06",2412.98999,2460.149902,2412.98999,2429.969971,247100,2429.969971
"2022-01-07",2435,2466.26001,2423.77002,2434.580078,229900,2434.580078
"2022-01-10",2433.73999,2433.73999,2362.409912,2426.399902,327400,2426.399902
"2022-01-11",2392.070068,2474.26001,2392.070068,2469.419922,288900,2469.419922
"2022-01-12",2480,2494.949951,2417.01001,2436.100098,278100,2436.100098
"2022-01-13",2442.840088,2495,2441.77002,2458.97998,252400,2458.97998
"2022-01-14",2458.97998,2460,2402.780029,2450.949951,276100,2450.949951
"2022-01-18",2424.139893,2450,2376.610107,2384.209961,349900,2384.209961
"2022-01-19",2372.159912,2413.800049,2366.72998,2377.090088,272900,2377.090088
"2022-01-20",2418.75,2482.530029,2410.360107,2433.639893,558000,2433.639893
"2022-01-21",2433.639893,2433.639893,2339.310059,2345.860107,582500,2345.860107
"2022-01-24",2317.320068,2356.350098,2218.669922,2349.620117,584100,2349.620117
"2022-01-25",2285.090088,2367.899902,2235.030029,2329.02002,453600,2329.02002
"2022-01-26",2375,2424.679932,2320.98999,2370.629883,439300,2370.629883
"2022-01-27",2419.409912,2438.939941,2342.070068,2359.649902,331100,2359.649902
"2022-01-28",2359.719971,2414.850098,2341.26001,2412.939941,302800,2412.939941
"2022-01-31",2405.780029,2470,2373.129883,2456.129883,379300,2456.129883
"2022-02-01",2464.959961,2477.100098,2435.580078,2465.639893,368100,2465.639893
"2022-02-02",2485,2487.439941,2438.070068,2440.97998,367100,2440.97998
"2022-02-03",2439.820068,2470.840088,2426.179932,2437.52002,460900,2437.52002
"2022-02-04",2408.409912,2469.97998,2391.27002,2442.929932,312700,2442.929932
"2022-02-07",2467.399902,2501.389893,2454.159912,2483.050049,432500,2483.050049
"2022-02-08",2485,2546.860107,2476.23999,2541.379883,449400,2541.379883
"2022-02-09",2596.080078,2639.469971,2587.199951,2626.97998,693500,2626.97998
"2022-02-10",2580.800049,2658.27002,2580.800049,2628.379883,473200,2628.379883
"2022-02-11",2680,2687,2512.449951,2530.01001,594000,2530.01001
"2022-02-14",2521.570068,2580.850098,2514.139893,2545.659912,451700,2545.659912
"2022-02-15",2573.47998,2659.899902,2573.47998,2635.159912,455100,2635.159912
"2022-02-16",2633.800049,2715.659912,2632.219971,2703.26001,507600,2703.26001
"2022-02-17",2664.810059,2676.409912,2612.139893,2623.949951,330600,2623.949951
"2022-02-18",2625.02002,2639,2582.97998,2616.409912,328600,2616.409912
"2022-02-22",2588.459961,2617.75,2486.840088,2518.219971,513400,2518.219971
"2022-02-23",2536.72998,2556.76001,2465.01001,2469.830078,518000,2469.830078
"2022-02-24",2161.610107,2297.550049,2138.719971,2295,1518100,2295
"2022-02-25",2319.26001,2336.719971,2250.01001,2281.459961,546100,2281.459961
"2022-02-28",2241.800049,2241.800049,2153.659912,2172.25,817700,2172.25
"2022-03-01",2148.449951,2148.449951,2063.22998,2072,836600,2072
"2022-03-02",2091.159912,2193.310059,2088.679932,2163.52002,580100,2163.52002
"2022-03-03",2173.090088,2198.02002,2089.889893,2102.060059,448900,2102.060059
"2022-03-04",2048.290039,2059.969971,1963.709961,1985.040039,746700,1985.040039
"2022-03-07",1970.26001,1979.050049,1815.969971,1817.160034,1089300,1817.160034
"2022-03-08",1843.390015,1981.780029,1796.449951,1899.530029,1207000,1899.530029
"2022-03-09",2009.540039,2082.98999,2007.5,2035.469971,776400,2035.469971
"2022-03-10",1976.01001,2061.149902,1966.119995,2030.359985,638500,2030.359985
"2022-03-11",2062,2080.75,2010.640015,2017.400024,360700,2017.400024
"2022-03-14",2010.199951,2040.47998,1985.75,1999.949951,425200,1999.949951
"2022-03-15",2032.719971,2101.26001,2015.089966,2080.179932,475400,2080.179932
"2022-03-16",2137.199951,2239.719971,2130.01001,2202.439941,740400,2202.439941
"2022-03-17",2167.179932,2189.610107,2120.030029,2161.139893,393000,2161.139893
"2022-03-18",2161.139893,2209.379883,2134.090088,2186.310059,509200,2186.310059
"2022-03-21",2204.5,2204.5,2142,2161.389893,313500,2161.389893
"2022-03-22",2171,2217.219971,2164.01001,2201.959961,271600,2201.959961
"2022-03-23",2204.820068,2208.820068,2152.02002,2159.75,292100,2159.75
"2022-03-24",2164,2265.969971,2161.98999,2261.98999,340000,2261.98999
"2022-03-25",2266.969971,2298.080078,2226.179932,2247.929932,247800,2247.929932
"2022-03-28",2260.77002,2280.790039,2220.699951,2276.820068,264800,2276.820068
"2022-03-29",2340.350098,2420.889893,2340.350098,2371.919922,536700,2371.919922
"2022-03-30",2368.040039,2368.040039,2317.929932,2327.98999,246300,2327.98999
"2022-03-31",2364.330078,2389.459961,2347.800049,2348.449951,355300,2348.449951
"2022-04-01",2377.620117,2418.290039,2350,2367.830078,282100,2367.830078
"2022-04-04",2375.669922,2379.959961,2334.040039,2374.969971,293400,2374.969971
"2022-04-05",2347.530029,2372.620117,2292.570068,2298,355200,2298
"2022-04-06",2237.620117,2239.040039,2194.590088,2222.139893,422200,2222.139893
"2022-04-07",2208.179932,2224.639893,2171.22998,2213.199951,299500,2213.199951
"2022-04-08",2203.449951,2228.080078,2166.379883,2167.419922,301600,2167.419922
"2022-04-11",2150,2209.560059,2144.949951,2169.209961,252600,2169.209961
"2022-04-12",2196.949951,2232.370117,2172.820068,2181.379883,278400,2181.379883
"2022-04-13",2192.25,2272.310059,2190.689941,2260.110107,328400,2260.110107
"2022-04-14",2277,2307.459961,2213.449951,2227.290039,402200,2227.290039
"2022-04-18",2210,2226.179932,2173,2199.310059,329400,2199.310059
"2022-04-19",2204.810059,2252.98999,2204.810059,2239.379883,339700,2239.379883
"2022-04-20",2260,2284.25,2243.77002,2251.800049,265500,2251.800049
"2022-04-21",2316.070068,2337.899902,2224.280029,2239.320068,389800,2239.320068
"2022-04-22",2226,2263.959961,2209.820068,2213.870117,301800,2213.870117
"2022-04-25",2192.070068,2266.659912,2186.51001,2246.040039,420200,2246.040039
"2022-04-26",2231.840088,2243.27002,2158.949951,2159.959961,443600,2159.959961
"2022-04-27",2188,2280.070068,2184,2258.949951,463900,2258.949951
"2022-04-28",2285.810059,2363.449951,2259.219971,2317.800049,483200,2317.800049
"2022-04-29",2292.540039,2315.199951,2206.189941,2210.310059,473100,2210.310059
"2022-05-02",2207,2224.590088,2116,2192.919922,595000,2192.919922
"2022-05-03",2203.76001,2205.469971,2061.689941,2105.929932,620200,2105.929932
"2022-05-04",2088,2109.610107,1997.23999,2103.330078,872700,2103.330078
"2022-05-05",2300,2308,2156.699951,2171.909912,1039500,2171.909912
"2022-05-06",2145.139893,2244.97998,2082.699951,2194.22998,690000,2194.22998
"2022-05-09",2105.350098,2143.209961,2020.920044,2023.569946,671800,2023.569946
"2022-05-10",2099.820068,2099.820068,2013.589966,2044.97998,491500,2044.97998
"2022-05-11",2063.600098,2136.070068,2011.550049,2072.149902,461700,2072.149902
"2022-05-12",2051.439941,2114.780029,2001.930054,2053.050049,436400,2053.050049
"2022-05-13",2104.300049,2124.98999,2072.209961,2101.889893,301900,2101.889893
"2022-05-16",2086.110107,2094.590088,2033.609985,2046.01001,289300,2046.01001
"2022-05-17",2125,2161,2109.860107,2146.590088,407100,2146.590088
"2022-05-18",2120,2134.060059,2042,2050.379883,360500,2050.379883
"2022-05-19",2059.620117,2142.429932,2042.579956,2103.399902,387200,2103.399902
"2022-05-20",2127.77002,2132.280029,2052.850098,2115.899902,431000,2115.899902
"2022-05-23",2157.389893,2157.389893,2094.659912,2106.649902,296300,2106.649902
"2022-05-24",2089.429932,2094.73999,2019.349976,2050.060059,339000,2050.060059
"2022-05-25",2038.069946,2167.360107,2038.069946,2147.219971,356300,2147.219971
"2022-05-26",2170.820068,2252,2158.370117,2221.51001,302200,2221.51001
"2022-05-27",2263.610107,2274.169922,2238.5,2265.97998,308600,2265.97998
"2022-05-31",2243.320068,2269,2195.040039,2243.560059,505100,2243.560059
"2022-06-01",2265,2276.800049,2197.149902,2238.570068,258500,2238.570068
"2022-06-02",2259.550049,2383.899902,2256.850098,2372.360107,480100,2372.360107
"2022-06-03",2317.360107,2378.929932,2310.899902,2335.870117,308700,2335.870117
"2022-06-06",2366.439941,2393.310059,2332.75,2347.300049,206600,2347.300049
"2022-06-07",2302.030029,2346.02002,2300,2326.72998,234600,2326.72998
"2022-06-08",2303.449951,2355,2300.370117,2345.800049,269700,2345.800049
"2022-06-09",2330,2336.050049,2276.22998,2277.840088,372500,2277.840088
"2022-06-10",2199.830078,2208.199951,2096.530029,2104.959961,431500,2104.959961
"2022-06-13",2006.449951,2016.150024,1913.430054,1979.319946,729600,1979.319946
"2022-06-14",1983.349976,1995.859985,1903.02002,1951.51001,578600,1951.51001
"2022-06-15",1992.900024,2003.880005,1931.609985,1973.23999,380300,1973.23999
"2022-06-16",1902.859985,1909.27002,1832.300049,1846.23999,553100,1846.23999
"2022-06-17",1851.920044,1922.459961,1850.51001,1906.869995,565500,1906.869995
"2022-06-21",1949.579956,1953.869995,1913.380005,1937.290039,603200,1937.290039
"2022-06-22",1896.670044,1946.670044,1882.22998,1889.839966,438700,1889.839966
"2022-06-23",1871.640015,1876.23999,1795.01001,1835.060059,602000,1835.060059
"2022-06-24",1867.829956,1933.02002,1853.329956,1931.050049,509200,1931.050049
"2022-06-27",1939.910034,1949.599976,1891.01001,1896.23999,344500,1896.23999
"2022-06-28",1921.76001,1954,1835.329956,1838.420044,405200,1838.420044
"2022-06-29",1823.839966,1833.849976,1760,1810.329956,423000,1810.329956
