"","COF.Open","COF.High","COF.Low","COF.Close","COF.Volume","COF.Adjusted"
"2020-08-19",65.589996,66.870003,65.059998,65.699997,2495800,63.915974
"2020-08-20",64.529999,64.82,63.810001,64.269997,2544400,62.524807
"2020-08-21",64.290001,64.809998,63.389999,63.799999,1609700,62.067581
"2020-08-24",64.190002,67.440002,63.93,67.360001,2615200,65.530907
"2020-08-25",68.349998,69.059998,66.370003,66.910004,1966200,65.093132
"2020-08-26",66.910004,67.120003,65.739998,66.279999,1792000,64.480232
"2020-08-27",66.190002,69.949997,66.139999,69.610001,3898000,67.719818
"2020-08-28",70.050003,71.209999,69.519997,71.129997,3582600,69.19854
"2020-08-31",70.980003,71.129997,68.949997,69.029999,3043800,67.155563
"2020-09-01",67.919998,69.449997,67.5,68.580002,1523700,66.717773
"2020-09-02",68.400002,69.75,68.160004,69.370003,1470200,67.486343
"2020-09-03",70,71.879997,69.050003,69.919998,2313700,68.021385
"2020-09-04",72.349998,74.480003,71.440002,73.989998,5011600,71.980881
"2020-09-08",72.360001,72.529999,70.309998,70.360001,3374000,68.449448
"2020-09-09",71.300003,71.300003,69.790001,70.57,2574700,68.653748
