"","BAX.Open","BAX.High","BAX.Low","BAX.Close","BAX.Volume","BAX.Adjusted"
"2021-12-30",87.410004,87.510002,86.370003,86.449997,1346600,85.832123
"2021-12-31",86.260002,86.720001,85.82,85.839996,1788100,85.226479
"2022-01-03",85.519997,86.93,85.190002,86.870003,1899800,86.249123
"2022-01-04",86.980003,88.010002,86.550003,88,3346300,87.371056
"2022-01-05",88.010002,88.910004,87.75,87.860001,2966500,87.232048
"2022-01-06",87.959999,88.18,86.75,86.779999,1507300,86.159767
"2022-01-07",87.309998,88.010002,87.129997,87.449997,1750600,86.824974
"2022-01-10",87.370003,87.690002,85.940002,86.309998,2912800,85.693123
"2022-01-11",86.290001,86.580002,84.809998,86.360001,2403300,85.742775
"2022-01-12",86,86.830002,85.589996,86.440002,2169400,85.822197
"2022-01-13",86.360001,86.699997,85.470001,85.889999,2568400,85.276131
"2022-01-14",85.639999,86.07,84.32,85.739998,2246700,85.127197
"2022-01-18",85.589996,86.330002,85.18,85.860001,2258900,85.246346
"2022-01-19",85.989998,86.379997,85.199997,85.599998,1827000,84.988205
"2022-01-20",85.760002,87.57,85.709999,85.989998,2504900,85.375412
"2022-01-21",86.650002,86.82,85.510002,86.279999,2348400,85.663345
"2022-01-24",85.190002,86.050003,84.029999,85.959999,3510600,85.345627
"2022-01-25",84.919998,85.93,83.910004,85.07,2697900,84.46199
"2022-01-26",84.790001,85.540001,83.93,84.269997,3888000,83.667702
"2022-01-27",84.610001,86.190002,84.059998,84.629997,2665400,84.025131
"2022-01-28",84.93,85.349998,83.169998,85.290001,2588600,84.68042
"2022-01-31",85.290001,85.550003,84.410004,85.440002,2568500,84.829346
"2022-02-01",85.589996,85.589996,83.790001,84.93,3340700,84.32299
"2022-02-02",84.559998,85.669998,83.970001,85.550003,3203500,84.93856
"2022-02-03",85.440002,86.209999,84.959999,86.099998,4585100,85.484627
"2022-02-04",85.660004,87.25,85.099998,86.709999,3673200,86.090271
"2022-02-07",86.980003,87.330002,86.059998,86.870003,2676200,86.249123
"2022-02-08",86.870003,88.449997,86.760002,88.410004,4744300,87.778122
"2022-02-09",88.839996,89.699997,88.599998,89.449997,2887900,88.810684
"2022-02-10",88.900002,89.239998,87.57,87.75,3295100,87.122841
"2022-02-11",87.349998,87.68,85.82,85.910004,3490000,85.29599
"2022-02-14",85.589996,85.809998,84.330002,85.449997,2384900,84.839272
"2022-02-15",86.230003,86.620003,85.260002,85.589996,1702200,84.978271
"2022-02-16",85.269997,85.389999,83.800003,85.129997,2879700,84.521561
"2022-02-17",80.800003,83.790001,79.559998,82.800003,5189300,82.208214
"2022-02-18",82.389999,83.139999,81.18,82.349998,5029000,81.761429
"2022-02-22",82.5,84.760002,81.940002,84.459999,3888300,83.856354
"2022-02-23",84.510002,86.089996,84.190002,85.739998,3153200,85.127197
"2022-02-24",84.919998,85.089996,83.410004,84.650002,5266900,84.320358
"2022-02-25",84.760002,86.959999,84.470001,86.260002,3174200,85.924088
"2022-02-28",85.25,86.440002,84.379997,84.970001,4376200,84.639107
"2022-03-01",84.82,85.800003,83.480003,84.139999,2961700,83.81234
"2022-03-02",84.550003,86.18,84.370003,85.230003,2454000,84.898102
"2022-03-03",85.470001,85.93,84.910004,85.190002,1540500,84.858253
"2022-03-04",84.139999,86.150002,84.099998,86.019997,1979600,85.68502
"2022-03-07",85.620003,85.620003,83.82,84.980003,3204700,84.649071
"2022-03-08",84.519997,84.629997,80.440002,80.449997,3159800,80.136711
"2022-03-09",81.330002,81.760002,79.260002,79.739998,3453500,79.429474
"2022-03-10",78.860001,79.559998,77.690002,78.980003,2751000,78.67244
"2022-03-11",79.419998,79.419998,76.669998,76.849998,3833000,76.550728
"2022-03-14",77.449997,78.809998,77.199997,77.989998,2452700,77.686287
"2022-03-15",78.589996,78.940002,77.949997,78.669998,1720700,78.36364
"2022-03-16",79.139999,79.699997,77.980003,78.959999,2288900,78.652512
"2022-03-17",78.699997,79.599998,77.970001,79.440002,2662700,79.130646
"2022-03-18",79.519997,79.629997,77.790001,79.120003,3895600,78.81189
"2022-03-21",79.010002,79.919998,78.849998,79.050003,3016700,78.742165
"2022-03-22",79.260002,79.269997,78.010002,78.010002,4193000,77.706215
"2022-03-23",78.029999,78.110001,76.919998,77.07,4620600,76.769875
"2022-03-24",77.379997,78,76.860001,77.68,7617400,77.377495
"2022-03-25",77.599998,78.330002,76.760002,77.209999,2990100,76.909325
"2022-03-28",77.349998,78.93,76.75,78.919998,3536600,78.612671
"2022-03-29",79.650002,80.720001,78.919998,79.510002,6771000,79.200371
"2022-03-30",79.620003,80.040001,78.599998,79.379997,2861100,79.070877
"2022-03-31",79.050003,79.68,77.190002,77.540001,4662200,77.238045
"2022-04-01",77.68,78.620003,76.940002,78.580002,3183400,78.273994
"2022-04-04",76.150002,77.019997,75.419998,75.470001,5406800,75.176102
"2022-04-05",75.32,78,75.32,76.489998,4263500,76.192131
"2022-04-06",76.040001,77.089996,75.779999,77,3513200,76.70015
"2022-04-07",76.629997,78.260002,76.550003,78.010002,2976400,77.706215
"2022-04-08",77.849998,80.309998,77.849998,80,4260900,79.688461
"2022-04-11",80,80.580002,78.599998,78.769997,3590700,78.463249
"2022-04-12",78.199997,79.57,77.949997,78.07,3045100,77.765976
"2022-04-13",78.050003,78.800003,77.589996,78.440002,2459100,78.134544
"2022-04-14",78.68,78.760002,75.970001,76.440002,3843100,76.142326
"2022-04-18",76.25,76.370003,74.599998,74.970001,1824000,74.678055
"2022-04-19",75.220001,76.629997,75.080002,76.510002,2523800,76.212059
"2022-04-20",76.489998,78.730003,75.879997,78.559998,2492200,78.254066
"2022-04-21",78.660004,78.660004,77.790001,77.980003,2224300,77.676331
"2022-04-22",77.400002,77.400002,72.889999,73.080002,4266500,72.79541
"2022-04-25",72.800003,73.220001,72.129997,72.910004,3140100,72.626076
"2022-04-26",72.239998,72.650002,70.5,70.529999,2280900,70.255341
"2022-04-27",70.720001,72.120003,70.300003,71.07,4639300,70.793236
"2022-04-28",71.160004,74.650002,69.879997,70.800003,8441000,70.524292
"2022-04-29",70.239998,72.110001,69.720001,71.059998,4019200,70.783272
"2022-05-02",71.330002,72.43,69.720001,70.610001,3854700,70.33503
"2022-05-03",71.120003,72.889999,71.010002,72.050003,4496600,71.769424
"2022-05-04",71.949997,73.629997,71.650002,73.199997,3550800,72.91494
"2022-05-05",72.739998,73.389999,72.099998,72.989998,3029700,72.705757
"2022-05-06",72.510002,73.190002,71.790001,72.790001,3174400,72.506538
"2022-05-09",72.160004,74.510002,71.879997,73.620003,4362400,73.333313
"2022-05-10",73.860001,74.220001,72.220001,72.459999,3417400,72.177826
"2022-05-11",72.379997,74.239998,71.910004,72,2543400,71.71962
"2022-05-12",72.120003,72.809998,71.269997,72.650002,2270600,72.367088
"2022-05-13",72.800003,73.5,72.580002,73.029999,2069400,72.745605
"2022-05-16",73.059998,73.779999,72.540001,73.690002,2864000,73.403038
"2022-05-17",74.169998,74.360001,73.419998,74.339996,1981000,74.050499
"2022-05-18",73.900002,74.150002,71.82,72.120003,1994300,71.839149
"2022-05-19",71.550003,72.709999,71.160004,72.599998,2580700,72.317276
"2022-05-20",73.139999,73.300003,72.07,73.230003,1695500,72.944832
"2022-05-23",74.190002,74.489998,73.010002,73.370003,2322900,73.084282
"2022-05-24",73.489998,73.959999,72.93,73.900002,3259600,73.612221
"2022-05-25",73.830002,77.080002,73.540001,75.190002,4050000,74.897194
"2022-05-26",75.18,76.300003,74.709999,75.75,1824200,75.455017
"2022-05-27",76.160004,76.660004,75.599998,76.160004,2576200,75.863419
"2022-05-31",75.379997,76.510002,74.75,76.050003,3853400,75.753845
"2022-06-01",76.230003,76.480003,74.040001,74.470001,1862400,74.18
"2022-06-02",74.5,74.5,72.300003,74.260002,2189400,74.260002
"2022-06-03",74,74.43,72.470001,72.540001,1881800,72.540001
"2022-06-06",72.220001,73.269997,71.959999,72.5,1917700,72.5
"2022-06-07",72.300003,72.620003,71.830002,72.580002,1989000,72.580002
"2022-06-08",72.5,73.050003,72.18,72.849998,1526200,72.849998
"2022-06-09",72.300003,72.849998,71.5,72.029999,2865200,72.029999
"2022-06-10",71.43,73.629997,71.190002,73.120003,3268800,73.120003
"2022-06-13",71.830002,72.650002,71.260002,71.57,3779600,71.57
"2022-06-14",71.489998,72.150002,67.230003,67.480003,6008400,67.480003
"2022-06-15",67.839996,68.739998,66.910004,67.830002,3746200,67.830002
"2022-06-16",66.5,66.800003,64.779999,65.290001,2918100,65.290001
"2022-06-17",65.43,66.370003,63.27,63.830002,7244100,63.830002
"2022-06-21",64.57,64.68,63.25,64.019997,3698000,64.019997
"2022-06-22",63.560001,65.580002,63.259998,64.75,2541700,64.75
"2022-06-23",64.93,65.559998,64.349998,65.080002,2413300,65.080002
"2022-06-24",63.75,67.029999,63.75,66.779999,4080300,66.779999
"2022-06-27",66.769997,67.419998,66.309998,66.709999,2300600,66.709999
"2022-06-28",67,67.099998,65.18,65.25,2548900,65.25
"2022-06-29",65.489998,65.919998,64.800003,65.809998,2589600,65.809998
