"","VMC.Open","VMC.High","VMC.Low","VMC.Close","VMC.Volume","VMC.Adjusted"
"2022-01-12",201.740005,203.75,199.710007,202.880005,912800,201.93367
"2022-01-13",202.779999,204.130005,198.850006,199.070007,951400,198.141449
"2022-01-14",197.039993,198.619995,190.229996,192.229996,2301700,191.333344
"2022-01-18",189.529999,190.800003,186.880005,190.589996,1180100,189.700974
"2022-01-19",191.429993,192.309998,187.720001,188.220001,986200,187.342041
"2022-01-20",189.580002,192.389999,187.880005,188.220001,1199100,187.342041
"2022-01-21",187.429993,190.649994,185.520004,186.020004,1105500,185.152313
"2022-01-24",183.089996,189.660004,179.720001,188.789993,1431600,187.909378
"2022-01-25",184.009995,185.550003,179.919998,183.509995,999400,182.654007
"2022-01-26",185.449997,188.199997,181.190002,183.660004,1050900,182.803314
"2022-01-27",186.119995,187.800003,181.309998,183.210007,751300,182.355423
"2022-01-28",183.610001,188.449997,181.740005,188.419998,716300,187.541107
"2022-01-31",186.490005,190.380005,186.190002,190.309998,764000,189.422287
"2022-02-01",190.869995,193.169998,186.690002,191.399994,637300,190.507202
"2022-02-02",190.929993,192.020004,189.520004,189.979996,521600,189.093826
"2022-02-03",187.460007,189.660004,184.570007,185.360001,664400,184.495392
"2022-02-04",184.740005,185.740005,181.899994,184.039993,913100,183.181534
"2022-02-07",184.919998,184.919998,180.850006,182.419998,944900,181.569092
"2022-02-08",182.589996,186.089996,182.5,185.610001,693200,184.744217
"2022-02-09",187.570007,189.770004,187.289993,188.830002,768800,187.949203
"2022-02-10",186.270004,193.309998,182.690002,188.940002,1170400,188.058685
"2022-02-11",187.699997,190.619995,185.970001,187,1037200,186.127731
"2022-02-14",187,190.050003,182.429993,183.889999,838700,183.032242
"2022-02-15",185.039993,190.589996,184.860001,189.110001,865800,188.22789
"2022-02-16",188.410004,191.970001,183.720001,191.720001,1201100,190.825714
"2022-02-17",191.059998,192.539993,187.410004,187.610001,999700,186.734894
"2022-02-18",187.710007,188.600006,183.520004,185.309998,844800,184.445618
"2022-02-22",184.729996,187.039993,181.800003,183.059998,994800,182.2061
"2022-02-23",183.210007,184.960007,174.830002,175.300003,895600,174.4823
"2022-02-24",170.779999,177.820007,169.710007,177.149994,1006300,176.323669
"2022-02-25",177.309998,183.860001,176.210007,183.479996,1045300,182.624161
"2022-02-28",179.839996,182.740005,178.600006,181.449997,1064500,180.998215
"2022-03-01",180.389999,181,172.899994,174.440002,810800,174.005676
"2022-03-02",176.759995,179.320007,174.529999,178.25,946300,177.806183
"2022-03-03",180.539993,180.990005,176.210007,177.320007,656000,176.87851
"2022-03-04",174.119995,177.289993,172.509995,177.100006,1129400,176.659058
"2022-03-07",177.289993,177.589996,169.529999,170.179993,1347700,169.756271
"2022-03-08",170.779999,177.179993,169.990005,170.949997,775600,170.524353
"2022-03-09",176.050003,178.220001,173.759995,176.770004,620200,176.329865
"2022-03-10",173.470001,176.610001,173.470001,175.380005,682800,174.943329
"2022-03-11",176.740005,178.220001,174.860001,175.320007,610900,174.883484
"2022-03-14",177.800003,180.240005,175.979996,177.919998,691500,177.477005
"2022-03-15",179.869995,182.889999,176.570007,182.009995,1167900,181.556808
"2022-03-16",183.169998,186.860001,177.100006,181.279999,946900,180.828629
"2022-03-17",179.509995,183.820007,178.490005,183.070007,523100,182.614182
"2022-03-18",182.970001,184.419998,180,183.470001,1012500,183.013184
"2022-03-21",182.380005,184.509995,181.289993,182.330002,525900,181.876022
"2022-03-22",183.369995,184.5,180.990005,182.050003,499300,181.596725
"2022-03-23",181.169998,181.449997,177.179993,177.339996,551800,176.898438
"2022-03-24",178.570007,180.850006,177.630005,180.839996,723000,180.389725
"2022-03-25",181.130005,184.809998,179.110001,184.710007,822500,184.250107
"2022-03-28",184,187.360001,182.880005,187.289993,973800,186.823669
"2022-03-29",189.990005,192,188.070007,191.330002,811600,190.853622
"2022-03-30",191.369995,191.710007,186.190002,187.119995,795500,186.654099
"2022-03-31",185.600006,187.460007,183.690002,183.699997,953200,183.242615
"2022-04-01",185.350006,186.479996,183.580002,184.179993,800200,183.721405
"2022-04-04",184.360001,184.710007,182.339996,183.440002,619700,182.983261
"2022-04-05",181.919998,184.940002,181.919998,182.350006,653400,181.895981
"2022-04-06",180.649994,181.130005,177.529999,179,995100,178.554321
"2022-04-07",178.990005,179.729996,175.649994,176.070007,1085500,175.631622
"2022-04-08",177.070007,179.580002,174.339996,176.910004,433800,176.469528
"2022-04-11",176.350006,179.710007,175.779999,176.169998,483700,175.731354
"2022-04-12",177.259995,179.949997,174.809998,175.5,378300,175.063034
"2022-04-13",175.630005,177.259995,175.399994,176.470001,517500,176.030609
"2022-04-14",176.399994,177.820007,174.720001,174.770004,536500,174.334854
"2022-04-18",174.300003,176.220001,172.440002,173.990005,441400,173.556793
"2022-04-19",174.5,177.710007,173.919998,177.210007,633900,176.768784
"2022-04-20",179.240005,183.619995,178.679993,182.630005,662300,182.175278
"2022-04-21",184.160004,185.210007,179.580002,181.369995,698800,180.918411
"2022-04-22",180.800003,180.910004,170.940002,171.080002,1127600,170.654037
"2022-04-25",171.169998,176.759995,169.529999,176.009995,1074200,175.571747
"2022-04-26",174.940002,175.570007,170.5,170.5,626400,170.075485
"2022-04-27",170.910004,174.009995,170.089996,172.089996,537300,171.661514
"2022-04-28",172.669998,178.970001,171.029999,177.880005,765700,177.437103
"2022-04-29",176.520004,177.940002,171.839996,172.289993,640000,171.861008
"2022-05-02",172.910004,174.25,168.470001,172.020004,1090900,171.591705
"2022-05-03",171.669998,178.389999,171.5,176.929993,1076000,176.489456
"2022-05-04",175.399994,185.570007,175.25,185.429993,1314400,184.968292
"2022-05-05",183.009995,183.509995,174.589996,177.080002,747300,176.639099
"2022-05-06",174.699997,174.820007,164.630005,169.880005,1157100,169.457031
"2022-05-09",167.589996,169.279999,161.850006,162.949997,964500,162.544281
"2022-05-10",165.729996,166.289993,158.149994,161.539993,802200,161.137787
"2022-05-11",161.820007,165.389999,157.800003,158.100006,822500,157.70636
"2022-05-12",157.889999,165.289993,156.529999,165.110001,1426900,164.698898
"2022-05-13",166.580002,170.889999,165.679993,168.020004,1020700,167.601654
"2022-05-16",164.5,165.339996,157.130005,160.130005,1338400,159.731308
"2022-05-17",163.740005,165.139999,161.520004,164.880005,917700,164.469482
"2022-05-18",163.050003,163.830002,159.899994,160.529999,594800,160.130295
"2022-05-19",159.309998,163.410004,159.309998,160.309998,546500,159.910843
"2022-05-20",162.520004,163.199997,156.880005,160.029999,826700,159.631546
"2022-05-23",162.029999,163.970001,160.029999,163.910004,727400,163.501892
"2022-05-24",163.330002,163.660004,157.330002,161.240005,745200,160.838547
"2022-05-25",160.479996,161.630005,158.830002,160.649994,545300,160.25
"2022-05-26",162.279999,165.449997,161.710007,164.279999,334900,164.279999
"2022-05-27",165.770004,169.740005,165.770004,169.710007,461800,169.710007
"2022-05-31",167.330002,167.330002,163.509995,164.869995,968200,164.869995
"2022-06-01",165.899994,166.25,161.289993,164.539993,648100,164.539993
"2022-06-02",165.960007,168.679993,163.970001,168.479996,550300,168.479996
"2022-06-03",167.309998,167.869995,164.779999,165.940002,614900,165.940002
"2022-06-06",167.169998,167.800003,165.899994,166.729996,485400,166.729996
"2022-06-07",164.990005,169.789993,164.419998,169.270004,443600,169.270004
"2022-06-08",167.369995,168.020004,162.729996,163.009995,408500,163.009995
"2022-06-09",162.070007,164.5,161.039993,161.080002,522300,161.080002
"2022-06-10",157,158.199997,154.880005,156.350006,663600,156.350006
"2022-06-13",151.990005,155.110001,151.410004,152.970001,1012500,152.970001
"2022-06-14",152.910004,153.190002,150.339996,151.039993,1004600,151.039993
"2022-06-15",152.820007,154.169998,148.990005,151.449997,758100,151.449997
"2022-06-16",147.979996,148.839996,144.089996,144.929993,792500,144.929993
"2022-06-17",145.5,148.169998,143.240005,144.649994,1162400,144.649994
"2022-06-21",145.75,146.509995,143.320007,144.669998,898900,144.669998
"2022-06-22",142.440002,144.889999,141.320007,143.830002,753100,143.830002
"2022-06-23",143.460007,144.529999,141.179993,141.449997,904200,141.449997
"2022-06-24",142.720001,146.289993,142.179993,145.820007,2470300,145.820007
"2022-06-27",146.669998,146.669998,143.369995,145.960007,722500,145.960007
"2022-06-28",146.559998,147.960007,143.229996,143.369995,502100,143.369995
"2022-06-29",143.940002,143.940002,139.5,143.279999,841800,143.279999
