"","AIZ.Open","AIZ.High","AIZ.Low","AIZ.Close","AIZ.Volume","AIZ.Adjusted"
"2021-12-31",154.649994,156.809998,154.070007,155.860001,294500,154.62558
"2022-01-03",156.389999,157.5,155.240005,156.270004,297100,155.032333
"2022-01-04",157.449997,158.940002,156.779999,157.740005,434700,156.490707
"2022-01-05",157.970001,159.419998,156.199997,156.309998,330300,155.072006
"2022-01-06",157.929993,158.350006,154.869995,155.830002,633900,154.59581
"2022-01-07",156.339996,158.940002,155.820007,158.740005,1323400,157.482773
"2022-01-10",159.580002,160.139999,154.669998,156.350006,533600,155.11171
"2022-01-11",157,157.679993,155.279999,157.470001,673000,156.222824
"2022-01-12",157.630005,159.139999,156.509995,157.080002,440100,155.835922
"2022-01-13",157.830002,158.300003,155.660004,155.949997,407600,154.714874
"2022-01-14",154.050003,155.110001,152.970001,154.889999,365900,153.663269
"2022-01-18",154.309998,154.919998,152.479996,152.639999,799200,151.431091
"2022-01-19",153.350006,153.570007,151.490005,151.529999,598700,150.32988
"2022-01-20",151.880005,153.5,148.990005,149.110001,1011600,147.929047
"2022-01-21",148.779999,149.490005,146.75,146.990005,537800,145.825836
"2022-01-24",145.229996,150.110001,144.179993,149.600006,1045100,148.415161
"2022-01-25",147.990005,150.5,145.779999,149.110001,528300,147.929047
"2022-01-26",150.039993,152.580002,149.320007,150.850006,609700,149.655273
"2022-01-27",151.949997,153.949997,148.259995,148.699997,405600,147.522278
"2022-01-28",148.449997,151.190002,147.699997,151.050003,408400,149.853668
"2022-01-31",149.789993,152.679993,149.199997,152.509995,349200,151.302109
"2022-02-01",151.720001,152.509995,150.070007,151.25,490700,150.052094
"2022-02-02",150.820007,153.320007,150.820007,152.990005,372100,151.77832
"2022-02-03",153.389999,153.440002,151.539993,151.800003,322700,150.597748
"2022-02-04",151.190002,154.679993,150.75,153.070007,477600,151.857681
"2022-02-07",153.070007,154.350006,152.5,152.740005,450300,151.530289
"2022-02-08",153.880005,156.179993,152.660004,156.039993,715800,154.804138
"2022-02-09",162.169998,168.350006,162.169998,166.559998,836200,165.240829
"2022-02-10",165.860001,166.910004,161.309998,162.570007,561400,161.28244
"2022-02-11",162.279999,164.679993,161.050003,161.929993,508500,160.647491
"2022-02-14",162.559998,163.570007,160.279999,161.990005,626400,160.707047
"2022-02-15",163.970001,166.970001,163.839996,165.669998,551000,164.35788
"2022-02-16",164.570007,167.820007,164.080002,167.199997,462900,165.875763
"2022-02-17",165.649994,166.929993,164.979996,166.020004,539800,164.705109
"2022-02-18",165.919998,168.050003,165.460007,165.539993,1474800,164.228912
"2022-02-22",165.509995,167.669998,163.979996,165.119995,558900,163.812241
"2022-02-23",165.960007,166.630005,163.059998,163.600006,403700,162.304291
"2022-02-24",159.320007,164.270004,157.820007,163.5,823600,162.205078
"2022-02-25",163.880005,168.490005,163.880005,168.410004,563300,167.773972
"2022-02-28",164.809998,171.669998,164.809998,169.710007,590800,169.069061
"2022-03-01",169.149994,169.610001,163.910004,165.119995,532500,164.496384
"2022-03-02",166.470001,169.919998,166.350006,168.880005,340100,168.242188
"2022-03-03",169.789993,171.309998,168.110001,170.600006,376700,169.955688
"2022-03-04",167.960007,169.440002,166.529999,169.389999,351400,168.750259
"2022-03-07",167.770004,169.270004,166.229996,168.25,413300,167.614563
"2022-03-08",169.220001,170.839996,165.889999,166.190002,316300,165.562347
"2022-03-09",169.470001,171.960007,167.839996,168.770004,359100,168.132599
"2022-03-10",166.929993,169.710007,166.929993,169.399994,311700,168.760223
"2022-03-11",170.470001,172.580002,169.929993,169.949997,249100,169.308136
"2022-03-14",171.600006,172.550003,169.259995,170.639999,388000,169.995544
"2022-03-15",171.320007,173.919998,171.320007,173.509995,332500,172.854691
"2022-03-16",174.639999,175.410004,171.600006,174.360001,391700,173.701492
"2022-03-17",173.070007,176.190002,172.830002,176.110001,334600,175.444885
"2022-03-18",176.300003,176.539993,173.809998,176.419998,832800,175.753708
"2022-03-21",177.490005,178.770004,176.039993,178.179993,401300,177.50705
"2022-03-22",179.550003,181.380005,178.820007,179.610001,339500,178.931656
"2022-03-23",179.050003,179.770004,178.009995,178.970001,379000,178.294083
"2022-03-24",179.5,183.070007,178.270004,182.869995,437500,182.179352
"2022-03-25",183.350006,184.830002,182.809998,184.479996,391800,183.783264
"2022-03-28",184.229996,184.229996,181.979996,183.669998,269000,182.976334
"2022-03-29",184.300003,184.970001,180.600006,181.309998,368700,180.625244
"2022-03-30",181.690002,183.350006,180.779999,182.169998,433400,181.481995
"2022-03-31",181.889999,184.139999,181.830002,181.830002,457500,181.14328
"2022-04-01",182.440002,185.580002,182.440002,185.419998,426500,184.719711
"2022-04-04",185.229996,185.229996,181.320007,181.800003,410900,181.113388
"2022-04-05",181.419998,183.820007,181.419998,181.869995,323600,181.183121
"2022-04-06",181.520004,184.869995,181.190002,184.559998,458800,183.862961
"2022-04-07",184.610001,186.539993,182.639999,185.740005,367700,185.038513
"2022-04-08",187.100006,187.889999,185.830002,186.199997,329100,185.496765
"2022-04-11",187.169998,189.220001,186.259995,186.850006,285500,186.144318
"2022-04-12",186.619995,188.580002,185.470001,185.979996,299300,185.277603
"2022-04-13",184.940002,187.850006,184.889999,187.770004,241800,187.060852
"2022-04-14",188.210007,190.190002,188.199997,189.300003,310400,188.585068
"2022-04-18",188.740005,190.919998,188.660004,189.320007,215700,188.604996
"2022-04-19",189.220001,190.949997,188.710007,189.520004,525400,188.804245
"2022-04-20",190.380005,193.580002,190.210007,193.119995,326100,192.39064
"2022-04-21",194,194.119995,189.990005,190.330002,332000,189.611176
"2022-04-22",189.460007,190.520004,186.440002,186.570007,364800,185.865387
"2022-04-25",185.25,187.639999,182.440002,187.160004,383700,186.453156
"2022-04-26",186.020004,187.770004,184.550003,184.889999,506200,184.191727
"2022-04-27",184.839996,188.210007,184,186.020004,445600,185.317459
"2022-04-28",186.630005,186.699997,183.740005,186.220001,388600,185.516693
"2022-04-29",185.5,186.729996,181.259995,181.880005,480500,181.1931
"2022-05-02",182.520004,183.529999,177.940002,180.839996,496000,180.157013
"2022-05-03",181.800003,185.380005,181.679993,183.080002,439500,182.388565
"2022-05-04",182.309998,187.110001,178.440002,186.869995,587200,186.16423
"2022-05-05",185.899994,190.589996,185.899994,189.429993,498300,188.714569
"2022-05-06",188.970001,190.720001,187.240005,188.580002,565200,187.867783
"2022-05-09",186.889999,187.960007,180.089996,180.970001,510200,180.28653
"2022-05-10",181.610001,183.759995,178.220001,181.800003,603500,181.113388
"2022-05-11",182.490005,185.490005,180.300003,180.520004,504700,179.838226
"2022-05-12",180.229996,181.139999,176.339996,179.350006,437900,178.672653
"2022-05-13",179.940002,182,179.669998,181.619995,310200,180.934067
"2022-05-16",181.630005,182,179.25,180.479996,327400,179.79837
"2022-05-17",182.630005,184.449997,180.669998,184.440002,483800,183.743423
"2022-05-18",183.960007,188.080002,183.360001,186.850006,481800,186.144318
"2022-05-19",185.289993,186.360001,179.179993,180.440002,588600,179.75853
"2022-05-20",181.490005,181.949997,173.929993,176.169998,607100,175.504654
"2022-05-23",178.699997,179.949997,177.589996,178.490005,539800,177.815903
"2022-05-24",178.300003,181.610001,177.320007,180.75,578100,180.067352
"2022-05-25",180.440002,183,179.440002,181.270004,560500,180.585403
"2022-05-26",183.080002,183.080002,179.449997,180.050003,461000,179.37001
"2022-05-27",179.440002,181.410004,178.970001,181.410004,476200,181.410004
"2022-05-31",179.550003,180.690002,176.429993,176.690002,1555900,176.690002
"2022-06-01",177.020004,178.880005,174.479996,178.229996,577500,178.229996
"2022-06-02",178.350006,179.949997,176.710007,179.929993,420600,179.929993
"2022-06-03",179.259995,181.190002,177.940002,180.389999,413800,180.389999
"2022-06-06",181.460007,183.389999,180.429993,183.179993,347600,183.179993
"2022-06-07",183,185.970001,182.759995,185.580002,410400,185.580002
"2022-06-08",184.350006,185.080002,182.199997,182.490005,309100,182.490005
"2022-06-09",182.600006,183.039993,178.75,178.759995,302900,178.759995
"2022-06-10",175.580002,176.649994,173.860001,173.899994,442000,173.899994
"2022-06-13",171.580002,175.009995,171.080002,172.690002,601800,172.690002
"2022-06-14",174.559998,177.080002,172.600006,176.009995,664800,176.009995
"2022-06-15",177.190002,178.210007,170.75,173.240005,497700,173.240005
"2022-06-16",171.479996,172.039993,168.360001,169.080002,533500,169.080002
"2022-06-17",168.820007,171.080002,168.550003,169.850006,1167100,169.850006
"2022-06-21",172.210007,172.679993,171.289993,171.679993,513000,171.679993
"2022-06-22",168.880005,171.940002,168.580002,171.199997,492500,171.199997
"2022-06-23",171.639999,172.139999,167.070007,169.309998,842200,169.309998
"2022-06-24",168.820007,173.240005,168.669998,172.860001,804800,172.860001
"2022-06-27",173.429993,174.059998,172.089996,173.009995,427700,173.009995
"2022-06-28",174.460007,176.360001,172.970001,173,376800,173
"2022-06-29",173.289993,173.289993,170.75,170.869995,342600,170.869995
