"","UNH.Open","UNH.High","UNH.Low","UNH.Close","UNH.Volume","UNH.Adjusted"
"2021-12-31",504.140015,506.869995,502.040009,502.140015,1695400,498.879364
"2022-01-03",500,502.899994,493.049988,502.279999,3033600,499.018433
"2022-01-04",503.200012,503.75,490.880005,490.899994,3908100,487.712341
"2022-01-05",494.769989,497,489.690002,489.690002,3921100,486.510193
"2022-01-06",480,484.140015,463.119995,469.649994,6555200,466.600311
"2022-01-07",467.690002,467.970001,455.549988,458.600006,5494200,455.622101
"2022-01-10",456,465.859985,454.440002,465,5831800,461.98053
"2022-01-11",467.200012,470.450012,460.670013,469,3332800,465.954529
"2022-01-12",468.970001,475.320007,466.339996,473.720001,3502300,470.64389
"2022-01-13",475.890015,476.549988,465.980011,467.429993,3005300,464.394714
"2022-01-14",469.890015,473.170013,465.079987,468.690002,3665400,465.646545
"2022-01-18",465.170013,465.709991,458.350006,460.98999,3938800,457.996552
"2022-01-19",468,475.48999,461.51001,462.519989,4030900,459.516602
"2022-01-20",464.380005,471.630005,462,463,3228600,459.9935
"2022-01-21",463.5,470.790009,461.070007,461.170013,4273200,458.175385
"2022-01-24",458.070007,464.140015,448.130005,462.269989,4780700,459.268219
"2022-01-25",454.070007,459.48999,447.269989,456.839996,3428900,453.873505
"2022-01-26",458.450012,463.880005,453.450012,458.429993,4435900,455.453156
"2022-01-27",458.079987,468.679993,457.01001,461.600006,3508100,458.6026
"2022-01-28",461.399994,466.279999,455.079987,466.059998,3364400,463.03363
"2022-01-31",465,473.179993,464.399994,472.570007,3500500,469.501373
"2022-02-01",475,475,462.75,468.410004,3148600,465.368378
"2022-02-02",469.059998,481.980011,469.059998,479.779999,3026800,476.664551
"2022-02-03",498.649994,500.179993,483.570007,488.769989,4370900,485.596161
"2022-02-04",481.75,489.630005,480.190002,483.170013,3066400,480.032532
"2022-02-07",484.910004,487.26001,481.299988,483.700012,2937200,480.559082
"2022-02-08",481.350006,495.670013,481.350006,493.410004,3534700,490.206024
"2022-02-09",497,500.929993,496.290009,498.100006,2818100,494.865601
"2022-02-10",492.23999,494.220001,485.070007,486.720001,2626100,483.559479
"2022-02-11",484.679993,490.429993,476.440002,478.130005,2493800,475.025269
"2022-02-14",475.109985,477.73999,469.329987,474.399994,2549500,471.319458
"2022-02-15",475.940002,481.170013,475.200012,478.230011,3001000,475.124634
"2022-02-16",475.5,481.730011,471.399994,480.049988,2651800,476.93277
"2022-02-17",478.170013,479.290009,468.890015,470.339996,2403100,467.285858
"2022-02-18",470.25,474.920013,466.829987,467.809998,2992300,464.772247
"2022-02-22",463.829987,467.190002,457.820007,462.51001,3029800,459.506714
"2022-02-23",467.190002,467.720001,458.839996,459.619995,2840300,456.635437
"2022-02-24",449.519989,456.589996,445.73999,455.890015,3933000,452.929688
"2022-02-25",456.649994,475.779999,456.230011,475.75,3314400,472.660706
"2022-02-28",465.850006,477.309998,465.609985,475.869995,3918300,472.779938
"2022-03-01",470.890015,476.959991,467.730011,476.25,2917600,473.15744
"2022-03-02",478.190002,487.170013,477.890015,485.380005,3675900,482.22818
"2022-03-03",486,491.380005,482.220001,486.589996,3139400,483.430328
"2022-03-04",480.690002,499.660004,477.48999,498.649994,4170100,495.412018
"2022-03-07",500,500,483.019989,486.869995,4123300,483.708496
"2022-03-08",478.799988,484.48999,471.519989,473.459991,3849500,470.385559
"2022-03-09",482.579987,487.720001,473.589996,485.570007,3115500,482.416931
"2022-03-10",479.329987,493.709991,477.829987,491.440002,2834800,488.24884
"2022-03-11",487.829987,493.799988,482.51001,482.869995,2615000,481.154114
"2022-03-14",490.399994,495.589996,485.279999,487.920013,2704100,486.186188
"2022-03-15",490,499.940002,487.309998,497.910004,3043000,496.140686
"2022-03-16",499.829987,505.5,490.01001,498.26001,3497100,496.489441
"2022-03-17",496,507.119995,495.179993,507.019989,2357200,505.218292
"2022-03-18",508.73999,510.679993,501.559998,506.119995,5065600,504.321503
"2022-03-21",505.01001,513,504.359985,507.660004,2617700,505.856018
"2022-03-22",509.269989,511.850006,504.839996,505.320007,2752500,503.524353
"2022-03-23",502.269989,507.059998,501.329987,503.230011,2753200,501.441772
"2022-03-24",505,515.780029,503.859985,513.460022,2789200,511.635437
"2022-03-25",514.190002,516.530029,509.23999,513.030029,2551100,511.20697
"2022-03-28",514.320007,517.140015,508.809998,513.200012,2643000,511.376343
"2022-03-29",517.099976,519.590027,507.299988,510.730011,3478400,508.915131
"2022-03-30",515.109985,521.200012,512.47998,520.820007,3041200,518.969238
"2022-03-31",517.099976,521.890015,509.670013,509.970001,3979700,508.157806
"2022-04-01",510.679993,514.780029,506.600006,512.590027,2344100,510.768524
"2022-04-04",512.210022,512.47998,504.529999,510.019989,2657500,508.207642
"2022-04-05",510,524.72998,508,517.76001,3268600,515.920166
"2022-04-06",518.219971,533.52002,518,531.75,3955600,529.860413
"2022-04-07",530,538.280029,528.390015,536.950012,2867000,535.041931
"2022-04-08",539,548.969971,538.099976,545.960022,3986700,544.019958
"2022-04-11",543.599976,547.609985,536.640015,537.440002,3574000,535.530212
"2022-04-12",535.409973,540.72998,530.780029,533.710022,3575700,531.813477
"2022-04-13",533.320007,538.280029,528.619995,537,3012000,535.091736
"2022-04-14",538.5,553.289978,534.070007,534.820007,4211300,532.919495
"2022-04-18",537.900024,541,530.380005,534.080017,2087100,532.182129
"2022-04-19",535.890015,542.47998,535.23999,537.700012,2207600,535.789307
"2022-04-20",542.140015,548.359985,539,546.01001,2986300,544.069763
"2022-04-21",545.5,548,536.030029,537.440002,2539900,535.530212
"2022-04-22",532.059998,533.349976,520.179993,520.940002,3453300,519.088867
"2022-04-25",520.400024,526.26001,511.730011,524.27002,3030400,522.407043
"2022-04-26",524.23999,526.26001,513.51001,513.780029,2895300,511.954315
"2022-04-27",514.909973,520.900024,509.820007,513.809998,3353700,511.984161
"2022-04-28",516.76001,526.280029,513.169983,524.419983,2582700,522.556458
"2022-04-29",518.849976,519.900024,506.959991,508.549988,2873200,506.742859
"2022-05-02",510.809998,513.51001,493.339996,501.149994,3184300,499.369141
"2022-05-03",501.130005,505.519989,497.480011,499.619995,2763400,497.844604
"2022-05-04",499.5,509.769989,493.089996,507.619995,4002600,505.816162
"2022-05-05",507.209991,510.670013,489.230011,494.720001,3359700,492.962006
"2022-05-06",485.01001,501.570007,485,499.619995,3260300,497.844604
"2022-05-09",490.399994,494.630005,484.429993,486.420013,3862700,484.691528
"2022-05-10",493.809998,496.350006,481.119995,488.01001,4275500,486.275848
"2022-05-11",484.390015,500.519989,484.390015,486.149994,3936300,484.422455
"2022-05-12",486.100006,486.890015,471.420013,478.799988,3997600,477.098572
"2022-05-13",480.980011,487,475.809998,485.399994,2453400,483.67511
"2022-05-16",485.410004,495.559998,484.149994,489.220001,2338800,487.481567
"2022-05-17",494,494.720001,488.459991,492.529999,2289000,490.779785
"2022-05-18",488.26001,489.209991,468.359985,471.380005,3240500,469.704956
"2022-05-19",464.320007,481.579987,463.329987,478.549988,3813800,476.849457
"2022-05-20",481.380005,487.470001,472.309998,485.730011,3068200,484.003967
"2022-05-23",486.290009,495.73999,486.290009,492.079987,2279800,490.33139
"2022-05-24",490.790009,498.079987,488.660004,497.559998,2658100,495.791901
"2022-05-25",498.519989,502.309998,491.26001,498.089996,3161600,496.320038
"2022-05-26",501.73999,507.26001,499.410004,502.230011,2705800,500.445343
"2022-05-27",491,507.109985,489.390015,507.109985,3349100,505.307953
"2022-05-31",503.619995,504.109985,495.660004,496.779999,4003100,495.014679
"2022-06-01",498.320007,501.380005,487.779999,492.549988,1765900,490.799713
"2022-06-02",494,496.149994,482.970001,492.26001,2093500,490.510773
"2022-06-03",488.329987,491.670013,484.899994,485.609985,1756900,483.884369
"2022-06-06",489.429993,493.630005,486.290009,490.179993,1781500,488.438141
"2022-06-07",489.5,497.609985,487.119995,497.100006,2341900,495.333557
"2022-06-08",494,497.899994,488.549988,493.529999,3268100,491.776245
"2022-06-09",492.880005,496.459991,487.609985,489.429993,3148800,487.690796
"2022-06-10",484.799988,490.160004,480.929993,484.630005,2599900,482.907867
"2022-06-13",475.130005,481.339996,467.26001,469.700012,3764600,468.030914
"2022-06-14",467.5,469.179993,457.420013,461.75,3814200,460.109161
"2022-06-15",464.200012,469.019989,456.5,464.329987,2550700,462.679993
"2022-06-16",453.399994,457.809998,450.679993,456.089996,3135600,456.089996
"2022-06-17",450.75,461.459991,449.700012,452.059998,5277400,452.059998
"2022-06-21",457.809998,485.119995,457.100006,480.320007,5726800,480.320007
"2022-06-22",475.720001,495.920013,474.540009,489.679993,5061000,489.679993
"2022-06-23",494.950012,503.579987,491.959991,499.809998,4687700,499.809998
"2022-06-24",499.440002,499.76001,486.559998,495.640015,15861100,495.640015
"2022-06-27",492.829987,511.890015,492.579987,505.660004,3907100,505.660004
"2022-06-28",512.080017,518.609985,505.079987,508.440002,4978200,508.440002
"2022-06-29",508.850006,518.700012,506.01001,515.710022,3823400,515.710022
