"","PTC.Open","PTC.High","PTC.Low","PTC.Close","PTC.Volume","PTC.Adjusted"
"2020-12-30",118.760002,120.160004,118.300003,119.510002,283300,119.510002
"2020-12-31",119.599998,120.269997,118.709999,119.610001,377800,119.610001
"2021-01-04",120.07,120.639999,116.019997,118.18,710600,118.18
"2021-01-05",118.059998,119.870003,117.370003,118.510002,490300,118.510002
"2021-01-06",118.029999,121.129997,117.019997,119,1352000,119
"2021-01-07",119.760002,125.529999,119.760002,125.449997,706000,125.449997
"2021-01-08",125.82,129.259995,125.82,127.940002,1010200,127.940002
"2021-01-11",126.269997,129.869995,126.260002,129.160004,945900,129.160004
"2021-01-12",130.110001,130.949997,128,128.5,519400,128.5
"2021-01-13",128.929993,128.949997,124.480003,124.510002,613300,124.510002
"2021-01-14",124.160004,124.849998,123.529999,124.599998,475900,124.599998
"2021-01-15",124.730003,125.110001,122.720001,124.120003,416100,124.120003
"2021-01-19",125.32,126.639999,124.010002,125.550003,795200,125.550003
"2021-01-20",127,130.529999,126.279999,130.389999,935100,130.389999
"2021-01-21",131.639999,132.330002,128.460007,129.559998,746700,129.559998
"2021-01-22",129.479996,131.270004,128.009995,130.880005,540900,130.880005
"2021-01-25",132.369995,132.830002,127.779999,130.880005,633200,130.880005
"2021-01-26",131.190002,131.949997,128.339996,129.520004,698700,129.520004
"2021-01-27",127,128.440002,120.830002,120.830002,1065000,120.830002
"2021-01-28",133.899994,141.669998,131,138.330002,3847500,138.330002
"2021-01-29",137.669998,137.669998,131.970001,132.910004,918000,132.910004
"2021-02-01",133.800003,138.889999,132.929993,137,880600,137
"2021-02-02",138,140.490005,137.050003,138.009995,761000,138.009995
"2021-02-03",138,139.929993,137,138.130005,579300,138.130005
"2021-02-04",139.100006,141.130005,138.179993,139.289993,544100,139.289993
"2021-02-05",140.009995,142.919998,140.009995,142.729996,739100,142.729996
"2021-02-08",144.429993,144.830002,141.889999,142.919998,617900,142.919998
"2021-02-09",143.740005,144.899994,142.960007,144.050003,569600,144.050003
"2021-02-10",144.669998,146.630005,143.639999,144.729996,554000,144.729996
"2021-02-11",145.279999,145.789993,142.770004,143.649994,672600,143.649994
"2021-02-12",143.5,143.929993,142.080002,142.720001,566100,142.720001
"2021-02-16",143.350006,146.429993,143,146.130005,701100,146.130005
"2021-02-17",144.949997,144.949997,142.259995,144.190002,459100,144.190002
"2021-02-18",142.369995,144.610001,139.380005,143.210007,503000,143.210007
"2021-02-19",144.360001,147.669998,143.960007,146.729996,467900,146.729996
"2021-02-22",144.440002,145.729996,142.639999,142.949997,473900,142.949997
"2021-02-23",139.039993,140.679993,134.539993,140.130005,761800,140.130005
"2021-02-24",139.259995,143.169998,137.270004,142.330002,831300,142.330002
"2021-02-25",140.679993,141.600006,133.559998,134.479996,620900,134.479996
"2021-02-26",135.190002,138.320007,134.119995,136.940002,1151000,136.940002
"2021-03-01",139.559998,142.580002,139.039993,142.210007,656100,142.210007
"2021-03-02",143.119995,143.490005,136.410004,136.509995,843600,136.509995
"2021-03-03",135.940002,137.490005,131.639999,132.339996,607900,132.339996
"2021-03-04",131.419998,133.149994,124.870003,126.43,827000,126.43
"2021-03-05",127.239998,127.309998,117.980003,125.510002,1154500,125.510002
"2021-03-08",124.970001,126.870003,118.800003,118.849998,769300,118.849998
"2021-03-09",122.330002,128.839996,122,127.550003,706000,127.550003
"2021-03-10",129.300003,132.100006,128.690002,130.990005,782400,130.990005
"2021-03-11",134.369995,137.669998,134.039993,135.839996,1086500,135.839996
"2021-03-12",135.350006,135.350006,131.070007,132.190002,476600,132.190002
"2021-03-15",132.820007,137.25,132.550003,137.089996,612600,137.089996
"2021-03-16",139.119995,139.259995,134.399994,135.559998,415200,135.559998
"2021-03-17",134.759995,135.979996,129.820007,132.229996,961200,132.229996
"2021-03-18",129.009995,131.089996,125.730003,127.029999,1046000,127.029999
"2021-03-19",128.539993,130.5,126.510002,129.660004,1183600,129.660004
"2021-03-22",130.149994,132.380005,130.059998,130.139999,472300,130.139999
"2021-03-23",130.509995,133.410004,129.289993,129.809998,607300,129.809998
"2021-03-24",130.869995,130.869995,126.699997,126.839996,549900,126.839996
"2021-03-25",125.519997,128.449997,122.970001,128,617400,128
"2021-03-26",128.419998,135.600006,128.419998,135.429993,905700,135.429993
"2021-03-29",134.729996,135.910004,131.429993,131.699997,926700,131.699997
"2021-03-30",130.679993,133.770004,130.110001,132,407000,132
"2021-03-31",133.330002,139.839996,133.330002,137.649994,923500,137.649994
"2021-04-01",139.699997,144.880005,139.699997,143.869995,837600,143.869995
"2021-04-05",145,146.529999,143.339996,145.979996,635700,145.979996
"2021-04-06",145.759995,146.910004,144.020004,144.309998,766400,144.309998
"2021-04-07",144,144.979996,142.589996,143.220001,402500,143.220001
"2021-04-08",145.539993,149.259995,144.389999,146.630005,839900,146.630005
"2021-04-09",146.979996,146.979996,144.460007,146.039993,397900,146.039993
"2021-04-12",144.880005,147.389999,144.419998,146.649994,322000,146.649994
"2021-04-13",146.699997,148.279999,145.070007,147.210007,335300,147.210007
"2021-04-14",146.830002,149.240005,146.149994,146.559998,388400,146.559998
"2021-04-15",148.259995,149.210007,146.199997,147.550003,497000,147.550003
"2021-04-16",148.619995,148.619995,144.460007,146.160004,1584800,146.160004
"2021-04-19",144.910004,146.880005,137.929993,139.800003,23298600,139.800003
"2021-04-20",139.990005,142.369995,138.919998,142.190002,1199400,142.190002
"2021-04-21",141.429993,144.070007,141.059998,144,587900,144
"2021-04-22",143.429993,146.850006,142.830002,145.270004,703800,145.270004
"2021-04-23",146.199997,148.080002,145.940002,147.339996,501800,147.339996
"2021-04-26",147.759995,149.490005,147.270004,148.839996,661300,148.839996
"2021-04-27",148.410004,149.5,146.059998,147.789993,634200,147.789993
"2021-04-28",147.5,148.429993,146.649994,148.289993,631700,148.289993
"2021-04-29",141.539993,144.729996,133.059998,133.419998,1971200,133.419998
"2021-04-30",133.070007,133.970001,130.520004,130.940002,1057200,130.940002
"2021-05-03",132.029999,132.029999,129.089996,130.25,1266900,130.25
"2021-05-04",129.729996,130.139999,126.989998,129.990005,857800,129.990005
"2021-05-05",130.509995,132.770004,129.020004,130.899994,769900,130.899994
"2021-05-06",129.630005,130.240005,126.959999,130.100006,702700,130.100006
"2021-05-07",131.990005,133.369995,130.5,131.160004,658200,131.160004
"2021-05-10",130.429993,131.600006,129.119995,129.139999,555600,129.139999
"2021-05-11",126.419998,130.949997,125.059998,130.160004,502800,130.160004
"2021-05-12",127.639999,128.600006,124.93,125.300003,905600,125.300003
"2021-05-13",126.989998,127.57,123.059998,125.389999,777700,125.389999
"2021-05-14",127.269997,129.880005,125.760002,129.009995,741700,129.009995
"2021-05-17",127.540001,128.770004,126.139999,127.660004,558800,127.660004
"2021-05-18",127.620003,130.039993,126.889999,127.839996,743400,127.839996
"2021-05-19",125.889999,127.199997,124.629997,127.120003,558200,127.120003
"2021-05-20",128.240005,131.429993,128,130.699997,539900,130.699997
"2021-05-21",132.149994,133.070007,130.330002,130.770004,764400,130.770004
"2021-05-24",132.5,133.589996,131.509995,132.820007,512700,132.820007
"2021-05-25",134.410004,135.220001,132.800003,133.029999,483000,133.029999
"2021-05-26",133.279999,134.130005,132.179993,132.889999,453600,132.889999
"2021-05-27",133.119995,133.520004,130.649994,133.070007,687100,133.070007
"2021-05-28",134.089996,135.460007,133.669998,134.139999,482800,134.139999
"2021-06-01",135.490005,135.699997,131.800003,131.899994,503000,131.899994
"2021-06-02",131.830002,131.830002,129.360001,130.759995,619300,130.759995
"2021-06-03",130.759995,131.369995,128.259995,129.580002,477700,129.580002
"2021-06-04",131,134.820007,131,132.539993,256600,132.539993
"2021-06-07",134.880005,134.919998,131.960007,132.570007,586200,132.570007
"2021-06-08",133.940002,135.720001,133.309998,134.949997,445600,134.949997
"2021-06-09",135.350006,136.580002,134.490005,134.740005,328900,134.740005
"2021-06-10",135,136.449997,134.509995,136.369995,337100,136.369995
"2021-06-11",136.979996,137.149994,135.410004,136.419998,371000,136.419998
"2021-06-14",136.839996,138.059998,136.839996,137.660004,263100,137.660004
"2021-06-15",138,138.350006,136.080002,136.460007,285800,136.460007
"2021-06-16",136.470001,136.470001,132.389999,134.679993,558000,134.679993
"2021-06-17",134.309998,135.5,133.710007,134.270004,478600,134.270004
"2021-06-18",134.139999,134.660004,130.5,131.75,1008000,131.75
"2021-06-21",131.460007,134.839996,130.229996,134.649994,640500,134.649994
"2021-06-22",134.649994,135.440002,133.570007,135.190002,436100,135.190002
"2021-06-23",135.589996,136.630005,134.610001,135.710007,408900,135.710007
"2021-06-24",137,138.479996,136.25,137.740005,527500,137.740005
"2021-06-25",138,139.240005,137.130005,138.690002,636500,138.690002
"2021-06-28",139.990005,141.160004,139.449997,140.100006,562600,140.100006
"2021-06-29",140.100006,142.119995,139.339996,141.759995,432300,141.759995
"2021-06-30",141.389999,142.399994,140.380005,141.259995,483900,141.259995
"2021-07-01",140.880005,143.259995,140.5,142.970001,588200,142.970001
"2021-07-02",143.679993,144.199997,142.389999,143.979996,425200,143.979996
"2021-07-06",144.360001,145.710007,143.570007,145.580002,606300,145.580002
"2021-07-07",146,147.070007,143.449997,144.119995,724100,144.119995
"2021-07-08",142.039993,143.869995,139.380005,142.860001,438600,142.860001
"2021-07-09",142.860001,145.529999,142.789993,145.139999,465500,145.139999
"2021-07-12",145.5,145.649994,142.5,142.880005,504600,142.880005
"2021-07-13",142.880005,143.880005,141.419998,143.059998,348000,143.059998
"2021-07-14",144.130005,144.130005,141.770004,142.570007,358100,142.570007
"2021-07-15",141.919998,142.630005,139.830002,141.279999,386800,141.279999
"2021-07-16",141.990005,142.740005,139.729996,140.199997,469600,140.199997
"2021-07-19",138.309998,138.309998,135.350006,136.710007,700800,136.710007
"2021-07-20",137.309998,143.520004,136.720001,142.960007,810600,142.960007
"2021-07-21",143.240005,146.660004,142.820007,146.5,637900,146.5
"2021-07-22",146.779999,148.820007,146.779999,148.279999,479800,148.279999
"2021-07-23",148.949997,153.729996,148.289993,152.690002,943800,152.690002
"2021-07-26",151.990005,152,148.949997,151.320007,592900,151.320007
"2021-07-27",150.419998,150.419998,142.440002,143.600006,889300,143.600006
"2021-07-28",144,146.429993,142.919998,145.25,667100,145.25
"2021-07-29",136.559998,137.5,130.050003,133.029999,1725900,133.029999
"2021-07-30",133.119995,135.5,131.190002,135.449997,1028000,135.449997
"2021-08-02",135.679993,135.789993,130.800003,131.070007,676200,131.070007
"2021-08-03",131.070007,133.270004,130.669998,132.410004,622500,132.410004
"2021-08-04",132.869995,135.729996,131.899994,135.300003,792600,135.300003
"2021-08-05",135.479996,137.190002,134.380005,135.550003,905900,135.550003
"2021-08-06",135.880005,136.330002,134.449997,135.369995,502600,135.369995
"2021-08-09",135.550003,136.100006,134.660004,135.179993,283700,135.179993
"2021-08-10",136.179993,137.669998,135.169998,135.779999,482800,135.779999
"2021-08-11",136.740005,136.740005,133.600006,134.490005,304100,134.490005
"2021-08-12",134.350006,134.350006,133.050003,133.679993,487300,133.679993
"2021-08-13",133.860001,134.080002,131.699997,132.009995,807800,132.009995
"2021-08-16",131.619995,131.619995,129.320007,130.160004,891900,130.160004
"2021-08-17",129.300003,129.300003,125.940002,127.980003,994100,127.980003
"2021-08-18",127.220001,128.070007,126.43,126.57,469500,126.57
"2021-08-19",124.980003,126.470001,124.18,126.25,578900,126.25
"2021-08-20",126.440002,128.5,126.029999,128.289993,471900,128.289993
"2021-08-23",128.949997,130.100006,128.800003,129.899994,624100,129.899994
"2021-08-24",130.660004,132.490005,130.589996,131.259995,344700,131.259995
"2021-08-25",131.100006,132.479996,130.550003,131.720001,349100,131.720001
"2021-08-26",131.279999,131.899994,129.279999,130.179993,591300,130.179993
"2021-08-27",130.5,132.899994,130.490005,131.979996,601200,131.979996
"2021-08-30",132.470001,133,131.869995,132.470001,346400,132.470001
"2021-08-31",133,133,131.100006,131.660004,585900,131.660004
"2021-09-01",132.600006,134.690002,132.600006,133.110001,685500,133.110001
"2021-09-02",133.869995,134.600006,131.440002,131.839996,356100,131.839996
"2021-09-03",131.570007,133.449997,131.25,132.990005,354900,132.990005
"2021-09-07",133,133.649994,129.529999,129.770004,527600,129.770004
"2021-09-08",130.850006,130.850006,127.709999,129.789993,474300,129.789993
"2021-09-09",130.110001,130.669998,127.330002,127.389999,2543400,127.389999
"2021-09-10",127.889999,128.779999,125.480003,125.620003,1051800,125.620003
"2021-09-13",125.620003,126.410004,122.050003,122.809998,1728400,122.809998
"2021-09-14",123.940002,125.07,121.870003,122.440002,1020200,122.440002
"2021-09-15",122.849998,125.349998,121.650002,125.199997,1191700,125.199997
"2021-09-16",125,125.639999,122.980003,125.5,633900,125.5
"2021-09-17",125.160004,125.580002,122.529999,123.139999,773100,123.139999
"2021-09-20",120.279999,121.389999,118.610001,120.739998,643600,120.739998
"2021-09-21",121.449997,121.470001,119.489998,119.93,536400,119.93
"2021-09-22",120.290001,122.629997,119.849998,121.089996,769400,121.089996
"2021-09-23",122.330002,125.339996,121.290001,123.839996,524900,123.839996
"2021-09-24",122.440002,124.150002,122.290001,123.519997,347500,123.519997
"2021-09-27",123.050003,124.720001,121.830002,124.080002,627600,124.080002
"2021-09-28",122.519997,123.339996,118.870003,121,754200,121
"2021-09-29",121.559998,122.699997,119.599998,120,550600,120
"2021-09-30",120.620003,121.760002,119.330002,119.790001,813400,119.790001
"2021-10-01",120.400002,121.300003,119.709999,120.510002,472600,120.510002
"2021-10-04",119.989998,120.199997,114.650002,117.510002,1076100,117.510002
"2021-10-05",117.800003,120.010002,116.93,119.870003,1370600,119.870003
"2021-10-06",118.019997,120.160004,117.199997,119.589996,616700,119.589996
"2021-10-07",120.709999,122.949997,119.690002,120.199997,544000,120.199997
"2021-10-08",120.489998,121.440002,119.610001,120.040001,544500,120.040001
"2021-10-11",119.830002,121.120003,117.650002,117.940002,467400,117.940002
"2021-10-12",118.800003,119.940002,117.010002,117.150002,474900,117.150002
"2021-10-13",118.160004,121.260002,118.160004,120.68,624900,120.68
"2021-10-14",123.220001,124.449997,122.480003,122.830002,550900,122.830002
"2021-10-15",123.739998,123.93,122.709999,123.5,563600,123.5
"2021-10-18",122.510002,125.209999,122.150002,124.959999,639000,124.959999
"2021-10-19",126.260002,129.259995,125.699997,129.009995,793300,129.009995
"2021-10-20",129.210007,129.679993,126.949997,129.479996,650900,129.479996
"2021-10-21",128.75,129.369995,126.050003,127.989998,683900,127.989998
"2021-10-22",128.660004,128.960007,126.769997,128.110001,431100,128.110001
"2021-10-25",128.5,130.360001,127.529999,129.360001,416500,129.360001
"2021-10-26",129.979996,129.979996,127.449997,127.599998,402300,127.599998
"2021-10-27",127.610001,128.539993,124.860001,125.010002,788300,125.010002
"2021-10-28",125.489998,128.639999,124.599998,126.870003,873700,126.870003
"2021-10-29",126.110001,128.979996,126.089996,127.349998,965700,127.349998
"2021-11-01",127.559998,128.809998,125.410004,126.800003,625900,126.800003
"2021-11-02",126.68,127.099998,124.949997,126.410004,768300,126.410004
"2021-11-03",125.839996,130.570007,125.120003,129.850006,956200,129.850006
"2021-11-04",136,136,117.300003,120.93,2614400,120.93
"2021-11-05",121.910004,127.639999,121.720001,125.940002,1047500,125.940002
"2021-11-08",125.089996,126.910004,123.5,126.43,728300,126.43
"2021-11-09",126.019997,127.610001,121.75,122.370003,755300,122.370003
"2021-11-10",121.550003,122.610001,119.629997,120.18,770200,120.18
"2021-11-11",120.970001,121.07,119.550003,119.790001,844700,119.790001
"2021-11-12",120.790001,121.940002,119.839996,121.830002,579100,121.830002
"2021-11-15",122,122.360001,119.309998,120.050003,552600,120.050003
"2021-11-16",119.5,123.730003,118.900002,122.790001,911700,122.790001
"2021-11-17",122.470001,123.889999,119.629997,119.639999,541400,119.639999
"2021-11-18",119.809998,120.480003,116.900002,117.449997,565700,117.449997
"2021-11-19",118.209999,118.660004,117.290001,117.330002,516900,117.330002
"2021-11-22",117.489998,118.349998,114.529999,115.93,680000,115.93
"2021-11-23",111.129997,111.599998,107.629997,109.720001,2215700,109.720001
"2021-11-24",108.199997,110.129997,106.720001,110,1496800,110
"2021-11-26",108.739998,110.169998,105.510002,105.940002,619900,105.940002
"2021-11-29",107.870003,111.839996,107,110.32,1143700,110.32
"2021-11-30",109.68,110.989998,105.489998,109.580002,1883300,109.580002
"2021-12-01",111.440002,112.010002,108.410004,108.839996,1131500,108.839996
"2021-12-02",108.57,111.290001,108.120003,110.910004,680800,110.910004
"2021-12-03",111.190002,113.580002,109.949997,112.889999,1839800,112.889999
"2021-12-06",113,117.050003,111.57,116.639999,1007300,116.639999
"2021-12-07",118.519997,120.849998,117.879997,120.199997,866200,120.199997
"2021-12-08",120.010002,121.589996,117.080002,120.739998,802600,120.739998
"2021-12-09",120.220001,122.309998,119.879997,119.959999,699600,119.959999
"2021-12-10",120.860001,121.860001,119.010002,120.57,774600,120.57
"2021-12-13",120.099998,123.459999,119.940002,122.519997,793200,122.519997
"2021-12-14",117.739998,119.800003,115.089996,117.309998,1153300,117.309998
"2021-12-15",117.059998,119.220001,113.690002,118.669998,1287200,118.669998
"2021-12-16",119.110001,119.32,115.410004,115.519997,1102300,115.519997
"2021-12-17",115.699997,121.589996,113.93,120.75,2048000,120.75
"2021-12-20",118.900002,121.220001,117.730003,119.919998,891700,119.919998
"2021-12-21",120.760002,121.300003,119.889999,120.730003,737400,120.730003
"2021-12-22",120.809998,122.519997,119.75,121.080002,484800,121.080002
"2021-12-23",121.389999,121.709999,120.080002,120.510002,444200,120.510002
"2021-12-27",120.559998,122.669998,120.260002,122.599998,403900,122.599998
"2021-12-28",123.150002,123.5,121.919998,122.339996,370300,122.339996
"2021-12-29",122.339996,122.650002,121.349998,122.129997,259700,122.129997
"2021-12-30",122.879997,123.440002,121.889999,122.040001,297600,122.040001
"2021-12-31",122.099998,122.139999,120.949997,121.150002,313700,121.150002
"2022-01-03",121.32,123.459999,118.769997,122.980003,580100,122.980003
"2022-01-04",122.779999,123,120.599998,122.599998,449900,122.599998
"2022-01-05",122.169998,123.43,118.139999,118.330002,806300,118.330002
"2022-01-06",117.57,119.07,115.57,117.139999,463900,117.139999
"2022-01-07",116.400002,118.830002,115.050003,115.080002,458300,115.080002
"2022-01-10",113.489998,114.589996,110.529999,114.540001,823900,114.540001
"2022-01-11",114.629997,119.519997,112.07,119.269997,612000,119.269997
"2022-01-12",120.110001,121.739998,118.279999,120.050003,473700,120.050003
"2022-01-13",120.349998,121.139999,114.629997,115.199997,672800,115.199997
"2022-01-14",114.239998,116.639999,112.93,115.879997,513800,115.879997
"2022-01-18",114.440002,117.370003,113.769997,116.07,1100700,116.07
"2022-01-19",116.07,121.699997,115.989998,117.360001,677500,117.360001
"2022-01-20",118.099998,120.260002,115.610001,115.769997,607000,115.769997
"2022-01-21",115.080002,118.279999,113.889999,116.059998,1191400,116.059998
"2022-01-24",114.400002,117.620003,111.43,117.599998,1364600,117.599998
