"","STZ.Open","STZ.High","STZ.Low","STZ.Close","STZ.Volume","STZ.Adjusted"
"2022-01-12",251.300003,252,247.729996,248.119995,811400,246.518982
"2022-01-13",249.080002,249.610001,246.139999,247.029999,725500,245.436005
"2022-01-14",246.369995,249.210007,245.210007,248.639999,798300,247.035629
"2022-01-18",246.050003,247.509995,243.369995,243.440002,1251700,241.869171
"2022-01-19",243.429993,245.259995,242.75,242.809998,733000,241.24324
"2022-01-20",242.399994,247.910004,241.309998,243.399994,1058000,241.829437
"2022-01-21",244.369995,245.460007,240.25,241.009995,993800,239.454849
"2022-01-24",240.300003,241.25,235.050003,240.059998,1589400,238.510971
"2022-01-25",236.5,239.679993,233.330002,236.470001,1139500,234.944153
"2022-01-26",237.419998,239.919998,233.589996,234.330002,2128900,232.817963
"2022-01-27",237.160004,238.940002,232.869995,234.770004,1020000,233.255127
"2022-01-28",233.570007,236.539993,231.229996,236.050003,1376900,234.526855
"2022-01-31",235.619995,238.550003,234.440002,237.75,998500,236.215897
"2022-02-01",238.25,238.5,233.449997,235.660004,1236400,234.139389
"2022-02-02",237.690002,240.830002,236.100006,240.440002,1007400,238.888535
"2022-02-03",238.520004,240.119995,235.690002,237.860001,575800,236.32518
"2022-02-04",236.880005,238.970001,235.690002,237.330002,737400,235.798615
"2022-02-07",238.270004,238.270004,236.309998,237.619995,532100,236.086716
"2022-02-08",237.289993,239.850006,236.360001,238.899994,581900,238.120071
"2022-02-09",240.220001,241.839996,240.199997,240.710007,554300,239.924164
"2022-02-10",238.350006,241.119995,236.5,237.300003,661000,236.525299
"2022-02-11",236.660004,239.699997,234.720001,235.940002,639200,235.169739
"2022-02-14",235.929993,236.139999,233.009995,233.850006,563500,233.086563
"2022-02-15",234.149994,234.669998,219,219.550003,2605300,218.833252
"2022-02-16",220,223.820007,218.710007,220.910004,1905500,220.188812
"2022-02-17",220.149994,220.789993,216.830002,218.869995,1322300,218.155457
"2022-02-18",218.020004,220.300003,215.199997,215.850006,2184300,215.145325
"2022-02-22",213.809998,217.240005,213.509995,216.940002,1209700,216.231766
"2022-02-23",218.729996,219.449997,212.110001,212.479996,1052900,211.786316
"2022-02-24",208.740005,215.070007,207.589996,215.009995,1473600,214.30806
"2022-02-25",216.199997,217.979996,213.940002,217.039993,1123800,216.331436
"2022-02-28",215,216.139999,213.139999,215.619995,1550800,214.916061
"2022-03-01",215.300003,216.960007,212.75,213.649994,951900,212.952499
"2022-03-02",213.059998,216.820007,212.630005,215.820007,744100,215.115433
"2022-03-03",216.300003,219.199997,216,218.289993,792200,217.577347
"2022-03-04",215.990005,217.869995,213.429993,217.660004,923300,216.949417
"2022-03-07",216.380005,216.990005,212.149994,212.979996,917700,212.284683
"2022-03-08",212.910004,219.080002,211.710007,214.639999,1277300,213.93927
"2022-03-09",217.919998,219.020004,214.550003,214.720001,812200,214.019012
"2022-03-10",212.720001,214.240005,209.699997,213.639999,1020800,212.942535
"2022-03-11",214.770004,215.899994,212.279999,212.389999,535200,211.696609
"2022-03-14",215.220001,220.520004,214.210007,219.690002,918900,218.972794
"2022-03-15",221.509995,223.309998,218.839996,222.130005,781000,221.404831
"2022-03-16",223.389999,225.119995,217.979996,222.339996,820200,221.614136
"2022-03-17",222.139999,224.5,221.210007,221.770004,646500,221.046005
"2022-03-18",222.300003,226.660004,221.160004,225.929993,1372700,225.192413
"2022-03-21",225.699997,227.660004,224.660004,225.850006,453100,225.112686
"2022-03-22",227.690002,227.860001,224.360001,227.720001,426500,226.976578
"2022-03-23",227.020004,227.25,224.009995,224.520004,576200,223.787018
"2022-03-24",224.520004,226.479996,223.779999,226.460007,457800,225.720688
"2022-03-25",228.25,230.229996,227.5,229.410004,497600,228.661057
"2022-03-28",228.699997,229.669998,227.369995,229.369995,503100,228.621185
"2022-03-29",231.130005,232.320007,229.089996,231.75,534900,230.993408
"2022-03-30",230.990005,233.100006,229.699997,233.080002,599900,232.319077
"2022-03-31",233.139999,233.5,230.229996,230.320007,699200,229.568085
"2022-04-01",230.5,233.880005,228.449997,233.710007,592300,232.947021
"2022-04-04",236.679993,236.800003,228.270004,229.710007,936400,228.960083
"2022-04-05",227.899994,232.539993,227.899994,230.339996,894700,229.588013
"2022-04-06",229.970001,233.050003,228.169998,231.809998,999400,231.053223
"2022-04-07",235.990005,246.5,235.820007,242.5,2057400,241.708313
"2022-04-08",241.839996,246.259995,239.610001,244.460007,1270800,243.661926
"2022-04-11",244.240005,249.070007,244.240005,247.509995,1254700,246.70195
"2022-04-12",246.470001,251.830002,246.470001,248.830002,1097000,248.017654
"2022-04-13",247.369995,250.460007,247.339996,248.630005,780300,247.818314
"2022-04-14",250,253.860001,249.949997,251.419998,780400,250.599197
"2022-04-18",251.419998,254.800003,251.190002,252.820007,770200,251.994629
"2022-04-19",252.850006,256.089996,252.850006,253.869995,786300,253.041199
"2022-04-20",255,259.549988,253.399994,258.779999,1045800,257.935181
"2022-04-21",259.649994,261.519989,253.75,254.210007,1141800,253.380096
"2022-04-22",253.589996,255.369995,250.639999,250.960007,1097200,250.140701
"2022-04-25",251.440002,251.820007,246.199997,248.740005,1271000,247.927948
"2022-04-26",248.009995,250.949997,245.809998,247.919998,861300,247.110626
"2022-04-27",247.919998,251.770004,247.229996,249.309998,870400,248.496078
"2022-04-28",248.550003,251.559998,247.520004,250.179993,607400,249.363235
"2022-04-29",249.320007,250.479996,245.229996,246.089996,796700,245.286591
"2022-05-02",247.259995,248.419998,242.029999,244.029999,895200,243.233322
"2022-05-03",245.509995,247.830002,243.75,245.050003,1030800,244.25
"2022-05-04",244.169998,254,243.130005,253.600006,1122800,253.600006
"2022-05-05",251.740005,254.509995,250.990005,251.910004,1808400,251.910004
"2022-05-06",250,251.229996,246.589996,247.470001,1592800,247.470001
"2022-05-09",245.139999,250.080002,244.440002,246.240005,1148700,246.240005
"2022-05-10",248.410004,250.039993,243.860001,246.779999,1059200,246.779999
"2022-05-11",246.630005,250.979996,245.610001,245.960007,997700,245.960007
"2022-05-12",245.149994,248.580002,242.970001,245.220001,1282700,245.220001
"2022-05-13",245.639999,250.410004,244,248.919998,1529000,248.919998
"2022-05-16",249.330002,250.710007,247.199997,249.419998,982900,249.419998
"2022-05-17",251.009995,252.130005,248.690002,250.949997,1012900,250.949997
"2022-05-18",251,251,236.839996,237.050003,1375300,237.050003
"2022-05-19",235.160004,237.639999,231.759995,234.830002,1422000,234.830002
"2022-05-20",236.259995,236.789993,232.460007,234.5,1269000,234.5
"2022-05-23",236,240.309998,235.059998,238.669998,1201100,238.669998
"2022-05-24",237.729996,244.399994,237.729996,244,1088300,244
"2022-05-25",242.520004,243.910004,240.360001,243.029999,740300,243.029999
"2022-05-26",244.100006,247.479996,242.75,244.369995,887800,244.369995
"2022-05-27",246.529999,247.240005,244.910004,246.309998,959400,246.309998
"2022-05-31",245.210007,246.059998,242.360001,245.470001,1958900,245.470001
"2022-06-01",245.679993,246,239.820007,244.179993,883900,244.179993
"2022-06-02",244.580002,245.820007,240.080002,245.789993,677300,245.789993
"2022-06-03",245,245.240005,242.419998,243.330002,618200,243.330002
"2022-06-06",244.529999,247.169998,243.830002,245.869995,509800,245.869995
"2022-06-07",243.539993,246.869995,243.490005,246.240005,730800,246.240005
"2022-06-08",245.050003,246.770004,244.350006,245.449997,588000,245.449997
"2022-06-09",245,247.570007,241.5,241.649994,838800,241.649994
"2022-06-10",238.449997,240.729996,236.509995,239.089996,718100,239.089996
"2022-06-13",235.100006,235.850006,229.289993,230.029999,1232600,230.029999
"2022-06-14",230.630005,234.339996,229.960007,231.5,970300,231.5
"2022-06-15",233.399994,234.289993,227.789993,230.580002,1102500,230.580002
"2022-06-16",227.490005,227.580002,223.860001,225.770004,1159700,225.770004
"2022-06-17",224.850006,229.029999,224.850006,227.699997,2663200,227.699997
"2022-06-21",229.449997,237.279999,228,234.940002,1349600,234.940002
"2022-06-22",234.279999,238.649994,232.520004,237.399994,1335200,237.399994
"2022-06-23",238.080002,240.240005,237.820007,239.350006,964600,239.350006
"2022-06-24",241.729996,245.75,240.360001,245.5,1151500,245.5
"2022-06-27",245.350006,248.279999,244.169998,247.419998,799200,247.419998
"2022-06-28",248.470001,252.070007,244.690002,245.520004,968300,245.520004
"2022-06-29",245.589996,248.399994,243.429993,243.630005,1272800,243.630005
