"","FDS.Open","FDS.High","FDS.Low","FDS.Close","FDS.Volume","FDS.Adjusted"
"2022-01-04",478.630005,479.350006,470.420013,472.459991,363900,470.36618
"2022-01-05",472.73999,473.920013,450.410004,451.290009,373900,449.290009
"2022-01-06",450,452.100006,443.640015,449.429993,387600,447.438232
"2022-01-07",449.200012,450,441.600006,441.869995,263600,439.911743
"2022-01-10",437.119995,443.570007,431.609985,442.910004,369300,440.947144
"2022-01-11",442.380005,447.570007,440.220001,444.51001,370800,442.540039
"2022-01-12",446,452.579987,444.940002,447.769989,210500,445.785553
"2022-01-13",448.190002,450.049988,433.309998,434.089996,211500,432.166199
"2022-01-14",432.700012,432.700012,419.600006,427.109985,280100,425.217133
"2022-01-18",423.119995,431.809998,421.51001,428.709991,334700,426.810028
"2022-01-19",431.279999,438.399994,429.160004,429.5,278500,427.596558
"2022-01-20",435.309998,440.23999,424.589996,425.600006,292300,423.713837
"2022-01-21",425.600006,428.109985,418.929993,420.119995,207900,418.258118
"2022-01-24",415.910004,421.040009,405.140015,420.980011,309000,419.114319
"2022-01-25",416.649994,420.429993,412.01001,414.48999,304500,412.653076
"2022-01-26",418.089996,419.730011,404.959991,406.859985,229200,405.056885
"2022-01-27",409.369995,417.540009,404.059998,406.839996,264100,405.036957
"2022-01-28",406.149994,412.299988,395.299988,412.160004,253000,410.333405
"2022-01-31",413.029999,422.01001,409.640015,421.890015,277900,420.020294
"2022-02-01",422.019989,423.279999,415.679993,421.329987,255700,419.462738
"2022-02-02",422.019989,429.820007,420,428.700012,200100,426.80011
"2022-02-03",424.51001,425.309998,419.049988,419.200012,141800,417.342224
"2022-02-04",417.170013,423.920013,414.799988,420.279999,150700,418.417419
"2022-02-07",419.640015,419.640015,415.410004,417.519989,144600,415.669647
"2022-02-08",415.190002,420.309998,408.850006,419.459991,286200,417.601044
"2022-02-09",425.079987,428.100006,416.589996,417.589996,216900,415.739349
"2022-02-10",411.160004,418.359985,406.679993,408.160004,312900,406.351135
"2022-02-11",407.880005,411.440002,403.769989,407.059998,329000,405.256012
"2022-02-14",407.190002,407.190002,394.51001,400.029999,301300,398.257172
"2022-02-15",404.640015,408.790009,402.959991,408,222600,406.191833
"2022-02-16",406.899994,414.100006,405.660004,412.320007,238700,410.492676
"2022-02-17",410.359985,410.359985,403.350006,405.679993,211100,403.882141
"2022-02-18",406.769989,407.119995,400.179993,403.01001,213000,401.223969
"2022-02-22",401.790009,406,398.390015,404.149994,235800,402.358887
"2022-02-23",406,408.690002,393.23999,394,233100,392.253876
"2022-02-24",386,392.850006,381.790009,392.820007,599900,391.079102
"2022-02-25",394.040009,407.899994,390.809998,406.730011,318600,405.774536
"2022-02-28",400.640015,407,399.839996,406.089996,313000,405.136017
"2022-03-01",406.070007,415.23999,401.480011,411.859985,355800,410.892456
"2022-03-02",416.570007,421.720001,413.049988,418,284900,417.018036
"2022-03-03",420.600006,422.649994,411.079987,411.649994,299000,410.682953
"2022-03-04",409.98999,416.230011,406.540009,413.049988,477700,412.079651
"2022-03-07",415.799988,420.48999,411.570007,412.839996,450300,411.870148
"2022-03-08",412.720001,416.190002,403.100006,407.170013,280400,406.213501
"2022-03-09",412.880005,417.73999,407.559998,414.959991,263100,413.985168
"2022-03-10",412.109985,414.839996,402.920013,407,231800,406.043884
"2022-03-11",408.920013,411.730011,406.299988,407.790009,204300,406.832031
"2022-03-14",412.649994,414.160004,405.100006,408.269989,193000,407.310883
"2022-03-15",411.549988,418.299988,408.570007,416.420013,241700,415.441772
"2022-03-16",419.910004,424.339996,410.570007,419.25,315900,418.265106
"2022-03-17",419.820007,427.589996,417.859985,427.140015,231000,426.136566
"2022-03-18",428.109985,439.980011,428.040009,439.149994,440900,438.118347
"2022-03-21",439.720001,442.899994,431.399994,437.519989,292300,436.492157
"2022-03-22",436.51001,439.070007,433.910004,435.809998,336300,434.786194
"2022-03-23",436.519989,436.519989,425.5,426.890015,446400,425.887177
"2022-03-24",432.230011,439.5,417.160004,419.390015,531200,418.404785
"2022-03-25",420.769989,421,410.679993,414.179993,403100,413.207001
"2022-03-28",414.970001,432.170013,414.440002,431.339996,411200,430.326691
"2022-03-29",434.309998,445.75,434.299988,437.350006,353400,436.322571
"2022-03-30",435.23999,444,433.559998,439.899994,275200,438.866577
"2022-03-31",441.660004,443.880005,433.299988,434.149994,292800,433.130096
"2022-04-01",435.369995,435.369995,424.630005,429.119995,366400,428.111908
"2022-04-04",429.109985,435.579987,429.109985,433.170013,382600,432.152405
"2022-04-05",430.839996,442.309998,425.589996,440.790009,418400,439.754517
"2022-04-06",440,448.589996,439.769989,442.630005,327500,441.590179
"2022-04-07",441.540009,447.25,440.420013,444.570007,343500,443.525635
"2022-04-08",444.559998,445.799988,437.670013,441.820007,384100,440.782074
"2022-04-11",439.190002,441.329987,430.339996,432.140015,160900,431.124847
"2022-04-12",432.420013,438.480011,424.230011,425.600006,256700,424.600189
"2022-04-13",425.380005,428.519989,420,427.369995,225700,426.366028
"2022-04-14",425.809998,430.170013,420.019989,420.570007,183300,419.582001
"2022-04-18",420.190002,424.920013,419.779999,422.230011,265800,421.238098
"2022-04-19",422.149994,434.559998,422.149994,434.48999,245600,433.469299
"2022-04-20",436.950012,444.519989,435.869995,443.399994,311600,442.358368
"2022-04-21",444.549988,445.76001,436.980011,438.410004,254700,437.380096
"2022-04-22",437.709991,439.070007,427.059998,427.230011,303100,426.226349
"2022-04-25",425.48999,429.26001,417.299988,429.040009,247900,428.032104
"2022-04-26",427.420013,430.059998,416.410004,416.869995,253500,415.890686
"2022-04-27",418.019989,426.540009,416.359985,416.519989,232000,415.541504
"2022-04-28",419.589996,422.609985,412.980011,419.369995,226600,418.384827
"2022-04-29",416.23999,417.269989,402.839996,403.48999,270900,402.542114
"2022-05-02",404.369995,404.600006,387.480011,394.809998,331600,393.882507
"2022-05-03",396.910004,401.209991,394.470001,399.209991,274600,398.272156
"2022-05-04",399.450012,401.600006,384.799988,399.350006,296300,398.411865
"2022-05-05",398.23999,400.480011,379.390015,382.649994,267500,381.751068
"2022-05-06",379.559998,379.820007,373.899994,378.170013,179700,377.281616
"2022-05-09",374.070007,374.910004,362.920013,363.839996,266700,362.98526
"2022-05-10",368.859985,371.089996,361.269989,367.119995,273300,366.257568
"2022-05-11",365.220001,374.149994,365.200012,365.790009,258100,364.930695
"2022-05-12",364.399994,369.570007,360.369995,366.420013,246500,365.559235
"2022-05-13",369.709991,377.040009,369.660004,371.809998,260400,370.936554
"2022-05-16",370.880005,373.170013,364.190002,372.450012,360200,371.575043
"2022-05-17",376.26001,377.179993,371.329987,374.160004,208200,373.281036
"2022-05-18",370.410004,370.410004,354.779999,356.100006,196800,355.263458
"2022-05-19",353.399994,362.700012,353.399994,360.420013,368400,359.573303
"2022-05-20",363.100006,365.320007,357.48999,364.570007,647400,363.713562
"2022-05-23",367.059998,373.73999,363.140015,372.230011,276900,371.35556
"2022-05-24",369.51001,372.459991,364.299988,370.799988,190700,369.928894
"2022-05-25",368.440002,373.950012,368.01001,370.640015,208700,369.769318
"2022-05-26",373.850006,379.820007,373.220001,378.850006,155900,377.960022
"2022-05-27",380.549988,388.01001,380.549988,388.01001,211500,388.01001
"2022-05-31",388,388,380.700012,381.779999,464300,381.779999
"2022-06-01",370.950012,384.929993,370.950012,374.589996,278700,374.589996
"2022-06-02",374.26001,385.26001,374.26001,384.51001,179900,384.51001
"2022-06-03",379.51001,382.130005,376.899994,379.320007,187900,379.320007
"2022-06-06",382.519989,383.670013,377.309998,377.820007,131900,377.820007
"2022-06-07",375.170013,382.850006,375.059998,381.589996,150900,381.589996
"2022-06-08",378.980011,381.339996,374.670013,376.459991,153900,376.459991
"2022-06-09",375.859985,379.339996,369.070007,369.600006,228900,369.600006
"2022-06-10",366.980011,366.980011,361.790009,362.940002,200300,362.940002
"2022-06-13",354.339996,357.869995,351.119995,352.76001,274200,352.76001
"2022-06-14",353.049988,353.609985,349.040009,350.720001,278200,350.720001
"2022-06-15",353.890015,360.959991,350.220001,355.869995,229600,355.869995
"2022-06-16",348.290009,352.709991,346.309998,348.709991,407100,348.709991
"2022-06-17",348.5,353.910004,345.920013,349.329987,488000,349.329987
"2022-06-21",352.839996,359.559998,352.839996,358.769989,343500,358.769989
"2022-06-22",356.769989,363.779999,353.119995,359.940002,414100,359.940002
"2022-06-23",365.579987,390.480011,360.059998,388.76001,555900,388.76001
"2022-06-24",390.619995,393.049988,381.149994,392.519989,581600,392.519989
"2022-06-27",392.350006,394.029999,387.570007,391.149994,335000,391.149994
"2022-06-28",391.149994,393.369995,375.230011,376,396400,376
"2022-06-29",376.380005,383.790009,371.589996,383.100006,316000,383.100006
