"","EIX.Open","EIX.High","EIX.Low","EIX.Close","EIX.Volume","EIX.Adjusted"
"2022-01-07",64.43,65.669998,63.880001,65,3703200,63.635223
"2022-01-10",65,65.690002,64.610001,65.639999,2701400,64.261787
"2022-01-11",65.620003,65.830002,64.239998,64.360001,1768000,63.008663
"2022-01-12",64,64.830002,63.77,64.43,2093600,63.07719
"2022-01-13",64.300003,64.720001,63.919998,64.07,2874800,62.724751
"2022-01-14",63.830002,64.25,62.950001,63.75,2617700,62.411469
"2022-01-18",63.450001,64.260002,62.669998,63.75,2898600,62.411469
"2022-01-19",63.700001,64.440002,63.490002,63.5,1857000,62.166721
"2022-01-20",63.630001,64.440002,63.200001,63.380001,1791600,62.04924
"2022-01-21",63.689999,63.689999,62.82,62.98,1822400,61.657635
"2022-01-24",62.549999,62.900002,60.68,62.27,2924300,60.962547
"2022-01-25",61.48,62.220001,61.150002,61.77,2154100,60.473042
"2022-01-26",62.029999,62.939999,61.529999,62.110001,1943400,60.805904
"2022-01-27",62.630001,62.990002,61.240002,61.5,1790300,60.208714
"2022-01-28",61.240002,62.41,61.18,62.02,2728000,60.717796
"2022-01-31",61.73,63.02,61.5,62.790001,5688600,61.471626
"2022-02-01",62.91,63.48,61.32,61.669998,3126600,60.375141
"2022-02-02",61.599998,62.119999,61.529999,61.91,2195800,60.610104
"2022-02-03",61.82,62.139999,61.389999,61.389999,1505000,60.101021
"2022-02-04",60.880001,61.650002,60.360001,61.16,1646400,59.875851
"2022-02-07",61.060001,61.709999,60.950001,61.560001,1649200,60.267452
"2022-02-08",61.91,62.07,61.310001,61.540001,1795400,60.247875
"2022-02-09",61.889999,62.139999,61.540001,61.77,1187400,60.473042
"2022-02-10",61.220001,61.720001,60.34,60.57,2658100,59.298237
"2022-02-11",60.720001,61.450001,60.060001,60.25,1473200,58.984955
"2022-02-14",60.349998,60.459999,59.369999,60.060001,1546900,58.798946
"2022-02-15",60.360001,60.619999,59.419998,59.84,1916500,58.583565
"2022-02-16",59.919998,60.369999,59.389999,59.919998,1756000,58.661884
"2022-02-17",59.93,60.580002,59.560001,60.25,1872400,58.984955
"2022-02-18",60.080002,60.48,59.75,59.939999,4279000,58.681465
"2022-02-22",60.139999,60.68,59.669998,60.080002,1874100,58.818531
"2022-02-23",60.049999,60.389999,58.98,59.02,1222500,57.780781
"2022-02-24",58.779999,59.220001,57.860001,59.16,1859400,57.917843
"2022-02-25",59.75,62.549999,59.5,62.349998,2452600,61.040863
"2022-02-28",62.25,63.709999,61.970001,63.419998,2901100,62.088394
"2022-03-01",63.400002,64.32,62.880001,63.650002,2216200,62.313572
"2022-03-02",63.950001,65.190002,63.709999,64.489998,2394000,63.135933
"2022-03-03",64.720001,65.470001,64.629997,65.25,2603700,63.879974
"2022-03-04",65,65.660004,64.440002,65.589996,2034300,64.21283
"2022-03-07",65.75,66.459999,65.120003,66.190002,1676400,64.80024
"2022-03-08",66.360001,66.559998,65.150002,65.169998,1358900,63.801655
"2022-03-09",65.800003,66.269997,65.419998,65.470001,1601000,64.09536
"2022-03-10",65.139999,65.940002,65.129997,65.760002,903700,64.379265
"2022-03-11",65.769997,66.18,64.709999,64.790001,1085200,63.429638
"2022-03-14",65.529999,65.809998,64.339996,64.620003,1301500,63.263203
"2022-03-15",65.269997,66.190002,64.940002,66.129997,1375000,64.741493
"2022-03-16",66.25,66.790001,65.410004,66.309998,1864200,64.917717
"2022-03-17",66.300003,66.839996,65.919998,66.190002,1409800,64.80024
"2022-03-18",65.949997,66.290001,64.540001,64.650002,5133200,63.292576
"2022-03-21",64.910004,65.529999,64.669998,65.440002,1406000,64.065987
"2022-03-22",65.849998,66.279999,65.349998,65.940002,2187700,64.555489
"2022-03-23",65.949997,66.730003,65.739998,66.599998,2657000,65.20163
"2022-03-24",66.690002,67.470001,66.529999,66.959999,2875800,65.55407
"2022-03-25",67.239998,68.910004,66.980003,68.790001,2226500,67.345642
"2022-03-28",68.809998,69.220001,68.370003,69.209999,1305300,67.756828
"2022-03-29",69.379997,69.75,68.660004,69.730003,1229800,68.265907
"2022-03-30",69.300003,69.470001,68.870003,69.459999,1265300,68.691147
"2022-03-31",69.150002,70.389999,68.940002,70.099998,3185000,69.324066
"2022-04-01",70.25,71.07,69.379997,71.040001,1945100,70.253662
"2022-04-04",70.660004,70.860001,69.779999,70.800003,1441700,70.016319
"2022-04-05",70.970001,71.940002,70.050003,70.290001,1626100,69.511963
"2022-04-06",70.389999,71.559998,70.040001,71.540001,1812900,70.748131
"2022-04-07",71.449997,71.449997,70.169998,70.690002,1744700,69.907539
"2022-04-08",71.260002,72.029999,70.739998,71.949997,2260300,71.153587
"2022-04-11",72.029999,72.029999,70.650002,70.800003,2246600,70.016319
"2022-04-12",70.849998,72.019997,70.57,71.879997,1645100,71.084358
"2022-04-13",71.889999,72.620003,71.43,72.459999,2114300,71.657944
"2022-04-14",72.489998,72.639999,71.809998,71.839996,1017500,71.044807
"2022-04-18",72.089996,72.449997,71.43,71.75,900200,70.955803
"2022-04-19",71.889999,72.330002,71.699997,71.809998,1173100,71.015137
"2022-04-20",72.519997,73.07,72.370003,72.75,1179200,71.944733
"2022-04-21",72.559998,73.32,72.269997,72.709999,1112100,71.905174
"2022-04-22",72.610001,72.690002,71.540001,71.620003,1275400,70.827248
"2022-04-25",71.870003,72,69.980003,71.269997,1663800,70.48111
"2022-04-26",70.889999,71.660004,70.150002,70.230003,1462600,69.452629
"2022-04-27",70.459999,71.059998,69.82,70.410004,1626300,69.630638
"2022-04-28",70.790001,71.400002,70.129997,70.800003,1427900,70.016319
"2022-04-29",70.610001,70.650002,68.690002,68.790001,2572000,68.028572
"2022-05-02",69.25,69.620003,67.260002,67.910004,2122100,67.15831
"2022-05-03",68.529999,69.709999,68.07,68.419998,2083100,67.662659
"2022-05-04",68.260002,70.589996,68.260002,70.360001,1998700,69.581192
"2022-05-05",70.239998,70.68,68.220001,68.82,1335000,68.058235
"2022-05-06",68.629997,70.470001,68.629997,70.300003,1588100,69.521858
"2022-05-09",70.059998,70.800003,69.139999,70.059998,2633100,69.284508
"2022-05-10",69.360001,70.669998,66.82,67.489998,2717300,66.742958
"2022-05-11",67.639999,69.389999,67.5,68.419998,1696300,67.662659
"2022-05-12",66.050003,67.32,64.330002,64.860001,4459700,64.142067
"2022-05-13",65.669998,65.849998,64.769997,65.459999,3002700,64.735428
"2022-05-16",65.93,67.029999,65.540001,66.589996,2520700,65.852913
"2022-05-17",67.019997,67.019997,65.760002,66.660004,2077500,65.92215
"2022-05-18",66.760002,67.040001,65.68,65.830002,1476000,65.101334
"2022-05-19",65.769997,66.019997,64.559998,65.849998,2047700,65.121109
"2022-05-20",65.709999,66.120003,64.809998,65.849998,1886700,65.121109
"2022-05-23",66.589996,67.120003,65.919998,66.449997,1336200,65.714462
"2022-05-24",66.550003,68.110001,66.050003,68.080002,1251600,67.326431
"2022-05-25",68.040001,68.480003,67.559998,68.419998,1404300,67.662659
"2022-05-26",68.779999,69.720001,68.610001,69.029999,2069200,68.265907
"2022-05-27",68.809998,70.620003,68.800003,70.059998,2300600,69.284508
"2022-05-31",69.440002,70.150002,68.809998,69.910004,3662600,69.136177
"2022-06-01",70.230003,70.279999,68.580002,69.730003,2054200,68.958168
"2022-06-02",70.07,70.489998,68.389999,70.360001,1492600,69.581192
"2022-06-03",70,70.459999,69.660004,69.779999,1423300,69.007607
"2022-06-06",69.709999,69.970001,69.190002,69.400002,1232800,68.631821
"2022-06-07",69.309998,70.260002,69.010002,70.230003,1632300,69.452629
"2022-06-08",69.760002,70.18,68.919998,69.129997,1202100,68.364799
"2022-06-09",69.540001,70.220001,66.650002,66.739998,1410400,66.001259
"2022-06-10",65.839996,67.519997,65.610001,66.980003,1624800,66.238609
"2022-06-13",65.730003,66.220001,62.049999,62.380001,2579300,61.689522
"2022-06-14",62.779999,62.799999,60.220001,60.98,1988200,60.305016
"2022-06-15",61.450001,62.130001,60.240002,61.130001,1898000,60.453358
"2022-06-16",60.189999,60.470001,59.110001,60.330002,2175500,59.662212
"2022-06-17",60.610001,60.860001,58.599998,58.919998,3924200,58.267815
"2022-06-21",59.18,60.650002,59.060001,60.279999,1834900,59.612762
"2022-06-22",59.77,60.740002,59.560001,60.119999,1381300,59.454533
"2022-06-23",60.290001,60.950001,60.279999,60.720001,1384900,60.047894
"2022-06-24",60.98,62.959999,60.849998,62.790001,1672000,62.094982
"2022-06-27",62.700001,63.509998,62.439999,63.27,1498300,62.569668
"2022-06-28",63.66,64.019997,62.299999,62.389999,1669400,61.699409
"2022-06-29",62.669998,62.900002,61.98,62.860001,1009900,62.164207
