"","HSY.Open","HSY.High","HSY.Low","HSY.Close","HSY.Volume","HSY.Adjusted"
"2022-01-10",196.210007,197.690002,193.440002,194.639999,846200,192.933975
"2022-01-11",194.169998,194.399994,191.869995,194.029999,725900,192.32933
"2022-01-12",194,196.25,193.080002,195.839996,784700,194.123459
"2022-01-13",195.839996,197.300003,195.25,196.740005,708500,195.015579
"2022-01-14",196.699997,199.910004,195.429993,199.529999,765900,197.781113
"2022-01-18",198.130005,199.059998,195.360001,198.320007,1424300,196.581741
"2022-01-19",199.149994,201.440002,198.860001,199.639999,1389400,197.890152
"2022-01-20",199.639999,200.490005,198.350006,199.160004,884500,197.414368
"2022-01-21",201.029999,202.889999,199.949997,200.350006,1011400,198.593933
"2022-01-24",200.119995,202,195.910004,199.919998,1879100,198.167709
"2022-01-25",198.440002,198.960007,194.279999,194.770004,1552400,193.062836
"2022-01-26",194.479996,195.899994,192.919998,194.130005,1251600,192.428467
"2022-01-27",195.669998,197.720001,192.25,194.369995,1182000,192.666351
"2022-01-28",193.520004,197.009995,191,196.830002,889300,195.104782
"2022-01-31",195.740005,197.630005,195,197.070007,825000,195.342682
"2022-02-01",197.300003,197.910004,194.419998,195.729996,879000,194.01442
"2022-02-02",196.309998,199.339996,195.979996,198.539993,1406200,196.799789
"2022-02-03",199,206.160004,199,203.919998,1635000,202.132645
"2022-02-04",203.660004,205.339996,201.289993,202.779999,1251400,201.002625
"2022-02-07",205.080002,205.830002,201.369995,204.710007,1291300,202.915726
"2022-02-08",205.460007,207.210007,204.080002,207,1166500,205.185654
"2022-02-09",207.009995,207.820007,203.160004,203.639999,1422900,201.855103
"2022-02-10",202.610001,204.259995,202.009995,203.419998,1117500,201.637024
"2022-02-11",204.089996,206,203.279999,205.190002,872400,203.39151
"2022-02-14",205.460007,205.919998,200.899994,203.350006,1051900,201.567642
"2022-02-15",203.589996,205.880005,202.289993,202.880005,788200,201.101761
"2022-02-16",202.619995,203.990005,200.399994,202.649994,756100,200.873764
"2022-02-17",201.259995,203.360001,198.720001,202.029999,1258100,201.153549
"2022-02-18",201.550003,203.350006,200.710007,202.589996,1107000,201.711121
"2022-02-22",202.149994,203,200.770004,202.029999,1126100,201.153549
"2022-02-23",202.619995,203.289993,201.020004,202.570007,920200,201.691223
"2022-02-24",201.070007,202.330002,193.089996,196.809998,1331600,195.956192
"2022-02-25",198.509995,204.589996,198.020004,204.320007,1080000,203.433624
"2022-02-28",201.610001,203.160004,200.300003,202.259995,1293400,201.382553
"2022-03-01",202.199997,206.130005,201.779999,204.860001,1403600,203.971283
"2022-03-02",203.570007,208.940002,203.149994,208.029999,1289500,207.127518
"2022-03-03",208.869995,210.410004,207.910004,208.139999,939800,207.237045
"2022-03-04",206.029999,213.179993,205.660004,212.820007,1477500,211.896744
"2022-03-07",211.070007,216.360001,211.070007,213.380005,1672600,212.454315
"2022-03-08",212.610001,213.639999,204,204.009995,1047400,203.124954
"2022-03-09",206.100006,207.179993,202.380005,204.880005,1109900,203.991196
"2022-03-10",204.139999,206.100006,202.960007,205.139999,907700,204.250061
"2022-03-11",205.419998,208.160004,204.610001,204.690002,815400,203.802017
"2022-03-14",205.830002,207.649994,204.429993,206.710007,947100,205.813263
"2022-03-15",207.75,208.860001,204.889999,208.820007,931800,207.914108
"2022-03-16",209,209.570007,202.679993,205.699997,1256400,204.807632
"2022-03-17",206.470001,208.389999,204.929993,206.710007,1077700,205.813263
"2022-03-18",206.990005,207.059998,204.169998,206.729996,1932000,205.83316
"2022-03-21",207.330002,209.649994,206.389999,208.360001,663000,207.456085
"2022-03-22",208.350006,208.720001,206.559998,208.300003,700200,207.396362
"2022-03-23",208.889999,210.300003,206.559998,207.759995,652200,206.858688
"2022-03-24",209.059998,211.360001,208.100006,211.240005,727700,210.323608
"2022-03-25",211.800003,214.839996,211.720001,214.369995,793700,213.440018
"2022-03-28",214.169998,214.919998,212.369995,214.649994,538400,213.718796
"2022-03-29",214.649994,215.169998,212.240005,214.740005,895700,213.808426
"2022-03-30",214.550003,216.720001,213.279999,216.649994,602400,215.710129
"2022-03-31",216.639999,218.490005,216.289993,216.630005,1075300,215.690216
"2022-04-01",216.830002,218.910004,216.059998,218.770004,1131300,217.820938
"2022-04-04",218.320007,218.389999,214.110001,216.520004,1046700,215.580704
"2022-04-05",216.410004,221.5,216.410004,218.410004,923000,217.462494
"2022-04-06",218.990005,221.809998,218.509995,221.75,1203300,220.78801
"2022-04-07",221.949997,223.449997,221.410004,222.710007,1101500,221.743851
"2022-04-08",223.139999,224.75,220.869995,223.720001,1073300,222.749451
"2022-04-11",224.929993,226.449997,222.690002,223.929993,746600,222.958542
"2022-04-12",224.039993,227.679993,222.529999,226.020004,1258500,225.03949
"2022-04-13",225.720001,227.490005,223.050003,225.580002,873900,224.601395
"2022-04-14",226.309998,228.460007,225.009995,225.979996,850600,224.999649
"2022-04-18",225.5,227.220001,223.800003,224.410004,658400,223.436462
"2022-04-19",224.160004,227.389999,224.020004,226.979996,880200,225.995316
"2022-04-20",226.929993,231,226.929993,229.679993,890100,228.683594
"2022-04-21",229.449997,231.600006,228.070007,228.789993,861200,227.797455
"2022-04-22",228.779999,229.800003,223.960007,224.139999,1163000,223.167633
"2022-04-25",224.139999,225.710007,221.070007,224.979996,1308100,224.003983
"2022-04-26",224.710007,226.229996,219.979996,220.130005,1187100,219.175034
"2022-04-27",221.320007,224.479996,219.429993,222.240005,1386900,221.275879
"2022-04-28",228.25,228.589996,222.740005,227.979996,1376300,226.990967
"2022-04-29",227.169998,229.210007,225.539993,225.770004,1366000,224.790573
"2022-05-02",226.729996,228,215.759995,217.529999,1635000,216.586304
"2022-05-03",218.059998,221.800003,218.059998,220.070007,1466400,219.115295
"2022-05-04",220.149994,225.479996,220.149994,225.330002,1287000,224.352478
"2022-05-05",224.5,227.179993,222.699997,223.839996,1419600,222.868927
"2022-05-06",223.020004,226.880005,223.020004,226.050003,1445900,225.069351
"2022-05-09",224.75,226.800003,222.309998,223.199997,1269100,222.231705
"2022-05-10",223.729996,225.869995,221.850006,223.149994,1426900,222.181931
"2022-05-11",222.229996,227.339996,222.130005,224.630005,1003600,223.655518
"2022-05-12",224,225.839996,221.009995,222.529999,1397900,221.564621
"2022-05-13",223.360001,226.259995,221.339996,225.910004,1842100,224.929962
"2022-05-16",227.139999,229.639999,225.580002,229.320007,1061800,228.325165
"2022-05-17",228.830002,229,222.25,225.410004,1247100,224.432129
"2022-05-18",224.720001,225.089996,207.139999,207.690002,1749200,206.789001
"2022-05-19",204.460007,206.789993,201.419998,205.119995,1635400,205.119995
"2022-05-20",206.470001,207.660004,202.880005,206.979996,1320100,206.979996
"2022-05-23",209.559998,210.809998,207.559998,209.25,976300,209.25
"2022-05-24",210.320007,213.779999,209.75,213.449997,859700,213.449997
"2022-05-25",213.449997,213.759995,210.389999,211.429993,1174300,211.429993
"2022-05-26",211.619995,213.350006,209.279999,209.539993,1161100,209.539993
"2022-05-27",209.600006,212.610001,209.389999,212.610001,917000,212.610001
"2022-05-31",212.110001,213.039993,208.270004,211.710007,1493100,211.710007
"2022-06-01",212,212.300003,207.800003,209.690002,1035300,209.690002
"2022-06-02",209.970001,210.070007,204.5,209.229996,1005000,209.229996
"2022-06-03",208.350006,209.940002,207.289993,209.179993,722900,209.179993
"2022-06-06",210.059998,211.979996,209.539993,211.410004,753200,211.410004
"2022-06-07",209.149994,211.860001,209.149994,211.770004,825500,211.770004
"2022-06-08",210.889999,212.119995,209.759995,210.550003,597100,210.550003
"2022-06-09",210.960007,212.75,209.360001,209.449997,769800,209.449997
"2022-06-10",207.649994,214.580002,206.789993,213.350006,1447500,213.350006
"2022-06-13",211.149994,212.979996,209.399994,210.059998,1468500,210.059998
"2022-06-14",211.529999,211.940002,205.089996,206.789993,1185600,206.789993
"2022-06-15",207.679993,210.220001,204.789993,206.190002,955900,206.190002
"2022-06-16",204,206.389999,201.630005,202.259995,1022000,202.259995
"2022-06-17",202.889999,206.490005,202.449997,206.029999,2002100,206.029999
"2022-06-21",208.029999,215.880005,208.029999,215.070007,1187100,215.070007
"2022-06-22",213.970001,216.830002,211.960007,214.899994,991800,214.899994
"2022-06-23",216.029999,219.119995,215.029999,218.110001,804300,218.110001
"2022-06-24",218,221,217.220001,220.960007,1154300,220.960007
"2022-06-27",220.899994,222.649994,219.520004,220.960007,1050200,220.960007
"2022-06-28",221.169998,222.490005,217.75,218.419998,1058900,218.419998
"2022-06-29",219.039993,220.429993,218.139999,218.910004,1699900,218.910004
