"","ABT.Open","ABT.High","ABT.Low","ABT.Close","ABT.Volume","ABT.Adjusted"
"2020-09-10",105.599998,105.599998,103.730003,104,4271200,100.865776
"2020-09-11",105.279999,105.699997,104.32,104.699997,4111000,101.544678
"2020-09-14",105.589996,106.660004,105.120003,105.690002,3824100,102.504845
"2020-09-15",107,107.529999,106.169998,106.580002,3654900,103.368027
"2020-09-16",106.949997,107.370003,105.660004,105.699997,4242500,102.514542
"2020-09-17",104.959999,106.75,104.389999,106.660004,4283500,103.445618
"2020-09-18",106.559998,107.989998,106.139999,106.860001,7622400,103.639572
"2020-09-21",105.800003,106.459999,104.459999,105.949997,4559800,102.757004
"2020-09-22",105.459999,105.519997,103.57,104.800003,4180300,101.64167
"2020-09-23",104.989998,104.989998,102.230003,102.730003,4040100,99.634056
"2020-09-24",102.75,103.529999,100.470001,100.919998,7604000,97.878609
"2020-09-25",100.559998,103.610001,100.339996,103.449997,5060300,100.332352
"2020-09-28",104.239998,105.25,103.82,104.440002,5515500,101.292519
"2020-09-29",106.010002,106.410004,104.919998,105.190002,4464300,102.019905
"2020-09-30",105.989998,109.480003,105.739998,108.830002,9487000,105.550217
"2020-10-01",109.18,110.330002,108.379997,108.639999,7242100,105.365944
"2020-10-02",107.68,108.660004,106.330002,106.5,5590500,103.290428
"2020-10-05",107.18,108.650002,107.18,108.559998,3603400,105.288345
"2020-10-06",108.559998,108.769997,106.050003,106.25,3992600,103.047974
"2020-10-07",107.370003,108.18,106.93,107.739998,4162400,104.493065
"2020-10-08",108.139999,109.129997,107.419998,108.540001,4168400,105.268959
"2020-10-09",109.339996,109.970001,108.800003,109.650002,3060700,106.345505
"2020-10-12",110.25,111.57,109.760002,111.050003,4201800,107.703316
"2020-10-13",110.5,110.989998,108.25,108.370003,4773600,105.10408
"2020-10-14",108.610001,109.830002,107.339996,107.75,4191600,104.851074
"2020-10-15",106.849998,107.739998,106.309998,107.32,3518500,104.43264
"2020-10-16",107.699997,110.379997,107.699997,109.669998,4363500,106.719406
"2020-10-19",109.900002,111.040001,107.82,108.040001,4228500,105.13327
"2020-10-20",108.349998,109.889999,108.110001,108.360001,3873500,105.444664
"2020-10-21",108.010002,109,104.75,105.93,5716000,103.080048
"2020-10-22",106.419998,110.050003,106.239998,109.480003,4953800,106.534531
"2020-10-23",109.639999,110,107.57,107.790001,3573000,104.889999
"2020-10-26",107.57,109.160004,107.050003,109,7298000,106.067444
"2020-10-27",108.889999,109.75,108.330002,108.580002,4518000,105.658745
"2020-10-28",106.809998,107.410004,105.379997,106.419998,7104700,103.556854
"2020-10-29",106.379997,106.580002,104.57,105,4237600,102.175049
"2020-10-30",104.760002,105.550003,103.129997,105.110001,4433200,102.282112
"2020-11-02",107.089996,108.699997,106.110001,107.480003,5907100,104.588341
"2020-11-03",108.739998,110.800003,108.360001,109.559998,3870100,106.612373
"2020-11-04",110.169998,114.230003,110.110001,111.529999,7421200,108.529373
"2020-11-05",113.510002,114.839996,112.720001,113.529999,5139900,110.475563
"2020-11-06",113.879997,115.139999,112.839996,114.419998,5644100,111.341614
"2020-11-09",111.800003,113.209999,106.190002,109.389999,13990700,106.446945
"2020-11-10",109.25,111.589996,108.400002,110.809998,5243500,107.828743
"2020-11-11",111.940002,112.949997,111.470001,112.650002,3994000,109.61924
"2020-11-12",112.410004,112.860001,111.300003,111.949997,2816800,108.93808
"2020-11-13",113,113.089996,111.419998,112.599998,3918900,109.57058
"2020-11-16",112.050003,113.75,111.589996,113.669998,4144900,110.611794
"2020-11-17",113.220001,114.620003,112.339996,113.059998,3793000,110.018219
"2020-11-18",113.669998,113.709999,109.75,109.769997,4545700,106.816727
"2020-11-19",110,111.199997,109.260002,111,3548100,108.013626
"2020-11-20",110.739998,111.760002,110.07,110.889999,4075300,107.906593
"2020-11-23",111.43,111.519997,108.860001,109.269997,4105500,106.330177
"2020-11-24",109.309998,109.589996,107.25,107.610001,7316300,104.714851
"2020-11-25",107.050003,108.400002,105.629997,106.410004,6224100,103.547127
"2020-11-27",106.669998,107.75,105.870003,107.620003,1979000,104.724579
"2020-11-30",107.769997,108.550003,107.089996,108.220001,5702300,105.308426
"2020-12-01",109.239998,109.599998,108.07,108.489998,4265200,105.571159
"2020-12-02",108.309998,108.629997,107.360001,108.150002,3444700,105.240318
"2020-12-03",108.150002,108.639999,107.080002,107.529999,3846300,104.636986
"2020-12-04",107.080002,108.269997,106.93,107.900002,4686800,104.99704
"2020-12-07",107.720001,108.300003,106.639999,107.18,6928000,104.296402
"2020-12-08",106.800003,107.239998,106.209999,106.800003,6643500,103.926636
"2020-12-09",107.099998,107.690002,105.519997,106.32,5742400,103.459541
"2020-12-10",106.760002,107.089996,106.040001,106.519997,4828500,103.65416
"2020-12-11",106.099998,107.349998,105.32,107.019997,4719000,104.140709
"2020-12-14",107.5,109.169998,106.769997,106.790001,6250000,103.916901
"2020-12-15",106.940002,108.410004,106.400002,107.449997,5256600,104.559151
"2020-12-16",107.449997,108.209999,106.610001,107.339996,4458700,104.452103
"2020-12-17",107.830002,108.940002,107.610001,108.779999,3924300,105.853363
"2020-12-18",108.849998,109.610001,107.489998,108.970001,10669800,106.038254
"2020-12-21",107.559998,108.18,105.370003,108.089996,4544000,105.181931
"2020-12-22",107.830002,109.040001,106.959999,108.279999,3426400,105.366814
"2020-12-23",108.870003,109.68,107.43,107.449997,3149500,104.559151
"2020-12-24",107.440002,108.949997,107.379997,108.349998,1451500,105.434921
"2020-12-28",108.959999,109.099998,107.260002,107.790001,2034200,104.889999
"2020-12-29",108.5,108.940002,108.139999,108.330002,2834400,105.415466
"2020-12-30",108.690002,109.120003,107.839996,108.440002,2415800,105.522514
"2020-12-31",108.169998,109.639999,107.849998,109.489998,2982200,106.54425
"2021-01-04",109.529999,110.25,107.260002,109.110001,6192000,106.174484
"2021-01-05",108.849998,110.910004,108.300003,110.459999,4322800,107.488159
"2021-01-06",108.949997,111.029999,108.589996,110.230003,5539600,107.264351
"2021-01-07",110.279999,111.620003,109.25,111.300003,5568800,108.305565
"2021-01-08",111.669998,112.550003,110.339996,111.610001,4242200,108.607216
"2021-01-11",111.209999,111.980003,110.230003,110.839996,3177400,107.857933
"2021-01-12",110.519997,110.720001,108.339996,108.839996,5777100,105.911736
"2021-01-13",109.089996,112.900002,108.25,112.150002,6047100,109.132698
"2021-01-14",111.209999,111.660004,109.75,110.040001,4391000,107.510857
"2021-01-15",110,111.620003,109.389999,111.300003,4480100,108.74189
"2021-01-19",111.739998,113.129997,110.519997,112.57,6820300,109.982697
"2021-01-20",112.650002,113.529999,112,112.889999,2952100,110.295341
"2021-01-21",112.25,113.540001,110.260002,112.949997,5028100,110.353951
"2021-01-22",113,113.510002,111.739998,112.839996,4163900,110.24649
"2021-01-25",113.059998,115.400002,113.010002,114.720001,4689300,112.083282
"2021-01-26",114.25,115.120003,113.790001,114.730003,4142400,112.093056
"2021-01-27",115.199997,117.779999,113.5,114.290001,9104900,111.66317
"2021-01-28",117.910004,124.07,117.150002,120.389999,11296300,117.622963
"2021-01-29",120.25,124.720001,119.709999,123.589996,10995100,120.74942
"2021-02-01",123.239998,124.82,122.5,122.540001,8337100,119.723557
"2021-02-02",123.400002,123.720001,120.230003,120.239998,7277000,117.47641
"2021-02-03",119.739998,120.889999,118.900002,120.220001,4991900,117.456871
"2021-02-04",119.830002,120.870003,118.790001,119.739998,4377900,116.9879
"2021-02-05",120.43,124.32,120.040001,124.029999,5803400,121.179298
"2021-02-08",125,125.800003,123.769997,124.5,3456000,121.638496
"2021-02-09",124.830002,125.279999,123.610001,125.150002,3424500,122.27356
"2021-02-10",125.790001,126.199997,124.760002,125.290001,4195400,122.410339
"2021-02-11",125.690002,126.870003,125.199997,126.839996,3697400,123.924706
"2021-02-12",126.410004,128.539993,126.25,128.229996,3658700,125.282776
"2021-02-16",128.490005,128.5,126.849998,128.020004,5174000,125.077599
"2021-02-17",127.370003,128,126.389999,127.239998,3161800,124.315514
"2021-02-18",125.470001,126.660004,124.07,125.410004,5427900,122.527588
"2021-02-19",125.25,125.389999,122.669998,123.040001,6204200,120.212059
"2021-02-22",122.949997,122.949997,120.529999,122.550003,4842000,119.733322
"2021-02-23",122.25,123.18,120.209999,120.800003,5565900,118.023537
"2021-02-24",120.800003,122.910004,120.660004,122.379997,4127400,119.567223
"2021-02-25",121.660004,122.760002,120.769997,121.580002,3468900,118.785622
"2021-02-26",122.190002,122.360001,119.660004,119.779999,5197500,117.026978
"2021-03-01",120.989998,122.949997,120.610001,122.209999,3858600,119.401138
"2021-03-02",122.209999,123.099998,121.190002,122.529999,4908100,119.713783
"2021-03-03",121.690002,121.889999,119.059998,119.18,5239500,116.440773
"2021-03-04",119,119.809998,114.739998,116.010002,6699600,113.343636
"2021-03-05",117,117.580002,114.800003,117.25,4859500,114.555138
"2021-03-08",117,118.279999,115.559998,115.629997,3931600,112.972366
"2021-03-09",116.739998,119.339996,116.489998,116.699997,5176100,114.017769
"2021-03-10",117.239998,119.199997,115.32,115.879997,7640200,113.216614
"2021-03-11",116.690002,117.870003,115.839996,117.519997,4915700,114.818924
"2021-03-12",117.089996,117.269997,116.120003,116.709999,3714000,114.027534
"2021-03-15",117.190002,118.220001,116.540001,118.099998,4651800,115.38559
"2021-03-16",118.449997,119.440002,117.529999,118.220001,3870500,115.502838
"2021-03-17",117.669998,118.220001,116.919998,117.620003,3797200,114.916626
"2021-03-18",117.5,119.150002,117.309998,118.110001,4253000,115.395355
"2021-03-19",118.379997,120.989998,117.57,120.25,11275200,117.486176
"2021-03-22",120.260002,122.220001,120.010002,121.470001,5173100,118.678139
"2021-03-23",121.769997,122.150002,119.870003,120.489998,3788500,117.720665
"2021-03-24",120,120.449997,117.949997,118.019997,6521300,115.307426
"2021-03-25",118.730003,119.5,117.239998,119.050003,5320100,116.313766
"2021-03-26",119.279999,122.300003,118.940002,122.07,4857000,119.264359
"2021-03-29",121,122.739998,120.050003,122.230003,4810100,119.420677
"2021-03-30",121.5,122.489998,119.379997,119.75,5054400,116.997673
"2021-03-31",120,121.449997,119.75,119.839996,5792800,117.085602
"2021-04-01",120.279999,120.870003,118.779999,118.940002,4015100,116.206284
"2021-04-05",119.650002,120.349998,119.080002,119.860001,6314600,117.105148
"2021-04-06",120.010002,122.010002,119.599998,119.970001,5146400,117.212616
"2021-04-07",119.82,120.879997,119.599998,120.110001,4313000,117.349396
"2021-04-08",121.010002,121.57,119.540001,119.779999,3768800,117.026978
"2021-04-09",119.650002,120.93,119.349998,120.900002,4102500,118.121239
"2021-04-12",120.559998,121.370003,120.480003,121.040001,2915900,118.258018
"2021-04-13",121.050003,123.639999,120.910004,123.010002,4944600,120.182747
"2021-04-14",122.550003,122.830002,121.290001,121.5,4726500,119.143295
"2021-04-15",122.400002,124.68,121.900002,123.940002,4510900,121.53598
"2021-04-16",124.389999,124.610001,122.949997,124.349998,6243100,121.938026
"2021-04-19",123.599998,125.419998,123.589996,124.529999,6853100,122.114532
"2021-04-20",120.5,122,119.010002,120,9908200,117.672401
"2021-04-21",120.43,122.849998,119.860001,122.599998,7040300,120.221962
"2021-04-22",122.809998,124.82,122.510002,123.5,6366900,121.104515
"2021-04-23",123.620003,124.110001,122.650002,123.309998,5227000,120.918198
"2021-04-26",123.389999,123.400002,121.949997,122.580002,4377500,120.202362
"2021-04-27",122,122.550003,121,121.699997,3384900,119.339417
"2021-04-28",121.519997,121.919998,120.540001,121.449997,3755900,119.094269
"2021-04-29",121.5,121.510002,120.010002,121.010002,3889200,118.662811
"2021-04-30",120.5,121.150002,119.349998,120.080002,4773500,117.750854
"2021-05-03",120.550003,120.660004,119.18,119.529999,4917600,117.211517
"2021-05-04",119.199997,119.290001,116.43,117.540001,9221800,115.260109
"2021-05-05",117.800003,118.870003,117.18,118.510002,5632400,116.211304
"2021-05-06",118.050003,118.879997,116.699997,118.790001,4305300,116.485863
"2021-05-07",119.769997,120.419998,118.760002,118.949997,4076600,116.642769
"2021-05-10",119.199997,119.949997,118.75,118.940002,3923200,116.632965
"2021-05-11",118.860001,119.260002,117.959999,118.389999,5520800,116.093636
"2021-05-12",117.169998,117.599998,116.25,116.349998,4745500,114.093193
"2021-05-13",117,118.029999,116.669998,117.449997,4519500,115.17186
"2021-05-14",117.989998,118.82,117.330002,118.309998,3800500,116.015175
"2021-05-17",118,118.349998,116.669998,116.739998,3732400,114.475624
"2021-05-18",116.720001,118,116.720001,116.980003,3398400,114.710983
"2021-05-19",116.160004,116.43,115.160004,116.379997,3430800,114.12262
"2021-05-20",116.550003,117.970001,116.410004,117.800003,2858200,115.515076
"2021-05-21",118.230003,118.949997,116.980003,117.129997,4629300,114.85807
"2021-05-24",118.040001,118.260002,117.239998,117.290001,3096000,115.014969
"2021-05-25",118,119.239998,117.559998,118.400002,4704500,116.103439
"2021-05-26",117.519997,118.279999,116.050003,116.75,6692900,114.485443
"2021-05-27",117,117.57,115.610001,115.690002,10358900,113.445999
"2021-05-28",116.470001,117.82,116.290001,116.650002,4813000,114.387375
"2021-06-01",110.150002,111.300003,105.690002,105.790001,25124100,103.738029
"2021-06-02",105.790001,107.93,105.360001,106.900002,19215100,104.826492
"2021-06-03",107,109.669998,106.550003,109.199997,12118000,107.081886
"2021-06-04",109.300003,109.910004,108.410004,109.290001,7197200,107.170135
"2021-06-07",109.980003,110.879997,109.720001,110,7933600,107.866364
"2021-06-08",110.5,110.5,107.830002,107.900002,8173900,105.807098
"2021-06-09",107.809998,109.529999,107.599998,109.050003,13780400,106.934784
"2021-06-10",109.050003,110.25,108.989998,110.150002,8012600,108.013451
"2021-06-11",110.330002,110.330002,109.510002,109.910004,6517500,107.778114
"2021-06-14",110.080002,110.559998,109.629997,110.480003,4888700,108.337067
"2021-06-15",110.940002,111.400002,110.099998,110.410004,5398800,108.268417
"2021-06-16",110.190002,111.110001,109.800003,110.059998,7051500,107.925194
"2021-06-17",109.75,111.989998,109.730003,111.629997,5967400,109.464745
"2021-06-18",110,111.349998,110,110.330002,8831800,108.189964
"2021-06-21",110.25,112.169998,109.730003,111.440002,4743300,109.278435
"2021-06-22",111.660004,111.919998,110.5,110.959999,6519400,108.807739
"2021-06-23",110.599998,111.260002,110.599998,110.839996,4356100,108.690063
"2021-06-24",111.5,113.489998,111.410004,111.699997,9718600,109.533386
"2021-06-25",111.879997,113.260002,111.510002,112.720001,8750400,110.533615
"2021-06-28",112.989998,116.360001,112.739998,115.699997,9567200,113.455795
"2021-06-29",115.739998,118.839996,115.459999,117.209999,8150200,114.936508
"2021-06-30",117,117.18,115.25,115.93,5844600,113.681351
"2021-07-01",115.610001,117.290001,115.480003,117.160004,4739600,114.887489
"2021-07-02",116.919998,118.25,116.650002,118.040001,4787000,115.750412
"2021-07-06",118,119.07,117.760002,118.82,5040400,116.515289
"2021-07-07",119.080002,119.980003,118.75,119.870003,4068700,117.54493
"2021-07-08",118.860001,119.43,117.959999,119.260002,3908900,116.946754
"2021-07-09",119.650002,120.239998,119.239998,119.739998,4353600,117.417435
"2021-07-12",118.809998,119.690002,118.440002,118.809998,3905200,116.505478
"2021-07-13",118.57,119.260002,118.110001,118.650002,3877100,116.348579
"2021-07-14",118.120003,118.300003,116.860001,117.169998,4660300,115.334709
"2021-07-15",116.699997,117.160004,116.269997,116.660004,5761200,114.832703
"2021-07-16",117.040001,117.809998,116.43,117.510002,3977600,115.669388
"2021-07-19",116.980003,119.330002,116.93,118.790001,6739700,116.929337
"2021-07-20",118.540001,120,118.099998,118.730003,4678400,116.870285
"2021-07-21",119.220001,119.290001,117.230003,118.980003,4285300,117.116371
"2021-07-22",118,118.75,115.860001,118.25,6958000,116.397797
"2021-07-23",119.629997,121.099998,119.269997,120.800003,4736100,118.90786
"2021-07-26",120.239998,120.489998,118.379997,119.519997,4954800,117.647903
"2021-07-27",119.599998,121.230003,119.599998,119.809998,5630800,117.933357
"2021-07-28",119.809998,121.07,119.279999,120.519997,3796100,118.632248
"2021-07-29",121.080002,121.400002,120.419998,121.089996,3925500,119.193314
"2021-07-30",121,121.419998,120.400002,120.980003,4688800,119.085045
"2021-08-02",121.5,121.779999,120.18,120.919998,3646100,119.025978
"2021-08-03",121.379997,122.550003,121.07,122.120003,3696200,120.207184
"2021-08-04",121.379997,122.650002,121.010002,121.57,3513400,119.665802
"2021-08-05",122.360001,122.360001,120.830002,122.209999,3258100,120.295776
"2021-08-06",122,122.209999,121.220001,122.169998,3550300,120.256393
"2021-08-09",122.389999,123.260002,122.029999,123.160004,4271200,121.230896
"2021-08-10",123.349998,123.559998,122.099998,122.699997,4356900,120.778099
"2021-08-11",122.839996,123.400002,121.349998,121.459999,3683100,119.557518
"2021-08-12",121.18,123.25,121,122.809998,3023600,120.886368
"2021-08-13",122.720001,123.230003,122.339996,123.059998,3476600,121.132454
"2021-08-16",123.690002,124.699997,123.330002,124.660004,4601900,122.707397
"2021-08-17",124.639999,126.379997,124.370003,125.690002,4609700,123.72126
"2021-08-18",125.809998,126.080002,123.860001,123.93,3585200,121.988838
"2021-08-19",123.720001,126.389999,123.580002,125.720001,4283800,123.750793
"2021-08-20",125.910004,126.980003,125.120003,126.32,5485800,124.341385
"2021-08-23",126.669998,127.300003,125.790001,125.839996,3906700,123.868912
"2021-08-24",125.599998,125.910004,124.839996,125.5,3945700,123.534241
"2021-08-25",125.839996,125.910004,124.169998,124.739998,4379000,122.78614
"2021-08-26",124.690002,126.269997,124.650002,125.470001,3991900,123.504707
"2021-08-27",125.68,126.260002,124.300003,124.589996,4094300,122.638489
"2021-08-30",124.529999,126.190002,124.360001,125.940002,3151800,123.967354
"2021-08-31",126.400002,127.209999,125.910004,126.370003,6190300,124.39061
"2021-09-01",125.720001,127.459999,125.459999,127.400002,3484200,125.40448
"2021-09-02",127.5,128.850006,127.339996,128.490005,3402700,126.477409
"2021-09-03",129,129.399994,128.149994,128.940002,2463300,126.920357
"2021-09-07",128.119995,128.490005,127.050003,128.389999,2765500,126.378967
"2021-09-08",128.559998,129.520004,128,129.059998,3121200,127.038483
"2021-09-09",129.149994,129.149994,127.330002,127.980003,4546900,125.975395
"2021-09-10",128,129.440002,128,128.800003,4127400,126.782555
"2021-09-13",129.669998,129.699997,124.809998,126.620003,5811000,124.636696
"2021-09-14",127.349998,127.989998,126.709999,127.050003,4197400,125.059967
"2021-09-15",126.879997,128.179993,126.279999,127.489998,4803200,125.493073
"2021-09-16",127.870003,127.970001,126.300003,127.440002,3317100,125.443855
"2021-09-17",126.779999,127.800003,126.459999,126.790001,10045200,124.804031
"2021-09-20",125.599998,126.57,123.809998,124.870003,5262200,122.914116
"2021-09-21",125.57,126.779999,125.099998,125.129997,4918600,123.170029
"2021-09-22",125.5,125.739998,124.18,124.650002,6553400,122.697548
"2021-09-23",125.419998,125.900002,124.809998,125.300003,4161500,123.337372
"2021-09-24",124.809998,125.480003,124.269997,124.370003,3045700,122.421944
"2021-09-27",123.330002,123.5,120.449997,120.580002,6481200,118.691307
"2021-09-28",119.599998,119.760002,117.970001,118.739998,5855200,116.880119
"2021-09-29",118.919998,120.059998,118.769997,119.459999,4511300,117.588844
"2021-09-30",119.860001,120.669998,118.099998,118.129997,4786200,116.279678
"2021-10-01",118.199997,118.43,115.099998,117.209999,8173200,115.374084
"2021-10-04",116.610001,117.57,114.860001,115.529999,5903500,113.720398
"2021-10-05",116.110001,116.949997,115.529999,115.879997,4238400,114.064919
"2021-10-06",115.75,116.57,114.400002,116.489998,5498900,114.665359
"2021-10-07",117.550003,118.709999,117.449997,117.910004,4505800,116.063126
"2021-10-08",118.089996,119.330002,117.82,118.389999,7193200,116.535614
"2021-10-11",118.150002,118.940002,116.849998,116.879997,3873200,115.049255
"2021-10-12",117.900002,118.309998,116.410004,117.32,4599200,115.482368
"2021-10-13",117.5,118.230003,116.440002,117,3935100,115.167374
"2021-10-14",116.660004,117.68,116.639999,117.57,4977400,116.175285
"2021-10-15",118.080002,118.330002,117.129997,117.489998,6012400,116.096222
"2021-10-18",117.290001,117.489998,116.300003,116.82,5275800,115.434181
"2021-10-19",117.059998,120.18,117.059998,119.339996,5880000,117.924278
"2021-10-20",123.529999,124.800003,122.190002,123.309998,8401900,121.847183
"2021-10-21",123.510002,125.599998,123.089996,125.050003,4984000,123.566551
"2021-10-22",125.510002,126.839996,124.879997,126.720001,5742300,125.216736
"2021-10-25",126.489998,126.849998,125.400002,126.580002,4426900,125.0784
"2021-10-26",127,128.779999,126.790001,128.130005,3994000,126.610016
"2021-10-27",129,129.399994,127.370003,127.709999,4128600,126.194992
"2021-10-28",128.029999,128.940002,127.040001,127.709999,3645300,126.194992
"2021-10-29",127.260002,129.009995,126.830002,128.889999,4692200,127.360992
"2021-11-01",128.639999,129.529999,128.289993,128.940002,3494700,127.4104
"2021-11-02",129.330002,129.529999,127.290001,127.709999,8069600,126.194992
"2021-11-03",127.379997,128.740005,126.970001,128.699997,5110600,127.173241
"2021-11-04",128.949997,129.490005,128.190002,129.089996,4675900,127.558617
"2021-11-05",127.080002,127.32,123.93,124.370003,7989800,122.894615
"2021-11-08",124,127.230003,123.809998,126.800003,4930000,125.295784
"2021-11-09",126.699997,127.5,126.25,126.43,5130300,124.930176
"2021-11-10",126.190002,128.110001,126.050003,127.82,5358900,126.303688
"2021-11-11",127.970001,128.960007,127.239998,127.25,5054800,125.740448
"2021-11-12",127.940002,128.850006,127.120003,128.449997,6462200,126.926216
"2021-11-15",128.770004,130.199997,128.259995,129.440002,4565800,127.904465
"2021-11-16",129.639999,131.600006,129.639999,130.889999,4141300,129.337265
"2021-11-17",130.610001,130.699997,128.539993,128.619995,4759900,127.094193
"2021-11-18",129.309998,129.429993,127.470001,127.639999,4466100,126.125824
"2021-11-19",128.410004,128.529999,126.459999,126.839996,6867700,125.335312
"2021-11-22",126.779999,126.800003,124.68,125.260002,4205400,123.774055
"2021-11-23",124.510002,124.889999,123.220001,124.480003,4873700,123.003311
"2021-11-24",124.07,125.279999,124,125.07,3729500,123.586304
"2021-11-26",127.809998,129.75,125.440002,125.879997,4671400,124.386696
"2021-11-29",126.349998,128.940002,125.360001,128.029999,5648200,126.511192
"2021-11-30",128.199997,128.789993,125.339996,125.769997,7269900,124.278
"2021-12-01",126.480003,128.479996,125.120003,126.739998,4816700,125.236496
"2021-12-02",126.290001,129.850006,126.290001,128.380005,5090800,126.857056
"2021-12-03",128.880005,130.460007,128.029999,130.270004,5254500,128.724625
"2021-12-06",130.759995,133.279999,130.610001,132.470001,6601600,130.898529
"2021-12-07",134,134.080002,131.800003,132.419998,5143600,130.849106
"2021-12-08",132.800003,133.449997,131.119995,132.369995,5389400,130.799713
"2021-12-09",132.5,133.110001,131.479996,132.529999,2663300,130.957809
"2021-12-10",133.419998,134.5,132.869995,134.369995,4371800,132.775986
"2021-12-13",134.5,137,134.5,135.960007,5094800,134.347137
"2021-12-14",135.929993,136,132,132.940002,8193300,131.362946
"2021-12-15",133.539993,135.669998,132.899994,135.559998,6422300,133.951874
"2021-12-16",135.440002,136.610001,134.600006,136.089996,6984100,134.475586
"2021-12-17",137.539993,139.270004,136.889999,137.110001,12146000,135.48349
"2021-12-20",136.199997,137.809998,134.220001,134.979996,6501200,133.378738
"2021-12-21",136.020004,137.179993,133.399994,135.270004,7153800,133.665314
"2021-12-22",135.880005,139.020004,135.789993,138.990005,6768900,137.341187
"2021-12-23",139.649994,140.229996,138.720001,139.160004,3491800,137.509171
"2021-12-27",139.820007,142.600006,139.429993,141.460007,3801700,139.781876
"2021-12-28",141.580002,141.710007,140.130005,140.470001,3296000,138.803619
"2021-12-29",140.470001,141.660004,139.330002,141.190002,2848900,139.515076
"2021-12-30",141.410004,141.75,140.589996,141,2809100,139.327332
"2021-12-31",141,141.770004,140.720001,140.740005,3271800,139.070419
"2022-01-03",139.429993,139.830002,137.210007,139.039993,6688100,137.390564
"2022-01-04",139.5,139.649994,134.759995,135.770004,8241200,134.159378
"2022-01-05",135.149994,137.029999,135.070007,135.160004,5948200,133.556625
"2022-01-06",135,136.210007,133.880005,135.139999,5710200,133.53685
"2022-01-07",134.880005,136.179993,134.380005,135.559998,4367500,133.951874
