"","SBAC.Open","SBAC.High","SBAC.Low","SBAC.Close","SBAC.Volume","SBAC.Adjusted"
"2022-01-12",341.019989,344.320007,337.369995,338.51001,966400,337.033203
"2022-01-13",339.230011,340.820007,333.23999,334.179993,725500,332.722076
"2022-01-14",330.649994,331.790009,320.529999,326.269989,1058000,324.846588
"2022-01-18",323.320007,327.75,320.779999,326.040009,725500,324.617615
"2022-01-19",329.540009,333.160004,320.980011,321.230011,786000,319.828613
"2022-01-20",321.309998,328.98999,316.380005,316.799988,1037100,315.417908
"2022-01-21",317.149994,325.459991,312.299988,312.339996,1204800,310.977356
"2022-01-24",310.640015,327.829987,306.98999,326.540009,1542100,325.115417
"2022-01-25",323.730011,328.970001,319.829987,325.540009,1024000,324.119781
"2022-01-26",324.730011,332.910004,312.48999,315.76001,1096100,314.382446
"2022-01-27",316.609985,317.48999,304.359985,306.179993,761500,304.844238
"2022-01-28",307.230011,318.049988,304.609985,317.76001,741400,316.373749
"2022-01-31",317.899994,325.470001,316.899994,325.440002,655400,324.020233
"2022-02-01",324.220001,326.779999,320.059998,322.369995,548700,320.963623
"2022-02-02",324.690002,326.049988,323.160004,323.570007,546500,322.158386
"2022-02-03",322.76001,324.290009,321.410004,321.700012,433800,320.296539
"2022-02-04",325.01001,328.98999,318.01001,321.549988,758400,320.147186
"2022-02-07",321.619995,325.730011,321.119995,321.559998,637300,320.157135
"2022-02-08",320.859985,322.269989,317.459991,318.329987,468300,316.941223
"2022-02-09",324.779999,327.220001,322.549988,326.299988,558500,324.876434
"2022-02-10",319.570007,325.25,316.130005,318.079987,628800,316.692322
"2022-02-11",317.690002,319.529999,309.209991,312.01001,762800,310.648834
"2022-02-14",312.100006,313.089996,307.359985,309.350006,632700,308.000427
"2022-02-15",312.910004,314.26001,308.059998,309.059998,619000,307.71167
"2022-02-16",309.519989,309.519989,302.850006,303.829987,639600,302.504486
"2022-02-17",305.089996,305.230011,294.559998,295.980011,832000,294.688782
"2022-02-18",296.890015,298.589996,290.540009,290.820007,725200,289.55127
"2022-02-22",292.619995,299.720001,291.619995,297.079987,837600,295.783936
"2022-02-23",297.25,302.899994,291.119995,291.350006,702400,290.078949
"2022-02-24",289.459991,303.140015,286.410004,302.299988,901000,300.981171
"2022-02-25",302.920013,307.730011,299.049988,306.869995,632100,305.53125
"2022-02-28",303.850006,305.869995,299.140015,303.390015,969100,302.066437
"2022-03-01",318.559998,328.390015,310.959991,316.690002,1258500,315.308411
"2022-03-02",315.649994,326.089996,314.01001,321.140015,837400,319.738983
"2022-03-03",322.850006,327.179993,319.75,326.029999,861900,324.607666
"2022-03-04",324.049988,331.079987,324.049988,330.899994,911800,329.45639
"2022-03-07",329.25,334.350006,326.600006,331.899994,901800,330.452026
"2022-03-08",333,338.73999,324.790009,324.899994,1011500,323.482574
"2022-03-09",329.570007,331.029999,325.630005,326.190002,548200,325.47821
"2022-03-10",322.899994,329.570007,318.25,328.779999,578100,328.062561
"2022-03-11",329.040009,331.48999,320.730011,320.880005,670400,320.17981
"2022-03-14",321.070007,325.829987,316.339996,320.700012,635000,320.000214
"2022-03-15",324.109985,325.880005,315.850006,322.23999,527700,321.536835
"2022-03-16",324.299988,327.940002,318.459991,325.859985,573800,325.148926
"2022-03-17",324.070007,332.040009,324.070007,330.070007,541100,329.349762
"2022-03-18",331.959991,334.700012,329.51001,330.630005,885800,329.908539
"2022-03-21",330.630005,334.48999,325.480011,327.600006,688400,326.885132
"2022-03-22",327.450012,327.450012,320,322.730011,888400,322.025787
"2022-03-23",324.910004,324.98999,316.709991,320.480011,566900,319.78067
"2022-03-24",321.190002,325.880005,318.48999,325.410004,496100,324.699921
"2022-03-25",327.279999,329.420013,324.529999,328.98999,287200,328.272095
"2022-03-28",330.450012,334.209991,328.390015,333.890015,460500,333.161438
"2022-03-29",334.720001,341.049988,333.459991,340.76001,522800,340.016418
"2022-03-30",340.339996,343,337.640015,342.980011,458400,342.231598
"2022-03-31",343.859985,348.350006,342.920013,344.100006,991300,343.349152
"2022-04-01",345.459991,351.140015,343.410004,350.600006,585100,349.834961
"2022-04-04",349.929993,356.390015,349.869995,355.079987,742100,354.305145
"2022-04-05",354.899994,363.859985,354.329987,360.570007,729900,359.783203
"2022-04-06",359.269989,373.470001,358.329987,370.089996,861300,369.28241
"2022-04-07",369.970001,371.970001,366.619995,369.290009,867700,368.484161
"2022-04-08",368.829987,375.950012,366.970001,372.720001,629900,371.906677
"2022-04-11",367.070007,374,360.779999,361.299988,581000,360.511597
"2022-04-12",361.850006,362.630005,352.950012,354.480011,771600,353.706482
"2022-04-13",355.700012,356.51001,349.279999,354.609985,554500,353.836182
"2022-04-14",355.660004,357.799988,353.140015,355.380005,400100,354.604523
"2022-04-18",357,360.410004,353.859985,355.959991,566800,355.183228
"2022-04-19",356.519989,364.179993,354.670013,360.910004,493400,360.122467
"2022-04-20",361.269989,373.209991,360.950012,372.070007,578100,371.258118
"2022-04-21",370.809998,377.100006,368.779999,370.160004,434900,369.352264
"2022-04-22",370.309998,370.309998,364.170013,366.359985,546100,365.560547
"2022-04-25",367.649994,368.769989,355.01001,359.940002,965100,359.154572
"2022-04-26",379.98999,379.98999,349.950012,351.200012,832000,350.433655
"2022-04-27",351.329987,358.309998,348.220001,348.869995,957200,348.108704
"2022-04-28",349.799988,359.559998,345.01001,359.23999,723900,358.456085
"2022-04-29",358.049988,358.049988,346.450012,347.109985,690300,346.352539
"2022-05-02",348,352.190002,333.700012,337.880005,827900,337.1427
"2022-05-03",340.660004,352.459991,336.890015,348.899994,1000400,348.138641
"2022-05-04",350.959991,352.070007,341.920013,351.73999,692400,350.972443
"2022-05-05",351.019989,354.089996,339.26001,342.369995,584900,341.622894
"2022-05-06",342.5,345.179993,337.619995,342.089996,625400,341.343506
"2022-05-09",341.25,344.220001,321.950012,323.100006,513500,322.394958
"2022-05-10",327.140015,327.140015,310.880005,315.339996,714700,314.651886
"2022-05-11",318.140015,321.700012,313.929993,315.049988,573800,314.362518
"2022-05-12",317.899994,323.850006,314.429993,323.399994,783700,322.694305
"2022-05-13",326.019989,334.339996,324.600006,334.170013,526300,333.440826
"2022-05-16",330.690002,333.529999,326.959991,328.429993,436500,327.713318
"2022-05-17",330.75,330.75,321.290009,325.369995,523300,324.660004
"2022-05-18",323.029999,324.279999,312.790009,314.089996,680500,314.089996
"2022-05-19",313.140015,322.589996,312.470001,319.109985,652500,319.109985
"2022-05-20",322.709991,327.170013,319.720001,326.619995,821400,326.619995
"2022-05-23",328.149994,335.380005,326.820007,334.100006,599000,334.100006
"2022-05-24",334.100006,348.290009,333.040009,347.070007,745100,347.070007
"2022-05-25",346.470001,347.850006,340.679993,346.359985,732100,346.359985
"2022-05-26",347.649994,349.850006,335.170013,338.450012,641400,338.450012
"2022-05-27",340.670013,347.559998,338.410004,347.559998,658100,347.559998
"2022-05-31",341.769989,344.089996,334.640015,336.609985,1335300,336.609985
"2022-06-01",335.399994,337.25,329.51001,331.079987,669400,331.079987
"2022-06-02",322.350006,336.089996,315.230011,335.970001,1228700,335.970001
"2022-06-03",333.98999,333.98999,328.809998,329.559998,795100,329.559998
"2022-06-06",331.230011,335.589996,327.23999,333.670013,446100,333.670013
"2022-06-07",333.26001,338.160004,326.5,337.839996,591200,337.839996
"2022-06-08",337.290009,345.73999,335.98999,337.839996,660200,337.839996
"2022-06-09",338.170013,344.160004,332.859985,333.649994,590300,333.649994
"2022-06-10",332.630005,332.630005,321.76001,325.529999,853700,325.529999
"2022-06-13",320.529999,321.100006,307.149994,308.700012,639600,308.700012
"2022-06-14",311.640015,311.640015,294.559998,297.059998,986600,297.059998
"2022-06-15",299.940002,306.130005,295.73999,301.390015,864900,301.390015
"2022-06-16",298.119995,298.119995,289.299988,290.869995,809600,290.869995
"2022-06-17",288.309998,294.709991,286.679993,292.040009,1292600,292.040009
"2022-06-21",295,303.940002,294,303.23999,623400,303.23999
"2022-06-22",300.779999,317.769989,300.630005,311.73999,700600,311.73999
"2022-06-23",314.390015,327.850006,311.950012,325.839996,869100,325.839996
"2022-06-24",327.670013,329.130005,320.690002,327.730011,933600,327.730011
"2022-06-27",329.320007,330.109985,323.649994,324.420013,501600,324.420013
"2022-06-28",325.040009,326.329987,313.899994,315.01001,540800,315.01001
"2022-06-29",310.470001,318.209991,304.940002,317.230011,862800,317.230011
