"","VLO.Open","VLO.High","VLO.Low","VLO.Close","VLO.Volume","VLO.Adjusted"
"2021-11-12",76.580002,77.690002,75.860001,76.580002,2846900,74.155251
"2021-11-15",76.910004,77.919998,76.080002,77.349998,4343100,74.900856
"2021-11-16",77.940002,79.010002,77.220001,77.940002,4544200,75.472191
"2021-11-17",76.900002,77.010002,73.290001,73.449997,4190400,72.030037
"2021-11-18",73.32,73.93,72.029999,72.959999,3983600,71.549507
"2021-11-19",72.190002,72.190002,68.620003,69.07,5475600,67.734711
"2021-11-22",68.839996,72.120003,68.82,70.650002,3631700,69.284172
"2021-11-23",71.43,73.190002,71.279999,72.550003,3416800,71.147446
"2021-11-24",72.080002,73.550003,71.940002,72.949997,3637000,71.539703
"2021-11-26",68.279999,68.989998,66.260002,68.010002,5674400,66.695213
"2021-11-29",69.629997,70.540001,68,68.169998,3889600,66.852112
"2021-11-30",66.699997,67.550003,65.699997,66.940002,9927700,65.645897
"2021-12-01",68.989998,70.959999,67.050003,67.309998,5872500,66.008736
"2021-12-02",67.18,71.639999,66.699997,71.169998,5242800,69.794113
"2021-12-03",72.25,72.510002,69.150002,69.709999,4134200,68.362335
"2021-12-06",70.75,71.459999,69.599998,70.410004,2575700,69.048813
"2021-12-07",71.730003,73.68,71.330002,71.629997,3383900,70.245224
"2021-12-08",71.800003,72.269997,70.489998,70.720001,2674300,69.352821
"2021-12-09",69.669998,70.910004,69.669998,70.309998,3247000,68.950737
"2021-12-10",71.169998,71.400002,69.540001,70.849998,2194200,69.480301
"2021-12-13",70.019997,70.279999,67.940002,68.220001,2859700,66.901154
"2021-12-14",67.690002,70.290001,67.660004,68.190002,2694000,66.871727
"2021-12-15",68.150002,68.669998,66.349998,68.239998,3136400,66.920753
"2021-12-16",69.050003,70.550003,68.519997,68.75,3030700,67.420906
"2021-12-17",68.540001,69.580002,67.080002,68.690002,5212100,67.362061
"2021-12-20",66.5,68.879997,65.129997,68.690002,4400800,67.362061
"2021-12-21",69.379997,71.400002,69.379997,71.32,4585000,69.941216
"2021-12-22",71.370003,72.099998,70.720001,71.300003,1856900,69.921608
"2021-12-23",72.669998,73.370003,71.730003,71.730003,3644200,70.3433
"2021-12-27",71.330002,73.150002,70.5,73.129997,2217800,71.716225
"2021-12-28",73.589996,75.169998,73.529999,74.5,2784800,73.059738
"2021-12-29",74.32,74.889999,73.470001,74.650002,2777800,73.206841
"2021-12-30",74.720001,75.389999,73.989998,74.279999,2202000,72.843994
"2021-12-31",74.089996,75.639999,73.910004,75.110001,2478100,73.657951
