"","ROK.Open","ROK.High","ROK.Low","ROK.Close","ROK.Volume","ROK.Adjusted"
"2021-08-02",308.76001,310.339996,305.26001,307.309998,692900,302.329681
"2021-08-03",308.769989,312.170013,307.679993,311.059998,968200,306.01889
"2021-08-04",309.559998,313.769989,309.01001,311.920013,542500,306.865021
"2021-08-05",314.369995,314.850006,310.839996,313.709991,778100,308.625946
"2021-08-06",314.829987,315.970001,312.920013,314.329987,549600,309.235901
"2021-08-09",314.049988,315.880005,312.149994,314.029999,609300,308.940765
"2021-08-10",314.579987,318.649994,314.579987,318.410004,531300,313.249786
"2021-08-11",319.5,320.950012,313.440002,316.420013,985500,311.292053
"2021-08-12",315.880005,318.290009,315.880005,317.190002,453900,312.049561
"2021-08-13",316.549988,318.890015,315.089996,316.529999,317800,312.454285
"2021-08-16",316.140015,319.549988,314.959991,319.420013,318100,315.307068
"2021-08-17",318.170013,318.549988,311.970001,313.25,608800,309.216492
"2021-08-18",312.429993,315.579987,311.410004,312.589996,404900,308.565002
"2021-08-19",310.429993,318.269989,308.980011,314.399994,593000,310.351715
"2021-08-20",314.359985,317.630005,314.359985,315.049988,272800,310.993317
"2021-08-23",316.649994,318.369995,314.269989,314.579987,409700,310.529358
"2021-08-24",315.140015,317.790009,314.369995,316.450012,335400,312.375305
"2021-08-25",316.709991,320.25,315.420013,319.369995,315000,315.25769
"2021-08-26",319.779999,320.630005,318.390015,319.790009,359700,315.672302
"2021-08-27",321.679993,322.910004,320.859985,321.660004,333300,317.518219
"2021-08-30",322.230011,326.5,321.529999,324.799988,402000,320.617798
"2021-08-31",324.529999,326.220001,322.619995,325.450012,608100,321.25943
"2021-09-01",325.01001,325.640015,321.589996,323.019989,417100,318.860718
"2021-09-02",324.839996,327.179993,323.100006,327.140015,454300,322.927673
"2021-09-03",326.700012,327.200012,323.459991,324,489300,319.828094
"2021-09-07",322.420013,322.73999,318.100006,318.459991,649300,314.359406
"2021-09-08",318.160004,319.440002,314.720001,318.75,604700,314.645691
"2021-09-09",319.410004,320.01001,313.75,315.029999,591800,310.973572
"2021-09-10",316.440002,316.76001,313.579987,314.089996,603000,310.045685
"2021-09-13",316.600006,317.26001,312.070007,315.790009,445100,311.723816
"2021-09-14",317.48999,317.98999,312.839996,313.309998,328800,309.275726
"2021-09-15",313,318.670013,312.5,317.670013,408200,313.57959
"2021-09-16",318.290009,318.790009,314.570007,317.01001,382000,312.928101
"2021-09-17",315.040009,315.040009,310.410004,311.549988,1083600,307.538391
"2021-09-20",306.23999,306.679993,300.279999,302.470001,941900,298.575348
"2021-09-21",304.220001,304.26001,298.519989,300.170013,678200,296.304962
"2021-09-22",301.76001,303.279999,300.480011,301.940002,543100,298.052155
"2021-09-23",304.600006,306.350006,301.429993,304.149994,550100,300.233673
"2021-09-24",302.75,305.619995,302.459991,302.570007,325200,298.674042
"2021-09-27",302.549988,306.579987,302.339996,302.829987,309200,298.930664
"2021-09-28",301.420013,303.130005,295.540009,296.73999,490000,292.919098
"2021-09-29",297.799988,299.170013,296.73999,297.859985,406500,294.024689
"2021-09-30",299.679993,300.429993,293.910004,294.040009,598400,290.253876
"2021-10-01",293.609985,297.380005,289.559998,294.859985,469300,291.063324
"2021-10-04",293.890015,295.640015,290.519989,292.75,461700,288.980499
"2021-10-05",295.950012,299.25,294.420013,298.329987,407500,294.488617
"2021-10-06",294.850006,298.470001,292.619995,298.209991,421500,294.370178
"2021-10-07",301.100006,306.470001,300.589996,304.839996,697800,300.914795
"2021-10-08",300.929993,303.190002,299.089996,301.329987,364500,297.449951
"2021-10-11",300.380005,304.549988,298.579987,298.690002,347700,294.843964
"2021-10-12",300.140015,301,296.690002,297.959991,334500,294.123413
"2021-10-13",298.809998,302.170013,296.829987,299.869995,330300,296.008789
"2021-10-14",302.299988,310.320007,302.170013,310.179993,393200,306.186035
"2021-10-15",312.420013,316.299988,310.290009,314.200012,379000,310.154297
"2021-10-18",311.929993,315.579987,310.670013,314.98999,290800,310.934113
"2021-10-19",317.649994,318.179993,314.200012,316.140015,331000,312.069336
"2021-10-20",317.640015,320.649994,316.100006,319.399994,288400,315.287323
"2021-10-21",317.769989,317.839996,309.799988,317.700012,493800,313.609222
"2021-10-22",318.920013,319.98999,315.540009,316.299988,288200,312.227234
"2021-10-25",316.299988,317.299988,312.359985,315.679993,440600,311.615234
"2021-10-26",316.869995,318.589996,314.75,315.570007,498000,311.506622
"2021-10-27",316.450012,320.149994,312.970001,313.709991,380800,309.670593
"2021-10-28",315.209991,319.079987,314.459991,318.709991,498900,314.606201
"2021-10-29",318.23999,320.559998,317.76001,319.399994,439600,315.287323
"2021-11-01",319.880005,321.98999,315.850006,319.890015,798700,315.771027
"2021-11-02",336,345.079987,329.850006,343.410004,1543900,338.98819
"2021-11-03",343,343.549988,333.920013,339.299988,886300,334.931091
"2021-11-04",340.350006,344.959991,339.709991,341.890015,437300,337.487762
"2021-11-05",344,345.829987,337.339996,339.01001,475600,334.644836
"2021-11-08",342.480011,343.320007,334.619995,335.480011,480700,331.160278
"2021-11-09",336.220001,339.790009,335,335.640015,377400,331.318237
"2021-11-10",334.670013,335.23999,331.320007,333.480011,457900,329.186035
"2021-11-11",333.579987,333.579987,326.600006,329.660004,571600,325.415222
"2021-11-12",330.470001,335.23999,328.529999,334.480011,348200,331.298737
"2021-11-15",334.480011,337.950012,333.359985,335.059998,336900,331.873199
"2021-11-16",335.359985,343.410004,335.359985,340.570007,482500,337.330811
"2021-11-17",343.630005,347.049988,338.459991,341.950012,679500,338.697693
"2021-11-18",342.380005,344.850006,339.920013,344.769989,475600,341.490845
"2021-11-19",345.600006,349.839996,343.109985,348.170013,531500,344.858521
"2021-11-22",348.5,353.429993,346.26001,347.25,660200,343.947266
"2021-11-23",346.269989,349.51001,342.660004,345.959991,571800,342.669556
"2021-11-24",343.600006,346.519989,341.279999,344.940002,625300,341.659241
"2021-11-26",338.98999,342.700012,337.01001,339.200012,513900,335.973846
"2021-11-29",341.459991,344.200012,337.209991,340.579987,589500,337.340698
"2021-11-30",338.5,339.51001,332.820007,336.200012,1427100,333.00238
"2021-12-01",340.619995,344.5,331.730011,332.01001,590700,328.852234
"2021-12-02",333.350006,345.709991,333.350006,343.660004,1165200,340.391418
"2021-12-03",344.790009,346.440002,340.940002,345.470001,1043500,342.184204
"2021-12-06",346.5,347.48999,340.790009,344.920013,1012800,341.639435
"2021-12-07",348.410004,353.130005,347.549988,350.76001,432700,347.42392
"2021-12-08",351.76001,352,346.869995,348.450012,450700,345.135864
"2021-12-09",348.350006,348.950012,345.679993,346.570007,389900,343.273743
"2021-12-10",348.850006,351.089996,347.649994,350.640015,395800,347.305023
"2021-12-13",350,353.829987,348.730011,351.019989,533500,347.681396
"2021-12-14",350.130005,351.880005,339.309998,342.619995,685900,339.361298
"2021-12-15",344.339996,351.429993,343.01001,351.350006,827300,348.00827
"2021-12-16",351.899994,354.98999,347.279999,348.869995,536400,345.55188
"2021-12-17",345.910004,346.700012,341.25,341.76001,990700,338.509521
"2021-12-20",338.630005,339.859985,331.339996,336.589996,592900,333.388672
"2021-12-21",340.029999,342.079987,337.029999,339.709991,386400,336.478973
"2021-12-22",339.230011,341.230011,334.959991,338.440002,541200,335.221069
"2021-12-23",339.48999,342.670013,339.170013,340.119995,585500,336.885101
"2021-12-27",341.76001,348.480011,340.619995,348.309998,230400,344.997192
"2021-12-28",348.299988,349.700012,347.679993,348.339996,237500,345.026917
"2021-12-29",348.970001,349.869995,346.359985,349.059998,236800,345.740051
"2021-12-30",349.579987,350.980011,346.630005,346.839996,235300,343.541168
"2021-12-31",346.01001,350.399994,346.01001,348.850006,305000,345.532043
"2022-01-03",348.850006,349,335.029999,339.660004,638200,336.429443
"2022-01-04",341.519989,344.899994,338.880005,343.100006,588200,339.836731
"2022-01-05",344.329987,345.059998,336.940002,337.359985,578100,334.151337
"2022-01-06",337.130005,339.869995,332.5,335.109985,453500,331.922729
"2022-01-07",336.109985,336.109985,327.640015,327.880005,613400,324.761505
"2022-01-10",323.799988,331.100006,316.869995,330.149994,766500,327.009918
"2022-01-11",332.309998,335.429993,325.420013,335,502800,331.813782
"2022-01-12",337.429993,339.709991,331.350006,335.100006,594100,331.912842
"2022-01-13",335.5,336.790009,329.700012,330.01001,414800,326.871246
"2022-01-14",326.570007,328.579987,320.709991,325.049988,677800,321.958405
"2022-01-18",320.670013,322.059998,315.649994,317.5,659800,314.480225
