"","ZTS.Open","ZTS.High","ZTS.Low","ZTS.Close","ZTS.Volume","ZTS.Adjusted"
"2021-12-27",244.389999,246.720001,243.080002,246.509995,807000,245.234528
"2021-12-28",247,247.839996,243.639999,244.25,1004400,242.986221
"2021-12-29",244.020004,247.850006,243.639999,247.029999,939900,245.751831
"2021-12-30",247.050003,249.270004,244.960007,245.160004,859100,243.891525
"2021-12-31",245.160004,246.990005,243.740005,244.029999,1073400,242.767349
"2022-01-03",242.289993,243.240005,233.320007,234.029999,2772700,232.819122
"2022-01-04",234.020004,234.020004,222.139999,225.119995,4664000,223.955185
"2022-01-05",227,227,215.600006,216.559998,4749400,215.439499
"2022-01-06",215.479996,220.559998,213.630005,217.419998,3103400,216.295044
"2022-01-07",217.130005,217.419998,210.779999,211.089996,2206500,209.997787
"2022-01-10",208.119995,212.600006,206.160004,212.600006,2232200,211.499985
"2022-01-11",212,213.149994,208.240005,212.800003,2287800,211.698944
"2022-01-12",216.039993,216.309998,211.160004,212.809998,2451400,211.708893
"2022-01-13",212.470001,213.600006,206.399994,207,2347400,205.92897
"2022-01-14",206.940002,207.399994,203.410004,206.179993,2209100,205.11319
"2022-01-18",201.800003,204.289993,200.330002,202.699997,2433800,201.651199
"2022-01-19",202.839996,205.899994,200.059998,200.580002,2159600,199.862625
"2022-01-20",201,206.25,200.970001,201.960007,2844200,201.237701
"2022-01-21",203.110001,203.710007,200.279999,200.330002,2633000,199.613525
"2022-01-24",198.050003,200.139999,191.520004,200.070007,4093400,199.354462
"2022-01-25",198.660004,198.660004,194.009995,195.25,2673200,194.551697
"2022-01-26",195.210007,196.119995,188.699997,189.839996,4532700,189.161026
"2022-01-27",190.339996,192.779999,187.570007,187.660004,4606200,186.988846
"2022-01-28",188.850006,195.580002,185.720001,195.300003,2963800,194.601517
"2022-01-31",196,200.460007,196,199.789993,2591500,199.075455
"2022-02-01",200.990005,202.460007,196.100006,198.869995,2143200,198.158737
"2022-02-02",198.490005,203.410004,198.490005,202.169998,2494300,201.446945
"2022-02-03",198.929993,201.990005,198.929993,200.919998,1734500,200.201416
"2022-02-04",200.009995,201.110001,197.600006,199.539993,1919800,198.82634
"2022-02-07",199.910004,201.990005,199.520004,200.320007,3303900,199.603561
"2022-02-08",198.880005,201.770004,197.850006,201.300003,2880500,200.580063
"2022-02-09",203.119995,205.309998,201.470001,202.289993,2026900,201.566498
"2022-02-10",198.380005,202.399994,197.669998,199.369995,2809000,198.656952
"2022-02-11",198.580002,201.889999,197.369995,198.869995,3714600,198.158737
"2022-02-14",197.949997,199.320007,194.419998,196.429993,3381900,195.727478
"2022-02-15",197.789993,201.449997,196.539993,197.759995,3618400,197.052704
"2022-02-16",196.479996,197.259995,191.259995,195.089996,2916900,194.392258
"2022-02-17",195.179993,195.559998,192.990005,193.070007,2435500,192.379486
"2022-02-18",193.029999,193.229996,190.419998,191.320007,2558900,190.635757
"2022-02-22",191.039993,192.160004,188.830002,190.100006,2347300,189.42012
"2022-02-23",190.869995,191.25,186.820007,187.059998,2070600,186.390991
"2022-02-24",184.009995,191.699997,183.020004,190.949997,2903200,190.267059
"2022-02-25",191.479996,195.770004,191.279999,194.710007,1742600,194.013641
"2022-02-28",192.539993,195.5,191.889999,193.649994,2220200,192.957413
"2022-03-01",193.910004,195,191.300003,192.539993,1669100,191.851379
"2022-03-02",193.279999,197.270004,193.149994,196.070007,1355300,195.368774
"2022-03-03",197.149994,197.289993,194.449997,195.869995,1052200,195.169479
"2022-03-04",194.960007,196.960007,193.449997,196.839996,1467800,196.136017
"2022-03-07",195.229996,195.240005,187.899994,188.089996,1825000,187.417297
"2022-03-08",185.770004,187.350006,181.160004,181.389999,2414400,180.741257
"2022-03-09",185.550003,190.699997,183.800003,189.580002,2630400,188.901978
"2022-03-10",187.389999,189.600006,186.139999,189.220001,1995100,188.543259
"2022-03-11",189.949997,190.279999,185.169998,185.289993,1589700,184.627319
"2022-03-14",186.419998,187.259995,183.889999,184.660004,2044800,183.999573
"2022-03-15",186.360001,189.669998,185.630005,189.110001,1261600,188.433655
"2022-03-16",190.699997,193.710007,187.470001,191.919998,2064000,191.233597
"2022-03-17",192.539993,194.660004,192.119995,193.679993,2199700,192.987305
"2022-03-18",196.669998,197.160004,193.369995,195.899994,2613700,195.199356
"2022-03-21",195.210007,196.660004,192.5,194.710007,1891000,194.013641
"2022-03-22",195.179993,197.380005,193.360001,196.880005,2374700,196.175873
"2022-03-23",196.050003,196.75,190.850006,191.229996,2115200,190.546066
"2022-03-24",192.009995,192.339996,189,189.570007,3445900,188.892014
"2022-03-25",190.800003,191.580002,188.149994,189.429993,2363100,188.752502
"2022-03-28",190.229996,191.419998,187.600006,189.369995,2995800,188.692719
"2022-03-29",191.889999,194.600006,191.740005,192.279999,2557400,191.592316
"2022-03-30",191.820007,192.779999,189.580002,191.320007,2612700,190.635757
"2022-03-31",192.449997,194.899994,188.490005,188.589996,2477600,187.915512
"2022-04-01",188.770004,191.550003,186.699997,191.110001,1831400,190.426498
"2022-04-04",191.139999,191.979996,187.179993,188.740005,2603600,188.064972
"2022-04-05",188.740005,190.740005,187.690002,188.399994,2059300,187.726181
"2022-04-06",188.160004,192.330002,186.520004,191.380005,2843500,190.695541
"2022-04-07",191.199997,199.339996,190.970001,197.929993,2781400,197.222107
"2022-04-08",197.789993,201.320007,197.589996,200.089996,2455500,199.374374
"2022-04-11",198.970001,199.880005,192.009995,192.5,2252200,191.811539
"2022-04-12",192.110001,193.309998,187.149994,187.910004,1746500,187.237946
"2022-04-13",187.990005,190.070007,186.050003,189.520004,1517800,188.842194
"2022-04-14",189.899994,190.509995,186.320007,187.300003,1819400,186.630127
"2022-04-18",186.550003,187.220001,181.720001,182.809998,1857000,182.156189
"2022-04-19",183.240005,186.410004,182.779999,185.940002,1615300,185.274994
"2022-04-20",186,190.800003,185.160004,187.779999,2085000,187.43602
"2022-04-21",188.580002,189.080002,183.710007,184.720001,2179900,184.381622
"2022-04-22",183.839996,185.360001,181.580002,181.949997,2016700,181.616699
"2022-04-25",180.690002,181.110001,176.440002,180.300003,2097000,179.969727
"2022-04-26",178.960007,179.679993,176.809998,176.970001,2449100,176.645828
"2022-04-27",177.929993,180.229996,177.059998,178.470001,1621200,178.143082
"2022-04-28",179.080002,182.220001,178.179993,181.309998,2339000,180.977875
"2022-04-29",180,181.860001,176.789993,177.25,2251800,176.925308
"2022-05-02",176.389999,177.25,171.550003,174.669998,3513000,174.350037
"2022-05-03",174.679993,176.869995,173.589996,175.139999,2152200,174.819168
"2022-05-04",172.179993,177.720001,168,176.860001,3747100,176.536026
"2022-05-05",180,180.440002,169.479996,171.449997,2855200,171.135925
"2022-05-06",169.669998,171.339996,167.520004,169.210007,3339500,168.90004
"2022-05-09",167,168.399994,161.100006,161.809998,2984600,161.513596
"2022-05-10",163.990005,164.75,159.080002,162.649994,2851900,162.352051
"2022-05-11",161.869995,164.110001,159.259995,159.899994,3355200,159.607086
"2022-05-12",158.339996,163.679993,158.270004,163.080002,2396600,162.781265
"2022-05-13",165.5,168.009995,164.199997,165.330002,2239300,165.027145
"2022-05-16",164.639999,166.210007,162.259995,165.5,2457600,165.196838
"2022-05-17",167.839996,168.550003,165,166.429993,1871900,166.125122
"2022-05-18",164.800003,165.199997,158.100006,158.860001,2614000,158.569
"2022-05-19",158.139999,160.350006,156.669998,158.630005,2956600,158.339417
"2022-05-20",161.610001,162.809998,159.009995,162.559998,2467600,162.262222
"2022-05-23",163.710007,164.850006,162.350006,163,1909600,162.701416
"2022-05-24",162.880005,163.869995,161.320007,163.050003,1689300,162.751328
"2022-05-25",162.449997,164.570007,161.570007,163.029999,1735500,162.731354
"2022-05-26",163.830002,166.570007,162.910004,165.899994,1596300,165.5961
"2022-05-27",167.130005,172.130005,167.130005,172.100006,2043100,171.784744
"2022-05-31",170.679993,172.759995,168.759995,170.929993,4268000,170.616882
"2022-06-01",170.869995,171.830002,165.669998,167.020004,1733600,166.71405
"2022-06-02",167.660004,172.820007,166.419998,172.699997,1399900,172.383636
"2022-06-03",170.770004,171.059998,168.630005,169.009995,1208300,168.700394
"2022-06-06",170.490005,172.149994,170,171.009995,1414900,170.696732
"2022-06-07",170.699997,174.220001,170.699997,173.779999,1473400,173.46167
"2022-06-08",173.100006,174.589996,171.169998,171.289993,1310300,170.976227
"2022-06-09",170.070007,171.169998,166.369995,166.490005,1327300,166.185028
"2022-06-10",164.119995,165.179993,161.419998,161.490005,1606200,161.194183
"2022-06-13",157.710007,157.990005,154.330002,155.970001,2285300,155.684296
"2022-06-14",154.5,158.289993,154.5,157.800003,2197000,157.510941
"2022-06-15",159.139999,160.229996,155.5,158.070007,1758000,157.780457
"2022-06-16",156.009995,158.130005,154.179993,157.389999,2003400,157.101685
"2022-06-17",157.309998,161.550003,156.820007,158.830002,3865100,158.539047
"2022-06-21",160.270004,162.770004,160.160004,162.009995,2080200,161.713226
"2022-06-22",161.179993,166.270004,161.089996,164.210007,2137700,163.909195
"2022-06-23",166.020004,169.380005,165.589996,169.169998,1535600,168.860107
"2022-06-24",172,174.679993,171.389999,174.610001,3255000,174.290146
"2022-06-27",173.839996,175.210007,172.929993,173.600006,1378400,173.281998
"2022-06-28",172.960007,174.669998,170.009995,170.119995,1725800,169.808365
"2022-06-29",172,175.149994,170.149994,173.919998,1658000,173.60141
