"","APH.Open","APH.High","APH.Low","APH.Close","APH.Volume","APH.Adjusted"
"2020-10-12",57.099998,58.049999,56.869999,57.380001,3919000,56.422791
"2020-10-13",57.084999,57.220001,56.349998,56.490002,3069400,55.547642
"2020-10-14",56.884998,57.325001,56.380001,56.740002,2125800,55.793468
"2020-10-15",56.105,57.209999,55.814999,57.18,2724400,56.226131
"2020-10-16",57.5,57.985001,57.41,57.580002,5945200,56.619457
"2020-10-19",57.564999,57.919998,56.285,56.549999,3122800,55.60664
"2020-10-20",57.310001,58.09,56.755001,57.299999,2758800,56.344131
"2020-10-21",57.43,59.540001,56.855,57.470001,4336400,56.511292
"2020-10-22",57.560001,59.674999,57.369999,59.255001,3294800,58.266514
"2020-10-23",59.700001,59.884998,58.945,59.875,3063200,58.876175
"2020-10-26",59.02,59.165001,57.294998,58.224998,2216200,57.253696
"2020-10-27",58.18,58.689999,57.255001,57.525002,2517800,56.565369
"2020-10-28",56.595001,56.884998,55.580002,55.755001,2315400,54.824902
"2020-10-29",55.73,57.27,55.330002,56.584999,2770000,55.64106
"2020-10-30",56.334999,56.450001,55.505001,56.419998,2218400,55.478809
"2020-11-02",57.154999,57.735001,56.775002,57.535,3006800,56.575207
"2020-11-03",58.334999,59.424999,58.205002,58.25,2945200,57.278282
"2020-11-04",58.310001,58.919998,57.41,57.959999,4413200,56.993111
"2020-11-05",59.195,60.200001,58.955002,59.73,3396200,58.733589
"2020-11-06",59.834999,60.310001,59.560001,60.169998,1664000,59.166248
"2020-11-09",62.75,64.269997,60.709999,60.794998,3913400,59.780819
"2020-11-10",60.5,61.459999,60.255001,60.924999,4036400,59.908649
"2020-11-11",61.595001,62.700001,61.395,62.139999,4282600,61.103386
"2020-11-12",61.724998,61.945,59.82,60.105,3223200,59.102337
"2020-11-13",60.68,61.875,60.514999,61.700001,2626200,60.670734
"2020-11-16",60.73,63.150002,60.674999,63.139999,3258800,62.086704
"2020-11-17",62.525002,64.209999,62.5,63.529999,3056400,62.470203
"2020-11-18",63.700001,63.715,62.775002,62.900002,2819800,61.850712
"2020-11-19",62.505001,63.814999,62.404999,63.599998,1833000,62.539028
"2020-11-20",63.68,64.214996,63.560001,63.695,3069600,62.632446
"2020-11-23",64.175003,64.800003,63.764999,64.035004,2223200,62.966778
"2020-11-24",64.709999,65.745003,64.269997,65.625,2577000,64.530266
"2020-11-25",65.254997,65.574997,64.934998,65.415001,1739200,64.323746
"2020-11-27",65.860001,66.224998,65.540001,65.974998,1053800,64.874405
"2020-11-30",65.57,66.065002,65.010002,65.404999,3632200,64.313919
"2020-12-01",66.324997,66.775002,65.735001,65.805,3764000,64.707245
"2020-12-02",65.769997,65.889999,65.095001,65.544998,2918000,64.451591
"2020-12-03",65.375,66.114998,65.315002,65.849998,2697800,64.751495
"2020-12-04",66.269997,67.260002,66.199997,66.455002,2836200,65.346413
"2020-12-07",66.550003,66.955002,65.910004,66.214996,3254200,65.110405
"2020-12-08",65.589996,66.720001,65.57,66.620003,2740200,65.508652
"2020-12-09",67,67.839996,66.589996,66.809998,2810400,65.695496
"2020-12-10",66.434998,66.824997,65.629997,65.705002,2524600,64.608917
"2020-12-11",65.235001,65.824997,64.964996,65.504997,2544000,64.412254
"2020-12-14",66.059998,66.480003,65.035004,65.150002,2152400,64.205299
"2020-12-15",65.599998,65.949997,65.044998,65.775002,2451600,64.821236
"2020-12-16",65.684998,65.809998,64.790001,65.43,2137600,64.481239
