"","BRO.Open","BRO.High","BRO.Low","BRO.Close","BRO.Volume","BRO.Adjusted"
"2022-01-14",68.300003,68.519997,66.290001,67.050003,1949000,66.831604
"2022-01-18",66.32,66.809998,65.519997,65.959999,1724200,65.745155
"2022-01-19",66.599998,66.599998,64.559998,64.629997,1633300,64.419487
"2022-01-20",65.25,65.889999,64.059998,64.239998,1428700,64.030754
"2022-01-21",64.290001,64.690002,63.110001,63.130001,1798900,62.92437
"2022-01-24",62.720001,64.940002,61.939999,64.610001,2440600,64.399551
"2022-01-25",66.099998,67.360001,63.02,64.419998,3269000,64.210167
"2022-01-26",64.989998,65.620003,62.549999,63.25,2021000,63.043976
"2022-01-27",63.82,64.150002,61.299999,61.970001,2698700,61.76815
"2022-01-28",62.07,64.419998,61.490002,64.379997,2101300,64.170296
"2022-01-31",64.360001,66.580002,64.050003,66.279999,6616600,66.064102
"2022-02-01",66.279999,66.790001,65.139999,66.669998,2182400,66.452835
"2022-02-02",66.660004,68.519997,66.580002,68.080002,2066300,67.858246
"2022-02-03",67.449997,67.989998,66.440002,66.639999,1524800,66.523582
"2022-02-04",66.389999,68.169998,66.169998,67.529999,1216700,67.412025
"2022-02-07",67.589996,68.260002,67.5,67.599998,1935100,67.481903
"2022-02-08",67.68,68.239998,66.199997,68.029999,1464800,67.911156
"2022-02-09",68.650002,70.040001,68.650002,70.019997,1358600,69.897675
"2022-02-10",68.980003,70.5,68.68,69.099998,2943300,68.979286
"2022-02-11",69.080002,69.269997,66.629997,66.910004,1919900,66.793114
"2022-02-14",66.730003,67.400002,65.470001,65.980003,1619000,65.864738
"2022-02-15",66.800003,67.25,66.190002,66.580002,1031600,66.463692
"2022-02-16",66.139999,66.809998,65.709999,66.610001,974900,66.493637
"2022-02-17",66.239998,66.550003,65.330002,65.629997,1597000,65.515343
"2022-02-18",65.620003,66.559998,65.370003,66.139999,1806700,66.024452
"2022-02-22",66.089996,66.580002,65.089996,65.68,1689700,65.565262
"2022-02-23",65.989998,66.300003,64.150002,64.230003,1341300,64.117798
"2022-02-24",62.869999,66.400002,62.41,66.150002,2108100,66.034439
"2022-02-25",66.260002,67.75,66.099998,67.589996,2262700,67.471916
"2022-02-28",66.459999,67.860001,66.400002,67.610001,2465700,67.49189
"2022-03-01",67.43,68,66.419998,66.870003,2225000,66.753181
"2022-03-02",67.489998,68.160004,66.809998,67.709999,1426600,67.591713
"2022-03-03",68.160004,68.870003,67.410004,68.110001,1349600,67.991013
"2022-03-04",67.589996,68.510002,66.980003,68.410004,1073100,68.290497
"2022-03-07",67.82,68.010002,66.099998,66.230003,1548800,66.114304
"2022-03-08",66.150002,66.330002,61.119999,61.130001,4909300,61.023209
"2022-03-09",62.400002,64.230003,61.619999,63.540001,2700400,63.429001
"2022-03-10",62.610001,63.91,62.610001,63.18,2235400,63.06963
"2022-03-11",63.599998,64.190002,62.630001,62.709999,1404000,62.600449
"2022-03-14",63.330002,64.160004,62.740002,63.560001,1117600,63.448963
"2022-03-15",64.669998,66.059998,64.269997,65.980003,2258100,65.864738
"2022-03-16",66.230003,67.540001,65.260002,66.879997,1883700,66.763161
"2022-03-17",66.730003,68.169998,66.699997,68.029999,1815300,67.911156
"2022-03-18",68.339996,69.809998,68.059998,69.589996,2982700,69.46843
"2022-03-21",69.610001,70.230003,68.550003,69.510002,1937900,69.388573
"2022-03-22",69.839996,69.879997,68.57,69.209999,2653700,69.089096
"2022-03-23",68.790001,69.739998,68.599998,68.68,1832800,68.56002
"2022-03-24",68.68,69.410004,68.610001,68.989998,1576000,68.869476
"2022-03-25",69.25,70.400002,69.040001,70.370003,1558100,70.24707
"2022-03-28",70.75,72.25,70.699997,72.110001,1687300,71.984024
"2022-03-29",72.779999,73.169998,71.849998,72.480003,1178700,72.353386
"2022-03-30",72.43,72.730003,72.010002,72.709999,1109000,72.582977
"2022-03-31",72.879997,74,72.269997,72.269997,2290000,72.143745
"2022-04-01",72.550003,73.510002,72.029999,72.559998,1785900,72.433235
"2022-04-04",72.410004,73.330002,72.010002,72.199997,1266300,72.073868
"2022-04-05",72.040001,73.599998,72.010002,72.360001,1057200,72.233589
"2022-04-06",71.889999,72.989998,71.599998,72.879997,1220600,72.752678
"2022-04-07",72.919998,73.860001,72.349998,73.400002,1489800,73.271774
"2022-04-08",73.410004,73.830002,72.860001,72.959999,930500,72.832542
"2022-04-11",72.849998,73.239998,71.889999,72.510002,1067800,72.383331
"2022-04-12",72.669998,73.449997,71.690002,71.940002,945400,71.814323
"2022-04-13",71.849998,72.190002,70.93,71.849998,1163700,71.72448
"2022-04-14",71.980003,72.379997,71.199997,71.260002,951700,71.135513
"2022-04-18",70.540001,71.080002,69.589996,69.919998,1767200,69.797852
"2022-04-19",70.050003,70.459999,69.550003,70.160004,1553700,70.037437
"2022-04-20",70.389999,71.269997,70.199997,71.059998,1708000,70.93586
"2022-04-21",71.589996,72.040001,70.529999,70.68,1645900,70.556526
"2022-04-22",70.440002,70.559998,67.629997,67.730003,1370600,67.611679
"2022-04-25",67.459999,68.629997,66.610001,68.449997,1734000,68.330421
"2022-04-26",68.720001,68.849998,65.660004,65.68,2471500,65.565262
"2022-04-27",65.699997,66.18,64.519997,64.709999,2062700,64.596954
"2022-04-28",65.300003,66.199997,64.300003,65.769997,1901300,65.655098
"2022-04-29",64.959999,65.080002,61.759998,61.98,3801100,61.871723
"2022-05-02",62.5,62.700001,58.549999,60.080002,3251900,59.975044
"2022-05-03",60.27,61.290001,59.689999,59.959999,2099000,59.855251
"2022-05-04",59.919998,61.639999,58.82,61.509998,2328800,61.402542
"2022-05-05",60.919998,61.310001,58.25,58.959999,1538200,58.856998
"2022-05-06",58.470001,58.790001,57.509998,58.240002,1880400,58.240002
"2022-05-09",57.860001,57.939999,56.349998,56.580002,2037700,56.580002
"2022-05-10",57.139999,57.990002,56.240002,57.549999,2949300,57.549999
"2022-05-11",57.279999,57.970001,55.98,56.09,2079300,56.09
"2022-05-12",55.880001,56.91,55.25,56.060001,2142800,56.060001
"2022-05-13",56.599998,58.23,56.41,57.900002,1822600,57.900002
"2022-05-16",57.779999,57.98,57,57.459999,1521400,57.459999
"2022-05-17",58.049999,58.360001,57.240002,58.279999,1836500,58.279999
"2022-05-18",57.630001,57.779999,55.110001,55.259998,1612800,55.259998
"2022-05-19",55.029999,55.360001,53.91,54.709999,3081400,54.709999
"2022-05-20",55.23,55.369999,53.400002,55,5480500,55
"2022-05-23",55.630001,56.169998,54.650002,55.970001,2291100,55.970001
"2022-05-24",55.669998,56.16,54.619999,55.959999,1830200,55.959999
"2022-05-25",55.779999,56.48,55.32,56.18,2386200,56.18
"2022-05-26",56.799999,58.369999,56.32,58.099998,2128300,58.099998
"2022-05-27",58.400002,59.959999,58.290001,59.950001,2452300,59.950001
"2022-05-31",59.470001,59.91,58.43,59.369999,8115600,59.369999
"2022-06-01",59.52,59.849998,57.5,58.009998,1359000,58.009998
"2022-06-02",58.049999,59.66,57.610001,59.610001,1310600,59.610001
"2022-06-03",58.75,59.380001,58.57,58.740002,1041400,58.740002
"2022-06-06",59.349998,59.84,58.759998,58.919998,1654400,58.919998
"2022-06-07",58.360001,59.27,58.02,59.25,978200,59.25
"2022-06-08",58.73,59.41,58.389999,58.439999,924400,58.439999
"2022-06-09",58.470001,58.84,56.810001,56.84,1058200,56.84
"2022-06-10",55.630001,56.48,55.23,55.75,1236900,55.75
"2022-06-13",54.599998,55.380001,53.919998,54.490002,1227200,54.490002
"2022-06-14",54.450001,55.209999,54.09,54.66,1372200,54.66
"2022-06-15",55.34,55.880001,54.02,54.939999,1086100,54.939999
"2022-06-16",53.799999,53.880001,52.91,53.279999,1796300,53.279999
"2022-06-17",53.5,54.119999,53.099998,53.5,2002600,53.5
"2022-06-21",54.080002,55.099998,54.040001,54.869999,1358700,54.869999
"2022-06-22",54.240002,56.369999,54.240002,55.490002,1342400,55.490002
"2022-06-23",55.869999,57.639999,55.66,57.290001,1578900,57.290001
"2022-06-24",57.720001,59.110001,57.599998,59.060001,1377700,59.060001
"2022-06-27",59.09,59.259998,58.349998,59.02,1253500,59.02
"2022-06-28",59.099998,59.919998,57.68,57.709999,1061100,57.709999
"2022-06-29",57.75,58.16,57.349998,58,1660000,58
