"","HD.Open","HD.High","HD.Low","HD.Close","HD.Volume","HD.Adjusted"
"2022-01-03",416.570007,417.839996,403.26001,408.640015,3715700,403.639587
"2022-01-04",408.640015,413.609985,408.190002,412.839996,3266500,407.788147
"2022-01-05",414,414.220001,406.809998,407.23999,4443200,402.256683
"2022-01-06",408.559998,409.070007,403.019989,405.76001,3315100,400.7948
"2022-01-07",403.359985,404.089996,392.880005,393.609985,4520700,388.793457
"2022-01-10",387.399994,387.589996,380.910004,387.459991,6440000,382.718719
"2022-01-11",388.070007,391.839996,384.320007,386.670013,4385400,381.938416
"2022-01-12",388.290009,393.450012,386.380005,389.399994,3623300,384.63501
"2022-01-13",392.51001,394.309998,385.859985,386.980011,3466300,382.244598
"2022-01-14",381.329987,382.01001,371.5,372,6336200,367.447906
"2022-01-18",366.100006,368.089996,360.029999,366.720001,6435200,362.232544
"2022-01-19",367.179993,368.700012,359.410004,359.690002,5175100,355.288544
"2022-01-20",361.329987,361.850006,349.019989,349.579987,5440600,345.302246
"2022-01-21",351.720001,360.089996,347.179993,349.100006,7718400,344.828125
"2022-01-24",343.779999,364.380005,343.609985,363.809998,8584300,359.358154
"2022-01-25",358.140015,361.519989,352.190002,358.980011,5536700,354.58725
"2022-01-26",360,365.899994,354.450012,357.279999,6103300,352.90802
"2022-01-27",360.429993,364.119995,353.910004,356.429993,3941000,352.06842
"2022-01-28",360.170013,366.720001,352.839996,366.540009,4551300,362.054718
"2022-01-31",364.809998,367.410004,362.209991,366.980011,4084600,362.489349
"2022-02-01",369.470001,370.690002,362.369995,368.700012,3406800,364.188293
"2022-02-02",368.380005,374.670013,367.76001,373.730011,3839300,369.156769
"2022-02-03",370.190002,372.119995,363.200012,364.809998,4009700,360.345886
"2022-02-04",363.5,364.670013,354.25,359.670013,3728100,355.268799
"2022-02-07",360.26001,361.799988,355.440002,357.350006,2809300,352.977173
"2022-02-08",357.350006,362.980011,354.799988,361.440002,3225100,357.01712
"2022-02-09",365.309998,367.459991,363,364.369995,2777500,359.911285
"2022-02-10",358.839996,363,352.869995,355.089996,4291800,350.744843
"2022-02-11",354.690002,357.339996,348.559998,350.290009,3308700,346.003571
"2022-02-14",348,352.910004,346.829987,351.559998,3654300,347.258026
"2022-02-15",355.559998,357.420013,351.380005,353.26001,3552500,348.937225
"2022-02-16",351.5,352.859985,345.720001,350.089996,3594900,345.806
"2022-02-17",348.98999,352.309998,347.390015,347.940002,3927000,343.682343
"2022-02-18",348.390015,350.600006,344.100006,346.869995,5526100,342.625397
"2022-02-22",335.089996,336.690002,312.350006,316.170013,19752800,312.301117
"2022-02-23",319.320007,320.399994,307.100006,308.450012,11026000,304.675568
"2022-02-24",300,313.440002,299.290009,313.23999,8416700,309.406952
"2022-02-25",313.179993,317.440002,307.570007,316.649994,6510600,312.775208
"2022-02-28",312.970001,316.079987,310.480011,315.829987,5735100,311.96524
"2022-03-01",314.589996,322.429993,313.76001,320.25,5640900,316.331177
"2022-03-02",321.059998,331.190002,319.679993,327.369995,5645600,323.364014
"2022-03-03",329.190002,330.679993,322.829987,324.359985,3858400,320.390869
"2022-03-04",322.209991,326.660004,319.51001,324.26001,3630900,320.292114
"2022-03-07",324.26001,329.600006,320.109985,322.769989,4670000,318.820343
"2022-03-08",319.75,328.48999,315.950012,316.73999,5092500,312.864105
"2022-03-09",320,322.459991,316.920013,317.200012,4443600,315.20932
"2022-03-10",314.359985,318.26001,308.75,317.940002,3895200,315.944672
"2022-03-11",319.279999,321.790009,316.230011,316.790009,2973300,314.80188
"2022-03-14",322.910004,324,316.209991,318.359985,3604200,316.362
"2022-03-15",320.350006,330.179993,320.329987,328.540009,3775300,326.478149
"2022-03-16",331.579987,333.950012,324.230011,330.910004,3942400,328.833282
"2022-03-17",329.140015,336.359985,327.839996,336.359985,3123200,334.249054
"2022-03-18",333.630005,340.73999,332.309998,340.73999,9409600,338.601563
"2022-03-21",338.040009,340.690002,327.079987,329.369995,4521200,327.302917
"2022-03-22",329.320007,331.299988,324.01001,329.730011,4852800,327.660675
"2022-03-23",326.899994,328.190002,315.850006,317.049988,5207700,315.060242
"2022-03-24",317.149994,319.399994,314.299988,315.779999,4599900,313.798218
"2022-03-25",318.480011,318.799988,308.299988,310.679993,5176500,308.730225
"2022-03-28",311,314.350006,309.230011,314.279999,3936600,312.307617
"2022-03-29",316.910004,321,312.920013,317.709991,5306100,315.716095
"2022-03-30",313.109985,315.23999,306.100006,308.459991,7223800,306.524139
"2022-03-31",306.209991,307.959991,298.890015,299.329987,11044600,297.451447
"2022-04-01",300.5,303.369995,298.899994,301.890015,5554600,299.995392
"2022-04-04",301.48999,306.480011,299.570007,305.579987,4659500,303.662231
"2022-04-05",306.26001,309.100006,302.209991,304.859985,4376100,302.946747
"2022-04-06",298.089996,300.660004,294.98999,298.540009,6499900,296.666412
"2022-04-07",296.790009,304.589996,293.589996,302.75,5241000,300.850006
"2022-04-08",301.459991,312.290009,301.279999,311.109985,5741900,309.157501
"2022-04-11",307.809998,314.170013,305.929993,306.720001,4100600,304.795074
"2022-04-12",309.440002,313.290009,305.100006,306.290009,4122600,304.367798
"2022-04-13",306.109985,311.700012,305.720001,310.420013,3185300,308.471863
"2022-04-14",310.829987,312.25,304.329987,304.519989,4569200,302.608887
"2022-04-18",303,306.290009,298.720001,300.209991,3192400,298.325928
"2022-04-19",300.609985,308.130005,299.809998,307.799988,3389700,305.868286
"2022-04-20",311,316.100006,309.75,315.140015,4720800,313.162262
"2022-04-21",317,318.399994,309.73999,310.359985,3014200,308.412231
"2022-04-22",309.820007,309.820007,299.779999,300.109985,4043200,298.226532
"2022-04-25",300,305.160004,296.269989,304.940002,4396900,303.026245
"2022-04-26",302.25,307.559998,299.720001,299.959991,3415200,298.077484
"2022-04-27",301.299988,306.420013,299.119995,301.600006,3446200,299.707214
"2022-04-28",304.75,314.540009,303.01001,311.76001,4149500,309.803467
"2022-04-29",308.149994,311.720001,299.709991,300.399994,4878200,298.51474
"2022-05-02",301.98999,308.790009,299.910004,306.970001,4233900,305.043518
"2022-05-03",305.690002,309,303.019989,304.959991,3336600,303.046112
"2022-05-04",304.079987,315.75,302.929993,315.309998,4021300,313.331177
"2022-05-05",311,311.359985,293.709991,299.109985,4959600,297.232819
"2022-05-06",296.299988,296.75,289.410004,294.309998,4325300,292.462952
"2022-05-09",290.279999,300.73999,288.5,297.029999,5243600,295.165894
"2022-05-10",298.459991,301.070007,287.660004,291.160004,4392900,289.332733
"2022-05-11",291.450012,293.329987,282.570007,282.959991,3880500,281.184174
"2022-05-12",281.570007,293.179993,280.630005,289.690002,4447700,287.871948
"2022-05-13",289.950012,299.420013,288.450012,296.029999,3949100,294.17215
"2022-05-16",294.079987,299.570007,289.790009,295.98999,4267900,294.132416
"2022-05-17",306.5,310.940002,290.899994,300.950012,12425900,299.06131
"2022-05-18",293,295.440002,281.179993,285.179993,7799500,283.390259
"2022-05-19",285.5,292.5,284.959991,287.76001,5211500,285.954071
"2022-05-20",289.820007,290.5,279.589996,287.190002,5621800,285.387634
"2022-05-23",289.089996,290.339996,280.320007,286.029999,4305600,284.234924
"2022-05-24",284,289.320007,280.649994,287.920013,4241900,286.113068
"2022-05-25",285.809998,295.48999,285.660004,293.570007,4612900,291.7276
"2022-05-26",297.320007,305.630005,297,302.809998,4170800,300.909607
"2022-05-27",303.540009,308.5,301.600006,308.459991,3899300,306.524139
"2022-05-31",306.600006,307.869995,300.829987,302.75,5966600,300.850006
"2022-06-01",301.73999,302.980011,297.029999,297.190002,3080800,297.190002
"2022-06-02",298.809998,306.029999,295.890015,305.869995,4086400,305.869995
"2022-06-03",303.329987,308.459991,301.899994,305.079987,2956600,305.079987
"2022-06-06",305.559998,307.609985,303.25,303.890015,2562000,303.890015
"2022-06-07",295.059998,302.380005,292.600006,301.769989,3547800,301.769989
"2022-06-08",299.779999,300.579987,295.679993,297.529999,3003100,297.529999
"2022-06-09",297.76001,306.880005,297.350006,299.859985,4168400,299.859985
"2022-06-10",291.5,296.5,288.640015,289.23999,4623900,289.23999
"2022-06-13",284.359985,286.820007,281.279999,283.160004,4704600,283.160004
"2022-06-14",283.209991,286.380005,276.589996,278.670013,3987000,278.670013
"2022-06-15",281,283.589996,275.470001,279.730011,4050400,279.730011
"2022-06-16",274.920013,276.109985,269.730011,273.459991,6181000,273.459991
"2022-06-17",271,276.619995,270.390015,270.730011,10775600,270.730011
"2022-06-21",273.690002,273.920013,267.420013,269.200012,5498400,269.200012
"2022-06-22",266.390015,271.769989,264.51001,268.980011,4678400,268.980011
"2022-06-23",270,275.589996,269.890015,275.420013,3747500,275.420013
"2022-06-24",277.470001,283.459991,273.920013,283,10310700,283
"2022-06-27",284.459991,285,281.48999,282.690002,2538600,282.690002
"2022-06-28",283.779999,285.600006,269.820007,270.149994,4052100,270.149994
"2022-06-29",271.579987,276.160004,268.809998,273.869995,2460500,273.869995
