"","DGX.Open","DGX.High","DGX.Low","DGX.Close","DGX.Volume","DGX.Adjusted"
"2022-01-03",172.279999,172.5,162.889999,164.350006,1232500,162.044937
"2022-01-04",164,164.5,156.369995,158.199997,1945700,155.981186
"2022-01-05",158.419998,159.830002,157.169998,157.320007,1193900,155.113525
"2022-01-06",156.419998,159.889999,155.550003,158.339996,945400,156.119217
"2022-01-07",158.759995,158.889999,155.610001,155.869995,729800,153.683853
"2022-01-10",156.360001,159.889999,155.809998,159.600006,860000,157.361557
"2022-01-11",159.279999,160.009995,155.479996,157.880005,776700,155.66568
"2022-01-12",150.919998,152.130005,146.399994,147.139999,2598300,145.076309
"2022-01-13",147.210007,147.479996,143.509995,145.009995,1433100,142.976181
"2022-01-14",145.139999,146.369995,140.820007,142.300003,1324500,140.304199
"2022-01-18",140.089996,141.210007,137.660004,138.830002,1365200,137.481873
"2022-01-19",139.100006,140.550003,137.839996,138.979996,904500,137.630402
"2022-01-20",140.330002,142.589996,136.839996,137.169998,1687100,135.837982
"2022-01-21",138.339996,139.25,136.929993,137.720001,1156500,136.382645
"2022-01-24",136.600006,138.820007,133.020004,138.300003,1422200,136.957001
"2022-01-25",137.300003,138.589996,134.089996,137.179993,1023300,135.847885
"2022-01-26",136.380005,138.339996,134.600006,135.399994,1532100,134.085159
"2022-01-27",135.300003,136.649994,133.380005,135.080002,1125200,133.76828
"2022-01-28",133.809998,134.860001,131.460007,134.850006,1884600,133.540512
"2022-01-31",134.940002,135.960007,132.740005,135.020004,1485500,133.708862
"2022-02-01",135.770004,135.770004,132.520004,135.240005,1276500,133.926727
"2022-02-02",133.350006,136.440002,132.669998,135.910004,2606600,134.590225
"2022-02-03",138.289993,141.779999,135.600006,136.309998,2320000,134.986328
"2022-02-04",136.160004,137.940002,133.669998,134.050003,1243100,132.748276
"2022-02-07",133.570007,133.809998,130.240005,132.210007,1248400,130.926163
"2022-02-08",132.449997,134.710007,131.729996,134.520004,1009400,133.21373
"2022-02-09",135.399994,137.529999,135.339996,136.789993,958900,135.461655
"2022-02-10",135.619995,136.940002,133.289993,133.710007,1306000,132.411591
"2022-02-11",133.360001,134.929993,131.919998,132.369995,1087200,131.084595
"2022-02-14",131.619995,133.009995,129.75,130.289993,1220400,129.02478
"2022-02-15",131.490005,132.320007,129.699997,131.110001,1280100,129.836838
"2022-02-16",130.639999,132.440002,129.669998,131.720001,1105000,130.440918
"2022-02-17",131.179993,131.399994,129.050003,129.119995,2109700,127.866158
"2022-02-18",129.259995,131.789993,128.389999,131.380005,2243500,130.104202
"2022-02-22",130.770004,132.520004,129.350006,130.550003,1098900,129.282272
"2022-02-23",127.690002,132.039993,127.370003,129.089996,1354200,127.836441
"2022-02-24",126.260002,129.679993,125.769997,129.509995,1206400,128.252365
"2022-02-25",130.240005,132.690002,130,132.179993,1032900,130.896423
"2022-02-28",129.589996,131.699997,129.589996,131.270004,1147700,129.995285
"2022-03-01",130.660004,131.979996,129.600006,131.919998,996200,130.638962
"2022-03-02",131.919998,136.570007,131.919998,134.759995,1412100,133.451385
"2022-03-03",134.679993,136.139999,133.429993,135.789993,992100,134.471375
"2022-03-04",134.720001,138.149994,134.720001,137.649994,951000,136.313309
"2022-03-07",137.669998,137.669998,134.440002,136.100006,1123400,134.778381
"2022-03-08",135.210007,136.880005,133.25,134.300003,1233500,132.99585
"2022-03-09",136.320007,137.509995,134.350006,135.580002,884600,134.263428
"2022-03-10",134.440002,136.550003,133.490005,135.970001,694300,134.649643
"2022-03-11",136.190002,139.100006,136.190002,136.339996,1438100,135.016037
"2022-03-14",137.309998,138.740005,136.889999,138.110001,1260100,136.76886
"2022-03-15",138.669998,141.770004,138.5,141.649994,1272300,140.274475
"2022-03-16",141.639999,143.5,140.779999,143.289993,1200900,141.898544
"2022-03-17",142.740005,145.190002,142.720001,145.160004,1378600,143.750412
"2022-03-18",146.169998,146.429993,142.619995,145.059998,1849700,143.651367
"2022-03-21",144.639999,145.639999,143.300003,143.850006,1398400,142.453125
"2022-03-22",143.960007,146.210007,143.039993,143.779999,1605800,142.383789
"2022-03-23",142.800003,143.25,141.050003,142.360001,1687800,140.977585
"2022-03-24",142.360001,144.119995,141.570007,141.990005,1158100,140.611191
"2022-03-25",142.039993,144.080002,141.779999,144.080002,684100,142.680878
"2022-03-28",144.089996,144.949997,143.059998,144.899994,702300,143.49292
"2022-03-29",145.589996,146.25,140.860001,141.389999,1489300,140.017014
"2022-03-30",141.300003,141.550003,138.119995,138.960007,1022500,137.610611
"2022-03-31",138.970001,139.839996,136.850006,136.860001,1175100,135.530991
"2022-04-01",137.059998,137.199997,133.690002,136.330002,1586200,135.006149
"2022-04-04",134.600006,135.830002,133.339996,134.539993,1475600,133.233505
"2022-04-05",133.5,135.300003,133.149994,133.669998,1451300,133.024536
"2022-04-06",133.279999,134.720001,132.339996,134.429993,1177500,133.780853
"2022-04-07",133.440002,138.110001,133.440002,137.929993,1230300,137.263962
"2022-04-08",138.710007,140.770004,138.190002,140,1205300,139.323959
"2022-04-11",139.880005,140.320007,137.149994,137.389999,772300,136.726563
"2022-04-12",136.839996,139.149994,136.669998,137.270004,865300,136.607147
"2022-04-13",136.979996,137.830002,135.639999,137.050003,895300,136.388214
"2022-04-14",138.070007,138.070007,135.330002,135.919998,667000,135.263672
"2022-04-18",135.679993,136.449997,132.850006,133.240005,1113600,132.596619
"2022-04-19",133.75,136.960007,133.229996,135.880005,1056100,135.223862
"2022-04-20",136.440002,139.410004,136.279999,138.449997,1157700,137.781448
"2022-04-21",141.759995,143.910004,136.399994,141.639999,2299800,140.956039
"2022-04-22",140.300003,140.839996,137.070007,137.190002,1183400,136.527542
"2022-04-25",137.570007,137.699997,133.289993,136.619995,820600,135.960281
"2022-04-26",135.729996,136.720001,134.5,134.729996,1177700,134.079407
"2022-04-27",135.059998,139.720001,134.990005,137.479996,1416900,136.816132
"2022-04-28",137.789993,138.009995,133.990005,135.830002,1192400,135.174103
"2022-04-29",135.240005,138.279999,133.649994,133.839996,884100,133.19371
"2022-05-02",133.919998,134.830002,131.199997,132.419998,983400,131.780563
"2022-05-03",132.449997,136.330002,132.139999,133.779999,772500,133.134003
"2022-05-04",133.720001,139.520004,132.899994,139.039993,872600,138.368591
"2022-05-05",138.289993,138.779999,135.080002,136.179993,705600,135.5224
"2022-05-06",135.410004,136.740005,134.350006,136.300003,707600,135.64183
"2022-05-09",135.770004,136.679993,133.830002,136.210007,1086000,135.552277
"2022-05-10",136.619995,137.690002,132.690002,134.089996,880400,133.442505
"2022-05-11",133.149994,135.820007,132.589996,132.860001,631200,132.218445
"2022-05-12",132.570007,136.110001,132.199997,136.089996,982000,135.432846
"2022-05-13",136.419998,138.25,135.699997,136.389999,812900,135.7314
"2022-05-16",136.210007,137.110001,134.179993,135.389999,963900,134.736221
"2022-05-17",136.169998,140.949997,136.169998,140.520004,1228000,139.841461
"2022-05-18",139.509995,140.330002,138.220001,139.199997,1057600,138.527832
"2022-05-19",138.389999,141.779999,136.940002,140.070007,1504900,139.393631
"2022-05-20",140.600006,142.660004,139,141.029999,1710400,140.348999
"2022-05-23",141.889999,142.610001,138.559998,139.539993,1157400,138.86618
"2022-05-24",140.559998,141.160004,138.789993,140.089996,1449400,139.413528
"2022-05-25",140.470001,142.309998,139.699997,141.029999,841100,140.348999
"2022-05-26",141.580002,142.059998,139.139999,141.649994,1181600,140.965988
"2022-05-27",142,145.399994,141.610001,145.389999,892300,144.687943
"2022-05-31",143.600006,144.089996,139.259995,141.020004,2552700,140.33905
"2022-06-01",141.139999,141.669998,137.369995,138.619995,738000,137.950623
"2022-06-02",138.899994,138.899994,135.779999,138.649994,713600,137.980484
"2022-06-03",138.119995,138.399994,135.820007,136.199997,526000,135.542313
"2022-06-06",136.899994,137.809998,135.270004,135.839996,511200,135.184052
"2022-06-07",135.139999,137.929993,135.139999,137.770004,543000,137.104736
"2022-06-08",136.5,137.850006,135.429993,135.550003,589500,134.895462
"2022-06-09",135.509995,138.419998,134.729996,134.889999,1105100,134.238647
"2022-06-10",133.130005,133.639999,130.380005,131.25,949700,130.616226
"2022-06-13",128.949997,130.089996,127.220001,127.790001,865200,127.172928
"2022-06-14",127.339996,128.789993,125.849998,127.07,858200,126.456406
"2022-06-15",127.269997,130,127.160004,128.779999,931700,128.158142
"2022-06-16",127.010002,128.399994,125.330002,127.980003,907300,127.362015
"2022-06-17",128.509995,131.860001,128.279999,130.639999,1764500,130.009171
"2022-06-21",131.429993,132.130005,130.309998,131.929993,859500,131.292923
"2022-06-22",131.839996,135.229996,131.380005,134.339996,850100,133.691299
"2022-06-23",134.919998,138.25,134.919998,137.419998,915300,136.756424
"2022-06-24",138.600006,140.479996,137.460007,140.309998,995100,139.632462
"2022-06-27",139.979996,140.350006,137.100006,138.559998,705400,137.890915
"2022-06-28",139.089996,139.860001,136.279999,136.460007,516100,135.801071
"2022-06-29",136.289993,138.399994,135.479996,137.610001,577600,136.945511
