"","KMB.Open","KMB.High","KMB.Low","KMB.Close","KMB.Volume","KMB.Adjusted"
"2021-12-27",139.440002,139.809998,138.449997,139.800003,825200,137.322189
"2021-12-28",139.929993,140.580002,139.259995,139.789993,1187900,137.312363
"2021-12-29",140.369995,141.660004,139.880005,141.070007,1239400,138.569672
"2021-12-30",141.690002,141.949997,141.039993,141.520004,778300,139.011703
"2021-12-31",141.729996,143.279999,141.660004,142.919998,1230600,140.386887
"2022-01-03",141.880005,142.850006,139.610001,142.429993,1994200,139.905563
"2022-01-04",142.270004,144.910004,142.110001,143.199997,2027100,140.661911
"2022-01-05",143.029999,145.320007,143.029999,144.059998,1935600,141.506668
"2022-01-06",143.770004,145.279999,142.970001,143.119995,1692700,140.583344
"2022-01-07",143.440002,144.320007,142.300003,143.740005,1305300,141.192352
"2022-01-10",143.550003,145.789993,143.550003,144.589996,2706400,142.027283
"2022-01-11",143.339996,144.149994,141.169998,143.139999,2442000,140.602982
"2022-01-12",142.059998,143.880005,141.820007,143.089996,1293900,140.553864
"2022-01-13",142.949997,143.490005,141.740005,142.889999,1303700,140.357422
"2022-01-14",143,143.729996,141.850006,143.199997,1367800,140.661911
"2022-01-18",142.490005,142.520004,140.080002,140.880005,2214300,138.383057
"2022-01-19",141.080002,143.690002,140.789993,142.679993,1712200,140.151123
"2022-01-20",142.199997,143.130005,141.369995,141.570007,2151600,139.060806
"2022-01-21",143.110001,144.470001,142.509995,143.320007,2579700,140.7798
"2022-01-24",143.809998,144.570007,138.789993,141.800003,2762000,139.286743
"2022-01-25",141.679993,141.679993,138.110001,139.630005,2483200,137.155212
"2022-01-26",130.449997,135.770004,130.25,134.839996,5636700,132.450104
"2022-01-27",134.949997,138.940002,134.919998,137.479996,2829300,135.043304
"2022-01-28",136.979996,139.050003,135.639999,138.919998,1965900,136.457779
"2022-01-31",137.820007,138.279999,136.770004,137.649994,2283100,135.210281
"2022-02-01",137.929993,138.380005,135.490005,137.259995,1552300,134.827194
"2022-02-02",135.440002,137.039993,135.320007,135.619995,3039600,133.216263
"2022-02-03",135.860001,137.570007,135.25,136.479996,1990700,134.06102
"2022-02-04",135.639999,135.820007,132.589996,132.660004,2209800,130.308731
"2022-02-07",133.539993,134.059998,131.889999,133.270004,1888000,130.907928
"2022-02-08",133.389999,134.300003,132.649994,133.229996,1595500,130.868622
"2022-02-09",133.789993,134.070007,131.880005,131.889999,1900400,129.552383
"2022-02-10",131.149994,131.559998,130.179993,130.949997,2103800,128.629044
"2022-02-11",131.550003,132.789993,131.020004,132.330002,1472700,129.984573
"2022-02-14",132.330002,132.789993,129.850006,132.369995,1583300,130.023865
"2022-02-15",132.690002,133.270004,130.889999,131.5,1685900,129.169281
"2022-02-16",131.339996,132.190002,129.539993,131.020004,2003400,128.697815
"2022-02-17",130.910004,132.089996,130.240005,131.630005,1566600,129.296982
"2022-02-18",131.889999,133.279999,131.699997,133.149994,1327100,130.790039
"2022-02-22",133.369995,133.449997,131.889999,132.850006,1555300,130.495377
"2022-02-23",133.429993,133.470001,131.740005,131.940002,1411800,129.601501
"2022-02-24",131.339996,131.740005,126.970001,128.570007,2213200,126.291229
"2022-02-25",129.320007,132.279999,129.039993,131.809998,1736600,129.473801
"2022-02-28",130.509995,130.529999,128.789993,130.149994,2039400,127.843216
"2022-03-01",129.710007,130.5,127.540001,128.669998,1847000,126.38945
"2022-03-02",128.679993,130.130005,128.059998,129.820007,1993500,127.519073
"2022-03-03",128.860001,130.490005,128.410004,129.550003,1622300,128.401184
"2022-03-04",128.300003,129.520004,127.730003,129.130005,1534800,127.984909
"2022-03-07",128.589996,129.089996,126.360001,127.940002,1616600,126.805458
"2022-03-08",127.010002,127.639999,123.120003,123.190002,1989700,122.09758
"2022-03-09",125.440002,125.650002,122.870003,123.559998,1782300,122.464294
"2022-03-10",123,123.330002,118.559998,119.790001,2909900,118.72773
"2022-03-11",119.290001,120.709999,117.419998,117.529999,2513400,116.487762
"2022-03-14",117.790001,121.230003,117.32,119.120003,2295800,118.063667
"2022-03-15",119.800003,121.489998,119.699997,121.050003,2267200,119.976555
"2022-03-16",121.660004,121.900002,119.57,121.419998,1916800,120.343269
"2022-03-17",121.550003,121.879997,120.309998,121.339996,1764800,120.263977
"2022-03-18",121.410004,121.93,120.089996,120.849998,4134000,119.778328
"2022-03-21",121.309998,122.43,120.07,120.730003,2515200,119.659393
"2022-03-22",121.519997,122.800003,120.650002,122.389999,2114100,121.304672
"2022-03-23",123.199997,123.239998,120.260002,120.610001,1964600,119.540459
"2022-03-24",120.550003,121.099998,119.940002,120.089996,2818200,119.025063
"2022-03-25",120.830002,121.290001,119.410004,120.279999,1860000,119.213379
"2022-03-28",120.849998,122.459999,120.709999,122.43,1499600,121.344315
"2022-03-29",122.68,124.779999,122.68,124.059998,1585200,122.959862
"2022-03-30",123,124.190002,122.949997,123.849998,1247200,122.751724
"2022-03-31",123.510002,124.419998,122.309998,123.160004,1815600,122.067848
"2022-04-01",123.449997,125.080002,122.400002,125.029999,1529000,123.921257
"2022-04-04",124.160004,125.059998,122.650002,125.019997,1943300,123.911346
"2022-04-05",124.620003,126.209999,124.480003,125.129997,1391900,124.02037
"2022-04-06",124.75,126,124.389999,125.970001,1529000,124.852928
"2022-04-07",126.300003,127.300003,125.120003,126.690002,1806300,125.566544
"2022-04-08",127.239998,127.690002,125.82,126.080002,1610700,124.961952
"2022-04-11",126.550003,127.190002,125.199997,126.529999,1426400,125.407959
"2022-04-12",126.239998,126.93,125.18,125.940002,1606800,124.823189
"2022-04-13",125.870003,126.519997,125.529999,126.389999,1444700,125.269196
"2022-04-14",127.139999,127.349998,126.040001,126.419998,1255500,125.298927
"2022-04-18",126.440002,126.760002,124.68,124.959999,1623500,123.851875
"2022-04-19",124.709999,127.019997,123.849998,126.870003,2055200,125.744942
"2022-04-20",127,128.240005,127,127.599998,1174200,126.468468
"2022-04-21",127.830002,129.610001,127.540001,128.100006,2369100,126.964043
"2022-04-22",138.720001,141.399994,137.199997,138.509995,6935300,137.281723
"2022-04-25",138.649994,144.529999,138.320007,143.479996,4790200,142.207642
"2022-04-26",143.809998,144.389999,139.139999,139.179993,3631100,137.94577
"2022-04-27",139.179993,141.600006,138.520004,140.479996,2652300,139.234253
"2022-04-28",140.669998,142.389999,139.279999,141.990005,2122800,140.730865
"2022-04-29",140.889999,141.710007,138.660004,138.830002,2926800,137.598892
"2022-05-02",139.740005,139.820007,134.460007,136.020004,2241900,134.813812
"2022-05-03",136.559998,138.720001,136.039993,137.300003,2087500,136.082458
"2022-05-04",136.410004,139.699997,136.029999,139.139999,2008900,137.906128
"2022-05-05",138.669998,138.669998,135.580002,136.679993,2130600,135.467941
"2022-05-06",136.889999,137.809998,135.580002,137.600006,2051900,136.379791
"2022-05-09",137.600006,142.229996,137,140.339996,3018700,139.09549
"2022-05-10",140.410004,141.139999,138.029999,138.949997,2040400,137.717819
"2022-05-11",139.190002,140.720001,138.210007,138.910004,1559300,137.678177
"2022-05-12",138.919998,140.610001,138.050003,139.610001,1323200,138.371964
"2022-05-13",140.169998,140.169998,137.509995,139.160004,1417800,137.925964
"2022-05-16",138.779999,139.449997,137.470001,138.929993,1363200,137.697983
"2022-05-17",138.600006,139.339996,136.610001,138.660004,1819400,137.430389
"2022-05-18",137.929993,137.940002,132.100006,132.509995,2169900,131.334915
"2022-05-19",131.100006,132.070007,127.139999,129.050003,2655800,127.905617
"2022-05-20",129.080002,129.399994,125.459999,128.339996,2110600,127.201904
"2022-05-23",128.889999,130.059998,127.440002,129.410004,1521300,128.262421
"2022-05-24",129.470001,132.350006,129.059998,132.149994,1232000,130.978119
"2022-05-25",132.130005,132.130005,130.380005,131.369995,1426400,130.205032
"2022-05-26",132.470001,134.009995,132.160004,132.410004,1250800,131.235825
"2022-05-27",132.960007,133.470001,132.009995,133.429993,1188300,132.246765
"2022-05-31",132,133.630005,130.800003,133.020004,2843100,131.840408
"2022-06-01",133.419998,134.220001,130.669998,131.399994,1577500,130.234772
"2022-06-02",131.5,132.020004,127.959999,131.789993,1518900,130.621307
"2022-06-03",131.429993,132.559998,130.889999,131.440002,994100,130.274414
"2022-06-06",131.589996,133.039993,131.369995,131.880005,1058400,130.710526
"2022-06-07",130.410004,132.270004,130.100006,132.100006,1229500,130.928574
"2022-06-08",131.710007,131.789993,130.460007,130.809998,1074300,129.649994
"2022-06-09",130.020004,130.649994,127.120003,127.459999,1493300,127.459999
"2022-06-10",126.459999,128.869995,125.43,127.760002,1776300,127.760002
"2022-06-13",126.290001,128.199997,126.269997,126.910004,1713000,126.910004
"2022-06-14",126.849998,127.43,122.839996,123.309998,2224800,123.309998
"2022-06-15",123.910004,124.5,120.93,122.410004,1784600,122.410004
"2022-06-16",121.370003,123.459999,120.629997,121.650002,1899000,121.650002
"2022-06-17",120.010002,122.029999,119.879997,121.790001,3203100,121.790001
"2022-06-21",124.139999,125.639999,122.459999,125.080002,1911800,125.080002
"2022-06-22",125.279999,127.940002,124.610001,127.57,1704600,127.57
"2022-06-23",128.350006,132.220001,128.160004,132.080002,2122000,132.080002
"2022-06-24",132.220001,134.789993,132.110001,134.460007,2431600,134.460007
"2022-06-27",134.100006,134.960007,133,133.589996,1305800,133.589996
"2022-06-28",133.380005,133.889999,132.270004,132.539993,1162600,132.539993
"2022-06-29",133.070007,134.429993,132.800003,134.25,1230400,134.25
