"","KMX.Open","KMX.High","KMX.Low","KMX.Close","KMX.Volume","KMX.Adjusted"
"2021-03-31",133.410004,135.419998,132.5,132.660004,1680100,132.660004
"2021-04-01",126.449997,129.25,122.559998,123.309998,4638100,123.309998
"2021-04-05",125.57,128.520004,122.860001,128.059998,2047300,128.059998
"2021-04-06",127.279999,127.830002,124.690002,126.330002,1516500,126.330002
"2021-04-07",126.040001,127.440002,124.839996,126.099998,865000,126.099998
"2021-04-08",126.080002,128.240005,124.690002,128.149994,1015700,128.149994
"2021-04-09",128.899994,132.119995,128.149994,131.630005,1095900,131.630005
"2021-04-12",131.25,132.350006,130.479996,132.100006,1164000,132.100006
"2021-04-13",131.5,131.5,128.839996,130.149994,1228100,130.149994
"2021-04-14",130.679993,131.889999,129.440002,129.619995,766500,129.619995
"2021-04-15",129.029999,129.789993,127.790001,129.190002,722700,129.190002
"2021-04-16",130.309998,130.600006,129.190002,129.970001,660800,129.970001
"2021-04-19",130,130.380005,128.820007,130.100006,708700,130.100006
"2021-04-20",130.5,130.889999,126.400002,127.800003,680800,127.800003
"2021-04-21",127.529999,129.529999,126.860001,128.929993,532500,128.929993
"2021-04-22",129.789993,130.830002,128.300003,129.050003,683500,129.050003
"2021-04-23",129.690002,131.600006,128.360001,131.080002,583000,131.080002
"2021-04-26",131.990005,132.330002,130.309998,131.429993,1112700,131.429993
"2021-04-27",131.429993,134.190002,131.229996,133.050003,638400,133.050003
"2021-04-28",132.809998,134.800003,132.220001,134.089996,586700,134.089996
"2021-04-29",134.979996,136,131.869995,133.190002,562800,133.190002
"2021-04-30",132.649994,133.5,131.889999,133.240005,768100,133.240005
"2021-05-03",134.25,138,134.199997,136.940002,1343800,136.940002
"2021-05-04",136.880005,137.949997,134.990005,137.410004,895000,137.410004
"2021-05-05",138,138.770004,137.130005,137.899994,1033100,137.899994
"2021-05-06",137.979996,138.020004,128.25,130.289993,2555500,130.289993
"2021-05-07",129.770004,130.669998,128.520004,129.990005,1387300,129.990005
"2021-05-10",130.639999,130.759995,127.720001,127.910004,1251500,127.910004
"2021-05-11",126.690002,127.260002,122.739998,123.419998,1440400,123.419998
"2021-05-12",122.5,122.800003,118.019997,118.07,1192400,118.07
"2021-05-13",118.400002,122.080002,117.330002,121.110001,1316400,121.110001
"2021-05-14",122.419998,125.43,122.110001,124.830002,897700,124.830002
"2021-05-17",124.790001,125,123.040001,124.440002,646400,124.440002
"2021-05-18",123.959999,124.540001,119.910004,120.160004,1163900,120.160004
"2021-05-19",116.300003,117.589996,113.860001,115.910004,1548500,115.910004
"2021-05-20",115.919998,117.839996,114.019997,117.190002,1118300,117.190002
"2021-05-21",118.029999,119.07,116.449997,116.68,1147100,116.68
"2021-05-24",116,116.269997,113.059998,113.879997,1909500,113.879997
"2021-05-25",114.620003,115.309998,112.849998,113.370003,1705000,113.370003
"2021-05-26",113.389999,115.339996,112.970001,114.790001,1174500,114.790001
"2021-05-27",116.07,116.639999,114.75,115.790001,849200,115.790001
"2021-05-28",116.160004,116.199997,115.099998,115.190002,535100,115.190002
"2021-06-01",117.400002,118.110001,116.080002,116.699997,865400,116.699997
"2021-06-02",116.980003,117.800003,114.25,114.699997,1109600,114.699997
"2021-06-03",114.160004,114.839996,113.089996,113.809998,828300,113.809998
"2021-06-04",114.809998,114.809998,112.629997,114.050003,565500,114.050003
"2021-06-07",114.010002,115.050003,112.629997,114.559998,874300,114.559998
"2021-06-08",114.519997,115.870003,113.110001,115.029999,762700,115.029999
"2021-06-09",114.889999,115.730003,114.129997,115,898400,115
"2021-06-10",115.5,116.43,114.940002,115,911400,115
"2021-06-11",115.440002,118.720001,115.440002,116.849998,951500,116.849998
"2021-06-14",117.190002,118.389999,116.970001,118.099998,1133600,118.099998
"2021-06-15",117.949997,119.199997,117.540001,118.830002,1171100,118.830002
"2021-06-16",118.580002,118.870003,116.269997,117.470001,949100,117.470001
"2021-06-17",117.510002,118.459999,114.25,115.919998,1395800,115.919998
"2021-06-18",113.18,114.720001,113.050003,113.160004,1702100,113.160004
"2021-06-21",114.309998,116.849998,114.309998,116.089996,1030100,116.089996
"2021-06-22",116.110001,117.82,115.400002,117.449997,1045500,117.449997
"2021-06-23",117.220001,118.980003,116.790001,118.269997,1311600,118.269997
"2021-06-24",119.25,120.730003,119.080002,119.43,1840500,119.43
"2021-06-25",125.68,128.279999,122.300003,127.400002,4464600,127.400002
"2021-06-28",127.559998,129.339996,124.830002,129.009995,1975900,129.009995
"2021-06-29",129.509995,131.550003,128.899994,130.649994,1946300,130.649994
"2021-06-30",130.070007,131.309998,129.029999,129.149994,1410500,129.149994
"2021-07-01",129.5,131.149994,128.539993,130.580002,1055300,130.580002
"2021-07-02",130.759995,134.369995,130.360001,133.820007,1064600,133.820007
"2021-07-06",133.479996,133.5,131.839996,132.740005,1199800,132.740005
"2021-07-07",132.029999,137.529999,132.029999,136.880005,1385900,136.880005
"2021-07-08",132.350006,135.5,130.240005,133.270004,1287100,133.270004
"2021-07-09",135.449997,135.660004,133.380005,134.839996,743700,134.839996
"2021-07-12",134.470001,136.449997,134,135.419998,682700,135.419998
"2021-07-13",134.320007,135.059998,131.520004,131.740005,1407900,131.740005
"2021-07-14",132.259995,134.470001,131.910004,134.190002,780100,134.190002
"2021-07-15",132.800003,134.429993,129.860001,131.259995,980700,131.259995
"2021-07-16",132.059998,132.949997,130.809998,130.949997,577500,130.949997
"2021-07-19",128.860001,129.080002,126.410004,128.550003,843500,128.550003
"2021-07-20",129.119995,134.800003,129.119995,134.380005,860600,134.380005
"2021-07-21",134.850006,138,134.720001,135.929993,987900,135.929993
"2021-07-22",135.889999,135.889999,133.720001,134.410004,615700,134.410004
"2021-07-23",135.289993,135.679993,133.800003,134.839996,1060800,134.839996
"2021-07-26",134.339996,135.279999,133.449997,135.089996,635800,135.089996
"2021-07-27",133.880005,135.589996,133.389999,134.970001,747700,134.970001
"2021-07-28",135.399994,136.610001,133.009995,133.300003,518500,133.300003
"2021-07-29",134.020004,135.610001,133.080002,134.970001,725000,134.970001
"2021-07-30",133.729996,136.449997,133.270004,133.949997,616700,133.949997
"2021-08-02",135.699997,137.160004,134.899994,136.5,1028200,136.5
"2021-08-03",136.509995,139.949997,136.259995,139.699997,1438900,139.699997
"2021-08-04",138.910004,139.899994,135.910004,136.619995,1043600,136.619995
"2021-08-05",137.470001,138.419998,135.820007,136,542800,136
"2021-08-06",137.369995,137.830002,133.899994,134.020004,739100,134.020004
"2021-08-09",133.440002,133.889999,130.520004,132.850006,877100,132.850006
"2021-08-10",132.570007,136.009995,132.380005,135.309998,522700,135.309998
"2021-08-11",132.979996,133.789993,130.880005,131.899994,1346200,131.899994
"2021-08-12",132.199997,132.889999,128.740005,129.339996,880500,129.339996
"2021-08-13",128.860001,129.75,127.769997,128.089996,714900,128.089996
"2021-08-16",127.150002,129.259995,124.669998,129.070007,1135100,129.070007
"2021-08-17",128,128.369995,125.879997,127.470001,1162400,127.470001
"2021-08-18",126.980003,127.970001,124.529999,124.620003,810400,124.620003
"2021-08-19",123.349998,124.639999,122.510002,124.239998,600900,124.239998
"2021-08-20",124,124.900002,123.120003,124.760002,514700,124.760002
"2021-08-23",125.779999,125.839996,124.089996,124.919998,608000,124.919998
"2021-08-24",125.050003,126.480003,125.050003,125.540001,508300,125.540001
"2021-08-25",125.860001,128.080002,125.400002,127.480003,592000,127.480003
"2021-08-26",127.260002,127.82,125.75,126.260002,559100,126.260002
"2021-08-27",126.629997,127.349998,125.540001,126.589996,428000,126.589996
"2021-08-30",127,128.199997,125.5,126.489998,516900,126.489998
"2021-08-31",126.839996,126.839996,124.269997,125.209999,1088400,125.209999
"2021-09-01",126.019997,127.550003,125.849998,127.339996,835300,127.339996
"2021-09-02",127.25,127.75,125.860001,126.440002,690800,126.440002
"2021-09-03",125.739998,127.629997,125.290001,127.150002,607400,127.150002
"2021-09-07",126.769997,128.580002,126.32,126.919998,927800,126.919998
"2021-09-08",127.260002,131.419998,126.5,131.389999,1138900,131.389999
"2021-09-09",131.5,134.660004,131.190002,133.229996,1100500,133.229996
"2021-09-10",133.970001,135.639999,132.699997,134.529999,938300,134.529999
"2021-09-13",135.639999,135.639999,131.990005,134.389999,648800,134.389999
"2021-09-14",135,135.809998,133.759995,135,743800,135
"2021-09-15",135,137.110001,132.850006,136.809998,722500,136.809998
"2021-09-16",136.759995,140.240005,136.339996,139.690002,1215400,139.690002
"2021-09-17",139.029999,142.080002,138.899994,140.289993,1599700,140.289993
"2021-09-20",138.100006,139.869995,136.539993,138.210007,1091000,138.210007
"2021-09-21",139.100006,140.839996,136.679993,136.979996,918700,136.979996
"2021-09-22",138.330002,141.660004,137.509995,140.509995,1117900,140.509995
"2021-09-23",142,144.839996,141.619995,142.160004,1134600,142.160004
"2021-09-24",142.179993,144.509995,141.759995,144.419998,851300,144.419998
"2021-09-27",145.520004,146.979996,144.860001,145.240005,1047100,145.240005
"2021-09-28",144.259995,146.559998,142.509995,143.029999,1080100,143.029999
"2021-09-29",143.820007,147.729996,143.820007,146.449997,1566000,146.449997
"2021-09-30",133.210007,135.979996,127.949997,127.959999,5753900,127.959999
"2021-10-01",129,129.100006,122.970001,127.18,2837600,127.18
"2021-10-04",125.760002,126.860001,122.389999,122.540001,1923900,122.540001
"2021-10-05",122.43,127.68,121.650002,126.230003,1769400,126.230003
"2021-10-06",125.190002,129.339996,125,129.270004,1432700,129.270004
"2021-10-07",130.259995,132.800003,129.339996,131.350006,916900,131.350006
"2021-10-08",131.380005,132.399994,129.779999,130.539993,821400,130.539993
"2021-10-11",130.080002,130.740005,129.139999,129.279999,682800,129.279999
"2021-10-12",129.669998,132.669998,129.619995,131.559998,783500,131.559998
"2021-10-13",132.179993,133.690002,131.259995,133.350006,721700,133.350006
"2021-10-14",134.580002,136.589996,134.110001,135.639999,603000,135.639999
"2021-10-15",137,137.820007,135.830002,136.789993,535400,136.789993
"2021-10-18",135.910004,138.070007,135.910004,137.520004,509200,137.520004
"2021-10-19",138.630005,138.899994,135.929993,138.5,727700,138.5
"2021-10-20",139.080002,141.009995,138.100006,138.559998,727100,138.559998
"2021-10-21",139.080002,142.559998,138.5,141.899994,664800,141.899994
"2021-10-22",142.320007,144.410004,141.779999,143.429993,619700,143.429993
"2021-10-25",143.440002,144.110001,139.919998,139.970001,921200,139.970001
"2021-10-26",140.389999,140.389999,135.639999,137.440002,1188700,137.440002
"2021-10-27",137.589996,138.580002,136.649994,137.149994,659900,137.149994
"2021-10-28",137.429993,137.729996,134.630005,136.119995,983800,136.119995
"2021-10-29",135.389999,137.770004,135,136.919998,1079700,136.919998
"2021-11-01",138.059998,139.350006,136.580002,138.949997,1463900,138.949997
"2021-11-02",139.020004,145.050003,137.789993,144.389999,1911700,144.389999
"2021-11-03",144.910004,147.570007,144.529999,147.509995,1253600,147.509995
"2021-11-04",147.639999,151.759995,147.320007,151.009995,1213400,151.009995
"2021-11-05",152.770004,154.740005,152.759995,154.690002,1318300,154.690002
"2021-11-08",154.850006,155.979996,153.210007,153.949997,1547400,153.949997
"2021-11-09",153.270004,155.210007,153.050003,154.850006,1000600,154.850006
"2021-11-10",153.389999,154.949997,151.460007,151.949997,883300,151.949997
"2021-11-11",151.589996,152.070007,150.119995,150.149994,737200,150.149994
"2021-11-12",150.149994,150.610001,148.279999,148.809998,645500,148.809998
"2021-11-15",150.190002,150.899994,148.479996,149.619995,526700,149.619995
"2021-11-16",148.869995,150,146.330002,148.009995,1292300,148.009995
"2021-11-17",147.949997,148.110001,145.410004,147.300003,1042000,147.300003
"2021-11-18",148.5,148.5,145.130005,146.039993,891500,146.039993
"2021-11-19",146.229996,147.710007,144.529999,146.990005,905000,146.990005
"2021-11-22",147.990005,149.960007,147.020004,147.089996,706000,147.089996
"2021-11-23",147,147.919998,143.490005,146.320007,724800,146.320007
"2021-11-24",144.490005,147.720001,143.119995,147.360001,496600,147.360001
"2021-11-26",144.119995,146.990005,143.470001,145.75,543400,145.75
"2021-11-29",147.589996,148.839996,145.660004,146.479996,718200,146.479996
"2021-11-30",145.619995,146.929993,141.039993,141.25,1285000,141.25
"2021-12-01",143.320007,147.369995,140.25,140.309998,937000,140.309998
"2021-12-02",140.539993,144.929993,140.220001,144.089996,953900,144.089996
"2021-12-03",144.75,145.630005,141.240005,142.679993,776900,142.679993
"2021-12-06",143.929993,147.990005,142.800003,144.5,911600,144.5
"2021-12-07",149.399994,152.279999,149.399994,149.910004,1342200,149.910004
"2021-12-08",149.660004,151.179993,148.029999,148.839996,649800,148.839996
"2021-12-09",148.339996,149.449997,146.449997,146.600006,669800,146.600006
"2021-12-10",147.539993,149.770004,146.460007,149.479996,618900,149.479996
"2021-12-13",149.830002,150.320007,142.960007,143.25,864700,143.25
"2021-12-14",141.089996,144.910004,140.220001,141.309998,814300,141.309998
"2021-12-15",141.289993,142.649994,139.479996,141.990005,932500,141.990005
"2021-12-16",144.679993,145.169998,136.779999,137.399994,1040300,137.399994
"2021-12-17",137.050003,138.820007,134.809998,137.539993,2080100,137.539993
"2021-12-20",135.070007,135.300003,130.440002,131.75,1272400,131.75
"2021-12-21",133.5,137.179993,132.729996,136.990005,1694400,136.990005
"2021-12-22",139.699997,139.800003,127.519997,127.870003,4585200,127.870003
"2021-12-23",128.199997,131.199997,126.029999,126.309998,1909900,126.309998
"2021-12-27",126.989998,127.879997,124.870003,127.489998,1447900,127.489998
"2021-12-28",126.949997,128.619995,126,127.910004,1246900,127.910004
"2021-12-29",128.289993,128.669998,127.279999,127.540001,951900,127.540001
"2021-12-30",127.739998,128.880005,127.370003,128.190002,1161200,128.190002
"2021-12-31",127.400002,130.740005,127.400002,130.229996,1298500,130.229996
"2022-01-03",130.009995,130.570007,126.919998,127.010002,1031500,127.010002
"2022-01-04",127.900002,129.050003,123.029999,123.860001,1568200,123.860001
"2022-01-05",123.870003,124.470001,119.309998,119.349998,1198900,119.349998
"2022-01-06",121.360001,121.360001,118.309998,119.099998,1159200,119.099998
"2022-01-07",118.989998,123.18,118.43,121.080002,2329400,121.080002
"2022-01-10",119.580002,119.709999,115.370003,118.669998,1405500,118.669998
