"","STX.Open","STX.High","STX.Low","STX.Close","STX.Volume","STX.Adjusted"
"2020-09-24",47.110001,47.869999,46.889999,47.419998,2110900,44.714211
"2020-09-25",47.560001,48.279999,47.060001,48.220001,1839700,45.468563
"2020-09-28",48.560001,49.799999,48.310001,49.66,3549000,46.826397
"2020-09-29",49.610001,50.700001,49.48,50.07,3538200,47.213005
"2020-09-30",49.970001,50.07,49.07,49.27,2925100,46.458649
"2020-10-01",49.82,49.82,48.830002,49.060001,1947500,46.260639
"2020-10-02",48.41,49.16,48.080002,48.740002,1728200,45.958893
"2020-10-05",49.18,49.48,48.740002,49.110001,2e+06,46.307785
"2020-10-06",49.349998,50.41,49.049999,49.599998,2669600,46.769825
"2020-10-07",49.700001,50.790001,49.650002,50.450001,2602900,47.57132
"2020-10-08",50.810001,51.380001,50.52,51.330002,2403000,48.401112
"2020-10-09",51.580002,51.830002,50.740002,50.970001,2408700,48.061649
"2020-10-12",50.75,51.540001,50.740002,51.290001,2120900,48.363396
"2020-10-13",51.77,52.490002,51.150002,51.18,2463200,48.259663
"2020-10-14",51.240002,51.700001,50.93,51.040001,2016800,48.127655
"2020-10-15",50.59,51.360001,50.259998,51.349998,1501300,48.41996
"2020-10-16",50.959999,51.77,50.610001,51.439999,2304900,48.504833
"2020-10-19",51.599998,53,51.380001,52.150002,3693100,49.174316
"2020-10-20",52.490002,52.849998,51.810001,51.889999,2299500,48.929146
"2020-10-21",52.049999,52.25,51.459999,51.689999,3478100,48.740566
"2020-10-22",51.299999,52.099998,51.23,51.790001,3960300,48.834862
"2020-10-23",49.779999,51.560001,48.93,50.740002,5912600,47.844772
