"","ALB.Open","ALB.High","ALB.Low","ALB.Close","ALB.Volume","ALB.Adjusted"
"2021-12-21",222.419998,225,219.770004,224.149994,805800,223.338654
"2021-12-22",224,228.929993,223.419998,225.229996,779100,224.414749
"2021-12-23",225.690002,229.479996,223.169998,227.899994,810000,227.075089
"2021-12-27",229.539993,233.339996,227.5,233.100006,593400,232.256271
"2021-12-28",236.110001,236.710007,231.020004,232.800003,704600,231.957352
"2021-12-29",231.5,232.910004,227.070007,232.529999,573800,231.688339
"2021-12-30",231,237.220001,231,234.350006,610200,233.501755
"2021-12-31",234.009995,237.130005,233.470001,233.770004,380300,232.923843
"2022-01-03",236.729996,239.050003,229.399994,236.669998,1130500,235.813339
"2022-01-04",239.020004,247.949997,238.470001,242.580002,1142500,241.701965
"2022-01-05",240,247.429993,235.380005,235.639999,1072100,234.787079
"2022-01-06",234,235.669998,227.169998,233.380005,1002400,232.535263
