"","TFX.Open","TFX.High","TFX.Low","TFX.Close","TFX.Volume","TFX.Adjusted"
"2022-01-14",326.459991,331.170013,316.279999,325.75,363900,325.016754
"2022-01-18",322.160004,327.779999,318.980011,325.700012,538100,324.966888
"2022-01-19",325.890015,336.679993,325.890015,332.859985,504300,332.110748
"2022-01-20",332.820007,337.899994,324.309998,324.829987,398700,324.098816
"2022-01-21",326.690002,327.549988,318.549988,323.200012,256800,322.472504
"2022-01-24",315.799988,318.899994,310.399994,317.290009,451300,316.575775
"2022-01-25",313.720001,314.579987,301.959991,304.420013,396700,303.734772
"2022-01-26",306.299988,312.179993,296.540009,298.73999,467900,298.067535
"2022-01-27",302.320007,304.049988,294.529999,295.559998,370000,294.894714
"2022-01-28",296.48999,300.130005,291.040009,299.850006,237500,299.175049
"2022-01-31",298.75,310.790009,296.589996,310.190002,352000,309.491791
"2022-02-01",309.100006,311.859985,305.399994,309.5,230300,308.803314
"2022-02-02",309.299988,309.690002,302.269989,308.890015,542000,308.194733
"2022-02-03",308.369995,312.190002,307.359985,310.920013,267600,310.220154
"2022-02-04",309.220001,316.079987,308.320007,313.290009,306100,312.584808
"2022-02-07",313.130005,317.73999,309.700012,313.73999,253300,313.033783
"2022-02-08",314.700012,324.230011,313.910004,322.769989,192600,322.043457
"2022-02-09",325.309998,333.869995,323.859985,332.149994,254000,331.402344
"2022-02-10",326.970001,332.799988,322.429993,324.410004,367900,323.679779
"2022-02-11",324.649994,326.26001,318.01001,320.630005,286100,319.908264
"2022-02-14",321.320007,323.450012,315.640015,317.339996,247300,316.625671
"2022-02-15",322.450012,327.850006,320.450012,327.850006,210300,327.11203
"2022-02-16",327,327.959991,321.450012,327,215900,326.263947
"2022-02-17",324.73999,324.790009,316.690002,317.98999,224200,317.2742
"2022-02-18",318.5,321.75,314.970001,315.779999,215600,315.069183
"2022-02-22",315.190002,324.709991,313.630005,322.529999,420100,321.804016
"2022-02-23",324.480011,328.100006,321.329987,322.350006,322700,321.62439
"2022-02-24",319.679993,339.440002,315.170013,338.059998,381700,337.299042
"2022-02-25",338.720001,344.179993,333.309998,343.01001,415600,342.237915
"2022-02-28",340.48999,341.359985,331.980011,336.309998,382400,335.552979
"2022-03-01",334.119995,336.5,330,333.23999,235500,332.489868
"2022-03-02",335.329987,341.660004,333.109985,340.119995,273600,339.35437
"2022-03-03",343.940002,345.600006,339.440002,343.660004,278700,342.886444
"2022-03-04",341.190002,350.329987,339.519989,349.980011,301900,349.538055
"2022-03-07",349.829987,352.869995,346.130005,347.25,393000,346.811462
"2022-03-08",345.299988,346.230011,336.869995,336.959991,646800,336.534454
"2022-03-09",341.820007,348.369995,341.820007,343.100006,447100,342.666718
"2022-03-10",336.98999,340.549988,334.549988,339.350006,298400,338.921448
"2022-03-11",342.440002,344.480011,335.850006,335.98999,271900,335.565674
"2022-03-14",336.459991,340.179993,332.339996,334.609985,240400,334.187439
"2022-03-15",338.269989,338.98999,333.170013,335.579987,269100,335.156189
"2022-03-16",337.220001,341.149994,333.899994,341.119995,417000,340.689209
"2022-03-17",340.350006,349.420013,340.350006,347.049988,221400,346.611725
"2022-03-18",346.23999,350.299988,340.720001,349.929993,436600,349.488098
"2022-03-21",348.5,352.899994,347.200012,348.700012,209500,348.259644
"2022-03-22",349,350.959991,345.950012,346.850006,236600,346.411987
"2022-03-23",342.73999,342.73999,322.200012,328.970001,702500,328.554565
"2022-03-24",330.519989,337.5,330.309998,334.450012,256700,334.027649
"2022-03-25",336.399994,340.070007,334.179993,339.399994,224700,338.971375
"2022-03-28",339.720001,345.079987,337.589996,344.940002,2e+05,344.504395
"2022-03-29",349.720001,351.25,344.190002,346.980011,240300,346.54184
"2022-03-30",346.119995,350.980011,345.279999,348.309998,213200,347.870148
"2022-03-31",348.640015,356.679993,346.850006,354.829987,480500,354.381897
"2022-04-01",355.76001,356.369995,350.140015,354.820007,268500,354.371918
"2022-04-04",354.420013,356.720001,343.970001,344.549988,384100,344.114868
"2022-04-05",344.579987,349.529999,341.970001,342.549988,318400,342.117401
"2022-04-06",339.809998,342.339996,334.850006,341.329987,275600,340.898926
"2022-04-07",340.339996,346.359985,340.339996,343.170013,238800,342.736633
"2022-04-08",342.589996,348.279999,340.209991,346.470001,168600,346.032471
"2022-04-11",344.829987,346.640015,338.470001,338.880005,199100,338.452057
"2022-04-12",339.589996,341.25,335.940002,339.690002,220200,339.261017
"2022-04-13",340,341.230011,335.369995,338.100006,387700,337.673035
"2022-04-14",340,340.140015,333.140015,336.619995,285400,336.194885
"2022-04-18",336.5,336.5,325.369995,327.01001,185400,326.597046
"2022-04-19",327.76001,344.609985,327.76001,338.730011,345200,338.302246
"2022-04-20",340.51001,349.23999,338.73999,346.040009,267700,345.603027
"2022-04-21",349.359985,349.390015,338.269989,338.51001,484500,338.08252
"2022-04-22",334.859985,335.799988,320.790009,321.109985,519200,320.704468
"2022-04-25",319.350006,327.220001,318.279999,326.350006,369300,325.937866
"2022-04-26",322.779999,325.98999,316.329987,316.890015,306800,316.489838
"2022-04-27",316.149994,322.380005,314.970001,316.179993,373300,315.780701
"2022-04-28",314.769989,314.769989,280.690002,295.5,989500,295.126831
"2022-04-29",292.200012,294.26001,284.359985,285.619995,442300,285.259308
"2022-05-02",285.429993,289.399994,277.019989,282.529999,469900,282.173218
"2022-05-03",283.130005,288.429993,282.079987,284.850006,321600,284.490295
"2022-05-04",285.290009,288.209991,277.309998,286.649994,423100,286.287994
"2022-05-05",285.130005,287.799988,273.160004,277.779999,476100,277.429199
"2022-05-06",275.899994,276.720001,268.290009,269.609985,313700,269.269501
"2022-05-09",264.950012,265.410004,257.799988,259.700012,533300,259.37204
"2022-05-10",261.579987,268.140015,256.769989,267.76001,685700,267.421875
"2022-05-11",265.359985,274.579987,265.359985,267.369995,581300,267.032349
"2022-05-12",265.959991,274.070007,261.660004,269.23999,507900,268.899994
"2022-05-13",270.179993,279.350006,268.200012,278.459991,386500,278.459991
"2022-05-16",277.209991,282.779999,276.040009,281.339996,375200,281.339996
"2022-05-17",285.730011,293.809998,285.730011,292.76001,648200,292.76001
"2022-05-18",290.190002,291.470001,285.519989,286.339996,610300,286.339996
"2022-05-19",282.869995,289.290009,282.869995,288.690002,420500,288.690002
"2022-05-20",290.950012,292.660004,281.299988,287.299988,390300,287.299988
"2022-05-23",291.869995,293.070007,285.859985,289.359985,346400,289.359985
"2022-05-24",287.190002,287.190002,280.690002,285.109985,261900,285.109985
"2022-05-25",284.359985,287.279999,280.559998,283.01001,220700,283.01001
"2022-05-26",283.720001,287.01001,281.200012,285.470001,301100,285.470001
"2022-05-27",289.690002,290.380005,285.899994,290.089996,210300,290.089996
"2022-05-31",287.480011,290.019989,284.350006,287.73999,283400,287.73999
"2022-06-01",289.890015,289.890015,277.279999,282.859985,196500,282.859985
"2022-06-02",284.809998,290.950012,279.059998,290.570007,169900,290.570007
"2022-06-03",289.160004,289.23999,281.709991,281.850006,281300,281.850006
"2022-06-06",284.709991,286.660004,282.549988,283.799988,220800,283.799988
"2022-06-07",281.880005,285.380005,280.589996,285.329987,226000,285.329987
"2022-06-08",284.179993,286.440002,281.190002,281.309998,161900,281.309998
"2022-06-09",280.23999,280.23999,271.690002,271.880005,281300,271.880005
"2022-06-10",268.369995,270.059998,265.98999,267.670013,190400,267.670013
"2022-06-13",262.859985,263.459991,257.779999,259.51001,310800,259.51001
"2022-06-14",258.390015,258.390015,250.889999,252.509995,334500,252.509995
"2022-06-15",255.520004,260.880005,253.289993,257.220001,266300,257.220001
"2022-06-16",250.039993,250.440002,246.259995,249.440002,312700,249.440002
"2022-06-17",249.009995,254.300003,244.809998,244.929993,593000,244.929993
"2022-06-21",249.089996,249.880005,246.740005,249.110001,338100,249.110001
"2022-06-22",246.800003,254.220001,246.800003,247.910004,395100,247.910004
"2022-06-23",249.100006,252.119995,248.509995,251.490005,343700,251.490005
"2022-06-24",253.529999,258.130005,250.369995,258.049988,764300,258.049988
"2022-06-27",258.790009,261.299988,255.779999,259.559998,256700,259.559998
"2022-06-28",260.579987,261.929993,252.979996,253.259995,427700,253.259995
"2022-06-29",253.529999,257.190002,251.330002,256.829987,219400,256.829987
