"","PYPL.Open","PYPL.High","PYPL.Low","PYPL.Close","PYPL.Volume","PYPL.Adjusted"
"2021-12-29",190.029999,191.270004,187.830002,189.970001,7038700,189.970001
"2021-12-30",189.610001,193.949997,188.910004,191.880005,9634800,191.880005
"2021-12-31",191.449997,192.229996,188.399994,188.580002,7360400,188.580002
"2022-01-03",191.410004,196,189.949997,194.940002,12788200,194.940002
"2022-01-04",196,196.100006,188.190002,191.139999,14198000,191.139999
"2022-01-05",189.865005,194.25,187.149994,187.160004,13227600,187.160004
"2022-01-06",185.520004,195,185.070007,192.270004,14206300,192.270004
"2022-01-07",190.020004,193.125,186.300003,187.600006,12627300,187.600006
"2022-01-10",185.75,185.75,177.399994,182.949997,14701600,182.949997
"2022-01-11",182.990005,192.850006,182.619995,191.520004,12867700,191.520004
"2022-01-12",189.699997,191.449997,185.279999,187.199997,13588800,187.199997
"2022-01-13",187.779999,190.839996,180.350006,181.009995,12779900,181.009995
"2022-01-14",179.149994,182,175.399994,178.419998,14374400,178.419998
"2022-01-18",176.960007,179.679993,174,174.460007,12721300,174.460007
"2022-01-19",174.350006,177.279999,172.600006,173.550003,13715700,173.550003
"2022-01-20",175.009995,179.880005,173.039993,173.279999,13992500,173.279999
"2022-01-21",171.800003,172.960007,163.300003,163.539993,20051000,163.539993
"2022-01-24",156.110001,162.447998,152.080002,162.169998,23632200,162.169998
"2022-01-25",159.800003,160.910004,155.270004,158.199997,13268100,158.199997
"2022-01-26",162.089996,165.330002,155.490005,156.979996,15966500,156.979996
"2022-01-27",159.432007,162.550003,156.539993,158.110001,12657000,158.110001
"2022-01-28",158.369995,163.639999,156.789993,163.520004,9861700,163.520004
"2022-01-31",164.440002,172.160004,163.220001,171.940002,14260000,171.940002
"2022-02-01",172.770004,176.199997,170.529999,175.800003,23286900,175.800003
"2022-02-02",139.889999,139.899994,129.009995,132.570007,136264000,132.570007
"2022-02-03",129.949997,131.449997,123.849998,124.300003,52101200,124.300003
"2022-02-04",124.389999,126.699997,121.400002,126.080002,33103500,126.080002
"2022-02-07",126.580002,129.419998,120.5,121.410004,30384500,121.410004
"2022-02-08",121.019997,123.330002,118.550003,120.260002,30862700,120.260002
"2022-02-09",122.209999,123.972,119.809998,122.940002,29475600,122.940002
"2022-02-10",121.540001,125.279999,118.480003,119.019997,30012600,119.019997
"2022-02-11",119.650002,120.889999,114.730003,115.290001,24624900,115.290001
"2022-02-14",113.620003,116.629997,113,114.120003,22787000,114.120003
"2022-02-15",115.415001,116.400002,114.010002,115.459999,19007600,115.459999
"2022-02-16",114.699997,114.790001,110.379997,110.540001,28938700,110.540001
"2022-02-17",109.989998,111.410004,104.989998,105.199997,33972200,105.199997
"2022-02-18",106,106.740997,103.029999,103.650002,28157400,103.650002
"2022-02-22",102.150002,105.080002,101.709999,103.169998,28422200,103.169998
"2022-02-23",105.019997,105.550003,100.595001,100.720001,25263600,100.720001
"2022-02-24",94.739998,105.260002,94.5,105.019997,35400600,105.019997
"2022-02-25",106.150002,111.099998,104.529999,110.940002,33806900,110.940002
"2022-02-28",110.309998,113.535004,108.93,111.93,25719300,111.93
"2022-03-01",112.730003,112.75,105.560997,106.510002,19597700,106.510002
"2022-03-02",105.610001,107.230003,103.690002,106.610001,17023500,106.610001
"2022-03-03",107.660004,107.75,100.860001,101.339996,20330800,101.339996
"2022-03-04",100.239998,102.389999,98.620003,99.910004,20151600,99.910004
"2022-03-07",99.57,100.330002,93.5,93.610001,26529900,93.610001
"2022-03-08",93.040001,98.599998,92.25,94.900002,25130900,94.900002
"2022-03-09",98.120003,100.730003,97.290001,100.220001,20811300,100.220001
"2022-03-10",99.050003,99.32,96.400002,98.550003,14703200,98.550003
"2022-03-11",99.75,99.82,95.519997,96.57,15141700,96.57
"2022-03-14",96.044998,100.639999,94.629997,96.870003,20988900,96.870003
"2022-03-15",98.675003,100.57,96.050003,100.459999,18032900,100.459999
"2022-03-16",102.379997,107.940002,101.889999,107.919998,24840500,107.919998
"2022-03-17",106.559998,112.18,106.470001,112.160004,21950800,112.160004
"2022-03-18",111.529999,119.379997,110.230003,118.769997,31997800,118.769997
"2022-03-21",117.220001,117.5,112.5,114.650002,19888900,114.650002
"2022-03-22",114.650002,119.349998,114.650002,117.870003,16746100,117.870003
"2022-03-23",115.529999,117.360001,114.089996,114.650002,14430600,114.650002
"2022-03-24",115.82,116.190002,113.32,116.050003,13546700,116.050003
"2022-03-25",116.040001,116.190002,112.089996,113.760002,12371500,113.760002
"2022-03-28",114,117.099998,112.360001,116.169998,13868000,116.169998
"2022-03-29",118.650002,121.550003,116.970001,121.18,15918400,121.18
"2022-03-30",122.324997,122.809998,118.029999,118.489998,16513300,118.489998
"2022-03-31",118.105003,118.889999,115.589996,115.650002,13928300,115.650002
"2022-04-01",116,118.239998,115.040001,116.669998,11037800,116.669998
"2022-04-04",117.059998,122.32,116.879997,121.860001,15266400,121.860001
"2022-04-05",122.830002,122.917999,117.203003,117.650002,12778700,117.650002
"2022-04-06",115.260002,115.519997,110.860001,112.489998,16288900,112.489998
"2022-04-07",111.519997,114.339996,110.099998,113.040001,12471300,113.040001
"2022-04-08",112.260002,113.239998,110.25,111.209999,10521800,111.209999
"2022-04-11",109.75,111.394997,108.440002,109.809998,10706600,109.809998
"2022-04-12",111.639999,112.739998,107.75,108.25,12493600,108.25
"2022-04-13",102.589996,105.949997,102.290001,105.169998,26481900,105.169998
"2022-04-14",105.080002,105.699997,102.059998,102.309998,16125800,102.309998
"2022-04-18",102.050003,103,99.135002,100.580002,15342400,100.580002
"2022-04-19",100,104.860001,99.910004,103.660004,12768100,103.660004
"2022-04-20",101.949997,101.949997,94.43,94.900002,26487000,94.900002
"2022-04-21",96.135002,97.610001,88.809998,89.400002,27204100,89.400002
"2022-04-22",89.294998,90.25,85.980003,86.029999,21053000,86.029999
"2022-04-25",85.324997,87.93,84.419998,87.779999,15683400,87.779999
"2022-04-26",86.769997,86.864998,83.57,83.699997,17205300,83.699997
"2022-04-27",83.57,86.605003,82.120003,82.610001,24669800,82.610001
"2022-04-28",85.059998,93.18,84.370003,92.089996,42836600,92.089996
"2022-04-29",91,94.510002,87.75,87.93,24872400,87.93
"2022-05-02",87.550003,92.489998,86.82,91.529999,21340500,91.529999
"2022-05-03",91.480003,92.25,90.040001,90.709999,15227600,90.709999
"2022-05-04",90.25,92.849998,87.120003,92.720001,15850600,92.720001
"2022-05-05",90.730003,90.730003,84.169998,85.43,22066500,85.43
"2022-05-06",85.32,85.370003,80.900002,81.68,21369300,81.68
"2022-05-09",79.889999,82.139999,78.849998,79.529999,25513700,79.529999
"2022-05-10",81.709999,82.269997,76.129997,78.75,21126300,78.75
"2022-05-11",77.75,80.389999,75.019997,75.169998,16770200,75.169998
"2022-05-12",73.75,76.559998,71.831001,74.290001,29361000,74.290001
"2022-05-13",76.370003,79.190002,76.370003,78.830002,17111400,78.830002
"2022-05-16",78.589996,79.059998,76.188004,77.650002,15432300,77.650002
"2022-05-17",79.889999,81.285004,77.309998,79.75,12677400,79.75
"2022-05-18",78.599998,79.938004,76.769997,77.18,15955300,77.18
"2022-05-19",76.830002,82.309998,76.830002,81.279999,19779300,81.279999
"2022-05-20",83.709999,83.769997,77.559998,80.540001,16887400,80.540001
"2022-05-23",80.440002,82.059998,79.279999,81.18,12309200,81.18
"2022-05-24",79.889999,80,77.199997,78.650002,13309600,78.650002
"2022-05-25",77.959999,80.779999,77.25,80.120003,14075400,80.120003
"2022-05-26",80.370003,81.300003,79.750999,80.419998,21681900,80.419998
"2022-05-27",81.160004,85.419998,80.739998,85.209999,16874100,85.209999
"2022-05-31",84.705002,86.592003,83.139999,85.209999,15500000,85.209999
"2022-06-01",85.470001,86.769997,81.849998,82.480003,11019100,82.480003
"2022-06-02",82.220001,88.610001,82.220001,88.32,17299800,88.32
"2022-06-03",86.68,88.099998,85.699997,86.529999,11803200,86.529999
"2022-06-06",87.959999,88.989998,86.400002,86.809998,12472000,86.809998
"2022-06-07",85.099998,88.82,84.519997,88.589996,10423800,88.589996
"2022-06-08",88.32,89.32,86.889999,87.510002,9129600,87.510002
"2022-06-09",86.809998,88.129997,84.07,84.110001,11771500,84.110001
"2022-06-10",80.43,81.459999,78.25,79.300003,19125000,79.300003
"2022-06-13",76.029999,78.129997,73.459999,73.720001,19674400,73.720001
"2022-06-14",74.300003,75.080002,71.455002,72.459999,19289300,72.459999
"2022-06-15",73.470001,77.099998,72.389999,75.830002,17165600,75.830002
"2022-06-16",73.330002,74.065002,70.709999,71.230003,14404300,71.230003
"2022-06-17",71.330002,73.660004,70.470001,72.900002,17143600,72.900002
"2022-06-21",74.510002,75,72.279999,72.370003,14934800,72.370003
"2022-06-22",71.870003,74.574997,71.378998,72.970001,13575700,72.970001
"2022-06-23",73.269997,74,71.559998,73.809998,16986800,73.809998
"2022-06-24",74.790001,78.660004,74.389999,77.68,29833700,77.68
"2022-06-27",77.989998,78.449997,75.32,75.940002,11657200,75.940002
"2022-06-28",75.68,76.919998,71.612,71.82,14995000,71.82
"2022-06-29",71.211998,72.150002,69.769997,71.470001,11344500,71.470001
