"","XEL.Open","XEL.High","XEL.Low","XEL.Close","XEL.Volume","XEL.Adjusted"
"2022-01-03",67.660004,67.989998,66.830002,67.940002,3501100,66.987427
"2022-01-04",67.870003,69.529999,67.769997,68.370003,4197000,67.4114
"2022-01-05",68.370003,69.809998,68.160004,69.040001,4166000,68.072006
"2022-01-06",69.18,69.57,68.32,68.5,2296000,67.539574
"2022-01-07",68.269997,69.43,67.75,69.099998,2673100,68.131157
"2022-01-10",69.489998,70.209999,69.269997,69.860001,3760600,68.880508
"2022-01-11",69.699997,70.019997,68.150002,68.599998,3405400,67.638168
"2022-01-12",68.339996,68.669998,67.849998,68.589996,2178100,67.628304
"2022-01-13",68.739998,69.300003,68.529999,69.019997,2628600,68.052277
"2022-01-14",69.080002,69.389999,68.550003,68.970001,3011500,68.002991
"2022-01-18",68.349998,68.769997,67.449997,68.389999,3616100,67.431114
"2022-01-19",68.400002,68.940002,67.699997,68.120003,3758100,67.164902
"2022-01-20",68.309998,68.879997,68.050003,68.18,3737200,67.22406
"2022-01-21",68.529999,69.339996,68.050003,68.220001,4885400,67.263496
"2022-01-24",68.639999,69.07,65.599998,67.43,4502300,66.484573
"2022-01-25",67.309998,68.449997,67.129997,67.879997,4756500,66.928261
"2022-01-26",67.639999,68.720001,66.989998,67.620003,4062100,66.671913
"2022-01-27",67.440002,69.32,66.790001,68.940002,4442200,67.973404
"2022-01-28",66.419998,69.889999,66.419998,69.839996,3430400,68.860779
"2022-01-31",69.120003,69.760002,68.68,69.660004,3475800,68.683311
"2022-02-01",69.459999,69.709999,67.860001,68.489998,3372400,67.529709
"2022-02-02",68.150002,69.650002,68.080002,69.589996,2559800,68.614288
"2022-02-03",69.68,70.18,69.190002,69.470001,2530600,68.495972
"2022-02-04",68.800003,69.300003,67.839996,68.779999,2517300,67.815643
"2022-02-07",68.650002,69.18,68.010002,68.75,2652900,67.786064
"2022-02-08",69.150002,69.389999,68.589996,68.839996,4155200,67.874802
"2022-02-09",69.110001,69.459999,68.860001,69.190002,3921800,68.219902
"2022-02-10",68.419998,68.550003,66.839996,67.080002,3232500,66.139481
"2022-02-11",67.239998,67.720001,66.769997,66.959999,3546800,66.021156
"2022-02-14",66.970001,67.370003,65.769997,66.400002,4491300,65.469025
"2022-02-15",66.480003,67.110001,65.739998,66.120003,10095000,65.192947
"2022-02-16",66.339996,66.459999,65.239998,65.940002,3148800,65.015472
"2022-02-17",65.839996,66.540001,65.010002,66.099998,3545000,65.173218
"2022-02-18",65.900002,66.43,65.540001,66,3664200,65.074623
"2022-02-22",66.120003,66.389999,65.610001,65.940002,3556500,65.015472
"2022-02-23",66.139999,66.220001,64.879997,64.93,3701500,64.01963
"2022-02-24",65.080002,65.529999,63.810001,64.830002,4720400,63.921032
"2022-02-25",65.330002,67.300003,65.260002,67.230003,4985000,66.287384
"2022-02-28",66.599998,67.459999,66.5,67.330002,4173000,66.385979
"2022-03-01",67.089996,67.949997,66.080002,66.510002,4585200,65.577477
"2022-03-02",66.540001,67.879997,66.470001,67.559998,3256200,66.612747
"2022-03-03",67.860001,69.279999,67.57,69.129997,2822100,68.160736
"2022-03-04",68.949997,71.32,68.639999,71.260002,3515300,70.26088
"2022-03-07",71.139999,71.779999,70.339996,71.550003,4388600,70.546806
"2022-03-08",71.830002,72.559998,70.139999,70.190002,2883100,69.205879
"2022-03-09",70.489998,70.650002,69.209999,69.839996,2866900,68.860779
"2022-03-10",69.330002,70.389999,69.25,70.160004,1945200,69.1763
"2022-03-11",70.949997,70.959999,69.989998,70.370003,3031500,69.383354
"2022-03-14",70.239998,70.860001,69.260002,69.510002,2392600,69.014008
"2022-03-15",70.110001,70.400002,69.32,70.230003,4454600,69.728874
"2022-03-16",69.940002,70,67.980003,69.25,3809300,68.755859
"2022-03-17",69.160004,70.139999,68.980003,69.699997,3974500,69.202644
"2022-03-18",69.699997,69.699997,68.309998,68.790001,5750300,68.299149
"2022-03-21",68.690002,69.940002,68.669998,69.32,2559000,68.825363
"2022-03-22",69.709999,69.709999,68.849998,69.209999,2351000,68.716148
"2022-03-23",69.220001,69.769997,68.599998,69.300003,2511300,68.805511
"2022-03-24",69.449997,70.150002,69.099998,69.879997,2257800,69.381363
"2022-03-25",70.059998,70.839996,69.860001,70.699997,1698900,70.195511
"2022-03-28",70.830002,71.269997,70.110001,71.239998,1684200,70.731659
"2022-03-29",71.239998,71.849998,70.889999,71.830002,2527000,71.317451
"2022-03-30",71.849998,72.339996,71.489998,72.32,1582100,71.803955
"2022-03-31",72.349998,72.75,72.099998,72.169998,3045300,71.655022
"2022-04-01",72.220001,72.82,71.440002,72.75,2598700,72.230888
"2022-04-04",72.199997,72.889999,71.459999,72.699997,2082300,72.181244
"2022-04-05",72.849998,74.040001,72.790001,73.07,2979400,72.548607
"2022-04-06",73.150002,75.160004,73.050003,74.989998,3350600,74.454903
"2022-04-07",74.739998,75,73.910004,74.57,3228700,74.037903
"2022-04-08",74.75,75.410004,74.400002,74.82,2115100,74.286118
"2022-04-11",74.889999,75.519997,74.169998,74.360001,2752300,73.829399
"2022-04-12",74.230003,75.209999,73.68,74.730003,2872300,74.196762
"2022-04-13",75.010002,75.099998,74,74.370003,2274800,73.839333
"2022-04-14",74.410004,74.830002,74.18,74.339996,2007100,73.80954
"2022-04-18",74.589996,74.800003,73.879997,74.199997,2180900,73.67054
"2022-04-19",74.25,75.18,74.18,74.839996,3252700,74.305969
"2022-04-20",75.419998,75.779999,75.110001,75.349998,3317700,74.812332
"2022-04-21",75.220001,76.050003,75,75.300003,3248700,74.762695
"2022-04-22",75.230003,75.379997,74.220001,74.300003,2371600,73.769829
"2022-04-25",74.650002,74.919998,72.389999,73.699997,4446400,73.174103
"2022-04-26",73.589996,74.660004,73.349998,73.379997,3641000,72.856392
"2022-04-27",73.449997,74.260002,72.629997,72.970001,2965600,72.449318
"2022-04-28",75.540001,75.610001,73.059998,74.879997,5262900,74.345688
"2022-04-29",74.849998,74.870003,73.029999,73.260002,5614300,72.737251
"2022-05-02",73.5,74.120003,71.900002,72.669998,4397200,72.151459
"2022-05-03",73.260002,73.610001,71.82,72.129997,4940100,71.615311
"2022-05-04",71.940002,73.650002,71.839996,73.400002,4162100,72.876251
"2022-05-05",73.07,73.620003,72.190002,72.790001,4024500,72.270599
"2022-05-06",72.720001,73.290001,72.269997,73.080002,2593900,72.558533
"2022-05-09",72.839996,74.290001,72.589996,73.650002,4033000,73.124466
"2022-05-10",73.900002,74.790001,72.599998,73.489998,4316000,72.965607
"2022-05-11",73.18,75.089996,73.080002,73.970001,4348700,73.442184
"2022-05-12",73.959999,74.300003,72.389999,73.550003,2688700,73.025185
"2022-05-13",73.550003,74.699997,73.080002,74.489998,2688300,73.958466
"2022-05-16",74.360001,75.190002,74.050003,74.830002,2678200,74.296043
"2022-05-17",75.019997,75.459999,73.599998,75.300003,2465500,74.762695
"2022-05-18",75.480003,75.709999,74.650002,74.889999,3151900,74.355614
"2022-05-19",74.800003,75.470001,73.839996,75.010002,2954900,74.474762
"2022-05-20",75.040001,75.150002,73.620003,74.220001,4574000,73.690399
"2022-05-23",75.269997,75.269997,73.959999,74.870003,2722700,74.335762
"2022-05-24",75,76.400002,73.440002,76.260002,2680700,75.715843
"2022-05-25",76.379997,76.629997,75.370003,75.699997,2847500,75.159836
"2022-05-26",75.790001,76.010002,74.879997,74.959999,4487800,74.425117
"2022-05-27",74.779999,76.360001,74.309998,76.339996,2981700,75.795265
"2022-05-31",75.760002,75.889999,74.800003,75.339996,3753300,74.802406
"2022-06-01",75.519997,75.559998,74.510002,75.120003,2314300,74.583977
"2022-06-02",75.5,75.650002,73.589996,75.480003,2633200,74.941414
"2022-06-03",75.379997,75.639999,74.720001,74.879997,2255100,74.345688
"2022-06-06",75.129997,75.269997,74.330002,74.709999,2356900,74.176903
"2022-06-07",74.690002,75.68,74.32,75.580002,2173900,75.040695
"2022-06-08",75.330002,75.339996,72.660004,73.169998,5320300,72.647888
"2022-06-09",72.940002,73.879997,71.239998,71.279999,2733400,70.771378
"2022-06-10",70.620003,71.580002,70.269997,71.010002,3562300,70.503304
"2022-06-13",70.599998,70.660004,68.029999,68.389999,3281000,67.902
"2022-06-14",68.150002,68.160004,65.220001,65.879997,2901100,65.879997
"2022-06-15",66.470001,66.769997,65.07,65.849998,3129000,65.849998
"2022-06-16",64.93,65.349998,64.129997,64.949997,4726800,64.949997
"2022-06-17",65.199997,65.529999,63.57,63.91,6773700,63.91
"2022-06-21",63.98,64.989998,63.700001,64.760002,3146900,64.760002
"2022-06-22",64.440002,66.110001,64.410004,65.779999,3416000,65.779999
"2022-06-23",65.910004,67.440002,65.910004,67.279999,4000400,67.279999
"2022-06-24",67.470001,68.709999,67.32,68.559998,3928000,68.559998
"2022-06-27",68.559998,69.440002,68.050003,69.330002,2957800,69.330002
"2022-06-28",69.470001,70.410004,69.269997,69.989998,4182100,69.989998
"2022-06-29",70.129997,70.470001,69.769997,70.209999,2945600,70.209999
