"","TGT.Open","TGT.High","TGT.Low","TGT.Close","TGT.Volume","TGT.Adjusted"
"2021-12-30",228.800003,233.869995,228.800003,231.910004,4007400,229.961441
"2021-12-31",232.770004,233.619995,229.220001,231.440002,2485100,229.495377
"2022-01-03",231.070007,232.279999,228.759995,231.949997,3018000,230.001083
"2022-01-04",232.009995,235.639999,231.570007,234.169998,3327600,232.202438
"2022-01-05",234.809998,236.330002,228.770004,228.860001,3885800,226.937057
"2022-01-06",222.740005,232.660004,222.740005,231.350006,4193200,229.406128
"2022-01-07",230.179993,233.199997,229.100006,230.779999,3052900,228.840927
"2022-01-10",228.529999,228.639999,223.020004,227.419998,4858100,225.509155
"2022-01-11",228.089996,228.710007,224,227.550003,3048900,225.638077
"2022-01-12",228.190002,230.139999,224.100006,224.470001,4233300,222.583939
"2022-01-13",225.279999,226.800003,223.75,225.830002,3459000,223.93251
"2022-01-14",222.419998,224.300003,218.389999,221.399994,5282600,219.539734
"2022-01-18",218.779999,220.949997,217.279999,220.009995,4652500,218.161407
"2022-01-19",221.75,228.300003,220.639999,223.839996,4091200,221.959229
"2022-01-20",225.020004,229.309998,221.139999,221.720001,4307900,219.857056
"2022-01-21",220,220.889999,214.220001,217.25,7859300,215.424606
"2022-01-24",215.389999,221.029999,211.919998,220.580002,5617700,218.726639
"2022-01-25",218.360001,218.679993,212.910004,214.679993,4929100,212.87619
"2022-01-26",215.619995,217.169998,210.380005,211.710007,4207500,209.931168
"2022-01-27",215.330002,217.320007,211.389999,212.179993,4004300,210.397186
"2022-01-28",214.289993,217.789993,210.520004,217.669998,2906200,215.84108
"2022-01-31",216.910004,220.729996,216.330002,220.429993,4151100,218.577881
"2022-02-01",221.990005,222.520004,216.330002,219.229996,4117400,217.38797
"2022-02-02",218.259995,220.089996,215.330002,217.610001,4588500,215.781586
"2022-02-03",214.25,218.320007,212.570007,213.220001,6357800,211.428467
"2022-02-04",214.119995,215.5,210.539993,214.039993,3754700,212.241562
"2022-02-07",214.729996,215.160004,210.300003,211.289993,4402800,209.514679
"2022-02-08",211.080002,214.660004,210.649994,212.949997,2926600,211.160721
"2022-02-09",214.990005,217.179993,214.050003,216.639999,2562700,214.819733
"2022-02-10",214.380005,217.5,212.710007,213.839996,3038100,212.043259
"2022-02-11",214.160004,214.75,210.789993,211.559998,2852400,209.78241
"2022-02-14",211.190002,211.5,205.710007,208.570007,4066700,206.817551
"2022-02-15",209.320007,209.320007,205.800003,207.179993,4739300,206.329544
"2022-02-16",206.880005,208.850006,204.800003,207.809998,3340600,206.956955
"2022-02-17",206.589996,206.949997,203.869995,204,3865900,203.162598
"2022-02-18",204.520004,206.630005,203.479996,204.389999,3321700,203.550995
"2022-02-22",202.630005,203.179993,194.5,196.350006,5621300,195.544006
"2022-02-23",196.899994,197.869995,189.610001,189.899994,4471300,189.120468
"2022-02-24",184.490005,191.759995,184,191.550003,3917700,190.763702
"2022-02-25",191.509995,199.5,191.320007,199.220001,4098500,198.402222
"2022-02-28",197.360001,201.179993,195.839996,199.770004,6192200,198.949966
"2022-03-01",226.830002,227.100006,218.550003,219.429993,15776100,218.529251
"2022-03-02",222,226.119995,218.660004,224.899994,6357700,223.976807
"2022-03-03",226.119995,229.190002,222.369995,223.839996,4604600,222.921158
"2022-03-04",222.729996,225.089996,221.639999,224.100006,3996100,223.180099
"2022-03-07",224.100006,224.610001,210.570007,211.039993,5743400,210.173691
"2022-03-08",211.229996,213.910004,206.699997,208.809998,4463200,207.95285
"2022-03-09",213.720001,218.419998,213.440002,216,3183200,215.113342
"2022-03-10",213.600006,215.479996,210.080002,214.779999,3155300,213.898346
"2022-03-11",215.660004,216.529999,206.800003,206.970001,4042600,206.120407
"2022-03-14",208.210007,210.910004,204.949997,208.759995,3168500,207.903046
"2022-03-15",210.509995,216.199997,210.509995,215.350006,2866700,214.466019
"2022-03-16",216.929993,218.699997,211.740005,215.589996,3029800,214.705017
"2022-03-17",215,220.899994,214.479996,220.630005,3655400,219.724335
"2022-03-18",218.889999,226.139999,218.080002,226.050003,6544800,225.122086
"2022-03-21",226.029999,228.460007,221.320007,223,3023500,222.08461
"2022-03-22",223.710007,224.630005,221.75,222.770004,2464000,221.85556
"2022-03-23",222.270004,222.729996,215.940002,216.720001,2993500,215.830383
"2022-03-24",217.029999,218.710007,216.160004,217.039993,2240400,216.149063
"2022-03-25",218.050003,219.929993,216.330002,218.610001,2465700,217.712631
"2022-03-28",218.059998,219.520004,216.449997,219.520004,2212000,218.618896
"2022-03-29",222,224.570007,220.199997,222.929993,3072200,222.014877
"2022-03-30",221.669998,223.690002,220.630005,221.960007,2464900,221.048874
"2022-03-31",218.330002,220.199997,212.059998,212.220001,4615500,211.348862
"2022-04-01",213.320007,214.130005,209.610001,210.539993,3217100,209.675751
"2022-04-04",210.190002,214.610001,206.190002,214.410004,3167000,213.529877
"2022-04-05",213.490005,218.369995,213.179993,214.789993,2538500,213.908295
"2022-04-06",211.669998,217.089996,211,215.940002,3678500,215.053589
"2022-04-07",219,229.809998,218.429993,228.190002,7938100,227.253296
"2022-04-08",233,236.070007,230.619995,233.339996,6631200,232.382156
"2022-04-11",233.259995,235.960007,228.910004,229.309998,3172200,228.368698
"2022-04-12",232.300003,235.410004,230.389999,231.339996,3366600,230.390366
"2022-04-13",230.300003,235.190002,229.509995,233.820007,2451300,232.860199
"2022-04-14",233.910004,238.190002,233.110001,237.199997,3909700,236.226318
"2022-04-18",235.539993,241.259995,235.080002,239.389999,3341800,238.407318
"2022-04-19",240.309998,247.199997,239.470001,246.050003,4715700,245.039993
"2022-04-20",248.619995,250.970001,246.440002,249.320007,3735500,248.29657
"2022-04-21",250.850006,254.869995,247.610001,248.169998,3967700,247.151276
"2022-04-22",246.550003,247.199997,241.429993,241.679993,3431300,240.687912
"2022-04-25",239.990005,242.919998,238.270004,241.660004,3265100,240.668015
"2022-04-26",239.559998,242.5,236.410004,236.5,2915500,235.52919
"2022-04-27",236.449997,237.529999,230.470001,230.970001,2995300,230.021896
"2022-04-28",234.429993,237.619995,230.779999,236.389999,2317800,235.419632
"2022-04-29",234.490005,235.830002,228.210007,228.649994,3220700,227.711411
"2022-05-02",230.149994,233,225.160004,229.779999,3049000,228.836777
"2022-05-03",231.039993,234.490005,229.5,232.539993,3027600,231.585434
"2022-05-04",231.850006,238.589996,229.139999,237.429993,3256300,236.455368
"2022-05-05",235.610001,235.860001,228.300003,230.759995,3466500,229.812744
"2022-05-06",225.850006,229.660004,222.649994,225.210007,3683300,224.285538
"2022-05-09",223.199997,228.179993,222.320007,224.199997,4672300,223.279678
"2022-05-10",226.589996,228.75,216.690002,219.110001,3748000,218.210571
"2022-05-11",219.399994,220.919998,212.380005,213.490005,3193600,212.613647
"2022-05-12",213.360001,220.820007,213.059998,217.270004,3547400,216.378128
"2022-05-13",219.990005,223.300003,217.809998,219.729996,3146700,218.828018
"2022-05-16",220.110001,221.649994,216.270004,219.25,3345600,218.349991
"2022-05-17",210.630005,215.580002,209.130005,215.279999,6641600,215.279999
"2022-05-18",163.070007,168,155.199997,161.610001,50936800,161.610001
"2022-05-19",161.270004,161.429993,151.279999,153.429993,23319000,153.429993
"2022-05-20",153.619995,155.800003,150.889999,155.360001,12300200,155.360001
"2022-05-23",154.990005,156.110001,153.279999,153.899994,7700100,153.899994
"2022-05-24",151.580002,152.089996,145.509995,149.949997,10936600,149.949997
"2022-05-25",150.240005,156.979996,149.520004,156.419998,8107700,156.419998
"2022-05-26",157.979996,163.330002,157.850006,163.199997,7369700,163.199997
"2022-05-27",163.240005,167.199997,163.199997,167.139999,6315500,167.139999
"2022-05-31",166.509995,166.789993,161.429993,161.880005,8942100,161.880005
"2022-06-01",161.880005,163.160004,156.479996,156.520004,4480900,156.520004
"2022-06-02",156.559998,161.059998,156.080002,160.910004,4366000,160.910004
"2022-06-03",159.190002,162.860001,159,161.039993,4187700,161.039993
"2022-06-06",161.399994,162.050003,158.75,159.669998,3772300,159.669998
"2022-06-07",148,157.949997,147.149994,155.979996,33299700,155.979996
"2022-06-08",154.429993,159.630005,153.350006,156.699997,6576000,156.699997
"2022-06-09",156.75,158.289993,154.490005,154.550003,5744300,154.550003
"2022-06-10",151.509995,152.720001,149.630005,149.669998,5099600,149.669998
"2022-06-13",146.529999,147.389999,143.869995,144.809998,5886000,144.809998
"2022-06-14",144.880005,146.429993,141.289993,142.699997,5200800,142.699997
"2022-06-15",142.520004,149.270004,142.110001,147.440002,6353100,147.440002
"2022-06-16",144.919998,147.080002,142.009995,142.889999,5630300,142.889999
"2022-06-17",141.080002,141.800003,138.580002,139.300003,10928100,139.300003
"2022-06-21",141.550003,145.699997,140.850006,144.699997,6555500,144.699997
"2022-06-22",143.190002,144.320007,140.240005,140.809998,4639700,140.809998
"2022-06-23",141.820007,147.300003,140.830002,146.809998,5211100,146.809998
"2022-06-24",147.169998,151,146.479996,150.419998,6993100,150.419998
"2022-06-27",151.160004,151.929993,148.029999,149.610001,3607200,149.610001
"2022-06-28",150.440002,151.309998,144.330002,144.520004,4131800,144.520004
"2022-06-29",144.210007,144.490005,141.320007,141.899994,4238900,141.899994
