"","TAP.Open","TAP.High","TAP.Low","TAP.Close","TAP.Volume","TAP.Adjusted"
"2022-01-10",50.700001,51.330002,49.060001,49.290001,2177100,48.583862
"2022-01-11",49.18,49.48,48.330002,49.25,1445100,48.54443
"2022-01-12",49.220001,49.25,48.279999,48.580002,1814700,47.884033
"2022-01-13",49.150002,50.459999,48.900002,50.279999,1369100,49.559673
"2022-01-14",50.049999,51.91,49.869999,51.689999,1736600,50.949474
"2022-01-18",51.599998,52.150002,51.299999,51.650002,1929800,50.910049
"2022-01-19",51.77,51.889999,50.200001,50.240002,1222700,49.520248
"2022-01-20",49.939999,50.450001,49.209999,49.369999,2057500,48.662712
"2022-01-21",49.720001,49.919998,48.41,48.619999,1682600,47.923454
"2022-01-24",48.130001,50.029999,47.950001,49.860001,1814300,49.145695
"2022-01-25",49.57,50.400002,48.619999,50.220001,1338300,49.500534
"2022-01-26",50.09,50.560001,47.830002,48.380001,2051600,47.686897
"2022-01-27",48.459999,49.700001,47.860001,48.16,1073000,47.470043
"2022-01-28",47.66,48.279999,47.209999,48.209999,894300,47.519329
"2022-01-31",47.549999,48.099998,47.25,47.66,1421000,46.977211
"2022-02-01",47.580002,48.529999,47.34,48.240002,1089400,47.548904
"2022-02-02",48.189999,48.59,47.759998,48.509998,1183100,47.815029
"2022-02-03",48.57,49.279999,48.240002,48.82,1361300,48.12059
"2022-02-04",48.509998,48.669998,47.34,47.709999,1660700,47.026493
"2022-02-07",47.939999,48.099998,47.349998,47.439999,1173100,46.760357
"2022-02-08",47.919998,48.939999,47.779999,48.400002,1598200,47.706612
"2022-02-09",48.650002,49.41,48.610001,49.099998,1148900,48.39658
"2022-02-10",48.919998,49.700001,48.68,49.23,1358300,48.524715
"2022-02-11",49.18,50,49.060001,49.790001,1332200,49.076694
"2022-02-14",50.07,50.119999,48.689999,49.41,1168400,48.702141
"2022-02-15",49.439999,50.169998,49.279999,49.52,974100,48.810562
"2022-02-16",49.450001,50.369999,49.150002,49.439999,926500,48.731709
"2022-02-17",49.139999,49.360001,48.450001,48.75,1059600,48.051594
"2022-02-18",48.470001,49.509998,48.470001,49,1003400,48.298016
"2022-02-22",48.82,49.169998,48.540001,48.59,2444800,47.893887
"2022-02-23",49.25,51.240002,48.290001,50.810001,4391400,50.082085
"2022-02-24",50.93,50.93,47.639999,49.419998,3603300,48.711994
"2022-02-25",50.09,52.950001,49.939999,52.919998,3655000,52.161854
"2022-02-28",51.310001,52.299999,51.139999,52.18,1955500,51.432457
"2022-03-01",51.759998,52.060001,49.119999,50.400002,2819900,49.677959
"2022-03-02",50.599998,51.459999,50.27,51.209999,2229900,50.476349
"2022-03-03",51.610001,51.849998,50.73,51.119999,1208300,50.387638
"2022-03-04",49.900002,50.91,49.650002,50.869999,1925100,50.516735
"2022-03-07",50.389999,52.43,50.259998,51.560001,3404500,51.201946
"2022-03-08",52.110001,52.860001,50.880001,51.950001,3394300,51.589237
"2022-03-09",52.91,53.810001,51.849998,52.48,2784700,52.115555
"2022-03-10",51.919998,52.099998,50.029999,50.34,1971900,49.990417
"2022-03-11",50.75,51.580002,50.75,50.82,1435000,50.467083
"2022-03-14",51.5,51.540001,50.279999,50.810001,1330400,50.457157
"2022-03-15",51.139999,51.380001,50.360001,50.849998,1222700,50.496876
"2022-03-16",51.139999,52.189999,50.880001,52.130001,1404900,51.76799
"2022-03-17",51.98,52.68,51.330002,52.389999,1203400,52.02618
"2022-03-18",52.299999,53.110001,51.709999,52.959999,2600500,52.592224
"2022-03-21",53.16,53.919998,52.490002,52.650002,1429900,52.284378
"2022-03-22",53,53.139999,52.16,52.880001,876300,52.512779
"2022-03-23",53.040001,53.389999,52.490002,52.5,937400,52.135418
"2022-03-24",52.630001,52.93,52.330002,52.919998,728500,52.552498
"2022-03-25",53.009998,53.990002,52.939999,53.959999,727600,53.585278
"2022-03-28",53.959999,53.959999,52.77,53.349998,848700,52.979515
"2022-03-29",53.869999,54.66,53.200001,54.07,906300,53.694515
"2022-03-30",53.950001,54.310001,53.869999,54.299999,860600,53.922916
"2022-03-31",53.939999,54.5,53.360001,53.380001,1161200,53.009308
"2022-04-01",53.389999,53.549999,51.52,52.419998,1189700,52.055973
"2022-04-04",52.25,52.380001,50.75,52.07,1368100,51.708405
"2022-04-05",51.689999,52.400002,51.290001,51.389999,1292700,51.033127
"2022-04-06",51.299999,51.66,50.52,50.759998,1370300,50.407501
"2022-04-07",50.66,50.880001,49.77,50.490002,1517600,50.139378
"2022-04-08",50.93,51.740002,50.59,51.560001,1137400,51.201946
"2022-04-11",51.810001,53.639999,51.799999,52.84,1219800,52.473057
"2022-04-12",52.880001,53.740002,52.650002,53.669998,1300700,53.297291
"2022-04-13",53.709999,54.560001,53.639999,54.290001,1263800,53.912987
"2022-04-14",54.5,55.810001,54.5,55.610001,2333200,55.22382
"2022-04-18",55.709999,56.400002,55.34,55.630001,1502000,55.243683
"2022-04-19",55.810001,56.299999,55.709999,55.869999,996100,55.482014
"2022-04-20",56.080002,57.169998,55.959999,56.779999,1204700,56.385696
"2022-04-21",56.950001,57.450001,55.799999,55.869999,1407400,55.482014
"2022-04-22",55.509998,55.689999,53.720001,53.77,1147100,53.396599
"2022-04-25",53.75,54.48,52.529999,54.439999,1343400,54.061943
"2022-04-26",54.310001,54.73,53.939999,54.169998,1039500,53.793819
"2022-04-27",54.169998,55.029999,53.330002,54.23,1119400,53.853405
"2022-04-28",54.200001,55.209999,53.75,55.099998,1384800,54.717361
"2022-04-29",55.220001,55.5,53.970001,54.139999,1682200,53.76403
"2022-05-02",54.52,54.98,53.400002,54.32,2101600,53.94278
"2022-05-03",54.950001,56.450001,52.049999,52.689999,3259000,52.324097
"2022-05-04",52.68,53.419998,51.23,53.240002,2340700,52.870281
"2022-05-05",52.759998,53.400002,52.360001,52.639999,1395100,52.274445
"2022-05-06",52.700001,53.490002,52.439999,53.139999,1008800,52.770973
"2022-05-09",52.880001,54.110001,52.369999,53.669998,1764100,53.297291
"2022-05-10",53.82,54.860001,53.66,54.84,1849400,54.459167
"2022-05-11",55.209999,56.959999,55.209999,55.82,2068800,55.432362
"2022-05-12",55.869999,56.290001,54.669998,55.57,2067200,55.184097
"2022-05-13",56.07,56.470001,55.549999,55.93,1312900,55.541599
"2022-05-16",55.889999,56.939999,55.700001,56.759998,939800,56.365833
"2022-05-17",56.25,56.439999,54.580002,55.849998,1771900,55.462154
"2022-05-18",55.330002,55.450001,52.330002,52.439999,1859600,52.075832
"2022-05-19",51.77,51.98,50.32,50.779999,2150000,50.427361
"2022-05-20",51.200001,52,50.040001,51.23,1624700,50.874237
"2022-05-23",51.959999,52.5,51.43,52.119999,1203200,51.758057
"2022-05-24",52.099998,53.799999,51.84,53.73,1292600,53.356876
"2022-05-25",53.830002,54.540001,53.470001,54.330002,1220100,53.952713
"2022-05-26",54.75,55,54.209999,54.529999,1328900,54.151321
"2022-05-27",54.529999,55.509998,54.380001,55.150002,1662100,54.767017
"2022-05-31",54.950001,56.009998,54.27,55.84,2716700,55.452225
"2022-06-01",55.98,56.130001,53.299999,54.720001,1598900,54.340004
"2022-06-02",54.439999,54.439999,52.810001,53.98,1169200,53.98
"2022-06-03",53.75,54.080002,53.43,53.560001,985000,53.560001
"2022-06-06",53.970001,54.25,53.48,54.060001,969800,54.060001
"2022-06-07",53.73,54.779999,53.599998,54.650002,959300,54.650002
"2022-06-08",54.389999,54.91,53.869999,53.93,706400,53.93
"2022-06-09",53.959999,54.240002,52.41,52.41,788400,52.41
"2022-06-10",51.52,52.860001,51.080002,52.34,907800,52.34
"2022-06-13",51.689999,52.150002,50.310001,50.630001,1568700,50.630001
"2022-06-14",50.650002,51.599998,50.41,51.360001,1580400,51.360001
"2022-06-15",51.830002,52.299999,51.23,51.82,1386100,51.82
"2022-06-16",51.009998,51.09,50.299999,50.459999,1628900,50.459999
"2022-06-17",50.77,50.889999,49.459999,50.369999,3788500,50.369999
"2022-06-21",49.889999,52.369999,49.860001,52.209999,1753600,52.209999
"2022-06-22",51.639999,52.950001,51.5,52.720001,1291400,52.720001
"2022-06-23",52.720001,53.880001,52.610001,53.799999,1513200,53.799999
"2022-06-24",54.220001,56.130001,53.919998,55.77,1661600,55.77
"2022-06-27",55.740002,55.990002,55.220001,55.380001,1198900,55.380001
"2022-06-28",56.599998,57.75,55.560001,55.759998,1586300,55.759998
"2022-06-29",55.740002,56.240002,54.779999,55.360001,1343400,55.360001
