"","EFX.Open","EFX.High","EFX.Low","EFX.Close","EFX.Volume","EFX.Adjusted"
"2022-01-05",288.980011,288.980011,278.01001,279.269989,962100,278.204315
"2022-01-06",278.929993,281.420013,276.200012,279.850006,1036200,278.782135
"2022-01-07",279.160004,281.019989,266.640015,267.450012,1170000,266.429474
"2022-01-10",263,263,257.76001,260.779999,908800,259.784912
"2022-01-11",261.950012,263.579987,255.169998,263.190002,974200,262.185699
"2022-01-12",265.23999,267.470001,260.720001,261.809998,844700,260.810974
"2022-01-13",261.809998,263.049988,254.5,254.919998,1041700,253.94725
"2022-01-14",251.979996,253.229996,247.330002,249.5,747000,248.547943
"2022-01-18",245.509995,247.75,238.029999,240.660004,1716200,239.741669
"2022-01-19",242.449997,242.449997,233.550003,233.919998,1984200,233.02739
"2022-01-20",235.25,237.460007,228.600006,228.649994,1901900,227.777481
"2022-01-21",229.020004,232.490005,225.559998,225.660004,2232800,224.79892
"2022-01-24",225.910004,234.779999,217.050003,234.190002,2384200,233.296356
"2022-01-25",229.089996,230.020004,224.169998,226.059998,1110200,225.197388
"2022-01-26",229.169998,233.910004,223.839996,226.610001,1061600,225.745285
"2022-01-27",229.929993,231.380005,222.520004,224.919998,627100,224.061722
"2022-01-28",226.289993,234.169998,223.860001,234.050003,1082600,233.156891
"2022-01-31",236.320007,240.869995,235.839996,239.759995,1024400,238.845093
"2022-02-01",240,243.589996,235.820007,242.220001,795600,241.295715
"2022-02-02",242.789993,245.270004,242.789993,245.169998,857000,244.234467
"2022-02-03",242.220001,242.699997,232.460007,233.449997,1082200,232.559189
"2022-02-04",233.580002,236.509995,232.380005,234.070007,988000,233.176819
"2022-02-07",235.740005,237.580002,233.729996,234.429993,1039700,233.535446
"2022-02-08",234.460007,238.169998,230.389999,236.070007,977500,235.169189
"2022-02-09",239.729996,241.690002,238.600006,240.399994,923400,239.482666
"2022-02-10",231.839996,239.850006,229.399994,231.169998,1745700,230.287888
"2022-02-11",231.389999,233.149994,222.979996,225,1580100,224.141418
"2022-02-14",224.139999,227.440002,219.25,220.979996,1422100,220.136765
"2022-02-15",225.389999,226.300003,220.309998,221.729996,1384800,220.883911
"2022-02-16",221.070007,222.429993,217.169998,221.729996,1867700,220.883911
"2022-02-17",220.350006,220.690002,211.889999,212,1031600,211.19104
"2022-02-18",212.350006,215.449997,210.779999,213.039993,908500,212.618195
"2022-02-22",211.380005,213.889999,208.080002,212.240005,1325100,211.819794
"2022-02-23",213.740005,214.880005,207.990005,208.160004,2593500,207.747864
"2022-02-24",203.210007,216.410004,203.009995,215.919998,1732600,215.492508
"2022-02-25",215.940002,218.740005,213.350006,218.559998,1094200,218.127274
"2022-02-28",215.729996,219.389999,214.919998,218.339996,1121300,217.907715
"2022-03-01",218.729996,221.529999,215.830002,219.039993,1057900,218.606323
"2022-03-02",220.369995,226.039993,220.369995,224.570007,870700,224.125381
"2022-03-03",226.580002,227.100006,221.240005,224.210007,818000,223.766098
"2022-03-04",222.169998,228.449997,221.570007,227.669998,965700,227.219238
"2022-03-07",227.440002,228.259995,217.5,217.830002,1132200,217.398727
"2022-03-08",216.309998,220.839996,215.059998,217.259995,853200,216.829849
"2022-03-09",222.130005,225.320007,221.350006,225.050003,1138100,224.604431
"2022-03-10",220.649994,228,219.360001,226.210007,1034200,225.762131
"2022-03-11",225.940002,228.479996,222.759995,223.899994,958500,223.456696
"2022-03-14",225.720001,229.070007,223.259995,228.429993,1420700,227.977722
"2022-03-15",231.050003,231.860001,227.369995,230.789993,724100,230.333054
"2022-03-16",232.25,236.839996,229.350006,233.830002,1017600,233.36705
"2022-03-17",231.800003,239.630005,230.009995,239.419998,778600,238.945969
"2022-03-18",238.669998,243.789993,238.369995,241.110001,1373500,240.632629
"2022-03-21",239.630005,241.020004,234.610001,237.839996,734200,237.369095
"2022-03-22",238.470001,241.949997,236.309998,239.600006,755000,239.125626
"2022-03-23",238.429993,238.429993,234.169998,236.619995,623800,236.15152
"2022-03-24",236.850006,238.160004,235,236.529999,726600,236.061691
"2022-03-25",237.240005,237.740005,231.830002,235.460007,568900,234.99382
"2022-03-28",236.279999,238.830002,235.259995,238.639999,302300,238.167526
"2022-03-29",242.830002,243.509995,239.720001,243.130005,464100,242.648636
"2022-03-30",241.970001,243.470001,237.550003,239.529999,600900,239.055756
"2022-03-31",239.869995,242.009995,237.100006,237.100006,730600,236.630569
"2022-04-01",238.580002,238.580002,231.210007,234.130005,975400,233.666458
"2022-04-04",233.369995,235.25,232.089996,234.5,691100,234.035721
"2022-04-05",234.190002,236.710007,230.949997,231.850006,1064300,231.390976
"2022-04-06",230.070007,230.179993,221.860001,223.039993,1098600,222.598404
"2022-04-07",222.259995,226.169998,218.699997,224.429993,973100,223.985641
"2022-04-08",222.979996,225.360001,220.570007,223.149994,622100,222.708176
"2022-04-11",220.889999,223.259995,217.979996,218.259995,730000,217.827866
"2022-04-12",219.350006,221.789993,216.039993,217.190002,907100,216.759995
"2022-04-13",215.710007,216.619995,212.130005,215,1351300,214.574326
"2022-04-14",216.529999,219.410004,216.199997,216.380005,1267000,215.951599
"2022-04-18",215.779999,218.440002,211.509995,212.899994,1059700,212.47847
"2022-04-19",211.809998,218.759995,211.169998,218.429993,1765500,217.997528
"2022-04-20",220.199997,222.75,218.860001,221.410004,1334500,220.971634
"2022-04-21",206.080002,214.589996,202.940002,202.949997,3060300,202.548172
"2022-04-22",202.130005,208.979996,201.410004,203.600006,2387000,203.196899
"2022-04-25",202.860001,213.850006,201.770004,213.399994,1718300,212.977493
"2022-04-26",212.169998,212.169998,206.850006,207.559998,1459600,207.149048
"2022-04-27",207.449997,210.470001,199.630005,200.410004,1312300,200.013214
"2022-04-28",202.779999,208.190002,199.740005,206.330002,1630700,205.921494
"2022-04-29",204.25,208.25,202.580002,203.520004,2171800,203.11705
"2022-05-02",203.029999,207.300003,202.289993,205.5,1526900,205.09314
"2022-05-03",204.839996,205.660004,202.210007,205.039993,1568600,204.634033
"2022-05-04",205.009995,213.339996,203.360001,212.619995,1015300,212.199036
"2022-05-05",211.179993,212.759995,205.479996,208.229996,1353400,207.817719
"2022-05-06",206.949997,209.029999,203.360001,205.100006,1035600,204.693924
"2022-05-09",205,206.5,198.970001,199.630005,1568800,199.234756
"2022-05-10",201.929993,202.75,194.360001,200.399994,1060600,200.00322
"2022-05-11",198.289993,199.389999,191.199997,191.559998,929800,191.180725
"2022-05-12",189.440002,193.080002,188.899994,192.660004,1312600,192.278564
"2022-05-13",194.970001,198.710007,194.399994,198.190002,897900,197.797607
"2022-05-16",196.809998,197.759995,193.880005,195.990005,555700,195.601974
"2022-05-17",199.229996,199.229996,194.679993,197.320007,756000,196.929337
"2022-05-18",195.020004,195.380005,187.130005,188.080002,1146600,187.707626
"2022-05-19",186.429993,194.899994,185.759995,191.160004,1031900,190.781525
"2022-05-20",192.199997,194.979996,188.520004,194.610001,768200,194.224701
"2022-05-23",196.449997,197.75,190.559998,196.979996,765100,196.589996
"2022-05-24",195.789993,196.270004,188.800003,191.520004,718100,191.520004
"2022-05-25",190.990005,197.449997,189.550003,195.619995,1333300,195.619995
"2022-05-26",197.070007,203.360001,196.009995,202.229996,823900,202.229996
"2022-05-27",204.940002,208.220001,204.580002,206.289993,895000,206.289993
"2022-05-31",203.190002,204.179993,200.699997,202.580002,1240400,202.580002
"2022-06-01",201,204.279999,198.259995,198.580002,1088100,198.580002
"2022-06-02",199.570007,204.289993,199.029999,203.649994,525300,203.649994
"2022-06-03",200.550003,201.160004,199.270004,200.559998,613700,200.559998
"2022-06-06",202.429993,202.429993,198.770004,199.470001,332700,199.470001
"2022-06-07",197.220001,201.050003,197.220001,200.539993,437200,200.539993
"2022-06-08",199.229996,199.229996,195.470001,196.179993,633600,196.179993
"2022-06-09",195.639999,195.75,191.5,191.970001,890600,191.970001
"2022-06-10",188.919998,188.919998,183.289993,183.350006,770700,183.350006
"2022-06-13",180.649994,181.289993,176.210007,179.589996,912800,179.589996
"2022-06-14",179.350006,180.029999,171.919998,172.020004,1001300,172.020004
"2022-06-15",174.649994,180.389999,173.779999,178.339996,672000,178.339996
"2022-06-16",173.630005,174.630005,169.25,170.350006,1093700,170.350006
"2022-06-17",170.339996,174.429993,170.220001,173.119995,1500800,173.119995
"2022-06-21",175.820007,177.960007,174.889999,175.320007,1040900,175.320007
"2022-06-22",174.600006,181.25,172.779999,180.770004,1072000,180.770004
"2022-06-23",182.580002,183.179993,179.279999,182.339996,876600,182.339996
"2022-06-24",184.229996,186.539993,183.690002,184.830002,808300,184.830002
"2022-06-27",185.100006,186.830002,183.360001,184.940002,513500,184.940002
"2022-06-28",184.759995,186.660004,178.830002,179.470001,660700,179.470001
"2022-06-29",179.940002,181.050003,176.679993,180.169998,601800,180.169998
