"","PKI.Open","PKI.High","PKI.Low","PKI.Close","PKI.Volume","PKI.Adjusted"
"2022-01-05",183.330002,185.520004,180.949997,181.059998,991400,180.820679
"2022-01-06",179.080002,183.009995,176.279999,181.600006,1320000,181.35997
"2022-01-07",181.509995,183.479996,179.460007,181.649994,884200,181.409882
"2022-01-10",178.649994,184,177.789993,183.75,874700,183.507126
"2022-01-11",183,183.320007,172.220001,178.460007,2118500,178.224106
"2022-01-12",178.419998,183.169998,178.240005,182.809998,928600,182.568359
"2022-01-13",183.080002,183.080002,177.779999,179.529999,1368400,179.292694
"2022-01-14",178.589996,180.210007,175.660004,178.470001,1470800,178.2341
"2022-01-18",175.179993,177.270004,173.600006,173.779999,1077400,173.550293
"2022-01-19",174.559998,177.860001,173.679993,176.800003,1190600,176.566299
"2022-01-20",177.880005,179.789993,174.449997,175.139999,809500,174.977783
"2022-01-21",175.139999,176.779999,173,174.880005,849000,174.718018
"2022-01-24",173.199997,174.949997,164.619995,174.110001,1979600,173.94873
"2022-01-25",170.630005,171.410004,167.169998,168.860001,932400,168.703613
"2022-01-26",168.139999,172.5,165.399994,166.470001,726500,166.315811
"2022-01-27",167.929993,168.419998,163.360001,163.850006,893200,163.698242
"2022-01-28",164.350006,169.5,162.199997,169.429993,959900,169.273071
"2022-01-31",168.710007,172.190002,168.100006,172.169998,996200,172.010529
"2022-02-01",172.860001,174.839996,170.759995,174.279999,1094300,174.118576
"2022-02-02",174.979996,186.509995,172.550003,185.119995,2117100,184.948532
"2022-02-03",184.729996,189.690002,183.580002,187.940002,1770200,187.76593
"2022-02-04",186.820007,186.820007,182.389999,182.949997,1008300,182.780548
"2022-02-07",183.130005,185.5,181.639999,182.490005,636800,182.320984
"2022-02-08",180.550003,185.570007,180.25,184.740005,514200,184.568893
"2022-02-09",186.520004,190.559998,186.520004,189.259995,607800,189.084702
"2022-02-10",185.419998,188.110001,183.179993,184.300003,817600,184.129303
"2022-02-11",184.279999,185.100006,178.919998,180.550003,804300,180.382767
"2022-02-14",180.139999,183.149994,179.080002,181.130005,768300,180.962234
"2022-02-15",182.559998,184.970001,179.190002,180.880005,822900,180.712479
"2022-02-16",179.419998,182.229996,177.889999,181.919998,763400,181.751511
"2022-02-17",180.649994,181.770004,177.550003,177.820007,581700,177.655304
"2022-02-18",177.800003,180.229996,176.020004,179.210007,621400,179.044006
"2022-02-22",178.669998,180.5,175.5,176.070007,851500,175.906921
"2022-02-23",176.399994,179.800003,173.25,173.369995,618000,173.209427
"2022-02-24",169.960007,178.440002,169.029999,177.979996,693900,177.815155
"2022-02-25",177.839996,184.490005,176.869995,183.199997,653500,183.030319
"2022-02-28",181.919998,183.229996,178.339996,179.610001,836600,179.443634
"2022-03-01",179.839996,180.130005,175.820007,177.199997,574600,177.035873
"2022-03-02",176.690002,179.039993,175.559998,177.309998,590200,177.145767
"2022-03-03",178.860001,179.289993,175.809998,179,493000,178.834198
"2022-03-04",176.350006,177.990005,172.75,176.429993,841700,176.266571
"2022-03-07",176.009995,176.009995,170.369995,172.259995,749300,172.100449
"2022-03-08",170.559998,173.360001,165.210007,165.309998,1174600,165.156891
"2022-03-09",169.460007,172.820007,168.339996,172.580002,860900,172.420166
"2022-03-10",170.369995,173.440002,170.029999,172.339996,454500,172.180359
"2022-03-11",173.410004,174.360001,165.509995,165.889999,820100,165.736343
"2022-03-14",167.550003,170.339996,161.800003,162.309998,957900,162.159653
"2022-03-15",164.460007,169,163.279999,168.880005,852800,168.723587
"2022-03-16",170.25,176.380005,170.25,176.100006,955700,175.93689
"2022-03-17",175.550003,179.25,175.059998,178.360001,562000,178.194794
"2022-03-18",177.600006,182.759995,176.660004,182.389999,1189800,182.221069
"2022-03-21",181.190002,182.979996,178.75,180.639999,652200,180.472687
"2022-03-22",180.470001,184.75,179.809998,184.539993,565900,184.36908
"2022-03-23",182.830002,182.830002,176.570007,176.649994,630500,176.486374
"2022-03-24",177.5,179.350006,176,179.339996,382200,179.173889
"2022-03-25",180.330002,180.589996,174.169998,176.800003,519000,176.636246
"2022-03-28",177.589996,179.149994,176.300003,177.350006,508100,177.18573
"2022-03-29",180.300003,181.660004,178.869995,180.279999,437800,180.113022
"2022-03-30",179.960007,180.960007,177.110001,178.490005,406900,178.324692
"2022-03-31",178.070007,179.580002,174.429993,174.460007,837200,174.298416
"2022-04-01",175.720001,175.729996,168.229996,171.570007,925200,171.411102
"2022-04-04",171.559998,173.039993,169.330002,169.860001,510500,169.702682
"2022-04-05",168.5,169.009995,166.029999,166.169998,833300,166.016098
"2022-04-06",164.339996,166.820007,161.369995,166.110001,718000,165.956146
"2022-04-07",166.270004,173.649994,166.270004,172.410004,829600,172.250305
"2022-04-08",171.850006,174.100006,170.619995,172.490005,654600,172.330246
"2022-04-11",171.169998,171.619995,165.460007,165.770004,550100,165.61647
"2022-04-12",166.020004,167.179993,160.259995,161.259995,558200,161.110641
"2022-04-13",160.649994,164.800003,160.619995,164.169998,512700,164.017944
"2022-04-14",164.229996,164.699997,161.179993,161.419998,569700,161.270477
"2022-04-18",161.479996,161.850006,158.770004,160.380005,389000,160.231445
"2022-04-19",160.429993,161.660004,158.880005,160.800003,605900,160.651077
"2022-04-20",161.190002,165.229996,160.210007,164.149994,525600,163.997955
"2022-04-21",164.529999,164.529999,159.270004,159.470001,558500,159.390259
"2022-04-22",157.839996,158.190002,152.220001,152.589996,696800,152.513702
"2022-04-25",150.820007,150.820007,146.119995,149.529999,1203400,149.455231
"2022-04-26",148.070007,148.630005,142.220001,142.589996,1073300,142.518692
"2022-04-27",142.869995,145.699997,141.929993,142.429993,712200,142.35878
"2022-04-28",145,148.149994,143.669998,146.410004,734900,146.336792
"2022-04-29",146.119995,151.020004,145.619995,146.610001,1133300,146.536697
"2022-05-02",146.169998,148.860001,143.850006,147.889999,1023200,147.816055
"2022-05-03",147.160004,155.330002,147.160004,152.860001,1346300,152.783569
"2022-05-04",148.279999,158.149994,140.539993,157.080002,2025300,157.001465
"2022-05-05",156.190002,156.220001,146.589996,147.919998,1158500,147.846039
"2022-05-06",146.130005,148.869995,142.899994,147.869995,1311200,147.796051
"2022-05-09",145.880005,147.089996,141.600006,142.449997,1032300,142.378769
"2022-05-10",145.309998,146.300003,140.740005,145.020004,934000,144.947495
"2022-05-11",144.529999,146.440002,141.860001,142.050003,697700,141.978973
"2022-05-12",141.410004,144.229996,139.699997,142.850006,663500,142.77858
"2022-05-13",145.690002,148.809998,145.440002,148.610001,1168000,148.53569
"2022-05-16",147.059998,149.600006,145.710007,146.789993,652100,146.716599
"2022-05-17",148.869995,150.039993,145.899994,147.630005,595200,147.556183
"2022-05-18",144.089996,145.259995,141.070007,142.490005,776400,142.418762
"2022-05-19",141.75,144.699997,140.179993,143.550003,993500,143.478226
"2022-05-20",144.389999,146.919998,142.580002,146.729996,712700,146.656631
"2022-05-23",148.289993,148.509995,145.160004,146.479996,656900,146.406754
"2022-05-24",145.539993,145.669998,142.179993,144.110001,479200,144.037949
"2022-05-25",143.5,144.089996,140.869995,142.729996,479300,142.65863
"2022-05-26",143.649994,146.929993,142.820007,146.649994,617400,146.57666
"2022-05-27",147.839996,156.419998,147.539993,156.179993,1152800,156.101898
"2022-05-31",154.929993,155.289993,149.179993,149.669998,1464700,149.595154
"2022-06-01",149.779999,151.800003,144.009995,146.100006,899600,146.026947
"2022-06-02",146.479996,150.990005,145.520004,150.860001,401500,150.784561
"2022-06-03",148.970001,149.259995,146.880005,147.669998,519800,147.596161
"2022-06-06",148.75,150.350006,147.979996,148.839996,434000,148.765579
"2022-06-07",148.320007,152.449997,147.860001,152.059998,458200,151.983963
"2022-06-08",150.789993,151.869995,148.649994,149.199997,333700,149.125397
"2022-06-09",148.520004,149.460007,146.320007,146.449997,499000,146.37677
"2022-06-10",143.660004,144.869995,141.800003,141.899994,814900,141.829041
"2022-06-13",137.940002,139,134.929993,137.869995,912600,137.801056
"2022-06-14",137.570007,138.820007,135.25,138.139999,475600,138.070923
"2022-06-15",140.880005,142.070007,137.869995,140.410004,679500,140.339798
"2022-06-16",136.740005,137.850006,134.839996,137.539993,720200,137.471222
"2022-06-17",136.929993,140.970001,132.779999,134.910004,1645700,134.842545
"2022-06-21",137.050003,138.25,135.559998,135.639999,579400,135.572174
"2022-06-22",134.550003,140.089996,134.130005,138.240005,868400,138.170883
"2022-06-23",139.070007,145.020004,138.619995,144.309998,701000,144.237839
"2022-06-24",145.360001,146.589996,143.800003,145.529999,1077000,145.45723
"2022-06-27",146.570007,146.770004,143.550003,144.970001,393800,144.897507
"2022-06-28",144.520004,145.759995,140.860001,141.330002,388800,141.259338
"2022-06-29",142,142.690002,139.369995,142.279999,361000,142.208862
