"","BR.Open","BR.High","BR.Low","BR.Close","BR.Volume","BR.Adjusted"
"2022-01-12",168.759995,170.75,167.529999,170.440002,754600,168.882095
"2022-01-13",170.860001,171.350006,162.970001,163.479996,779800,161.985703
"2022-01-14",162.110001,162.589996,158.240005,160.059998,650200,158.596954
"2022-01-18",157.970001,160.020004,156.419998,159.919998,697600,158.458252
"2022-01-19",160.759995,163.720001,159.589996,160.479996,586700,159.013123
"2022-01-20",160,162.119995,158.699997,159.789993,1030100,158.329422
"2022-01-21",160.350006,161.839996,156.5,156.600006,755500,155.168594
"2022-01-24",154.309998,158.190002,151.779999,157.919998,776000,156.476532
"2022-01-25",155.059998,157.320007,151.960007,152.009995,863900,150.620544
"2022-01-26",153.470001,154.710007,148.240005,148.970001,808700,147.608337
"2022-01-27",150.600006,152.660004,149.149994,150.149994,837600,148.777542
"2022-01-28",150.440002,154.25,148.940002,154.149994,828500,152.740997
"2022-01-31",153.860001,159.380005,153.860001,159.220001,942800,157.764648
"2022-02-01",157.789993,158.070007,149.630005,153.330002,1124500,151.928482
"2022-02-02",153.869995,154.880005,151.759995,154.300003,1044700,152.889618
"2022-02-03",152.580002,154.5,148.149994,148.389999,626800,147.03363
"2022-02-04",147.889999,151.279999,147.110001,149.880005,620900,148.510025
"2022-02-07",149.600006,149.630005,147.649994,147.869995,534100,146.518387
"2022-02-08",147.5,149.690002,146.699997,148.800003,615900,147.439896
"2022-02-09",150.830002,151.759995,150.080002,150.860001,403700,149.481064
"2022-02-10",147.940002,150.020004,145.729996,146.449997,558300,145.111374
"2022-02-11",147.100006,148.229996,143.820007,144.619995,924100,143.298096
"2022-02-14",143.770004,146.779999,143.009995,144.839996,756200,143.516083
"2022-02-15",147.009995,148.300003,145.619995,147.630005,1008700,146.280594
"2022-02-16",146.809998,148.139999,143.929993,145.970001,655300,144.635757
"2022-02-17",144.940002,145.020004,141.899994,142.380005,498000,141.078568
"2022-02-18",142.460007,143.259995,140.850006,142.380005,1409900,141.078568
"2022-02-22",141.779999,143.589996,140.179993,142.880005,705500,141.574005
"2022-02-23",143.710007,144.690002,140.759995,140.889999,683600,139.602203
"2022-02-24",138.320007,145.559998,137.580002,145.289993,820100,143.96196
"2022-02-25",145.509995,148.320007,144.669998,148.25,693500,146.894928
"2022-02-28",146.479996,147.520004,144.600006,146.210007,760300,144.873581
"2022-03-01",145.839996,147.050003,144.990005,146.300003,579900,144.962753
"2022-03-02",147.190002,148.660004,146.570007,148.179993,471600,146.825546
"2022-03-03",149.630005,149.850006,145.699997,146.300003,657100,144.962753
"2022-03-04",145.429993,147.630005,144.009995,147.440002,473700,146.092331
"2022-03-07",147.619995,148.289993,146.190002,147.279999,771000,145.933792
"2022-03-08",147.330002,149.490005,144.080002,145.080002,768500,143.753891
"2022-03-09",147.690002,148.220001,145.139999,147.070007,589300,145.725723
"2022-03-10",145.089996,145.929993,143.639999,145.660004,401400,144.328598
"2022-03-11",147.160004,147.729996,144.479996,144.600006,394100,143.27829
"2022-03-14",144.369995,145.619995,141.610001,143.309998,448000,142.631363
"2022-03-15",144.419998,146.300003,143.809998,146.279999,392400,145.587296
"2022-03-16",147.529999,150.949997,147.529999,150.880005,563100,150.165512
"2022-03-17",150.679993,152.300003,150.100006,152.289993,474800,151.568832
"2022-03-18",152.169998,153.899994,151.360001,153.589996,864400,152.862671
"2022-03-21",152.509995,152.830002,150.089996,151.960007,644800,151.240402
"2022-03-22",151.800003,153.190002,151.080002,152.720001,445900,151.996796
"2022-03-23",151.970001,151.970001,150.210007,150.559998,362300,149.847031
"2022-03-24",150.880005,152.199997,150.429993,151.919998,304800,151.200592
"2022-03-25",152.619995,152.929993,151.630005,152.770004,245800,152.04657
"2022-03-28",152.25,154.429993,152.25,154.419998,270600,153.688751
"2022-03-29",156.440002,157.860001,155.720001,157.479996,349300,156.734253
"2022-03-30",156.509995,157.229996,155.139999,155.839996,440900,155.10202
"2022-03-31",155.699997,159,155.210007,155.710007,672900,154.972641
"2022-04-01",155.720001,156.419998,154.770004,156.309998,330400,155.569794
"2022-04-04",156.130005,156.880005,154.830002,156.610001,351200,155.868378
"2022-04-05",155.940002,159.990005,155.690002,159.509995,595700,158.754639
"2022-04-06",157.860001,159.880005,156.75,159.600006,572100,158.844223
"2022-04-07",159.529999,159.820007,157.259995,158.860001,434800,158.107727
"2022-04-08",158.449997,161.5,157.600006,160.839996,481700,160.078339
"2022-04-11",160.529999,160.619995,154.619995,154.830002,454200,154.096802
"2022-04-12",155.710007,156.869995,153.559998,154.070007,494500,153.340408
"2022-04-13",153.630005,155.740005,152.619995,155.479996,283700,154.743729
"2022-04-14",155.979996,156.369995,153.449997,153.520004,327400,152.793015
"2022-04-18",153.179993,153.639999,150.330002,151.619995,428800,150.902008
"2022-04-19",151.960007,155.029999,151.050003,154.639999,372900,153.9077
"2022-04-20",155.610001,156.649994,154.979996,155.460007,386700,154.723831
"2022-04-21",156.720001,157.039993,153.899994,154.470001,286200,153.73851
"2022-04-22",153.740005,154.970001,148.229996,148.300003,462700,147.597733
"2022-04-25",148,151.119995,146.410004,151.039993,413100,150.324753
"2022-04-26",149.839996,150.410004,146.350006,146.440002,372400,145.746536
"2022-04-27",146.850006,150.050003,146.630005,146.820007,451500,146.124741
"2022-04-28",148.820007,150.649994,147.600006,150.220001,324100,149.508636
"2022-04-29",148.330002,149.190002,143.759995,144.130005,478900,143.447479
"2022-05-02",144.470001,145.580002,140.220001,143.259995,537100,142.581589
"2022-05-03",143.669998,147.309998,143.279999,146.440002,611700,145.746536
"2022-05-04",145.029999,149.949997,142.479996,149.350006,580200,148.642761
"2022-05-05",148.110001,149.220001,141.669998,143.070007,538600,142.392502
"2022-05-06",142.389999,143.300003,139.259995,141.839996,487500,141.16832
"2022-05-09",137.229996,139.990005,136.490005,137.710007,517100,137.057892
"2022-05-10",138.869995,139.270004,134.820007,136.770004,620600,136.12233
"2022-05-11",136.119995,138.809998,134.630005,134.929993,635400,134.291031
"2022-05-12",134.149994,136.479996,132.679993,136.410004,493600,135.764038
"2022-05-13",137.419998,140.350006,137.380005,139.339996,530500,138.680161
"2022-05-16",138.380005,139.850006,136.080002,138.960007,552300,138.301971
"2022-05-17",141.100006,141.100006,138.589996,140.479996,465100,139.814758
"2022-05-18",138.839996,138.970001,135.539993,136.600006,398300,135.95314
"2022-05-19",135.529999,139.649994,135.389999,138.020004,439600,137.366409
"2022-05-20",139.050003,139.539993,136.119995,138.979996,383100,138.321854
"2022-05-23",140.25,141.059998,138.440002,140.389999,323500,139.725189
"2022-05-24",139.460007,140.25,137.369995,139.690002,307700,139.028503
"2022-05-25",139.309998,141.330002,138.300003,140.520004,311100,139.854568
"2022-05-26",141.660004,145.149994,141,144.440002,437500,143.756012
"2022-05-27",145.520004,147.25,145.520004,146.800003,346900,146.104843
"2022-05-31",145.820007,147.789993,144.899994,146.220001,576600,145.527588
"2022-06-01",146.520004,147.059998,143.740005,144.729996,452800,144.044632
"2022-06-02",145.160004,147.649994,143.899994,147.630005,302700,146.930908
"2022-06-03",146.220001,147.110001,145.169998,146.289993,255700,145.597244
"2022-06-06",147.119995,147.759995,145.009995,145.360001,228400,144.671646
"2022-06-07",144,147.949997,144,147.729996,301800,147.030426
"2022-06-08",146.990005,147.229996,145.199997,145.490005,224100,144.801041
"2022-06-09",144.899994,145.600006,142.419998,142.490005,287400,141.815247
"2022-06-10",140.509995,142.059998,139.229996,140.089996,480700,139.426605
"2022-06-13",137.029999,137.839996,134.240005,135.149994,458200,134.509995
"2022-06-14",134.899994,136.350006,133.169998,134.419998,367100,134.419998
"2022-06-15",135.320007,139.479996,134.990005,137.949997,675100,137.949997
"2022-06-16",135.009995,135.789993,133.720001,134.160004,655300,134.160004
"2022-06-17",134.050003,135.809998,132.779999,133.410004,1106400,133.410004
"2022-06-21",134.210007,135.729996,133.919998,134.720001,589100,134.720001
"2022-06-22",132.399994,136.369995,132.399994,135.639999,444500,135.639999
"2022-06-23",136.369995,139.110001,135.589996,138.710007,336000,138.710007
"2022-06-24",140,145.740005,139.470001,145.589996,557600,145.589996
"2022-06-27",145.5,147.559998,144.850006,146.889999,402900,146.889999
"2022-06-28",146.929993,148.070007,141.070007,141.160004,507100,141.160004
"2022-06-29",141.490005,144.779999,140.179993,143.889999,686000,143.889999
