"","ABBV.Open","ABBV.High","ABBV.Low","ABBV.Close","ABBV.Volume","ABBV.Adjusted"
"2020-09-25",86,86.860001,85.459999,86.230003,9935600,78.92868
"2020-09-28",87.290001,88.199997,86.870003,87.279999,6306900,79.889771
"2020-09-29",87.110001,87.279999,86.309998,86.889999,5508900,79.532791
"2020-09-30",87,88.440002,86.809998,87.589996,8209300,80.173515
"2020-10-01",88.169998,88.169998,86.730003,87.139999,8777300,79.76162
"2020-10-02",86.5,87.349998,86.050003,86.120003,5554300,78.827988
"2020-10-05",86.489998,88.18,86.209999,87.93,5984200,80.484741
"2020-10-06",87.970001,88.059998,85.709999,85.889999,8743800,78.61747
"2020-10-07",86.160004,87.300003,86.029999,87.07,5899700,79.697563
"2020-10-08",87.269997,88.580002,86.919998,87.339996,5535100,79.944695
"2020-10-09",87.410004,88.699997,87.349998,87.699997,6005800,80.274208
"2020-10-12",88.169998,88.599998,87.32,88.32,7314900,80.841713
"2020-10-13",88.010002,88.800003,87.470001,87.830002,7851700,80.393211
"2020-10-14",86.830002,87.110001,85.900002,86.07,5863900,79.855087
"2020-10-15",85.410004,85.739998,84.959999,85.230003,6190900,79.075752
"2020-10-16",85.889999,87.150002,85.760002,86.269997,5358500,80.040642
"2020-10-19",86.589996,86.790001,84.129997,84.309998,10288000,78.222168
"2020-10-20",84.190002,84.830002,83.419998,84.25,6932100,78.166504
"2020-10-21",83.580002,84.139999,82.559998,82.889999,9776900,76.904709
"2020-10-22",83.019997,84.889999,82.919998,84.309998,8080100,78.222168
"2020-10-23",84.639999,85.150002,83.940002,84.339996,4238700,78.250008
"2020-10-26",84.089996,84.32,82.809998,83.919998,7986300,77.860321
"2020-10-27",84,84.260002,82.68,82.709999,6705600,76.737701
"2020-10-28",81.349998,82.209999,80.239998,80.489998,11480200,74.678001
"2020-10-29",80.5,81.370003,79.110001,80.669998,8876700,74.845009
"2020-10-30",83.199997,86.139999,83,85.099998,18089100,78.955132
"2020-11-02",86.029999,88.540001,86,88.25,10781400,81.877678
"2020-11-03",89.139999,89.389999,87.43,87.959999,8518800,81.608612
"2020-11-04",93.139999,97.489998,92.669998,94.5,25849000,87.676376
"2020-11-05",95.360001,95.519997,93,93.690002,8013000,86.924858
"2020-11-06",92.980003,93.650002,91.709999,92.849998,7006900,86.145515
"2020-11-09",95.739998,96.949997,94.669998,95.120003,11028900,88.25161
"2020-11-10",96.010002,99.129997,95.629997,98.870003,12267200,91.730835
"2020-11-11",99.150002,99.870003,97.769997,98.150002,9476500,91.06282
"2020-11-12",97.5,97.75,96.279999,97.599998,7646600,90.552521
"2020-11-13",97.410004,99.550003,97.400002,99.040001,6888600,91.888557
"2020-11-16",99.959999,100.540001,98.330002,98.360001,8611300,91.25766
