"","CF.Open","CF.High","CF.Low","CF.Close","CF.Volume","CF.Adjusted"
"2020-11-20",32.32,33.669998,32.220001,33.5,2933400,32.463711
"2020-11-23",34.029999,36.09,34.029999,35.82,4581300,34.711941
"2020-11-24",36.23,38.77,36.23,38.650002,6318500,37.454403
"2020-11-25",38.240002,38.709999,37.32,38.169998,3442500,36.989246
"2020-11-27",38.560001,39.41,38.279999,38.77,2427000,37.57069
"2020-11-30",38.389999,38.439999,37.080002,37.299999,3320300,36.14616
"2020-12-01",37.900002,38.150002,37.389999,37.5,2424300,36.339977
"2020-12-02",37.330002,38.25,37.25,37.849998,2798800,36.67915
"2020-12-03",38.080002,38.66,37.82,38.130001,2267300,36.950481
"2020-12-04",38.389999,39.900002,38.200001,39.57,2861600,38.345936
"2020-12-07",39.259998,39.369999,38,38.27,1981100,37.086159
"2020-12-08",37.950001,38.709999,37.900002,38.52,1624500,37.328426
"2020-12-09",38.91,39.419998,38.549999,39.060001,1778700,37.851715
"2020-12-10",38.59,39.34,38.549999,39.110001,1793700,37.900169
"2020-12-11",38.66,39.459999,38.619999,39.369999,1696700,38.152122
"2020-12-14",39.66,40.060001,38.779999,38.82,2477900,37.619141
"2020-12-15",39.400002,39.41,38.02,38.349998,2553900,37.163677
"2020-12-16",38.549999,38.549999,37.07,37.779999,2179400,36.611309
"2020-12-17",38.119999,38.16,37.450001,37.540001,1855700,36.378735
"2020-12-18",37.490002,37.720001,36.970001,37.639999,4424600,36.475639
"2020-12-21",36.889999,37.650002,36.66,37.540001,1692300,36.378735
"2020-12-22",37.610001,37.610001,36.209999,36.220001,1723700,35.099567
"2020-12-23",36.509998,37.09,36.299999,36.77,1263800,35.632553
"2020-12-24",36.709999,36.889999,36.389999,36.810001,255800,35.671318
"2020-12-28",37.009998,38.57,37.009998,37.200001,1606300,36.049255
"2020-12-29",37.32,37.77,36.639999,36.950001,1073100,35.806988
"2020-12-30",36.849998,38.259998,36.849998,37.970001,1388200,36.795433
"2020-12-31",37.93,39.200001,37.580002,38.709999,1556400,37.512547
"2021-01-04",39,39.599998,38.060001,38.529999,2668100,37.338108
"2021-01-05",38.700001,40.490002,38.700001,40.07,2632200,38.830467
"2021-01-06",40.880001,43.299999,40.34,42.700001,4689000,41.379112
"2021-01-07",43.5,43.98,42.580002,42.77,3248200,41.446949
"2021-01-08",43.049999,43.259998,42.139999,43.16,3449300,41.824886
"2021-01-11",42.16,43.459999,41.900002,43.110001,2159500,41.776436
"2021-01-12",43.52,45.959999,42.950001,45.740002,3698600,44.325077
"2021-01-13",46.200001,47,44.970001,45.290001,2976800,43.889004
"2021-01-14",45.369999,45.950001,45.290001,45.299999,2216200,43.898693
"2021-01-15",45.169998,45.669998,44.330002,45.560001,2531500,44.150642
"2021-01-19",45.98,46.189999,44.5,44.990002,2465300,43.598278
"2021-01-20",45.23,45.360001,43.740002,44.130001,1766200,42.764885
"2021-01-21",44.32,44.560001,43.220001,43.459999,1742600,42.115608
"2021-01-22",42.790001,43.73,42.549999,43.400002,1457300,42.057465
"2021-01-25",43.029999,43.66,42.150002,43.470001,2102600,42.125298
"2021-01-26",43.950001,44.240002,41.889999,41.98,2150400,40.681385
"2021-01-27",41.099998,41.740002,39.869999,40.880001,3581200,39.615417
"2021-01-28",41.5,42.400002,41.18,42.200001,3499000,40.894585
"2021-01-29",42.040001,42.970001,41,41.380001,4684900,40.099949
"2021-02-01",41.889999,43.32,41.880001,42.970001,2131800,41.640762
"2021-02-02",43.650002,43.84,42.66,43.400002,1786200,42.057465
"2021-02-03",43.57,44.220001,42.68,42.799999,1992700,41.476017
"2021-02-04",42.720001,43.68,42.310001,43.169998,1774700,41.834576
"2021-02-05",43.689999,44.700001,42.75,43.139999,1217100,41.805504
"2021-02-08",43.68,44.419998,43.330002,43.970001,1443800,42.609829
"2021-02-09",44.040001,44.23,43.400002,43.990002,1431900,42.629211
"2021-02-10",44.419998,44.419998,42.150002,43.240002,1939900,41.902416
"2021-02-11",43.48,43.5,42.43,43.16,1444400,41.824886
"2021-02-12",42.580002,44.400002,42.509998,44.360001,1494400,43.288654
"2021-02-16",44.599998,45.560001,43.880001,45.240002,2338600,44.147415
"2021-02-17",44.889999,45.450001,44.09,45.060001,1804700,43.971752
"2021-02-18",45.349998,46.740002,42.849998,43.869999,3421500,42.81049
"2021-02-19",44.490002,45.849998,44.07,45.759998,2241400,44.654846
"2021-02-22",45.880001,47.450001,45.32,46.869999,2543000,45.738037
"2021-02-23",46.860001,47,44.709999,46.75,1566900,45.620941
"2021-02-24",46.66,48.880001,46.66,48.610001,2143300,47.436016
"2021-02-25",48.580002,48.599998,46.27,46.66,1496700,45.533115
"2021-02-26",46.540001,46.540001,44.41,45.279999,2101100,44.186443
"2021-03-01",46.09,46.959999,45.650002,45.900002,1645700,44.79147
"2021-03-02",45.919998,46.330002,45.369999,46.009998,1868200,44.898811
"2021-03-03",46.169998,47.810001,46.169998,46.919998,2470600,45.786831
"2021-03-04",46.830002,47.34,44.490002,45.529999,2910200,44.430405
"2021-03-05",46.16,47.209999,43.939999,47.119999,2987800,45.981998
"2021-03-08",47.59,50.700001,47.5,49.580002,7132900,48.382587
"2021-03-09",49.470001,49.810001,48.110001,48.130001,2763200,46.967609
"2021-03-10",48.299999,49.490002,47.560001,49.330002,2093200,48.138626
"2021-03-11",50.419998,51.029999,49.75,50.540001,2637400,49.319412
"2021-03-12",50.630001,51.240002,48.91,49.259998,1698200,48.070316
"2021-03-15",49.560001,50.939999,49.16,50.880001,1926900,49.651192
"2021-03-16",50.900002,51,48.369999,48.91,2225500,47.728771
"2021-03-17",48.450001,50.099998,48.400002,50.080002,1840100,48.870514
"2021-03-18",50,50.669998,48.150002,48.349998,1915300,47.182293
"2021-03-19",48.139999,48.830002,46.5,48.169998,4339600,47.006641
"2021-03-22",48.290001,48.450001,46.509998,46.869999,1747400,45.738037
"2021-03-23",46,46.400002,44.389999,44.790001,2988900,43.708279
"2021-03-24",45.41,45.830002,44.700001,44.75,1634000,43.669239
"2021-03-25",44.27,45.490002,43.369999,45.189999,1623600,44.098618
"2021-03-26",46,46.43,45.18,46.200001,1446400,45.084225
"2021-03-29",46,47.459999,45.919998,45.970001,1875000,44.859779
"2021-03-30",45.75,46.240002,45.040001,45.43,1579600,44.332821
"2021-03-31",45.299999,46.029999,43.919998,45.380001,3187500,44.284027
"2021-04-01",45.73,46.48,45.02,45.91,1854000,44.801224
"2021-04-05",46.700001,46.82,44.990002,45.419998,1560800,44.323059
"2021-04-06",45.23,45.799999,44.959999,45.610001,1650000,44.508472
"2021-04-07",45.880001,46.23,45.25,46.080002,1211200,44.967117
"2021-04-08",45.869999,46.189999,44.689999,45.52,1925700,44.420647
"2021-04-09",45.52,46.220001,45.5,46.009998,1286400,44.898811
"2021-04-12",46.41,46.470001,45.220001,45.470001,1541100,44.371857
"2021-04-13",45.360001,45.599998,44.32,45.200001,1529600,44.108372
"2021-04-14",45.5,47.700001,45.48,47.220001,2449300,46.079586
"2021-04-15",47.610001,47.889999,46.700001,47.369999,1291700,46.22596
"2021-04-16",47.77,48.330002,46.970001,47.310001,1304700,46.167412
"2021-04-19",47.5,47.77,46.470001,46.91,1499000,45.777077
"2021-04-20",46.5,46.919998,45.259998,46.23,1992700,45.113495
"2021-04-21",46.200001,47.790001,45.5,47.709999,1595400,46.557751
"2021-04-22",47.779999,48.330002,47.09,47.150002,1972100,46.01128
"2021-04-23",47.240002,47.84,46.77,47.32,1523800,46.17717
"2021-04-26",47.799999,48.810001,47.59,48.470001,2089000,47.2994
"2021-04-27",48.470001,49.439999,47.84,48.990002,1466000,47.806839
"2021-04-28",49.209999,50.200001,48.900002,49.560001,1639300,48.363079
"2021-04-29",50.34,50.459999,49.110001,49.630001,1496900,48.431385
"2021-04-30",49.099998,49.740002,48.529999,48.630001,1087700,47.455536
"2021-05-03",49.16,50.189999,49.099998,49.610001,1966300,48.411869
"2021-05-04",49.119999,49.970001,48.32,49.619999,2210000,48.421619
"2021-05-05",49.970001,50.720001,49.439999,50.080002,1953200,48.870514
"2021-05-06",48.650002,52.25,48.240002,52.169998,3593900,50.910038
"2021-05-07",52.830002,55.209999,52.459999,55.099998,3743700,53.769276
"2021-05-10",55.68,55.970001,54.529999,54.650002,2904900,53.330147
"2021-05-11",53.700001,55.689999,52.889999,54.369999,2922900,53.056904
"2021-05-12",54.220001,54.810001,53.689999,53.93,2369000,52.627533
"2021-05-13",54,54.810001,52.68,53.57,2043500,52.27623
"2021-05-14",53.759998,54.66,53.380001,54.34,1450600,53.326267
"2021-05-17",54,54.91,53.720001,54.610001,2005800,53.591228
"2021-05-18",55.040001,57.189999,54.540001,54.57,3714300,53.551979
"2021-05-19",53.619999,53.790001,52.240002,52.950001,2580300,51.9622
"2021-05-20",52.900002,53.209999,51.41,52.080002,2670800,51.108425
"2021-05-21",52.77,53.380001,52.279999,52.330002,1226800,51.353764
"2021-05-24",52.779999,53.299999,52.43,53.029999,1222500,52.040707
"2021-05-25",53.130001,54.259998,51.740002,51.790001,2090500,50.823841
"2021-05-26",51.75,52.209999,51.060001,51.990002,2081100,51.020111
"2021-05-27",52.57,53.099998,52.5,52.830002,2080100,51.84444
"2021-05-28",53,53.32,52.360001,53.169998,1271600,52.178089
"2021-06-01",54.189999,55.279999,54,55.189999,2434300,54.160408
"2021-06-02",55.41,55.439999,54.439999,54.509998,1294300,53.493095
"2021-06-03",54.080002,55.07,53.619999,55.02,1318700,53.993584
"2021-06-04",55.349998,55.93,54.740002,55.360001,1323700,54.327236
"2021-06-07",56.25,56.580002,55.259998,55.549999,1095000,54.513695
"2021-06-08",54.959999,55.959999,54.400002,55.560001,1336500,54.523514
"2021-06-09",55.59,55.689999,54.41,55.5,1259200,54.46463
"2021-06-10",55.799999,56.119999,53.709999,53.740002,2016200,52.737461
"2021-06-11",54.200001,54.889999,53.459999,53.799999,1274400,52.796341
"2021-06-14",53.790001,54.169998,52.41,52.689999,2180200,51.707047
"2021-06-15",52.970001,53.59,52.060001,53.490002,1850800,52.492126
"2021-06-16",53.470001,53.470001,52.02,52.380001,1884500,51.402832
"2021-06-17",52.080002,52.200001,48.990002,50,4118500,49.067234
"2021-06-18",49.310001,50.150002,48.669998,48.799999,4299200,47.889618
"2021-06-21",49.799999,52.34,49.720001,51.419998,3540700,50.460739
"2021-06-22",51.700001,52.040001,50.669998,51.330002,1840600,50.372421
"2021-06-23",51.610001,52.240002,51.040001,51.09,1653300,50.136894
"2021-06-24",51.27,51.57,50.740002,50.810001,1781200,49.862125
"2021-06-25",51.240002,51.91,50.939999,51.330002,2099300,50.372421
"2021-06-28",51.380001,51.380001,48.84,48.98,2380100,48.066261
"2021-06-29",49.529999,50.32,48.790001,49.189999,1843600,48.272343
"2021-06-30",49.32,51.57,49.200001,51.450001,4119500,50.490181
"2021-07-01",53.849998,54.540001,52.049999,52.419998,2783700,51.442085
"2021-07-02",52.290001,52.400002,51.150002,51.59,1512000,50.627567
"2021-07-06",51.66,51.66,49.220001,49.84,2116900,48.910217
"2021-07-07",49.869999,50.720001,48.970001,50.09,1559500,49.155552
"2021-07-08",49.080002,50.48,48.34,49.650002,1852200,48.723763
"2021-07-09",50.59,51.119999,49.970001,50.66,1269700,49.714916
"2021-07-12",49.889999,50.950001,49.5,50.599998,1206400,49.65604
"2021-07-13",50.610001,50.610001,49.32,49.77,1162200,48.841522
"2021-07-14",49.860001,50.560001,49.290001,49.59,946600,48.664879
"2021-07-15",49.060001,49.919998,48.68,49.040001,918500,48.125141
"2021-07-16",49.150002,49.630001,46.77,47.16,2301300,46.280209
"2021-07-19",45.84,46.330002,45.240002,45.970001,1732400,45.112415
"2021-07-20",46.18,47.540001,45.75,46.950001,1612800,46.074131
"2021-07-21",47.669998,47.939999,47.139999,47.900002,2347500,47.006409
"2021-07-22",47.48,47.599998,46.560001,47.220001,1380100,46.339092
"2021-07-23",47.459999,47.860001,46.669998,47.310001,1808600,46.427414
"2021-07-26",47.41,47.82,46.669998,47.68,1824300,46.790516
"2021-07-27",47.049999,47.900002,46.049999,47.369999,2274600,46.48629
"2021-07-28",47.580002,48.169998,47.009998,47.720001,1442600,46.829769
"2021-07-29",48.369999,48.389999,47.369999,47.630001,1604800,46.741447
"2021-07-30",47.639999,49.080002,47.169998,47.25,4314300,46.368538
"2021-08-02",47.459999,47.75,45.91,45.959999,2771900,45.1026
"2021-08-03",46.139999,46.57,44.939999,46.450001,2851100,45.583458
"2021-08-04",46.16,46.580002,44.919998,45.049999,2457600,44.209576
"2021-08-05",45.119999,45.93,45.080002,45.189999,1755300,44.346966
"2021-08-06",45.77,46.349998,45.5,46.189999,2051500,45.328304
"2021-08-09",46.119999,47.25,45.639999,47.07,3726100,46.191891
"2021-08-10",46.380001,48.740002,46.299999,47.82,3693800,46.927898
"2021-08-11",48.25,49.169998,47.599998,48.310001,2404700,47.408764
"2021-08-12",48.169998,49.439999,47.049999,49.029999,2915500,48.115326
"2021-08-13",48.560001,49.639999,48.150002,48.380001,2316500,47.769741
"2021-08-16",47.540001,47.66,46.139999,46.389999,1644200,45.804848
"2021-08-17",46.799999,46.799999,44.650002,45.57,1720500,44.995186
"2021-08-18",45.91,47.009998,45.59,45.77,1931800,45.192665
"2021-08-19",44.66,45.130001,43.189999,43.34,2490900,42.793316
"2021-08-20",43.529999,44.939999,43.529999,44.470001,2259500,43.909061
"2021-08-23",44.950001,45.400002,44.73,44.799999,1393000,44.234901
"2021-08-24",45,46.009998,45,45.110001,1156400,44.540989
"2021-08-25",44.990002,45.860001,44.5,45.669998,1359000,45.093929
"2021-08-26",45.450001,45.799999,44.34,44.52,1142400,43.958435
"2021-08-27",44.560001,45.599998,44.560001,45.23,1729600,44.659473
"2021-08-30",45.639999,45.639999,44.400002,44.810001,984400,44.244778
"2021-08-31",44.73,45.799999,44.68,45.419998,1972500,44.84708
"2021-09-01",45.389999,45.450001,44.310001,44.98,1785300,44.412632
"2021-09-02",44.990002,46.09,44.990002,45.959999,2630900,45.380268
"2021-09-03",46.110001,46.32,45.299999,45.43,1268800,44.856953
"2021-09-07",45.290001,46.290001,45.080002,46.169998,1582900,45.58762
"2021-09-08",46.290001,46.48,44.529999,44.59,1778500,44.02755
"2021-09-09",44.119999,45.779999,44.040001,45.400002,2064500,44.827332
"2021-09-10",45.990002,46.240002,44.830002,45.639999,1649700,45.064304
"2021-09-13",46,46.549999,45.52,46.41,1487500,45.824593
"2021-09-14",46.740002,47.580002,45.799999,46.119999,2349400,45.538246
"2021-09-15",46.41,48.66,46.310001,48.439999,3018300,47.828987
"2021-09-16",48.139999,50.040001,48.099998,49.02,4543800,48.401669
"2021-09-17",49.049999,49.759998,48.549999,49.099998,5514600,48.480656
"2021-09-20",47.32,48.310001,46.830002,48.07,2440700,47.463654
"2021-09-21",48.619999,49.470001,47.84,48.990002,2291600,48.372047
"2021-09-22",49.869999,50.82,49.709999,50.419998,2061500,49.784008
"2021-09-23",51.400002,53.549999,51.32,53.490002,4816500,52.815289
"2021-09-24",53.139999,55.34,52.720001,54.84,5578200,54.148254
"2021-09-27",55.700001,57.099998,55.360001,56.09,4255200,55.382492
"2021-09-28",56,57.009998,55.700001,56.639999,3526700,55.925552
"2021-09-29",56.799999,56.799999,55.830002,56.52,2142800,55.807068
"2021-09-30",56.709999,56.889999,55.700001,55.82,3671400,55.115894
"2021-10-01",56.709999,61.259998,56.709999,61.139999,7615500,60.36879
"2021-10-04",61.380001,62.060001,59.810001,60.740002,4170100,59.973839
"2021-10-05",61.02,61.610001,59.84,60.43,4236500,59.667747
"2021-10-06",59.330002,59.990002,58.119999,59.849998,4244200,59.095062
"2021-10-07",59.98,61.66,59.939999,60.66,4388700,59.894844
"2021-10-08",60.860001,61.310001,60.18,61.060001,2126700,60.289799
"2021-10-11",62.330002,63.400002,61.810001,62.139999,2980900,61.356174
"2021-10-12",61.98,62.889999,60.630001,60.900002,3146900,60.131821
"2021-10-13",60.759998,61.139999,59.93,60.349998,2369500,59.588757
"2021-10-14",61.139999,61.360001,59.709999,60.540001,2267100,59.776363
"2021-10-15",61.209999,61.209999,58.970001,59,3146600,58.255787
"2021-10-18",58.759998,61.200001,58.580002,60.970001,3569800,60.200935
"2021-10-19",61.040001,61.110001,59.830002,60.560001,3152900,59.796104
"2021-10-20",60.560001,62.439999,59.810001,60.419998,2567600,59.657871
"2021-10-21",60.029999,60.540001,59.240002,59.990002,2576000,59.233295
"2021-10-22",60.299999,61.09,59.639999,59.669998,1451700,58.917332
"2021-10-25",60.43,61.25,58.950001,59.130001,1905600,58.384148
"2021-10-26",59.200001,59.200001,57.990002,58.540001,2178400,57.801586
"2021-10-27",58.200001,58.349998,56.380001,56.740002,3701800,56.024296
"2021-10-28",57.240002,58.09,56.759998,57.57,1523200,56.843819
"2021-10-29",57.220001,57.459999,56.299999,56.799999,3624700,56.083538
"2021-11-01",57.07,58.419998,57.029999,57.59,1699700,56.863571
"2021-11-02",57.040001,57.470001,55.650002,56.41,3371400,55.698456
"2021-11-03",56.41,58.560001,55.290001,58.110001,3941900,57.37701
"2021-11-04",58.779999,60.830002,57.98,58.5,2958600,57.762093
"2021-11-05",58.400002,59.799999,58.380001,59.200001,2415000,58.453262
"2021-11-08",60.110001,63.349998,59.900002,62.540001,3991100,61.751133
"2021-11-09",62.400002,63.419998,61.34,63.220001,2239700,62.422554
"2021-11-10",62.82,64.669998,62.25,62.970001,3615600,62.175709
"2021-11-11",63.5,64.160004,63.380001,63.799999,2068700,62.995235
"2021-11-12",63.470001,65.529999,63.400002,64.57,2275900,64.056732
"2021-11-15",64.580002,65.580002,63.470001,65.550003,2744000,65.028946
"2021-11-16",65.379997,65.830002,64.110001,65.480003,3412900,64.959503
"2021-11-17",65.620003,66.720001,65.110001,65.279999,3280800,64.761093
"2021-11-18",65.910004,68.089996,65.410004,67.57,5345600,67.032883
"2021-11-19",66.449997,66.5,65.059998,65.190002,2867600,64.671806
"2021-11-22",65.699997,66.080002,64.900002,65.010002,2349300,64.49324
"2021-11-23",65.269997,66.260002,64.089996,65.239998,2368800,64.721405
"2021-11-24",64.629997,65.739998,64.480003,65.139999,1138800,64.6222
"2021-11-26",63.009998,63.599998,62.029999,62.799999,1396100,62.300804
"2021-11-29",64.300003,64.82,62.209999,62.959999,2443900,62.45953
"2021-11-30",62.310001,63.389999,60.32,60.59,3416800,60.108372
"2021-12-01",62.169998,62.599998,57.25,57.290001,3835100,56.834602
"2021-12-02",57.700001,59.700001,57.700001,59.299999,2226900,58.828625
"2021-12-03",59.77,60.68,58.509998,59.209999,3344300,58.739342
"2021-12-06",59.900002,60.130001,58.459999,58.919998,2034800,58.451645
"2021-12-07",59.880001,61.139999,59.810001,60.02,2432700,59.542904
"2021-12-08",60.48,60.990002,59.880001,60.099998,1855500,59.622265
"2021-12-09",59.41,59.919998,58.459999,58.52,1990000,58.054825
"2021-12-10",61.16,62.48,59.860001,61.169998,2990900,60.683758
"2021-12-13",60.950001,61.540001,60.150002,61.220001,2157200,60.733364
"2021-12-14",60.919998,62.700001,60.639999,62.240002,3464700,61.745258
"2021-12-15",62.07,63.880001,60.889999,63.560001,3064300,63.054764
"2021-12-16",63.880001,66.099998,63.880001,64.309998,2919100,63.798801
"2021-12-17",64.620003,66,64,64.809998,6094500,64.294823
"2021-12-20",63.790001,64.279999,62.189999,64.139999,2464600,63.630154
"2021-12-21",65.019997,68.940002,64.940002,68.589996,3728600,68.044777
"2021-12-22",68.540001,71.739998,68.529999,71.730003,3451500,71.159828
"2021-12-23",71.599998,72.949997,70.410004,72.300003,2760000,71.725296
"2021-12-27",72.5,73.889999,71.07,73.860001,2191600,73.272888
"2021-12-28",73.720001,74.769997,73.440002,74.32,1470800,73.729233
"2021-12-29",73.879997,74.620003,73.32,73.760002,1824000,73.173683
"2021-12-30",73.459999,73.68,71.730003,71.879997,1915500,71.308624
"2021-12-31",71.709999,71.75,70.099998,70.779999,2251000,70.217369
"2022-01-03",71.540001,72.309998,70.089996,70.589996,2637600,70.028877
"2022-01-04",71.349998,72.199997,70.550003,71.129997,2867300,70.564583
"2022-01-05",72.190002,72.279999,68.919998,68.970001,3275000,68.421761
"2022-01-06",69.419998,69.779999,66.660004,69.239998,2915100,68.689613
"2022-01-07",69.25,70.18,68.970001,69.139999,1763600,68.590408
"2022-01-10",68.43,68.580002,65.82,67.470001,2573100,66.933678
"2022-01-11",67.529999,69.550003,66.68,69.160004,2226200,68.610252
"2022-01-12",69.989998,70.809998,67.489998,67.900002,3185100,67.36026
"2022-01-13",66.940002,67.970001,65.5,65.580002,2951700,65.058708
"2022-01-14",64.730003,66.830002,63.82,66.440002,2966000,65.911873
