"","GIS.Open","GIS.High","GIS.Low","GIS.Close","GIS.Volume","GIS.Adjusted"
"2021-10-27",62.369999,62.66,61.200001,61.299999,2593100,59.970627
"2021-10-28",61.509998,62.150002,61.41,62.040001,2473300,60.69458
"2021-10-29",61.91,62.470001,61.759998,61.799999,2470400,60.459782
"2021-11-01",61.82,62.389999,61.82,62.290001,1964300,60.939159
"2021-11-02",62.459999,62.799999,62.110001,62.630001,2147000,61.271786
"2021-11-03",62.689999,63.259998,62.610001,63.139999,2196400,61.770725
"2021-11-04",63,63.400002,62.389999,62.709999,2627400,61.350048
"2021-11-05",62.799999,62.919998,62.41,62.650002,2048400,61.291351
"2021-11-08",62.66,62.799999,62.02,62.639999,1911700,61.28157
"2021-11-09",62.889999,63.259998,62.529999,63.169998,1780800,61.800072
"2021-11-10",63.389999,63.950001,63.009998,63.529999,2447300,62.152267
"2021-11-11",63.259998,63.950001,62.720001,62.900002,2726800,61.535931
"2021-11-12",63.049999,63.529999,62.639999,63.240002,2903900,61.868561
"2021-11-15",63.23,63.830002,63,63.700001,1751100,62.318581
"2021-11-16",63.779999,63.779999,63.23,63.259998,2020100,61.888123
"2021-11-17",63.18,63.310001,62.900002,63.119999,1925400,61.751156
"2021-11-18",62.889999,63.299999,62.619999,62.900002,1844100,61.535931
"2021-11-19",63.209999,63.740002,62.009998,62.040001,2656800,60.69458
"2021-11-22",62,63.43,61.880001,62.880001,1936600,61.516361
"2021-11-23",62.990002,63.689999,62.93,63.439999,2026000,62.06422
"2021-11-24",63.509998,63.68,62.889999,63.299999,1484500,61.927254
"2021-11-26",63.240002,64.089996,62.610001,62.759998,1704100,61.39896
"2021-11-29",62.919998,63.549999,62.360001,63.52,3536300,62.142483
"2021-11-30",63.23,63.34,61.689999,61.77,9085800,60.430439
"2021-12-01",61.959999,62.560001,61.41,61.43,3386500,60.097805
"2021-12-02",61.889999,63.110001,61.810001,62.860001,4692100,61.496799
"2021-12-03",63.189999,64.239998,63.09,64.230003,4066800,62.83709
"2021-12-06",64.360001,65.059998,64.279999,64.440002,3516300,63.042534
"2021-12-07",64.239998,65.019997,63.84,64.57,2863800,63.169712
"2021-12-08",64.559998,65.029999,63.490002,64.209999,2484500,62.817516
"2021-12-09",64.239998,64.360001,63.68,63.970001,2685700,62.582729
"2021-12-10",64.360001,64.900002,64.129997,64.760002,2784300,63.355595
"2021-12-13",64.699997,66.169998,64.260002,65.93,4602000,64.500221
"2021-12-14",65.989998,66.279999,65.620003,65.910004,4487700,64.480652
"2021-12-15",66.089996,67.389999,66.040001,67.339996,4700700,65.879646
"2021-12-16",67.139999,68.879997,66.75,68.860001,4705300,67.366676
"2021-12-17",68.790001,69.68,67.629997,67.650002,6564800,66.182915
"2021-12-20",67.120003,68.010002,67.029999,67.790001,3891400,66.319885
"2021-12-21",64.5,65.580002,63.900002,65.059998,6915200,63.649086
"2021-12-22",65.089996,65.720001,64.580002,65.699997,3885300,64.275208
"2021-12-23",66,66.220001,65.830002,65.989998,2332100,64.558914
"2021-12-27",66.160004,66.370003,65.730003,66.059998,2503100,64.627403
"2021-12-28",66.040001,66.919998,66.040001,66.889999,1929100,65.4394
"2021-12-29",67.080002,67.269997,66.709999,67.019997,1871400,65.566574
"2021-12-30",67.190002,67.370003,66.68,67.050003,1822900,65.59594
"2021-12-31",67.010002,67.529999,66.800003,67.379997,2017300,65.91877
"2022-01-03",67.199997,67.309998,65.889999,67.260002,4013300,65.801384
"2022-01-04",67.269997,68.660004,67.25,67.889999,4659000,66.417709
