"","XRAY.Open","XRAY.High","XRAY.Low","XRAY.Close","XRAY.Volume","XRAY.Adjusted"
"2022-01-11",55.439999,56.349998,55.009998,56.330002,1183900,55.990051
"2022-01-12",56.400002,56.48,54.689999,54.790001,1707000,54.459343
"2022-01-13",54.860001,54.919998,53.84,54,1576400,53.67411
"2022-01-14",53.57,54.299999,52.970001,53.939999,1269800,53.614468
"2022-01-18",53.5,54.299999,52.209999,53.16,1563800,52.839176
"2022-01-19",53.369999,54.119999,52.970001,53.02,1027000,52.70002
"2022-01-20",52.98,54.27,52.810001,53.310001,1147900,52.988274
"2022-01-21",53.16,53.75,52.68,52.93,1271100,52.610565
"2022-01-24",52.5,53.93,51.610001,53.880001,1739500,53.554832
"2022-01-25",53.240002,53.740002,51.080002,52.720001,1785600,52.401833
"2022-01-26",53.130001,54.18,52.060001,52.509998,1560900,52.1931
"2022-01-27",52.73,53.689999,52.240002,52.759998,1074100,52.441589
"2022-01-28",52.700001,53.470001,52.07,53.439999,898800,53.117485
"2022-01-31",53.290001,53.869999,52.959999,53.419998,1262300,53.09761
"2022-02-01",53.330002,53.669998,52.529999,53.110001,1539000,52.789478
"2022-02-02",53.060001,53.790001,52.93,53.610001,1269500,53.286461
"2022-02-03",53.41,53.669998,52.490002,52.599998,941700,52.282558
"2022-02-04",52.169998,52.720001,51.34,52.299999,892600,51.984371
"2022-02-07",52.209999,52.509998,51.73,52.119999,892000,51.805454
"2022-02-08",52.049999,53.099998,51.599998,53,1247800,52.680145
"2022-02-09",53.400002,54.439999,53.369999,54.369999,1505100,54.041874
"2022-02-10",53.91,55.400002,53.91,54.310001,2286700,53.982239
"2022-02-11",54.380001,54.630001,53.669998,53.970001,1805400,53.644291
"2022-02-14",53.900002,54.52,53.099998,53.540001,1092600,53.216885
"2022-02-15",53.869999,56.630001,53.869999,56.509998,2334600,56.168961
"2022-02-16",56.400002,57,55.619999,56.630001,3441300,56.288239
"2022-02-17",56.169998,56.169998,55.119999,55.549999,991600,55.214752
"2022-02-18",55.150002,55.900002,54.849998,55.09,1804100,54.75753
"2022-02-22",55.049999,55.98,54.790001,55.389999,1880500,55.055721
"2022-02-23",55.700001,56.470001,55.25,55.419998,1463500,55.085537
"2022-02-24",54.290001,56.439999,53.98,56.279999,2101300,55.94035
"2022-02-25",56.560001,58.700001,56.5,58.689999,2660000,58.335804
"2022-02-28",54.25,54.700001,52.799999,54.139999,7547500,53.813267
"2022-03-01",54.16,55.240002,51.389999,54.360001,5353600,54.031937
"2022-03-02",54.209999,55.32,52.459999,52.48,4347600,52.163284
"2022-03-03",52.75,53.48,52.349998,53.299999,3276600,52.978333
"2022-03-04",52.700001,52.970001,51.830002,52.57,2580500,52.252735
"2022-03-07",52.299999,52.369999,50.990002,51.5,1842100,51.189194
"2022-03-08",51.700001,51.830002,50.389999,50.439999,2031300,50.135593
"2022-03-09",51.82,52.75,51.200001,51.310001,2484900,51.000347
"2022-03-10",50.580002,51.189999,50.099998,50.68,3860600,50.374146
"2022-03-11",50.959999,51.150002,48.650002,48.77,3332700,48.475674
"2022-03-14",48.869999,48.939999,47.400002,47.689999,2510900,47.402187
"2022-03-15",47.860001,48.389999,47.459999,47.709999,2054400,47.42207
"2022-03-16",48.439999,49.099998,47.82,48.619999,2533600,48.326572
"2022-03-17",48.25,48.950001,48.139999,48.759998,2638900,48.465729
"2022-03-18",48.419998,48.869999,47.869999,48.66,6865400,48.366337
"2022-03-21",49.009998,49.799999,48.790001,49.25,2982200,48.952774
"2022-03-22",49.240002,50.279999,49.220001,49.68,2983300,49.38018
"2022-03-23",49.619999,50.09,49.23,49.490002,1584900,49.191326
"2022-03-24",49.490002,49.599998,49.080002,49.189999,1350300,49.016941
"2022-03-25",49.389999,49.700001,49.080002,49.689999,1113800,49.515182
"2022-03-28",49.810001,50.040001,49.200001,49.84,1339900,49.664654
"2022-03-29",50.299999,50.639999,49.099998,49.73,2238800,49.555042
"2022-03-30",49.549999,50.169998,49.169998,49.549999,1735800,49.375675
"2022-03-31",49.48,49.849998,48.869999,49.220001,1677900,49.046837
"2022-04-01",49.450001,49.639999,48.220001,49.25,1838400,49.076729
"2022-04-04",49.049999,49.209999,48.610001,48.68,1036400,48.508736
"2022-04-05",48.48,49.130001,48.400002,48.630001,1410600,48.458912
"2022-04-06",48.330002,48.689999,47.939999,48.27,1706000,48.100178
"2022-04-07",48.060001,48.349998,47.700001,48.07,1240400,47.900883
"2022-04-08",48.02,48.43,47.759998,48.049999,1252100,47.880951
"2022-04-11",47.169998,48.650002,47.060001,48.48,1728600,48.309441
"2022-04-12",48.470001,49.02,48.130001,48.450001,1266300,48.279545
"2022-04-13",48.389999,48.860001,48.02,48.75,1213400,48.578491
"2022-04-14",48.82,49.360001,48.630001,49.07,887800,48.897362
"2022-04-18",49.07,49.380001,48.459999,48.720001,1254500,48.548595
"2022-04-19",42.029999,43.599998,41.16,42.200001,15548800,42.051533
"2022-04-20",42.09,43.18,41.450001,42.889999,4878700,42.739105
"2022-04-21",43.040001,43.68,42.009998,42.09,3687100,41.941921
"2022-04-22",41.759998,42.080002,40.650002,40.950001,3190600,40.805931
"2022-04-25",40.93,41.57,40.049999,41.529999,2020000,41.383888
"2022-04-26",41,41.48,40.75,40.82,1344000,40.676388
"2022-04-27",40.77,40.91,40.080002,40.290001,1409400,40.148254
"2022-04-28",40.369999,40.369999,39.220001,40.189999,1700600,40.048603
"2022-04-29",40.169998,40.84,39.93,39.990002,1852100,39.849312
"2022-05-02",39.950001,40.509998,39.310001,39.650002,1911600,39.510506
"2022-05-03",39.709999,41.189999,39.669998,40.68,1797900,40.53688
"2022-05-04",40.540001,42.040001,40.330002,41.950001,1658800,41.802414
"2022-05-05",41.810001,42.080002,40.470001,40.810001,1774400,40.666424
"2022-05-06",40.669998,40.720001,39.970001,40.59,1537200,40.447197
"2022-05-09",40.18,40.540001,39.09,39.25,2675400,39.111912
"2022-05-10",35.25,37.860001,35,36.380001,10831600,36.25201
"2022-05-11",36.48,39,36.389999,37.68,6894900,37.547436
"2022-05-12",37.400002,38.380001,37.099998,37.849998,4186200,37.716835
"2022-05-13",37.950001,38.59,37.860001,38.23,2041500,38.095501
"2022-05-16",38.200001,38.529999,37.970001,38.259998,1826700,38.125393
"2022-05-17",38.34,39.18,38.34,38.970001,1672100,38.832897
"2022-05-18",38.75,38.93,37.459999,37.619999,1860600,37.487644
"2022-05-19",37.23,37.540001,36.84,37.32,1733400,37.188702
"2022-05-20",37.709999,37.82,36.82,37.75,1618100,37.617188
"2022-05-23",38.09,38.639999,37.740002,38.5,1747400,38.364552
"2022-05-24",38.470001,38.470001,37.73,38.099998,2454300,37.965958
"2022-05-25",38.060001,38.900002,37.18,38.580002,1934200,38.444271
"2022-05-26",38.610001,39.189999,38.490002,38.950001,1635100,38.812969
"2022-05-27",39.189999,39.779999,39.02,39.720001,1759200,39.580261
"2022-05-31",39.720001,39.759998,39.23,39.560001,2911600,39.420822
"2022-06-01",39.790001,39.919998,38.27,39.040001,2058600,38.902653
"2022-06-02",39.700001,41.91,39.509998,41.799999,3367900,41.652939
"2022-06-03",41.450001,41.549999,40.34,40.490002,1669500,40.347549
"2022-06-06",39.889999,40.799999,39.889999,40.43,1214700,40.287762
"2022-06-07",40.099998,40.599998,39.73,40.52,1540000,40.377445
"2022-06-08",40.419998,40.419998,39.889999,40,1245300,39.859272
"2022-06-09",39.619999,39.84,39.080002,39.099998,1145300,38.962437
"2022-06-10",38.5,38.91,38.220001,38.220001,1513900,38.085537
"2022-06-13",37.57,37.709999,36.610001,36.740002,3197600,36.610744
"2022-06-14",37.060001,37.060001,35.139999,35.59,3171200,35.46479
"2022-06-15",35.959999,36.189999,34.810001,35.360001,4212800,35.2356
"2022-06-16",34.84,34.869999,33.779999,34.740002,3642200,34.617779
"2022-06-17",35.150002,35.66,34.540001,35.330002,4637800,35.205704
"2022-06-21",35.77,35.889999,35.130001,35.18,3774900,35.056232
"2022-06-22",34.889999,36,34.75,35.529999,2976100,35.404999
"2022-06-23",35.470001,35.950001,35.279999,35.939999,1480300,35.939999
"2022-06-24",36.310001,37.029999,35.939999,36.759998,2721300,36.759998
"2022-06-27",36.790001,37.169998,36.34,36.73,1594500,36.73
"2022-06-28",36.970001,37.279999,35.82,35.830002,1242900,35.830002
"2022-06-29",35.889999,36.560001,35.849998,36.389999,1387500,36.389999
